"","KID","year","tau_m","tau_f","tau_both","tau_m2","tau_f2","tau_m_investment","tau_m_social","tau_m_ex_inv","tau_m_ex_soc","tau_f_investment","tau_f_social","tau_f_ex_inv","tau_f_ex_soc","tau_both_investment","tau_both_social","tau_both_ex_inv","tau_both_ex_soc","relative_present","informal_invest","formal_invest","relative_invest","formal","relative","informal","tau_m_socinvest","tau_f_socinvest","tau_both_socinvest"
"5806",6030037,2002,14,14,14,4,4,0,0.733333333333333,0,0.733333333333333,0,0.733333333333333,0,0.733333333333333,0,0.733333333333333,0,0.733333333333333,13,0,0,5.83333333333333,0,13,0,0.733333333333333,0.733333333333333,0.733333333333333
"5807",6030037,2007,16.9166666666667,4.58333333333333,16.9166666666667,12.9166666666667,4.58333333333333,4.58333333333333,5,4.58333333333333,8.33333333333333,4.58333333333333,0,4.58333333333333,0,4.58333333333333,5,4.58333333333333,8.33333333333333,26.0833333333333,0,0,3,0,3,0.5,12.9166666666667,4.58333333333333,12.9166666666667
"5808",6030038,1997,4.16666666666667,0,4.16666666666667,4.16666666666667,0,1.83333333333333,1,2.66666666666667,1.5,0,0,0,0,1.83333333333333,1,2.66666666666667,1.5,62.5,0,0,24.1666666666667,0,57.6666666666667,1.66666666666667,4.16666666666667,0,4.16666666666667
"5809",6030038,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5833333333333,2.5,0,5,0,28.5833333333333,2.5,0,0,0
"5810",6030038,2007,0,3.16666666666667,3.16666666666667,0,3.16666666666667,0,0,0,0,0,1,2.16666666666667,1,0,1,2.16666666666667,1,47.15,0,0,13.75,0,32.65,2.83333333333333,0,3.16666666666667,3.16666666666667
"5811",6040035,1997,20.5,0,20.5,20.5,0,7.5,5.5,7.5,8,0,0,0,0,7.5,5.5,7.5,8,0,0,0,0,0,0,5,15.5,0,15.5
"5812",6040035,2002,2.25,0,2.25,2.25,0,0,1,0,2.25,0,0,0,0,0,1,0,2.25,0,0.166666666666667,0,0,0,0,24.6666666666667,2.25,0,2.25
"5813",6040036,1997,21,0,21,21,0,7.5,5.5,7.5,8.5,0,0,0,0,7.5,5.5,7.5,8.5,0,0,0,0,0,0,5,16,0,16
"5814",6040036,2002,16.5833333333333,1.25,16.5833333333333,16.5833333333333,1.25,4.33333333333333,6.66666666666667,5.16666666666667,11.4166666666667,0,0,0,1.25,4.33333333333333,6.66666666666667,5.16666666666667,11.4166666666667,0,0.416666666666667,0,0,0,0,16.25,16.5833333333333,1.25,16.5833333333333
"5815",6040036,2007,8.83333333333333,0,8.83333333333333,8.83333333333333,0,0,0,8.83333333333333,0,0,0,0,0,0,0,8.83333333333333,0,0.166666666666667,2,0,0,0,0.166666666666667,4,8.83333333333333,0,8.83333333333333
"5816",6041035,1997,9.75,0,9.75,9.75,0,6.25,3.5,6.25,3.5,0,0,0,0,6.25,3.5,6.25,3.5,43.9166666666667,0,0,20.8333333333333,0,26.6666666666667,12.75,9.75,0,9.75
"5817",6041035,2002,0,5.5,5.5,0,5.5,0,0,0,0,0,1.33333333333333,0,1.33333333333333,0,1.33333333333333,0,1.33333333333333,0,0,0,0,0,0,4.66666666666667,0,1.33333333333333,1.33333333333333
"5818",6041036,1997,8.41666666666667,0,8.41666666666667,8.41666666666667,0,0,8.41666666666667,0,8.41666666666667,0,0,0,0,0,8.41666666666667,0,8.41666666666667,20.6666666666667,0,0,0,0,0,2.5,8.41666666666667,0,8.41666666666667
"5819",6041036,2002,0,2,2,0,2,0,0,0,0,0,2,0,2,0,2,0,2,26.5,0,0,0,0,24.5,0,0,2,2
"5820",6041039,1997,6.25,0,6.25,6.25,0,6.25,0,6.25,0,0,0,0,0,6.25,0,6.25,0,50.75,0,0,13.5,0,37,3.75,6.25,0,6.25
"5821",6041039,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.25,0,0,19,0,58.25,0,0,0,0
"5822",6041173,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5823",6041173,2002,0,21.8333333333333,21.8333333333333,0,6.33333333333333,0,0,0,0,0,5.33333333333333,0,6.33333333333333,0,5.33333333333333,0,6.33333333333333,0,0,0,0,0,0,7.91666666666667,0,6.33333333333333,6.33333333333333
"5824",6041174,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5825",6041174,2002,13.8333333333333,0,13.8333333333333,13.8333333333333,0,0,11.8333333333333,0,13.8333333333333,0,0,0,0,0,11.8333333333333,0,13.8333333333333,0,0,0,0,0,0,5.41666666666667,13.8333333333333,0,13.8333333333333
"5826",6051183,2002,5.5,0,5.5,3,0,0,3,0,3,0,0,0,0,0,3,0,3,16.4166666666667,1.66666666666667,0,2.5,0,2.66666666666667,9,3,0,3
"5827",6051183,2007,5.16666666666667,2.5,5.16666666666667,5.16666666666667,2.5,2.66666666666667,2.5,2.66666666666667,2.5,0,2.5,0,2.5,2.66666666666667,2.5,2.66666666666667,2.5,23.3333333333333,0,0,5.5,0,7.33333333333333,14.5833333333333,5.16666666666667,2.5,5.16666666666667
"5828",6051185,2002,5.16666666666667,0,5.16666666666667,5.16666666666667,0,4.16666666666667,1,4.16666666666667,1,0,0,0,0,4.16666666666667,1,4.16666666666667,1,33.75,0,0,3.83333333333333,0,8.5,0.833333333333333,5.16666666666667,0,5.16666666666667
"5829",6051185,2007,3.75,0,3.75,3.75,0,0,3.75,0,3.75,0,0,0,0,0,3.75,0,3.75,0,6,0,0,0,0,16,3.75,0,3.75
"5830",6053034,2002,18,0,18,6,0,3,3,3,3,0,0,0,0,3,3,3,3,2,0,0,0,0,0,15.9166666666667,6,0,6
"5831",6053035,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1666666666667,2.5,0,3.66666666666667,0,16.1666666666667,2.5,0,0,0
"5832",6053035,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66666666666667,0,0,0
"5833",6053037,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6666666666667,0,0,8.66666666666667,0,23.6666666666667,2.5,0,0,0
"5834",6053037,2007,6.5,0,6.5,6.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1.66666666666667,5,0,5
"5835",6053039,1997,56.25,0,56.25,56.25,0,18.4166666666667,5.5,37.5833333333333,5.5,0,0,0,0,18.4166666666667,5.5,37.5833333333333,5.5,6.66666666666667,0,0,2.5,0,3.75,0,43.0833333333333,0,43.0833333333333
"5836",6053039,2002,13.9166666666667,7.16666666666667,16.9166666666667,8.91666666666667,7.16666666666667,3.75,5.16666666666667,3.75,5.16666666666667,0,7.16666666666667,0,7.16666666666667,3.75,8.16666666666667,3.75,8.16666666666667,0,0,0,0,0,0,4.75,8.91666666666667,7.16666666666667,11.9166666666667
"5837",6053039,2007,42.3333333333333,0,42.3333333333333,25.75,0,15,2,15,2,0,0,0,0,15,2,15,2,0,0,0,0,0,0,0,17,0,17
"5838",6054032,1997,10.5,0.666666666666667,11.1666666666667,3.33333333333333,0.666666666666667,0.166666666666667,2,0.833333333333333,2.5,0,0.5,0,0.666666666666667,0.166666666666667,2.5,0.833333333333333,3.16666666666667,9.66666666666667,0,0,0,0,0,8.75,3.33333333333333,0.666666666666667,4
"5839",6054032,2002,2.41666666666667,14.8333333333333,17.25,2.41666666666667,14.8333333333333,0,0,2.41666666666667,0,12.3333333333333,0,12.8333333333333,0.833333333333333,12.3333333333333,0,15.25,0.833333333333333,13.9166666666667,5.66666666666667,0,0,0,0,19,2.41666666666667,13.6666666666667,16.0833333333333
"5840",6054033,1997,13.3333333333333,17.8333333333333,26.6666666666667,13.3333333333333,17.8333333333333,1.33333333333333,7,3.83333333333333,7.5,3.33333333333333,4.5,3.33333333333333,5,4.66666666666667,9.5,7.16666666666667,10,39.75,0,0,26.5833333333333,0,37.75,0,11.3333333333333,8.33333333333333,17.1666666666667
"5841",6054033,2007,12.3333333333333,2,12.3333333333333,12.3333333333333,2,7.5,2,10,2.33333333333333,0,2,0,2,7.5,2,10,2.33333333333333,16.3333333333333,0,0,3,0,14.3333333333333,0,12.3333333333333,2,12.3333333333333
"5842",6060030,1997,12,2,12,12,2,7.5,4.5,7.5,4.5,0,2,0,2,7.5,4.5,7.5,4.5,17.5,0,0,10,0,10,6.25,12,2,12
"5843",6060030,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2666666666667,11.25,0,0,0,11.2666666666667,18.1666666666667,0,0,0
"5844",6060031,1997,16.5,0,16.5,16.5,0,11.5,5,11.5,5,0,0,0,0,11.5,5,11.5,5,16.5,0,0,2.5,0,3.5,0,16.5,0,16.5
"5845",6060031,2002,31.1666666666667,0,31.1666666666667,23.8333333333333,0,0,15.6666666666667,0.833333333333333,18.1666666666667,0,0,0,0,0,15.6666666666667,0.833333333333333,18.1666666666667,52.0833333333333,0,0,0,0,8.33333333333333,0,19,0,19
"5846",6060031,2007,1.25,0,1.25,1.25,0,1.25,0,1.25,0,0,0,0,0,1.25,0,1.25,0,25.0833333333333,8.16666666666667,0,0,0,0,29.0833333333333,1.25,0,1.25
"5847",6064037,1997,13.3333333333333,11,13.3333333333333,13.3333333333333,11,2.5,8.08333333333333,5.25,8.08333333333333,2.5,8.08333333333333,2.91666666666667,8.08333333333333,2.5,8.08333333333333,5.25,8.08333333333333,3,0,0,0,0,0,0,13.3333333333333,11,13.3333333333333
"5848",6064037,2002,18,0,18,11,0,2,3.5,2,3.5,0,0,0,0,2,3.5,2,3.5,0,0,0,0,0,0,8.08333333333333,5.5,0,5.5
"5849",6064038,1997,12.8333333333333,5.41666666666667,12.8333333333333,12.8333333333333,5.41666666666667,0,9.5,3.33333333333333,9.5,0,5,0.416666666666667,5,0,9.5,3.33333333333333,9.5,2,0,0,0,0,0,0,12.8333333333333,5.41666666666667,12.8333333333333
"5850",6064038,2002,19.5,0,19.5,14,0,5,3.5,5,3.5,0,0,0,0,5,3.5,5,3.5,0,0,0,0,0,0,5,8.5,0,8.5
"5851",6066030,1997,12.5,0,12.5,12.5,0,0.833333333333333,1,1.66666666666667,1,0,0,0,0,0.833333333333333,1,1.66666666666667,1,46.9166666666667,7.08333333333333,0,5,0,28.3333333333333,15.8333333333333,2.66666666666667,0,2.66666666666667
"5852",6066030,2002,9.66666666666667,0,9.66666666666667,9.66666666666667,0,5.83333333333333,2,5.83333333333333,2,0,0,0,0,5.83333333333333,2,5.83333333333333,2,31.0833333333333,0,0,2.33333333333333,0,13.1666666666667,12.9166666666667,7.83333333333333,0,7.83333333333333
"5853",6066030,2007,10.1666666666667,0,10.1666666666667,10.1666666666667,0,2,6.5,2,6.5,0,0,0,0,2,6.5,2,6.5,17.3333333333333,0,0,0,0,10.3333333333333,9.5,8.5,0,8.5
"5854",6066031,1997,10.8333333333333,0,10.8333333333333,10.8333333333333,0,1.66666666666667,1,1.66666666666667,1,0,0,0,0,1.66666666666667,1,1.66666666666667,1,61.5833333333333,9.33333333333333,0,14.3333333333333,0,37.5,17.25,2.66666666666667,0,2.66666666666667
"5855",6066031,2002,8.41666666666667,0,8.41666666666667,8.41666666666667,0,4.58333333333333,2,4.58333333333333,2,0,0,0,0,4.58333333333333,2,4.58333333333333,2,31.6666666666667,0,0,2.33333333333333,0,12.5,12.9166666666667,6.58333333333333,0,6.58333333333333
"5856",6066031,2007,10.5666666666667,0,10.5666666666667,10.5666666666667,0,0,8,0,8,0,0,0,0,0,8,0,8,9.83333333333333,0.333333333333333,0,0,0,2.76666666666667,10.3333333333333,8,0,8
"5857",6069171,1997,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,8.16666666666667,0,0,0,7.5,23.6666666666667,0,0,0
"5858",6073033,1997,28,10.4166666666667,29.25,14.25,2.91666666666667,0,5.25,0,8.41666666666667,0,2.91666666666667,0,2.91666666666667,0,6.5,0,9.66666666666667,1.66666666666667,0,0,0,0,0,3.33333333333333,8.41666666666667,2.91666666666667,9.66666666666667
"5859",6073033,2002,5.5,0,5.5,5.5,0,0,1.5,0,1.5,0,0,0,0,0,1.5,0,1.5,0,1.5,0,0,0,0,5,1.5,0,1.5
"5860",6073034,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1666666666667,0,0,5,0,22.1666666666667,0,0,0,0
"5861",6073036,1997,25.6666666666667,11.8333333333333,28.1666666666667,13.1666666666667,3.5,2.5,4.16666666666667,2.5,4.83333333333333,0,1.83333333333333,0,1.83333333333333,2.5,4.16666666666667,2.5,4.83333333333333,1.66666666666667,0,0,0,0,0,1.66666666666667,7.33333333333333,1.83333333333333,7.33333333333333
"5862",6073036,2002,2,0,2,2,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7.5,2,0,2
"5863",6073037,1997,48.6666666666667,0,48.6666666666667,43.1666666666667,0,13.0833333333333,22.0833333333333,18.0833333333333,25.0833333333333,0,0,0,0,13.0833333333333,22.0833333333333,18.0833333333333,25.0833333333333,16.6666666666667,0,0,0,0,0,1.25,43.1666666666667,0,43.1666666666667
"5864",6073037,2002,11,2,11,9.5,0.5,0,6.83333333333333,0.5,7,0,0,0.5,0,0,6.83333333333333,0.5,7,14.8333333333333,0,0,0,0,1,0,7.5,0.5,7.5
"5865",6073037,2007,1.16666666666667,0.366666666666667,1.53333333333333,1.16666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,29.25,0,0,2.16666666666667,0,2.66666666666667,7.75,1,0,1
"5866",6077176,1997,12.3333333333333,6.25,12.3333333333333,8.5,6.25,0,4.08333333333333,1.41666666666667,4.08333333333333,0,3.08333333333333,0.166666666666667,3.08333333333333,0,4.08333333333333,1.41666666666667,4.08333333333333,0,0,0,0,15.4166666666667,0,4.33333333333333,5.5,3.25,5.5
"5867",6077176,2002,4,4.83333333333333,4.83333333333333,0,0.833333333333333,0,0,0,0,0,0,0.833333333333333,0,0,0,0.833333333333333,0,0,0,0,0,0,0,2.5,0,0.833333333333333,0.833333333333333
"5868",6086030,2002,9.4,3.5,9.4,5.4,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,3.5,44.3333333333333,3.83333333333333,0,5,0,15,16.8333333333333,3.5,3.5,3.5
"5869",6086031,1997,19.6666666666667,0,19.6666666666667,14.6666666666667,0,2.5,6,5,6.33333333333333,0,0,0,0,2.5,6,5,6.33333333333333,38.6666666666667,5.83333333333333,0,1,0,1,12.5,11.3333333333333,0,11.3333333333333
"5870",6086031,2002,19.5833333333333,0,19.5833333333333,19.5833333333333,0,0,4.58333333333333,0,4.58333333333333,0,0,0,0,0,4.58333333333333,0,4.58333333333333,49.0833333333333,7.23333333333333,0,0,0,0,10.9833333333333,4.58333333333333,0,4.58333333333333
"5871",6086031,2007,7.66666666666667,0,7.66666666666667,7.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8333333333333,0,0,0,0,9,0.833333333333333,0,0,0
"5872",6088034,1997,31.4166666666667,0,31.4166666666667,17.4166666666667,0,5.83333333333333,5,12.4166666666667,5,0,0,0,0,5.83333333333333,5,12.4166666666667,5,16.8333333333333,0,0,0,20.5833333333333,0,1.91666666666667,17.4166666666667,0,17.4166666666667
"5873",6088034,2002,11,5,11,5,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,1.66666666666667,5,5,5
"5874",6088034,2007,1.33333333333333,0,1.33333333333333,1.33333333333333,0,0,1.33333333333333,0,1.33333333333333,0,0,0,0,0,1.33333333333333,0,1.33333333333333,0,11.6666666666667,0,0,0,0,19.5833333333333,1.33333333333333,0,1.33333333333333
"5875",6093036,1997,15.5,0,15.5,5.5,0,0,4.83333333333333,0,4.83333333333333,0,0,0,0,0,4.83333333333333,0,4.83333333333333,49.1666666666667,0,0,13,0,14.3333333333333,0,4.83333333333333,0,4.83333333333333
"5876",6093036,2002,64.5,0,64.5,37.25,0,25,7.23333333333333,25,8.5,0,0,0,0,25,7.23333333333333,25,8.5,20.5,0,0,2,0,6,0,33.5,0,33.5
"5877",6093038,2002,17.7333333333333,0,17.7333333333333,17.7333333333333,0,0,13.4,0,16.5666666666667,0,0,0,0,0,13.4,0,16.5666666666667,27.4833333333333,0,0,2.5,0,8.75,10.5166666666667,16.5666666666667,0,16.5666666666667
"5878",6093038,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58333333333333,0,0,0
"5879",6093039,2002,43.5,28.75,55,38.5,23.75,0,8,0.5,10.5,0,15.5,2,15.5,0,18,2,20.5,0,6,0,0,0,0,8,11,17.5,22.5
"5880",6093039,2007,12.3333333333333,11.25,21.0833333333333,12.3333333333333,2.5,1.5,2.5,2.16666666666667,3.5,0,2.5,0,2.5,1.5,2.5,2.16666666666667,3.5,2.5,0,0,0,0,0,2.5,5.66666666666667,2.5,5.66666666666667
"5881",6093040,1997,108.5,0,108.5,108.5,0,90,18.5,90,18.5,0,0,0,0,90,18.5,90,18.5,42.5,0,0,0,0,0,0,108.5,0,108.5
"5882",6093040,2002,15.3333333333333,0,15.3333333333333,15.3333333333333,0,0.833333333333333,4.08333333333333,0.833333333333333,14.5,0,0,0,0,0.833333333333333,4.08333333333333,0.833333333333333,14.5,2.91666666666667,0,0,0,0,0,0,15.3333333333333,0,15.3333333333333
"5883",6093040,2007,17.7333333333333,0,17.7333333333333,9.9,0,7.5,2.4,7.5,2.4,0,0,0,0,7.5,2.4,7.5,2.4,35.5666666666667,0,0,10,0,10,0,9.9,0,9.9
"5884",6093041,2002,17.7333333333333,0,17.7333333333333,17.7333333333333,0,0,13.4,0,16.5666666666667,0,0,0,0,0,13.4,0,16.5666666666667,29.65,0,0,2.5,0,10.4166666666667,8.76666666666667,16.5666666666667,0,16.5666666666667
"5885",6093041,2007,1.16666666666667,0.166666666666667,1.33333333333333,1.16666666666667,0.166666666666667,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0,0.416666666666667,8.06666666666667,0,0,0,0.416666666666667,12.2333333333333,0,0.166666666666667,0.166666666666667
"5886",6093042,1997,45,0,45,45,0,35,10,35,10,0,0,0,0,35,10,35,10,37.5,0,0,0,0,0,0,45,0,45
"5887",6093042,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,2.5,0,57.5,0,0,0,0
"5888",6095034,1997,16.0666666666667,11.7,18.7666666666667,10.0666666666667,5.7,5.5,3.16666666666667,5.56666666666667,3.16666666666667,4.5,1.2,4.5,1.2,7,4.36666666666667,7.06666666666667,4.36666666666667,6.93333333333333,0,0,0,0,0,0,8.73333333333333,5.7,11.4333333333333
"5889",6103037,1997,13,15.9166666666667,23.5833333333333,13,15.9166666666667,4.83333333333333,1.83333333333333,6.66666666666667,3.83333333333333,5.16666666666667,2.25,12.6666666666667,2.25,5.66666666666667,3.08333333333333,15,5.08333333333333,12.3333333333333,2.5,0,9,0,11.5,3.75,10.5,14.9166666666667,20.0833333333333
"5890",6103038,1997,22.4666666666667,0,22.4666666666667,6.71666666666667,0,0,0,1.25,0.333333333333333,0,0,0,0,0,0,1.25,0.333333333333333,8.38333333333333,0,0,5.26666666666667,0,7.13333333333333,7.5,1.58333333333333,0,1.58333333333333
"5891",6103038,2002,11.1333333333333,21.25,25.7166666666667,11.1333333333333,21.25,6.66666666666667,0.5,6.66666666666667,0.5,20,0,20,1.25,20,0.5,20,1.75,23.8333333333333,1.66666666666667,0,0,0,0,3.75,7.16666666666667,21.25,21.75
"5892",6103039,1997,11,0,11,11,0,0,3.5,0,9,0,0,0,0,0,3.5,0,9,0,0,0,0,0,0,3.75,9,0,9
"5893",6103039,2002,41.9166666666667,5.5,41.9166666666667,41.9166666666667,5.5,13.75,8.5,13.75,14,0,4,0,5.5,13.75,8.5,13.75,14,0,0,0,0,0,0,0.416666666666667,27.75,5.5,27.75
"5894",6103040,1997,17.35,0,17.35,17.35,0,0.75,1.25,1.71666666666667,1.58333333333333,0,0,0,0,0.75,1.25,1.71666666666667,1.58333333333333,6.16666666666667,0,0,5.26666666666667,0,6.16666666666667,11.25,3.3,0,3.3
"5895",6103040,2002,7.76666666666667,13.9166666666667,20.6833333333333,7.76666666666667,13.9166666666667,1,1.83333333333333,1,2.33333333333333,9.08333333333333,1,9.08333333333333,4.83333333333333,10.0833333333333,1.83333333333333,10.0833333333333,6.16666666666667,35.95,0,0,0,0,5,2.5,3.33333333333333,13.9166666666667,16.25
"5896",6103041,1997,5.5,0,5.5,5.5,0,0,3.5,0,3.5,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,3.75,3.5,0,3.5
"5897",6103041,2002,1.25,0,1.25,1.25,0,0,1.25,0,1.25,0,0,0,0,0,1.25,0,1.25,2.93333333333333,13.75,0,2.93333333333333,0,2.93333333333333,22.95,1.25,0,1.25
"5898",6103043,1997,61.75,17.4166666666667,78.8333333333333,61.75,17.4166666666667,18.25,8.66666666666667,50.25,8.66666666666667,11.25,2.08333333333333,15,2.08333333333333,29.5,10.75,65.25,10.75,56,0,0,5.83333333333333,0,6.83333333333333,0,58.9166666666667,17.0833333333333,76
"5899",6103043,2002,36.4166666666667,32.8333333333333,55.9166666666667,12.3333333333333,28.8333333333333,0,8.33333333333333,0.333333333333333,9,12.5,8.33333333333333,12.8333333333333,14,12.5,8.33333333333333,12.8333333333333,14,24.5,0,0,0,0,0,2,9.33333333333333,26.8333333333333,26.8333333333333
"5900",6103043,2007,24.3333333333333,17.5,34.1666666666667,20.6,11,5,10.6,5,13.2666666666667,0,3,3.33333333333333,5.33333333333333,5,10.6,8.33333333333333,13.2666666666667,20.8333333333333,7.5,0,5,0,20.8333333333333,12.5,18.2666666666667,8.66666666666667,21.6
"5901",6103180,1997,33.0833333333333,0,33.0833333333333,17,0,6.66666666666667,5.25,7.08333333333333,5.25,0,0,0,0,6.66666666666667,5.25,7.08333333333333,5.25,56.5833333333333,0,0,0,0,0,4.58333333333333,12.3333333333333,0,12.3333333333333
"5902",6103180,2002,33,40,40,14.5,18.5,0,0,0.333333333333333,0,0,1,1.33333333333333,1,0,1,1.33333333333333,1,35.8333333333333,0,0,13.75,0,25.8333333333333,0,0.333333333333333,2.33333333333333,2.33333333333333
"5903",6103180,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0
"5904",6107043,1997,6.58333333333333,8.16666666666667,9.33333333333333,1.16666666666667,2.75,0.333333333333333,0,1.16666666666667,0,0,2.33333333333333,0.416666666666667,2.33333333333333,0.333333333333333,2.33333333333333,1.58333333333333,2.33333333333333,9.58333333333333,17.5,0,6.25,0,9.58333333333333,22.5,1.16666666666667,2.75,3.91666666666667
"5905",6107043,2002,0,23.75,23.75,0,8.75,0,0,0,0,4.75,3,4.75,3.5,4.75,3,4.75,3.5,7,0,0,0,0,4.5,4.58333333333333,0,8.25,8.25
"5906",6107045,1997,17.5,13.75,17.5,7.5,3.75,3.75,1.25,4.75,1.25,2.5,1.25,2.5,1.25,3.75,1.25,4.75,1.25,0,7,0,0,0,0,10.4166666666667,6,3.75,6
"5907",6107045,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1666666666667,0,0,28.5,0,46.1666666666667,15,0,0,0
"5908",6107047,1997,22.85,27.65,34.5833333333333,17.35,17.4833333333333,10.9333333333333,3.91666666666667,12.1833333333333,5.16666666666667,11.4833333333333,3.91666666666667,13.5666666666667,3.91666666666667,17.1666666666667,3.91666666666667,19.25,5.16666666666667,33.3333333333333,0,0,11.1666666666667,0,33.3333333333333,0,17.35,17.4833333333333,24.4166666666667
"5909",6107047,2002,31,0,31,31,0,2.16666666666667,14.9166666666667,7.41666666666667,22.25,0,0,0,0,2.16666666666667,14.9166666666667,7.41666666666667,22.25,15,0,0,0,0,6,0.416666666666667,29.6666666666667,0,29.6666666666667
"5910",6107047,2007,4.58333333333333,0.666666666666667,4.58333333333333,4.58333333333333,0.666666666666667,0,0,1.25,3.33333333333333,0,0,0,0.666666666666667,0,0,1.25,3.33333333333333,2,2.16666666666667,0,0,0,0,8.16666666666667,4.58333333333333,0.666666666666667,4.58333333333333
"5911",6108032,1997,22.5,0,22.5,18,0,2.5,3.5,2.5,8.5,0,0,0,0,2.5,3.5,2.5,8.5,10.8333333333333,0,0,0,0,0,10,11,0,11
"5912",6108032,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33333333333333,0.633333333333333,0,0,0,0,3.96666666666667,0,0,0
"5913",6110040,1997,22.4166666666667,15.5,22.4166666666667,6.83333333333333,3,1.83333333333333,2.5,2.33333333333333,2.5,0,2.5,0.5,2.5,1.83333333333333,2.5,2.33333333333333,2.5,0,0,0,0,0,0,2.91666666666667,4.83333333333333,3,4.83333333333333
"5914",6110040,2002,23.5,0,23.5,5.75,0,2,3.75,2,3.75,0,0,0,0,2,3.75,2,3.75,28.4166666666667,0,0,0,0,1.25,10,5.75,0,5.75
"5915",6110041,2002,10.1666666666667,0,10.1666666666667,8.91666666666667,0,0,6.83333333333333,0,8.91666666666667,0,0,0,0,0,6.83333333333333,0,8.91666666666667,10,0,0,0,0,10,2.91666666666667,8.91666666666667,0,8.91666666666667
"5916",6110044,1997,32.1666666666667,40.3333333333333,49.8333333333333,20.5,15.5,9.83333333333333,1.33333333333333,10.8333333333333,1.33333333333333,0.333333333333333,1.33333333333333,1.33333333333333,1.33333333333333,9.83333333333333,1.33333333333333,10.8333333333333,1.33333333333333,63.75,0,0,0,0,2.91666666666667,0,12.1666666666667,2.66666666666667,12.1666666666667
"5917",6110044,2002,9.41666666666667,0,9.41666666666667,6.41666666666667,0,5.41666666666667,1,5.41666666666667,1,0,0,0,0,5.41666666666667,1,5.41666666666667,1,3.16666666666667,0,0,3.16666666666667,0,3.16666666666667,5.83333333333333,6.41666666666667,0,6.41666666666667
"5918",6110044,2007,11.9,0,11.9,9.83333333333333,0,1.5,0,1.5,0,0,0,0,0,1.5,0,1.5,0,16,0,0,0,0,0,2.75,1.5,0,1.5
"5919",6110046,2002,3.75,0,3.75,3.75,0,0,2.5,0,3.75,0,0,0,0,0,2.5,0,3.75,20.6666666666667,0,0,0,0,20.6666666666667,1.66666666666667,3.75,0,3.75
"5920",6110047,1997,21.3333333333333,25.5833333333333,38.6666666666667,21.3333333333333,25.5833333333333,5.5,3.58333333333333,7.5,3.58333333333333,5.91666666666667,2.91666666666667,10.0833333333333,2.91666666666667,11.4166666666667,6.5,17.5833333333333,6.5,27.8333333333333,0,0,0,0,0,0,11.0833333333333,13,24.0833333333333
"5921",6110047,2002,24.4166666666667,0,24.4166666666667,9.5,0,7.25,2.25,7.25,2.25,0,0,0,0,7.25,2.25,7.25,2.25,6.05,0,0,6.05,0,6.05,6.08333333333333,9.5,0,9.5
"5922",6110047,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5923",6111033,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0
"5924",6111033,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5925",6111034,1997,5.25,0,5.25,5.25,0,0,0,3.75,0,0,0,0,0,0,0,3.75,0,0,0,0,0,53.75,0,0,3.75,0,3.75
"5926",6111034,2002,8.75,0,8.75,8.75,0,0,5.33333333333333,2.08333333333333,6.66666666666667,0,0,0,0,0,5.33333333333333,2.08333333333333,6.66666666666667,0,0,0,0,11.25,0,6.25,8.75,0,8.75
