"","KID","year","tau_m","tau_f","tau_both","tau_m2","tau_f2","tau_m_investment","tau_m_social","tau_m_ex_inv","tau_m_ex_soc","tau_f_investment","tau_f_social","tau_f_ex_inv","tau_f_ex_soc","tau_both_investment","tau_both_social","tau_both_ex_inv","tau_both_ex_soc","relative_present","informal_invest","formal_invest","relative_invest","formal","relative","informal","tau_m_socinvest","tau_f_socinvest","tau_both_socinvest"
"1",4038,1997,19.5,0,19.5,17.5,0,2.5,10.5,2.5,12.3333333333333,0,0,0,0,2.5,10.5,2.5,12.3333333333333,3.75,0,0,0,0,3.75,4.58333333333333,14.8333333333333,0,14.8333333333333
"2",4039,1997,10.5,0.5,10.5,6.5,0.5,5,0.5,5.33333333333333,0.5,0,0.5,0,0.5,5,0.5,5.33333333333333,0.5,36.75,0,0,8.16666666666667,0,31.5833333333333,2.5,5.83333333333333,0.5,5.83333333333333
"3",4039,2002,2.5,0,2.5,2.5,0,0,2.5,0,2.5,0,0,0,0,0,2.5,0,2.5,52,0,0,12,0,47,0,2.5,0,2.5
"4",4039,2007,6.58333333333333,0,6.58333333333333,6.58333333333333,0,0,4.58333333333333,0,4.58333333333333,0,0,0,0,0,4.58333333333333,0,4.58333333333333,28.2,18.75,0,0,0,28.2,21.25,4.58333333333333,0,4.58333333333333
"5",4041,1997,33.1666666666667,23.3333333333333,39.1666666666667,33.1666666666667,19.3333333333333,11.25,13.1666666666667,13.3333333333333,15.25,1,11.6666666666667,1,13.75,12.25,14.1666666666667,14.3333333333333,16.25,19.5833333333333,7.5,0,0,0,0,10,28.5833333333333,14.75,30.5833333333333
"6",4041,2007,39.4166666666667,30.5833333333333,39.4166666666667,11.8333333333333,3,0,7.33333333333333,0,7.83333333333333,0,3,0,3,0,7.33333333333333,0,7.83333333333333,3.5,0,0,0,0,0,8.25,7.83333333333333,3,7.83333333333333
"7",4042,1997,54.5833333333333,18.6666666666667,56.5833333333333,54.5833333333333,18.6666666666667,28.75,16.6666666666667,31.25,18.75,1,11,1,13.0833333333333,29.75,17.6666666666667,32.25,19.75,15,0,0,0,0,0,0,50,14.0833333333333,52
"8",4042,2007,7.58333333333333,11.5,18.0833333333333,2.58333333333333,1,0,2.58333333333333,0,2.58333333333333,0,1,0,1,0,2.58333333333333,0,2.58333333333333,0,0,0,0,0,0,4.58333333333333,2.58333333333333,1,2.58333333333333
"9",4180,1997,0.833333333333333,0,0.833333333333333,0.833333333333333,0,0,0.833333333333333,0,0.833333333333333,0,0,0,0,0,0.833333333333333,0,0.833333333333333,0,0,0,0,0,0,7.5,0.833333333333333,0,0.833333333333333
"10",4187,1997,18.8333333333333,8.83333333333333,22.1666666666667,15.5,2.16666666666667,11.25,3.41666666666667,12.0833333333333,3.41666666666667,0,2.16666666666667,0,2.16666666666667,11.25,3.41666666666667,12.0833333333333,3.41666666666667,5.66666666666667,0,0,0,0,0,0,15.5,2.16666666666667,15.5
"11",5032,1997,24.2333333333333,4,24.2333333333333,12.15,4,1.5,2.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,2.5,2.5,26.1666666666667,0,0,0,0,14.0666666666667,3.16666666666667,5,4,5
"12",5032,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12.25,0,0,0
"13",5033,1997,42.5333333333333,37.7333333333333,45.1,41.3,36.9,36,0.6,36,3,33.9,0.6,33.9,3,37.7333333333333,0.6,37.7333333333333,3,0,0,0,0,0,0,0,39,36.9,40.7333333333333
"14",5033,2007,4.25,1.25,4.25,1.75,1.25,0,1.75,0,1.75,0,1.25,0,1.25,0,1.75,0,1.75,10.5,0,0,6,0,10,9.58333333333333,1.75,1.25,1.75
"15",6034,1997,21,6,21,21,6,0,2.33333333333333,0,2.33333333333333,0,1.5,0,1.5,0,2.33333333333333,0,2.33333333333333,0,0,0,0,0,0,2.33333333333333,2.33333333333333,1.5,2.33333333333333
"16",7039,1997,10.75,23.6666666666667,27.4166666666667,10.75,11.5833333333333,3.75,2,3.75,7,0.666666666666667,4.5,1.08333333333333,9.5,4.41666666666667,4.5,4.83333333333333,9.5,21,3.75,0,0,0,0.416666666666667,3.75,10.75,10.5833333333333,14.3333333333333
"17",7040,1997,8.25,23.25,23.25,8.25,11.1666666666667,0,3.25,0,8.25,0,5.75,0.416666666666667,10.75,0,5.75,0.416666666666667,10.75,19.1666666666667,5.61666666666667,0,0,0,0,5.61666666666667,8.25,11.1666666666667,11.1666666666667
"18",7041,1997,15.25,0,15.25,8.25,0,8.25,0,8.25,0,0,0,0,0,8.25,0,8.25,0,0,0,0,0,0,0,1.25,8.25,0,8.25
"19",7044,1997,12,0,12,7,0,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,7,0,7
"20",7045,1997,23.5833333333333,17.5,23.5833333333333,9.58333333333333,3.5,0,9.58333333333333,0,9.58333333333333,0,3.5,0,3.5,0,9.58333333333333,0,9.58333333333333,18,0,0,0,0,0,0,9.58333333333333,3.5,9.58333333333333
"21",7045,2002,8.41666666666667,3,8.41666666666667,7.41666666666667,2,0,4.5,2.91666666666667,4.5,0,2,0,2,0,4.5,2.91666666666667,4.5,3,0,0,1,0,1,1,7.41666666666667,2,7.41666666666667
"22",7045,2007,21.85,0,21.85,20.15,0,0.833333333333333,4.6,1.66666666666667,8.85,0,0,0,0,0.833333333333333,4.6,1.66666666666667,8.85,9.31666666666667,0,0,0,0,0.416666666666667,0.166666666666667,10.5166666666667,0,10.5166666666667
"23",7046,2007,0,22.4,22.4,0,9.9,0,0,0,0,4.16666666666667,3.5,5.66666666666667,3.66666666666667,4.16666666666667,3.5,5.66666666666667,3.66666666666667,12.8333333333333,2,0,0.833333333333333,0,12.8333333333333,8.58333333333333,0,9.33333333333333,9.33333333333333
"24",7047,2007,0,3,3,0,3,0,0,0,0,0,1.25,1.58333333333333,1.41666666666667,0,1.25,1.58333333333333,1.41666666666667,1.25,2.23333333333333,0,0,0,1.25,13.65,0,3,3
"25",10033,1997,48.5,0,48.5,42.6666666666667,0,11,4.5,11.6666666666667,5,0,0,0,0,11,4.5,11.6666666666667,5,53.8333333333333,0,0,21.25,0,35,0,16.6666666666667,0,16.6666666666667
"26",10033,2007,17.7833333333333,0,17.7833333333333,17.7833333333333,0,0,0,0,3.26666666666667,0,0,0,0,0,0,0,3.26666666666667,23.85,0,0,0,0,20.25,6.15,3.26666666666667,0,3.26666666666667
"27",10034,1997,14.5,12,14.5,14.5,12,2.5,9.66666666666667,2.5,12,0,9.66666666666667,0,12,2.5,9.66666666666667,2.5,12,0,1,0,0,0,0,5.16666666666667,14.5,12,14.5
"28",10035,1997,31.3333333333333,69.5,69.5,31.3333333333333,44.5,0,19.6666666666667,0,22,8.16666666666667,22.1666666666667,8.16666666666667,24.5,8.16666666666667,22.1666666666667,8.16666666666667,24.5,17.5,0,0,0,0,0,0,22,32.6666666666667,32.6666666666667
"29",10035,2007,16,0,16,16,0,5.41666666666667,1.75,12.0833333333333,1.75,0,0,0,0,5.41666666666667,1.75,12.0833333333333,1.75,0,0,0,0,0,0,4.66666666666667,13.8333333333333,0,13.8333333333333
"30",14030,1997,18,15.0833333333333,18,9.41666666666667,6.5,3.33333333333333,3.16666666666667,5,4.41666666666667,3.33333333333333,3.16666666666667,3.33333333333333,3.16666666666667,3.33333333333333,3.16666666666667,5,4.41666666666667,0,11.8666666666667,0,0,0,0,28.95,9.41666666666667,6.5,9.41666666666667
"31",14030,2002,0,8.83333333333333,8.83333333333333,0,2.83333333333333,0,0,0,0,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,11.5,0,0,0,0,32.5833333333333,0,0.833333333333333,0.833333333333333
"32",14031,1997,19.5833333333333,2.5,19.5833333333333,19.5833333333333,2.5,0,10,0,10.4166666666667,0,2.5,0,2.5,0,10,0,10.4166666666667,0,0,0,0,0,0,10.4166666666667,10.4166666666667,2.5,10.4166666666667
"33",14031,2002,28,22.25,28,6.75,1,1,0,4.66666666666667,0,1,0,1,0,1,0,4.66666666666667,0,0,0,0,0,0,0,0,4.66666666666667,1,4.66666666666667
"34",14032,1997,40.9166666666667,7.58333333333333,44.4166666666667,40.9166666666667,7.58333333333333,30.0833333333333,8.33333333333333,30.4166666666667,10,2.5,4.75,2.83333333333333,4.75,32.5833333333333,9.33333333333333,32.9166666666667,11,0,9.66666666666667,0,0,0,0,13.6666666666667,40.4166666666667,7.58333333333333,43.9166666666667
"35",14032,2002,27.6666666666667,28.3333333333333,32.1666666666667,16.8333333333333,17.5,0.5,11.9166666666667,1.33333333333333,14,2.5,12.0833333333333,2.5,15,2.5,13.5833333333333,3.33333333333333,16.5,0,0,0,0,0,0,0.833333333333333,15.3333333333333,17.5,19.8333333333333
"36",14032,2007,25.5,27,30,25.5,27,18.8333333333333,2.5,20.5,2.5,20.3333333333333,2.5,22.8333333333333,4.16666666666667,20.8333333333333,2.5,23.3333333333333,4.16666666666667,0,0,0,0,0,0,0,23,27,27.5
"37",14033,1997,41.1666666666667,10.0833333333333,44.6666666666667,41.1666666666667,10.0833333333333,26.6666666666667,8.33333333333333,28.1666666666667,12.5,5,4.75,5.33333333333333,4.75,29.1666666666667,9.33333333333333,30.6666666666667,13.5,0,9.66666666666667,0,0,0,0,10.6666666666667,40.6666666666667,10.0833333333333,44.1666666666667
"38",14033,2002,29.75,26.4166666666667,32.5833333333333,19.9166666666667,16.5833333333333,1.5,11.9166666666667,3.16666666666667,14,2,10.4166666666667,2.83333333333333,12.5,3.5,11.9166666666667,6,14,0,0,0,0,0,0,0,17.1666666666667,15.3333333333333,20
"39",14033,2007,13.6666666666667,11.1833333333333,17.25,13.6666666666667,11.1833333333333,0.666666666666667,2,2.33333333333333,2,0,2,5.25,2,0.666666666666667,2,5.91666666666667,2,0,13.3333333333333,0,0,0,0,15.8333333333333,4.33333333333333,7.25,7.91666666666667
"40",18038,1997,42.6833333333333,0,42.6833333333333,35.7666666666667,0,19.8333333333333,6.66666666666667,21.3333333333333,8.93333333333333,0,0,0,0,19.8333333333333,6.66666666666667,21.3333333333333,8.93333333333333,14,0,0,0,0,0,5.5,30.2666666666667,0,30.2666666666667
"41",18038,2002,5,0,5,5,0,0,4,0,4.5,0,0,0,0,0,4,0,4.5,4,0,0,0,0,0,0,4.5,0,4.5
"42",18039,1997,23.5,22,38,18.5,17,10.45,7.75,10.75,7.75,10.75,2.5,10.75,2.5,21.2,7.75,21.5,7.75,13.3333333333333,0,0,0,0,0,0,18.5,13.25,29.25
"43",18039,2002,19.6666666666667,4.66666666666667,20.8333333333333,19.6666666666667,4.66666666666667,8,4,12.8333333333333,4,0,3.5,1.16666666666667,3.5,8,4,14,4,0.5,0,0,0,0,0,0,16.8333333333333,4.66666666666667,18
"44",18039,2007,9.41666666666667,13.3333333333333,13.75,9.41666666666667,9,6,0,6.41666666666667,3,6,0,6,3,6,0,6.41666666666667,3,9.7,0,0,0.633333333333333,0,0.7,1.66666666666667,9.41666666666667,9,9.41666666666667
"45",18040,1997,23.5,22,38,18.5,17,10.45,7.75,10.75,7.75,10.75,2.5,10.75,2.5,21.2,7.75,21.5,7.75,13.3333333333333,0,0,0,0,0,0,18.5,13.25,29.25
"46",18040,2002,18.0833333333333,4.66666666666667,19.25,18.0833333333333,4.66666666666667,7.5,4,11.25,4,0,3.5,1.16666666666667,3.5,7.5,4,12.4166666666667,4,0.5,0,0,0,0,0,1.25,15.25,4.66666666666667,16.4166666666667
"47",18040,2007,9.41666666666667,12.8333333333333,13.25,9.41666666666667,9,6,0,6.41666666666667,3,6,0,6,3,6,0,6.41666666666667,3,9.6,0,0,0.6,0,0.6,1.66666666666667,9.41666666666667,9,9.41666666666667
"48",18041,1997,37.25,30.3333333333333,46.75,37.25,30.3333333333333,16.3333333333333,14.75,19.8333333333333,15.0833333333333,13.1666666666667,11,16.6666666666667,11.3333333333333,25.8333333333333,14.75,29.3333333333333,15.0833333333333,24.8333333333333,0,0,0,0,0,0,34.9166666666667,28,44.4166666666667
"49",18041,2002,21.8333333333333,25.5,28,19.3333333333333,25.5,9.41666666666667,5,9.41666666666667,5,9.41666666666667,7,9.58333333333333,7,9.41666666666667,7,9.58333333333333,7,0,0,0,0,0,0,0,14.4166666666667,16.5833333333333,16.5833333333333
"50",18041,2007,22.5833333333333,2.5,22.5833333333333,15.5,2.5,7.5,2.5,10.5,3,0,2.5,0,2.5,7.5,2.5,10.5,3,0,0,0,0,0,0,3.75,13.5,2.5,13.5
"51",18187,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9166666666667,0,0,0,0,86.5,0,0,0
"52",18189,1997,14.1666666666667,0,14.1666666666667,14.1666666666667,0,0,14.1666666666667,0,14.1666666666667,0,0,0,0,0,14.1666666666667,0,14.1666666666667,0,31.4166666666667,0,0,0,0,64.0833333333333,14.1666666666667,0,14.1666666666667
"53",18189,2002,25.75,6,29.75,25.75,6,12.0833333333333,12.6666666666667,12.0833333333333,13.6666666666667,4,2,4,2,16.0833333333333,12.6666666666667,16.0833333333333,13.6666666666667,0,0,0,0,0,0,8.75,25.75,6,29.75
"54",18189,2007,1,26.25,26.25,1,26.25,0,1,0,1,14.9166666666667,7,16.9166666666667,7.33333333333333,14.9166666666667,7,16.9166666666667,7.33333333333333,17.1666666666667,0,0,6.25,0,6.25,10,1,24.25,24.25
"55",18191,1997,13.3333333333333,0,13.3333333333333,13.3333333333333,0,3.75,5.66666666666667,5.58333333333333,5.66666666666667,0,0,0,0,3.75,5.66666666666667,5.58333333333333,5.66666666666667,0,16,0,0,0,0,17.25,11.25,0,11.25
"56",18192,1997,10.8333333333333,0,10.8333333333333,10.8333333333333,0,2.08333333333333,4.58333333333333,2.5,6.25,0,0,0,0,2.08333333333333,4.58333333333333,2.5,6.25,0,17.5333333333333,0,0,0,0,18.7833333333333,8.75,0,8.75
"57",22030,1997,36.4833333333333,16.7666666666667,36.4833333333333,34.9833333333333,15.2666666666667,6.33333333333333,15.5833333333333,16.9166666666667,18.0666666666667,0,13.0833333333333,0.25,15.0166666666667,6.33333333333333,15.5833333333333,16.9166666666667,18.0666666666667,18.6,0,0,0,0,0,3.76666666666667,34.9833333333333,15.2666666666667,34.9833333333333
"58",22030,2002,39.6666666666667,0,39.6666666666667,25.9166666666667,0,5.16666666666667,10.75,5.16666666666667,16.25,0,0,0,0,5.16666666666667,10.75,5.16666666666667,16.25,75.0833333333333,0,0,0,0,0,0,21.4166666666667,0,21.4166666666667
"59",22031,2002,52.25,0,52.25,39.5,0,0,7,1.83333333333333,8,0,0,0,0,0,7,1.83333333333333,8,2,4.66666666666667,0,0,0,0,4.66666666666667,9.83333333333333,0,9.83333333333333
"60",22031,2007,17.1666666666667,0,17.1666666666667,10.6666666666667,0,0,4.66666666666667,0,4.66666666666667,0,0,0,0,0,4.66666666666667,0,4.66666666666667,0,0,0,0,0,0,2.41666666666667,4.66666666666667,0,4.66666666666667
"61",22176,1997,61.25,60.25,67,49.25,50.25,24.75,6.91666666666667,28.5,6.91666666666667,21.25,9.41666666666667,25,9.41666666666667,26,9.41666666666667,29.75,9.41666666666667,0,7.86666666666667,0,0,0,0,7.86666666666667,35.4166666666667,34.4166666666667,39.1666666666667
"62",22176,2002,0,12.6666666666667,12.6666666666667,0,1.83333333333333,0,0,0,0,0,1,0,1,0,1,0,1,34.1666666666667,8.5,0,0,0,0,14.75,0,1,1
"63",22176,2007,0.433333333333333,0,0.433333333333333,0.433333333333333,0,0,0,0.233333333333333,0.2,0,0,0,0,0,0,0.233333333333333,0.2,0,0,0,0,0,0,3.75,0.433333333333333,0,0.433333333333333
"64",39031,1997,41.9166666666667,23.4166666666667,58.9166666666667,34.8333333333333,17.5833333333333,27.5,1.33333333333333,27.9166666666667,1.5,16.5833333333333,0,17,0.583333333333333,38.25,1.33333333333333,38.6666666666667,1.91666666666667,0,0,0,0,0,0,0,29.4166666666667,17.5833333333333,40.5833333333333
"65",39031,2002,6.6,1.33333333333333,6.93333333333333,5.26666666666667,0.333333333333333,1.5,2.2,2,2.26666666666667,0,0.333333333333333,0,0.333333333333333,1.5,2.53333333333333,2,2.6,0,5,0,0,0,0,28.5833333333333,4.26666666666667,0.333333333333333,4.6
"66",39031,2007,10.8333333333333,0,10.8333333333333,10.8333333333333,0,0,2.5,0,2.5,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,6.16666666666667,2.5,0,2.5
"67",40035,1997,0,20.15,20.15,0,16.45,0,0,0,0,0.733333333333333,8.16666666666667,0.733333333333333,8.16666666666667,0.733333333333333,8.16666666666667,0.733333333333333,8.16666666666667,7.4,0,0,1.45,0,1.98333333333333,3.75,0,8.9,8.9
"68",40035,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,37.5,0,0,0
"69",40038,1997,15.6666666666667,10.6666666666667,18.3333333333333,15.6666666666667,10.6666666666667,4.66666666666667,3.33333333333333,6.66666666666667,3.33333333333333,1.5,3.33333333333333,3.5,3.33333333333333,4.83333333333333,4.16666666666667,7.66666666666667,4.16666666666667,41.6666666666667,0,0,27.5,0,30,0,10,6.83333333333333,11.8333333333333
"70",40038,2007,24,22,25.3333333333333,19.2666666666667,16.2666666666667,7.58333333333333,3.41666666666667,8.25,10.0166666666667,7.58333333333333,3.41666666666667,7.91666666666667,7.35,7.58333333333333,3.41666666666667,8.58333333333333,10.0166666666667,2,0,0,0,0,2,0.833333333333333,18.2666666666667,15.2666666666667,18.6
"71",40039,1997,10.9166666666667,16.5833333333333,20,10.9166666666667,16.5833333333333,2.38333333333333,5,5.58333333333333,5,8.38333333333333,3.83333333333333,11.5833333333333,3.83333333333333,9.3,5.5,13.3333333333333,5.5,29.6666666666667,0,0,17.5,0,20,0,10.5833333333333,15.4166666666667,18.8333333333333
"72",40039,2007,0,30.75,30.75,0,19.0833333333333,0,0,0,0,10,6.33333333333333,10.8333333333333,6.66666666666667,10,6.33333333333333,10.8333333333333,6.66666666666667,0,0,0,0,0,0,0,0,17.5,17.5
"73",45032,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.75,0,0,22.0833333333333,0,75.75,0,0,0,0
"74",45032,2002,34.5833333333333,24,34.5833333333333,22.0833333333333,11.5,13.1666666666667,5.16666666666667,16.9166666666667,5.16666666666667,9,2.5,9,2.5,13.1666666666667,5.16666666666667,16.9166666666667,5.16666666666667,35.3333333333333,0,0,16.5,0,16.5,0,22.0833333333333,11.5,22.0833333333333
"75",45033,1997,0,22.5,22.5,0,18.75,0,0,0,0,1.91666666666667,2.91666666666667,1.91666666666667,7.91666666666667,1.91666666666667,2.91666666666667,1.91666666666667,7.91666666666667,79.25,0,0,38.6833333333333,0,54.25,0,0,9.83333333333333,9.83333333333333
"76",45034,1997,20,4,24,20,4,8.75,4.5,13.5,4.5,4,0,4,0,12.75,4.5,17.5,4.5,4.76666666666667,0,0,0,48.75,0.766666666666667,0,18,4,22
"77",45034,2002,30.5,2.5,30.5,30.5,2.5,17.4833333333333,5.75,20.75,5.75,2.5,0,2.5,0,17.4833333333333,5.75,20.75,5.75,12.2333333333333,0,0,0,0,0,16,26.5,2.5,26.5
"78",47034,1997,23.8333333333333,13.25,23.8333333333333,23.8333333333333,13.25,7.16666666666667,4.5,8.41666666666667,5.66666666666667,6.66666666666667,4.5,7.91666666666667,5.16666666666667,7.16666666666667,4.5,8.41666666666667,5.66666666666667,0,0,0,0,0,0,1.25,14.0833333333333,13.0833333333333,14.0833333333333
"79",47034,2002,27.5,16.25,30,27.5,16.25,13.75,4.16666666666667,13.75,4.16666666666667,0,4.16666666666667,0,4.16666666666667,13.75,4.16666666666667,13.75,4.16666666666667,0,0,0,0,0,0,2,17.9166666666667,4.16666666666667,17.9166666666667
"80",47035,1997,13.8333333333333,13.8333333333333,15.5,8.83333333333333,8.83333333333333,1.66666666666667,4.16666666666667,1.66666666666667,4.5,0,4.16666666666667,0.833333333333333,4.5,1.66666666666667,4.16666666666667,2.5,4.5,17.1666666666667,13.3333333333333,0,0.833333333333333,0,2.5,13.3333333333333,6.16666666666667,5.33333333333333,7
"81",47035,2002,13.75,9.66666666666667,15.0833333333333,13.75,9.66666666666667,0,7.41666666666667,4.16666666666667,9.25,0.5,6.16666666666667,1.33333333333333,8,0.5,7.41666666666667,5.5,9.25,13.6666666666667,0,0,0,0,0,8.8,13.4166666666667,9.33333333333333,14.75
"82",47036,1997,38.6666666666667,41.5833333333333,45.5833333333333,38.6666666666667,41.5833333333333,9.66666666666667,11.5,9.66666666666667,12.5833333333333,6.66666666666667,11.1666666666667,6.66666666666667,12.25,10.3333333333333,11.5,10.3333333333333,12.5833333333333,6.66666666666667,0,0,0,0,0,0,22.25,18.9166666666667,22.9166666666667
"83",47036,2002,40,30.3333333333333,45,40,30.3333333333333,10.5,7.08333333333333,10.5,7.08333333333333,5,4.58333333333333,5,4.58333333333333,15.5,7.08333333333333,15.5,7.08333333333333,0,0,0,0,0,0,0,17.5833333333333,9.58333333333333,22.5833333333333
"84",47036,2007,27.9,48.5,55.65,27.9,42.4166666666667,12.9,3.76666666666667,12.9,3.76666666666667,8.5,21.9333333333333,8.5,24.4333333333333,13.9,21.9333333333333,13.9,24.4333333333333,7.23333333333333,0,0,0,0,1.5,0.166666666666667,16.6666666666667,32.9333333333333,38.3333333333333
"85",47037,1997,31.3333333333333,19.3333333333333,33.8333333333333,27.5833333333333,19.3333333333333,4.33333333333333,14.4166666666667,4.33333333333333,14.75,2.33333333333333,8.66666666666667,2.33333333333333,11,4.33333333333333,14.9166666666667,4.33333333333333,17.25,0,7.5,0,0,0,0,18.3333333333333,19.0833333333333,13.3333333333333,21.5833333333333
"86",47037,2002,24.9166666666667,0,24.9166666666667,16.6666666666667,0,3.5,7,3.5,9,0,0,0,0,3.5,7,3.5,9,6.5,0,0,0,0,0,2.91666666666667,12.5,0,12.5
"87",47038,1997,23.8333333333333,15.5,28,20.9166666666667,15.5,7.33333333333333,5.16666666666667,7.33333333333333,6.33333333333333,2.33333333333333,3.16666666666667,2.33333333333333,5.5,7.33333333333333,5.66666666666667,7.33333333333333,8.83333333333333,0,5,0,0,0,0,25.0833333333333,13.6666666666667,7.83333333333333,16.1666666666667
"88",47038,2002,13.6666666666667,0,13.6666666666667,10.3333333333333,0,0,6.33333333333333,0,6.83333333333333,0,0,0,0,0,6.33333333333333,0,6.83333333333333,0,0,0,0,2.5,0,27.1666666666667,6.83333333333333,0,6.83333333333333
"89",47039,1997,75.4166666666667,27.3333333333333,75.4166666666667,75.4166666666667,27.3333333333333,55.5833333333333,10.5,56.4166666666667,10.8333333333333,22.6666666666667,2,22.6666666666667,2.33333333333333,55.5833333333333,10.5,56.4166666666667,10.8333333333333,22.5,0,0,0,0,0,0,67.25,25,67.25
"90",47039,2002,31.5,33,48.3333333333333,30.5,33,5.66666666666667,17.5833333333333,6.08333333333333,21.1666666666667,16.6666666666667,12.8333333333333,16.6666666666667,16.1666666666667,20.8333333333333,17.5833333333333,21.25,22.8333333333333,11.3333333333333,0,0,0,0,0,0,27.25,32.8333333333333,44.0833333333333
"91",47039,2007,21.5333333333333,2.66666666666667,22.7666666666667,21.5333333333333,2.66666666666667,7.91666666666667,4.68333333333333,8.83333333333333,6.26666666666667,1.9,0.666666666666667,1.9,0.666666666666667,9.15,4.68333333333333,10.0666666666667,6.26666666666667,25.2333333333333,0,0,0,0,0,7.08333333333333,15.1,2.56666666666667,16.3333333333333
"92",47040,1997,54.5833333333333,24.8333333333333,63.9166666666667,54.5833333333333,24.8333333333333,17.5,14.8166666666667,26.1,14.8166666666667,13.1666666666667,0.333333333333333,19.8333333333333,0.333333333333333,22.1666666666667,15.15,34.9333333333333,15.15,0.733333333333333,0,0,0,0,0,0,40.9166666666667,20.1666666666667,50.0833333333333
"93",47040,2002,38.1666666666667,19.6666666666667,45.3333333333333,30.1666666666667,19.6666666666667,16.4166666666667,9.5,19.1666666666667,9.5,12.8333333333333,5.5,13.5,5.5,22.5833333333333,10.5,25.3333333333333,10.5,24.0833333333333,0,0,0,0,0,0,28.6666666666667,19,35.8333333333333
"94",47040,2007,33.8666666666667,17.4166666666667,33.8666666666667,27.2,10.75,8.81666666666667,7.68333333333333,11.8166666666667,9.48333333333333,6.16666666666667,1.95,7.16666666666667,1.95,8.81666666666667,7.68333333333333,11.8166666666667,9.48333333333333,18.9,0,0,0,0,0,0,21.3,9.11666666666667,21.3
"95",50032,1997,11.75,1.25,13,11.0833333333333,1.25,0.666666666666667,2.93333333333333,3.08333333333333,2.93333333333333,0,0,1.25,0,0.666666666666667,2.93333333333333,4.33333333333333,2.93333333333333,44.1166666666667,8.75,0,0,5,1,10.4166666666667,6.01666666666667,1.25,7.26666666666667
"96",50032,2002,11,0.416666666666667,11.4166666666667,11,0.416666666666667,1,7.91666666666667,1.83333333333333,7.91666666666667,0,0,0.416666666666667,0,1,7.91666666666667,2.25,7.91666666666667,18.5833333333333,1,0,1.83333333333333,0,9.66666666666667,1.41666666666667,9.75,0.416666666666667,10.1666666666667
"97",50033,1997,13.25,0,13.25,11.25,0,0.933333333333333,2.93333333333333,3.25,2.93333333333333,0,0,0,0,0.933333333333333,2.93333333333333,3.25,2.93333333333333,47.25,2.91666666666667,0,0,9.75,1,4.83333333333333,6.18333333333333,0,6.18333333333333
"98",50033,2002,12.0833333333333,1.33333333333333,13.4166666666667,12.0833333333333,1.33333333333333,3.5,6.25,3.5,6.58333333333333,0,0,0.833333333333333,0,3.5,6.25,4.33333333333333,6.58333333333333,14.4166666666667,2.5,0,0,0,3,3.33333333333333,10.0833333333333,0.833333333333333,10.9166666666667
"99",50033,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4166666666667,0,0,0
"100",50034,1997,23.6166666666667,11.3,26.0833333333333,23.6166666666667,11.3,11.2833333333333,6.76666666666667,11.5166666666667,6.76666666666667,7.16666666666667,2.76666666666667,7.4,2.76666666666667,13.45,6.76666666666667,13.6833333333333,6.76666666666667,0,20.1666666666667,0,0,0,0,30.0833333333333,18.2833333333333,10.1666666666667,20.45
"101",50034,2002,37.9,15.4833333333333,39.15,37.9,15.4833333333333,20.0833333333333,13.5666666666667,20.0833333333333,16.15,2.91666666666667,10.0666666666667,2.91666666666667,11.4,21.3333333333333,13.5666666666667,21.3333333333333,16.15,0,0,0,0,0,0,3.33333333333333,36.2333333333333,14.3166666666667,37.4833333333333
"102",50034,2007,18.6666666666667,5,18.6666666666667,8.66666666666667,0,0.333333333333333,5.41666666666667,1.16666666666667,5.41666666666667,0,0,0,0,0.333333333333333,5.41666666666667,1.16666666666667,5.41666666666667,0,0,0,0,0,0,0.416666666666667,6.58333333333333,0,6.58333333333333
"103",50035,1997,20.8833333333333,13.9666666666667,28.35,20.8833333333333,13.9666666666667,9.71666666666667,5.1,10.45,5.1,9.33333333333333,2.76666666666667,10.0666666666667,2.76666666666667,16.8833333333333,5.1,17.6166666666667,5.1,0,19.1666666666667,0,0,0,0,28.1666666666667,15.55,12.8333333333333,22.7166666666667
"104",50035,2002,14.4,26.0666666666667,27.0666666666667,14.4,26.0666666666667,0,11.0666666666667,0,11.5666666666667,12.6666666666667,10.0666666666667,12.6666666666667,10.5666666666667,12.6666666666667,11.0666666666667,12.6666666666667,11.5666666666667,0,0,0,0,0,0,0,11.5666666666667,23.2333333333333,24.2333333333333
"105",50035,2007,7.91666666666667,5.08333333333333,13,7.91666666666667,3.08333333333333,5,2.91666666666667,5,2.91666666666667,3.08333333333333,0,3.08333333333333,0,8.08333333333333,2.91666666666667,8.08333333333333,2.91666666666667,0,0,0,0,0,0,1.66666666666667,7.91666666666667,3.08333333333333,11
