"","MID","FID","earn","earnu","wage","ww","hw","year","hrs"
"23004",6409001,6409001,0,0,NA,0,0,1997,0
"23005",6409002,6409002,10000,6,4.81,52,40,1997,2080
"23006",6409003,6409003,0,0,NA,0,0,1997,0
"23007",6409004,6409004,0,0,NA,0,0,1997,0
"23008",6409030,6409030,0,0,NA,0,0,1997,0
"23009",6409031,6409031,0,0,NA,0,0,1997,0
"23010",6409032,6409032,0,0,NA,0,0,1997,0
"23011",6409033,6409033,0,0,NA,0,0,1997,0
"23012",6409034,6409034,0,0,NA,0,0,1997,0
"23013",6409035,6409035,0,0,NA,0,0,1997,0
"23014",6409036,6409036,0,0,NA,0,0,1997,0
"23015",6409037,6409037,0,0,NA,0,0,1997,0
"23016",6409170,6409170,0,0,NA,0,0,1997,0
"23017",6409176,6409176,0,0,NA,0,0,1997,0
"23018",6409177,6409177,0,0,NA,0,0,1997,0
"23019",6411003,6411003,12000,6,6.25,48,40,1997,1920
"23020",6411032,6411032,0,0,NA,0,0,1997,0
"23021",6411033,6411033,0,0,NA,0,0,1997,0
"23022",6411034,6411034,0,0,NA,0,0,1997,0
"23023",6411170,6411170,25000,6,12.5,50,40,1997,2000
"23024",6411183,6411183,52000,6,22.11,49,48,1997,2352
"23025",6411186,6411186,0,0,NA,0,0,1997,0
"23026",6412001,6412001,0,0,NA,0,0,1997,0
"23027",6412003,6412003,0,0,NA,0,0,1997,0
"23028",6412031,6412031,15000,6,7.35,51,40,1997,2040
"23029",6412032,6412032,0,0,NA,0,0,1997,0
"23030",6412033,6412033,0,0,NA,0,0,1997,0
"23031",6412170,6412170,0,0,NA,0,0,1997,0
"23032",6412172,6412172,0,0,NA,0,0,1997,0
"23033",6412176,6412176,NA,9,NA,52,40,1997,2080
"23034",6412177,6412177,0,0,NA,0,0,1997,0
"23035",6412178,6412178,0,0,NA,0,0,1997,0
"23036",6412179,6412179,0,0,NA,0,0,1997,0
"23037",6413002,6413002,0,0,NA,0,0,1997,0
"23038",6413005,6413005,0,0,NA,0,0,1997,0
"23039",6413009,6413009,8000,6,4.4,52,35,1997,1820
"23040",6413010,6413010,19300,6,9.28,52,40,1997,2080
"23041",6413035,6413035,13000,6,6.76,52,37,1997,1924
"23042",6413036,6413036,0,0,NA,0,0,1997,0
"23043",6413037,6413037,0,0,NA,0,0,1997,0
"23044",6413038,6413038,0,0,NA,0,0,1997,0
"23045",6413039,6413039,0,0,NA,0,0,1997,0
"23046",6413040,6413040,0,0,NA,0,0,1997,0
"23047",6413042,6413042,0,0,NA,0,0,1997,0
"23048",6413170,6413170,0,0,NA,0,0,1997,0
"23049",6413190,6413190,38000,6,18.27,52,40,1997,2080
"23050",6414001,6414001,50000,6,NA,NA,NA,1997,NA
"23051",6414031,6414031,5200,6,4.33,30,40,1997,1200
"23052",6414032,6414032,0,0,NA,0,0,1997,0
"23053",6414170,6414170,0,0,NA,0,0,1997,0
"23054",6414173,6414173,0,0,NA,0,0,1997,0
"23055",6414174,6414174,0,0,NA,0,0,1997,0
"23056",6414175,6414175,0,0,NA,0,0,1997,0
"23057",6414176,6414176,0,0,NA,0,0,1997,0
"23058",6418003,6418003,0,0,NA,0,0,1997,0
"23059",6418033,6418033,0,0,NA,0,0,1997,0
"23060",6418035,6418035,0,0,NA,0,0,1997,0
"23061",6418036,6418036,0,0,NA,0,0,1997,0
"23062",6418037,6418037,0,0,NA,0,0,1997,0
"23063",6418173,6418173,0,0,NA,0,0,1997,0
"23064",6418176,6418176,0,0,NA,0,0,1997,0
"23065",6418177,6418177,9000,6,5.36,42,40,1997,1680
"23066",6431004,6431004,41000,6,16.73,49,50,1997,2450
"23067",6431008,6431008,30000,6,10.42,48,60,1997,2880
"23068",6431033,6431033,0,0,NA,0,0,1997,0
"23069",6431034,6431034,0,0,NA,0,0,1997,0
"23070",6431194,6431194,15000,6,14.42,26,40,1997,1040
"23071",6431195,6431195,56000,6,23.83,47,50,1997,2350
"23072",6431196,6431196,0,0,NA,0,0,1997,0
"23073",6434002,6434002,0,0,NA,0,0,1997,0
"23074",6434003,6434003,0,0,NA,0,0,1997,0
"23075",6434004,6434004,25000,6,17.36,36,40,1997,1440
"23076",6434030,6434030,0,0,NA,0,0,1997,0
"23077",6434031,6434031,0,0,NA,0,0,1997,0
"23078",6434032,6434032,0,0,NA,0,0,1997,0
"23079",6434170,6434170,NA,9,NA,52,40,1997,2080
"23080",6434171,6434171,42000,6,12,50,70,1997,3500
"23081",6434172,6434172,0,0,NA,0,0,1997,0
"23082",6434173,6434173,0,0,NA,0,0,1997,0
"23083",6436031,6436031,0,0,NA,0,0,1997,0
"23084",6436033,6436033,10000,6,4.81,52,40,1997,2080
"23085",6436036,6436036,11000,6,6.19,48,37,1997,1776
"23086",6436046,6436046,0,0,NA,0,0,1997,0
"23087",6436047,6436047,0,0,NA,0,0,1997,0
"23088",6436048,6436048,0,0,NA,0,0,1997,0
"23089",6436049,6436049,0,0,NA,0,0,1997,0
"23090",6436050,6436050,0,0,NA,0,0,1997,0
"23091",6436051,6436051,0,0,NA,0,0,1997,0
"23092",6436052,6436052,0,0,NA,0,0,1997,0
"23093",6436053,6436053,0,0,NA,0,0,1997,0
"23094",6436192,6436192,14000,6,7,50,40,1997,2000
"23095",6438002,6438002,0,0,NA,0,0,1997,0
"23096",6438005,6438005,NA,9,NA,48,5,1997,240
"23097",6438030,6438030,NA,9,NA,NA,NA,1997,NA
"23098",6438032,6438032,0,0,NA,0,0,1997,0
"23099",6438033,6438033,0,0,NA,0,0,1997,0
"23100",6438173,6438173,21000,6,11.93,44,40,1997,1760
"23101",6444003,6444003,32000,6,15.38,52,40,1997,2080
"23102",6444033,6444033,0,0,NA,0,0,1997,0
"23103",6444034,6444034,0,0,NA,0,0,1997,0
"23104",6444035,6444035,0,0,NA,0,0,1997,0
"23105",6444171,6444171,10000,6,6.25,40,40,1997,1600
"23106",6472003,6472003,24900,6,12.45,50,40,1997,2000
"23107",6472030,6472030,0,0,NA,0,0,1997,0
"23108",6472031,6472031,0,0,NA,0,0,1997,0
"23109",6472170,6472170,0,0,NA,0,0,1997,0
"23110",6475001,6475001,0,0,NA,0,0,1997,0
"23111",6475002,6475002,0,0,NA,0,0,1997,0
"23112",6475003,6475003,0,0,NA,0,0,1997,0
"23113",6475004,6475004,0,0,NA,0,0,1997,0
"23114",6475005,6475005,0,0,NA,0,0,1997,0
"23115",6475006,6475006,NA,9,NA,52,20,1997,1040
"23116",6475007,6475007,NA,9,NA,NA,NA,1997,NA
"23117",6475010,6475010,8000,6,6.67,30,40,1997,1200
"23118",6475030,6475030,0,0,NA,0,0,1997,0
"23119",6475031,6475031,17000,6,7.71,49,45,1997,2205
"23120",6475032,6475032,0,0,NA,0,0,1997,0
"23121",6475033,6475033,0,0,NA,0,0,1997,0
"23122",6475034,6475034,0,0,NA,0,0,1997,0
"23123",6475035,6475035,0,0,NA,0,0,1997,0
"23124",6475036,6475036,0,0,NA,0,0,1997,0
"23125",6475037,6475037,0,0,NA,0,0,1997,0
"23126",6475038,6475038,0,0,NA,0,0,1997,0
"23127",6475039,6475039,0,0,NA,0,0,1997,0
"23128",6475040,6475040,0,0,NA,0,0,1997,0
"23129",6475041,6475041,0,0,NA,0,0,1997,0
"23130",6475042,6475042,0,0,NA,0,0,1997,0
"23131",6475043,6475043,0,0,NA,0,0,1997,0
"23132",6475044,6475044,0,0,NA,0,0,1997,0
"23133",6475045,6475045,0,0,NA,0,0,1997,0
"23134",6475046,6475046,0,0,NA,0,0,1997,0
"23135",6475047,6475047,0,0,NA,0,0,1997,0
"23136",6475048,6475048,0,0,NA,0,0,1997,0
"23137",6475049,6475049,0,0,NA,0,0,1997,0
"23138",6475170,6475170,400,6,0.38,26,40,1997,1040
"23139",6475171,6475171,9000,6,4.33,52,40,1997,2080
"23140",6475175,6475175,NA,9,NA,48,40,1997,1920
"23141",6475177,6475177,0,0,NA,0,0,1997,0
"23142",6475190,6475190,0,0,NA,0,0,1997,0
"23143",6475193,6475193,0,0,NA,0,0,1997,0
"23144",6475194,6475194,0,0,NA,0,0,1997,0
"23145",6475195,6475195,0,0,NA,0,0,1997,0
"23146",6475196,6475196,0,0,NA,0,0,1997,0
"23147",6475197,6475197,0,0,NA,0,0,1997,0
"23148",6475198,6475198,0,0,NA,0,0,1997,0
"23149",6475199,6475199,0,0,NA,0,0,1997,0
"23150",6475200,6475200,0,0,NA,0,0,1997,0
"23151",6476006,6476006,70000,6,19.23,52,70,1997,3640
"23152",6476034,6476034,0,0,NA,0,0,1997,0
"23153",6476035,6476035,0,0,NA,0,0,1997,0
"23154",6476036,6476036,0,0,NA,0,0,1997,0
"23155",6476174,6476174,5000,6,4.81,52,20,1997,1040
"23156",6476175,6476175,0,0,NA,0,0,1997,0
"23157",6476181,6476181,0,0,NA,0,0,1997,0
"23158",6478002,6478002,1e+05,6,29.59,52,65,1997,3380
"23159",6478005,6478005,28000,6,13.46,52,40,1997,2080
"23160",6478006,6478006,1e+05,6,48.08,52,40,1997,2080
"23161",6478008,6478008,13891,6,6.68,52,40,1997,2080
"23162",6478030,6478030,28000,6,13.46,52,40,1997,2080
"23163",6478031,6478031,0,0,NA,0,0,1997,0
"23164",6478032,6478032,0,0,NA,0,0,1997,0
"23165",6478038,6478038,0,0,NA,0,0,1997,0
"23166",6478042,6478042,0,0,NA,0,0,1997,0
"23167",6478044,6478044,0,0,NA,0,0,1997,0
"23168",6478045,6478045,0,0,NA,0,0,1997,0
"23169",6478048,6478048,0,0,NA,0,0,1997,0
"23170",6478050,6478050,0,0,NA,0,0,1997,0
"23171",6478052,6478052,0,0,NA,0,0,1997,0
"23172",6478053,6478053,0,0,NA,0,0,1997,0
"23173",6478054,6478054,0,0,NA,0,0,1997,0
"23174",6478055,6478055,0,0,NA,0,0,1997,0
"23175",6478173,6478173,23360,6,11.23,52,40,1997,2080
"23176",6478179,6478179,0,0,NA,0,0,1997,0
"23177",6478181,6478181,50000,6,40.82,35,35,1997,1225
"23178",6478183,6478183,29000,6,13.94,52,40,1997,2080
"23179",6478197,6478197,NA,9,NA,52,30,1997,1560
"23180",6484002,6484002,0,0,NA,0,0,1997,0
"23181",6484004,6484004,0,0,NA,0,0,1997,0
"23182",6484005,6484005,0,0,NA,0,0,1997,0
"23183",6484038,6484038,0,0,NA,0,0,1997,0
"23184",6484040,6484040,0,0,NA,0,0,1997,0
"23185",6484041,6484041,0,0,NA,0,0,1997,0
"23186",6484042,6484042,0,0,NA,0,0,1997,0
"23187",6484044,6484044,0,0,NA,0,0,1997,0
"23188",6484172,6484172,NA,9,NA,50,40,1997,2000
"23189",6484175,6484175,0,0,NA,0,0,1997,0
"23190",6485002,6485002,0,0,NA,0,0,1997,0
"23191",6485004,6485004,24000,6,8.39,52,55,1997,2860
"23192",6485005,6485005,0,0,NA,0,0,1997,0
"23193",6485006,6485006,0,0,NA,0,0,1997,0
"23194",6485007,6485007,22000,6,10.58,52,40,1997,2080
"23195",6485008,6485008,NA,9,NA,NA,30,1997,NA
"23196",6485009,6485009,0,0,NA,0,0,1997,0
"23197",6485010,6485010,0,0,NA,0,0,1997,0
"23198",6485012,6485012,23000,6,11.06,52,40,1997,2080
"23199",6485030,6485030,15000,6,7.35,51,40,1997,2040
"23200",6485031,6485031,18000,6,7.69,52,45,1997,2340
"23201",6485032,6485032,0,0,NA,0,0,1997,0
"23202",6485033,6485033,0,0,NA,0,0,1997,0
"23203",6485034,6485034,0,0,NA,0,0,1997,0
"23204",6485035,6485035,0,0,NA,0,0,1997,0
"23205",6485036,6485036,0,0,NA,0,0,1997,0
"23206",6485037,6485037,0,0,NA,0,0,1997,0
"23207",6485039,6485039,0,0,NA,0,0,1997,0
"23208",6485040,6485040,0,0,NA,0,0,1997,0
"23209",6485041,6485041,0,0,NA,0,0,1997,0
"23210",6485042,6485042,0,0,NA,0,0,1997,0
"23211",6485043,6485043,0,0,NA,0,0,1997,0
"23212",6485044,6485044,0,0,NA,0,0,1997,0
"23213",6485045,6485045,0,0,NA,0,0,1997,0
"23214",6485172,6485172,40000,6,15.15,48,55,1997,2640
"23215",6485174,6485174,0,0,NA,0,0,1997,0
"23216",6485177,6485177,18000,6,8.65,52,40,1997,2080
"23217",6485178,6485178,0,0,NA,0,0,1997,0
"23218",6485179,6485179,0,0,NA,0,0,1997,0
"23219",6485180,6485180,15000,6,7.21,52,40,1997,2080
"23220",6485181,6485181,0,0,NA,0,0,1997,0
"23221",6485182,6485182,5000,6,8.33,20,30,1997,600
"23222",6485183,6485183,0,0,NA,0,0,1997,0
"23223",6485184,6485184,0,0,NA,0,0,1997,0
"23224",6485185,6485185,0,0,NA,0,0,1997,0
"23225",6485186,6485186,0,0,NA,0,0,1997,0
"23226",6485187,6485187,0,0,NA,0,0,1997,0
"23227",6489001,6489001,30000,6,16.89,48,37,1997,1776
"23228",6489002,6489002,25000,6,12.02,52,40,1997,2080
"23229",6489003,6489003,NA,9,NA,NA,40,1997,NA
"23230",6489174,6489174,80000,6,34.78,46,50,1997,2300
"23231",6489175,6489175,0,0,NA,0,0,1997,0
"23232",6489176,6489176,0,0,NA,0,0,1997,0
"23233",6489177,6489177,0,0,NA,0,0,1997,0
"23234",6489178,6489178,0,0,NA,0,0,1997,0
"23235",6494002,6494002,0,0,NA,0,0,1997,0
"23236",6494003,6494003,38000,6,18.27,52,40,1997,2080
"23237",6494021,6494021,0,0,NA,0,0,1997,0
"23238",6494031,6494031,0,0,NA,0,0,1997,0
"23239",6494033,6494033,0,0,NA,0,0,1997,0
"23240",6494034,6494034,0,0,NA,0,0,1997,0
"23241",6494035,6494035,0,0,NA,0,0,1997,0
"23242",6494036,6494036,0,0,NA,0,0,1997,0
"23243",6494185,6494185,31000,6,15.5,50,40,1997,2000
"23244",6494186,6494186,0,0,NA,0,0,1997,0
"23245",6494189,6494189,NA,9,NA,20,20,1997,400
"23246",6494190,6494190,0,0,NA,0,0,1997,0
"23247",6495001,6495001,0,0,NA,0,0,1997,0
"23248",6495002,6495002,0,0,NA,0,0,1997,0
"23249",6495021,6495021,0,0,NA,0,0,1997,0
"23250",6495170,6495170,0,0,NA,0,0,1997,0
"23251",6495171,6495171,0,0,NA,0,0,1997,0
"23252",6495172,6495172,0,0,NA,0,0,1997,0
"23253",6495173,6495173,0,0,NA,0,0,1997,0
"23254",6495174,6495174,0,0,NA,0,0,1997,0
"23255",6498003,6498003,40000,6,19.23,52,40,1997,2080
"23256",6498006,6498006,24000,6,9.23,52,50,1997,2600
"23257",6498033,6498033,0,0,NA,0,0,1997,0
"23258",6498187,6498187,NA,9,NA,NA,NA,1997,NA
"23259",6498188,6498188,0,0,NA,0,0,1997,0
"23260",6498191,6498191,0,0,NA,0,0,1997,0
"23261",6498192,6498192,0,0,NA,0,0,1997,0
"23262",6498193,6498193,0,0,NA,0,0,1997,0
"23263",6498200,6498200,48000,6,23.08,52,40,1997,2080
"23264",6498201,6498201,0,0,NA,0,0,1997,0
"23265",6499004,6499004,0,0,NA,0,0,1997,0
"23266",6499005,6499005,0,0,NA,0,0,1997,0
"23267",6499030,6499030,NA,9,NA,52,45,1997,2340
"23268",6499031,6499031,0,0,NA,0,0,1997,0
"23269",6499032,6499032,0,0,NA,0,0,1997,0
"23270",6499034,6499034,0,0,NA,0,0,1997,0
"23271",6499039,6499039,0,0,NA,0,0,1997,0
"23272",6499170,6499170,0,0,NA,0,0,1997,0
"23273",6499180,6499180,0,0,NA,0,0,1997,0
"23274",6499184,6499184,0,0,NA,0,0,1997,0
"23275",6499185,6499185,0,0,NA,0,0,1997,0
"23276",6499186,6499186,0,0,NA,0,0,1997,0
"23277",6499187,6499187,0,0,NA,0,0,1997,0
"23278",6499189,6499189,0,0,NA,0,0,1997,0
"23279",6509001,6509001,30000,6,14.42,52,40,1997,2080
"23280",6509002,6509002,34000,6,18.09,47,40,1997,1880
"23281",6509004,6509004,21000,6,10.5,50,40,1997,2000
"23282",6509031,6509031,0,0,NA,0,0,1997,0
"23283",6509032,6509032,0,0,NA,0,0,1997,0
"23284",6509033,6509033,0,0,NA,0,0,1997,0
"23285",6509171,6509171,0,0,NA,0,0,1997,0
"23286",6509172,6509172,0,0,NA,0,0,1997,0
"23287",6509173,6509173,0,0,NA,0,0,1997,0
"23288",6509174,6509174,0,0,NA,0,0,1997,0
"23289",6516002,6516002,2000,6,5,8,50,1997,400
"23290",6516033,6516033,0,0,NA,0,0,1997,0
"23291",6516034,6516034,0,0,NA,0,0,1997,0
"23292",6516176,6516176,0,0,NA,0,0,1997,0
"23293",6516177,6516177,0,0,NA,0,0,1997,0
"23294",6516178,6516178,0,0,NA,0,0,1997,0
"23295",6516179,6516179,0,0,NA,0,0,1997,0
"23296",6519001,6519001,0,0,NA,0,0,1997,0
"23297",6519002,6519002,0,0,NA,0,0,1997,0
"23298",6519003,6519003,0,0,NA,0,0,1997,0
"23299",6519006,6519006,9500,6,6,48,33,1997,1584
"23300",6519007,6519007,0,0,NA,0,0,1997,0
"23301",6519030,6519030,NA,9,NA,52,30,1997,1560
"23302",6519031,6519031,0,0,NA,0,0,1997,0
"23303",6519033,6519033,0,0,NA,0,0,1997,0
"23304",6519034,6519034,0,0,NA,0,0,1997,0
"23305",6519035,6519035,0,0,NA,0,0,1997,0
"23306",6519036,6519036,0,0,NA,0,0,1997,0
"23307",6519037,6519037,0,0,NA,0,0,1997,0
"23308",6519038,6519038,0,0,NA,0,0,1997,0
"23309",6519040,6519040,0,0,NA,0,0,1997,0
"23310",6519171,6519171,45000,6,19.23,52,45,1997,2340
"23311",6519174,6519174,32000,6,12.8,50,50,1997,2500
"23312",6519183,6519183,41500,6,17.74,52,45,1997,2340
"23313",6519184,6519184,0,0,NA,0,0,1997,0
"23314",6522001,6522001,0,0,NA,0,0,1997,0
"23315",6522004,6522004,0,0,NA,0,0,1997,0
"23316",6522030,6522030,0,0,NA,0,0,1997,0
"23317",6522031,6522031,0,0,NA,0,0,1997,0
"23318",6522032,6522032,0,0,NA,0,0,1997,0
"23319",6522033,6522033,0,0,NA,0,0,1997,0
"23320",6525003,6525003,26000,6,12.5,52,40,1997,2080
"23321",6525036,6525036,0,0,NA,0,0,1997,0
"23322",6525171,6525171,0,0,NA,0,0,1997,0
"23323",6531002,6531002,0,0,NA,0,0,1997,0
"23324",6531003,6531003,21000,6,12,50,35,1997,1750
"23325",6531004,6531004,0,0,NA,0,0,1997,0
"23326",6531005,6531005,0,0,NA,0,0,1997,0
"23327",6531006,6531006,27000,6,17.14,45,35,1997,1575
"23328",6531007,6531007,NA,9,NA,52,40,1997,2080
"23329",6531030,6531030,0,0,NA,0,0,1997,0
"23330",6537002,6537002,0,0,NA,0,0,1997,0
"23331",6537031,6537031,28000,6,11.97,52,45,1997,2340
"23332",6537032,6537032,1000,5,4.62,52,50,1997,2600
"23333",6537036,6537036,0,0,NA,0,0,1997,0
"23334",6537037,6537037,0,0,NA,0,0,1997,0
"23335",6537038,6537038,0,0,NA,0,0,1997,0
"23336",6537039,6537039,0,0,NA,0,0,1997,0
"23337",6537040,6537040,0,0,NA,0,0,1997,0
"23338",6537184,6537184,0,0,NA,0,0,1997,0
"23339",6537185,6537185,0,0,NA,0,0,1997,0
"23340",6539030,6539030,0,0,NA,0,0,1997,0
"23341",6539170,6539170,15000,6,7.21,52,40,1997,2080
"23342",6539174,6539174,0,0,NA,0,0,1997,0
"23343",6539175,6539175,13000,6,6.25,52,40,1997,2080
"23344",6541002,6541002,38000,6,15.83,50,48,1997,2400
"23345",6541003,6541003,63000,6,30.29,52,40,1997,2080
"23346",6541004,6541004,NA,9,NA,49,45,1997,2205
"23347",6541030,6541030,0,0,NA,0,0,1997,0
"23348",6541031,6541031,0,0,NA,0,0,1997,0
"23349",6541032,6541032,0,0,NA,0,0,1997,0
"23350",6541033,6541033,0,0,NA,0,0,1997,0
"23351",6541034,6541034,0,0,NA,0,0,1997,0
"23352",6541170,6541170,52000,6,27.08,48,40,1997,1920
"23353",6541178,6541178,53000,6,23.7,52,43,1997,2236
"23354",6541179,6541179,24000,6,10.88,49,45,1997,2205
"23355",6545001,6545001,23000,6,14.74,52,30,1997,1560
"23356",6545002,6545002,0,0,NA,0,0,1997,0
"23357",6545004,6545004,0,0,NA,0,0,1997,0
"23358",6545005,6545005,NA,9,NA,50,42,1997,2100
"23359",6545006,6545006,25810,6,12.91,50,40,1997,2000
"23360",6545007,6545007,10000,6,4.81,52,40,1997,2080
"23361",6545008,6545008,39000,6,13.27,49,60,1997,2940
"23362",6545009,6545009,24000,6,12,50,40,1997,2000
"23363",6545030,6545030,0,0,NA,0,0,1997,0
"23364",6545031,6545031,10000,6,NA,NA,40,1997,NA
"23365",6545033,6545033,19000,6,9.13,52,40,1997,2080
"23366",6545034,6545034,0,0,NA,0,0,1997,0
"23367",6545035,6545035,0,0,NA,0,0,1997,0
"23368",6545036,6545036,0,0,NA,0,0,1997,0
"23369",6545037,6545037,0,0,NA,0,0,1997,0
"23370",6545038,6545038,0,0,NA,0,0,1997,0
"23371",6545039,6545039,0,0,NA,0,0,1997,0
"23372",6545040,6545040,0,0,NA,0,0,1997,0
"23373",6545041,6545041,0,0,NA,0,0,1997,0
"23374",6545042,6545042,0,0,NA,0,0,1997,0
"23375",6545043,6545043,0,0,NA,0,0,1997,0
"23376",6545044,6545044,0,0,NA,0,0,1997,0
"23377",6545045,6545045,0,0,NA,0,0,1997,0
"23378",6545170,6545170,30000,6,NA,NA,40,1997,NA
"23379",6545176,6545176,NA,9,NA,NA,40,1997,NA
"23380",6545177,6545177,30000,6,15.31,49,40,1997,1960
"23381",6545178,6545178,0,0,NA,0,0,1997,0
"23382",6545179,6545179,10000,6,15.38,26,25,1997,650
"23383",6545180,6545180,0,0,NA,0,0,1997,0
"23384",6545181,6545181,0,0,NA,0,0,1997,0
"23385",6545182,6545182,30000,6,15,50,40,1997,2000
"23386",6545183,6545183,35000,6,17.16,51,40,1997,2040
"23387",6545184,6545184,NA,9,NA,NA,40,1997,NA
"23388",6545185,6545185,0,0,NA,0,0,1997,0
"23389",6545186,6545186,0,0,NA,0,0,1997,0
"23390",6545187,6545187,0,0,NA,0,0,1997,0
"23391",6545188,6545188,0,0,NA,0,0,1997,0
"23392",6545189,6545189,0,0,NA,0,0,1997,0
"23393",6545190,6545190,0,0,NA,0,0,1997,0
"23394",6545191,6545191,0,0,NA,0,0,1997,0
"23395",6545192,6545192,0,0,NA,0,0,1997,0
"23396",6546005,6546005,40000,6,19.23,52,40,1997,2080
"23397",6546009,6546009,13000,6,6.25,52,40,1997,2080
"23398",6546034,6546034,0,0,NA,0,0,1997,0
"23399",6546036,6546036,0,0,NA,0,0,1997,0
"23400",6546037,6546037,0,0,NA,0,0,1997,0
"23401",6546038,6546038,0,0,NA,0,0,1997,0
"23402",6546178,6546178,0,0,NA,0,0,1997,0
"23403",6546182,6546182,29000,6,19.08,40,38,1997,1520
"23404",6547001,6547001,0,0,NA,0,0,1997,0
"23405",6547002,6547002,0,0,NA,0,0,1997,0
"23406",6547004,6547004,40000,6,21.98,52,35,1997,1820
"23407",6547006,6547006,18000,6,7.2,50,50,1997,2500
"23408",6547030,6547030,15000,6,8.57,50,35,1997,1750
"23409",6547031,6547031,0,0,NA,0,0,1997,0
"23410",6547032,6547032,0,0,NA,0,0,1997,0
"23411",6547033,6547033,0,0,NA,0,0,1997,0
"23412",6547171,6547171,18000,6,8.82,51,40,1997,2040
"23413",6547172,6547172,0,0,NA,0,0,1997,0
"23414",6547173,6547173,NA,9,NA,50,70,1997,3500
"23415",6547174,6547174,0,0,NA,0,0,1997,0
"23416",6549004,6549004,16000,6,8.32,52,37,1997,1924
"23417",6549030,6549030,0,0,NA,0,0,1997,0
"23418",6549031,6549031,0,0,NA,0,0,1997,0
"23419",6549170,6549170,42000,6,18.67,50,45,1997,2250
"23420",6549173,6549173,17000,6,8.17,52,40,1997,2080
"23421",6553003,6553003,0,0,NA,0,0,1997,0
"23422",6553004,6553004,18000,6,8.82,51,40,1997,2040
"23423",6553006,6553006,0,0,NA,0,0,1997,0
"23424",6553030,6553030,0,0,NA,0,0,1997,0
"23425",6553031,6553031,0,0,NA,0,0,1997,0
"23426",6553032,6553032,0,0,NA,0,0,1997,0
"23427",6553171,6553171,0,0,NA,0,0,1997,0
"23428",6553172,6553172,32000,6,10.67,50,60,1997,3000
"23429",6553173,6553173,0,0,NA,0,0,1997,0
"23430",6553174,6553174,0,0,NA,0,0,1997,0
"23431",6557001,6557001,14000,6,6.73,52,40,1997,2080
"23432",6557030,6557030,0,0,NA,0,0,1997,0
"23433",6557031,6557031,0,0,NA,0,0,1997,0
"23434",6557032,6557032,0,0,NA,0,0,1997,0
"23435",6557172,6557172,15000,6,10.42,36,40,1997,1440
"23436",6557175,6557175,0,0,NA,0,0,1997,0
"23437",6560002,6560002,0,0,NA,0,0,1997,0
"23438",6560003,6560003,585,5,5.01,40,35,1997,1400
"23439",6560006,6560006,NA,9,NA,52,70,1997,3640
"23440",6560033,6560033,0,0,NA,0,0,1997,0
"23441",6560034,6560034,0,0,NA,0,0,1997,0
"23442",6560170,6560170,0,0,NA,0,0,1997,0
"23443",6560173,6560173,0,0,NA,0,0,1997,0
"23444",6560178,6560178,0,0,NA,0,0,1997,0
"23445",6560179,6560179,0,0,NA,0,0,1997,0
"23446",6560180,6560180,0,0,NA,0,0,1997,0
"23447",6560181,6560181,0,0,NA,0,0,1997,0
"23448",6560182,6560182,0,0,NA,0,0,1997,0
"23449",6571002,6571002,20000,6,12.5,40,40,1997,1600
"23450",6571003,6571003,27000,6,13.78,49,40,1997,1960
"23451",6571004,6571004,32000,6,16.33,49,40,1997,1960
"23452",6571030,6571030,0,0,NA,0,0,1997,0
"23453",6571031,6571031,18000,6,6.53,52,53,1997,2756
"23454",6571032,6571032,0,0,NA,0,0,1997,0
"23455",6571033,6571033,0,0,NA,0,0,1997,0
"23456",6571034,6571034,0,0,NA,0,0,1997,0
"23457",6571035,6571035,0,0,NA,0,0,1997,0
"23458",6571036,6571036,0,0,NA,0,0,1997,0
"23459",6571037,6571037,0,0,NA,0,0,1997,0
"23460",6571038,6571038,0,0,NA,0,0,1997,0
"23461",6571039,6571039,0,0,NA,0,0,1997,0
"23462",6571040,6571040,0,0,NA,0,0,1997,0
"23463",6571041,6571041,0,0,NA,0,0,1997,0
"23464",6571170,6571170,0,0,NA,0,0,1997,0
"23465",6571173,6571173,28000,6,14.89,47,40,1997,1880
"23466",6571174,6571174,0,0,NA,0,0,1997,0
"23467",6571175,6571175,6000,6,2.96,52,39,1997,2028
"23468",6571176,6571176,0,0,NA,0,0,1997,0
"23469",6571177,6571177,0,0,NA,0,0,1997,0
"23470",6571178,6571178,0,0,NA,0,0,1997,0
"23471",6571179,6571179,0,0,NA,0,0,1997,0
"23472",6571180,6571180,0,0,NA,0,0,1997,0
"23473",6571181,6571181,0,0,NA,0,0,1997,0
"23474",6571182,6571182,0,0,NA,0,0,1997,0
"23475",6571183,6571183,0,0,NA,0,0,1997,0
"23476",6573001,6573001,0,0,NA,0,0,1997,0
"23477",6573002,6573002,0,0,NA,0,0,1997,0
"23478",6575003,6575003,40000,6,19.23,52,40,1997,2080
"23479",6575030,6575030,0,0,NA,0,0,1997,0
"23480",6575031,6575031,0,0,NA,0,0,1997,0
"23481",6575032,6575032,0,0,NA,0,0,1997,0
"23482",6575171,6575171,17000,6,8.17,52,40,1997,2080
"23483",6575174,6575174,0,0,NA,0,0,1997,0
"23484",6575175,6575175,0,0,NA,0,0,1997,0
"23485",6576002,6576002,0,0,NA,0,0,1997,0
"23486",6577001,6577001,0,0,NA,0,0,1997,0
"23487",6577002,6577002,0,0,NA,0,0,1997,0
"23488",6577003,6577003,16000,6,5.4,52,57,1997,2964
