"","KID","MID"
"1347",2164042,2164030
"1348",2175030,2175170
"1349",2175031,2175170
"1350",2175032,2175171
"1351",2175033,2175171
"1352",2176031,2176175
"1353",2176032,2176175
"1354",2177031,2177177
"1355",2177032,2177174
"1356",2177033,2177177
"1357",2177034,2177178
"1358",2177035,2177005
"1359",2177036,2177005
"1360",2181036,2181006
"1361",2181038,2181030
"1362",2188030,2188005
"1363",2188032,2188005
"1364",2191038,2191004
"1365",2191182,2191007
"1366",2194185,2194184
"1367",2195178,2195005
"1368",2195181,2195180
"1369",2196034,2196030
"1370",2196035,2196030
"1371",2197031,2197030
"1372",2197032,2197030
"1373",2198031,2198005
"1374",2198032,2198003
"1375",2198033,2198005
"1376",2198034,2198003
"1377",2198035,2198173
"1378",2198036,2198173
"1379",2199035,2199180
"1380",2199036,2199180
"1381",2201030,2201172
"1382",2201173,2201172
"1383",2205032,2205005
"1384",2207030,2207172
"1385",2207031,2207172
"1386",2210033,2210030
"1387",2210035,2210030
"1388",2210180,2210179
"1389",2210181,2210179
"1390",2219033,2219170
"1391",2219034,2219170
"1392",2224030,2224006
"1393",2224039,2224006
"1394",2224040,2224174
"1395",2224042,2224184
"1396",2224044,2224184
"1397",2224045,2224033
"1398",2225033,2225170
"1399",2225034,2225004
"1400",2228030,2228004
"1401",2228031,2228003
"1402",2228033,2228003
"1403",2228035,2228004
"1404",2228036,2228005
"1405",2237031,2237171
"1406",2237032,2237172
"1407",2238031,2238170
"1408",2238033,2238170
"1409",2238035,2238171
"1410",2238036,2238171
"1411",2238037,2238172
"1412",2240031,2240003
"1413",2240032,2240004
"1414",2240033,2240004
"1415",2240034,2240003
"1416",2244031,2244170
"1417",2246030,2246176
"1418",2248033,2248172
"1419",2248034,2248172
"1420",2250041,2250173
"1421",2250042,2250006
"1422",2250043,2250007
"1423",2250044,2250170
"1424",2250045,2250181
"1425",2251035,2251003
"1426",2251037,2251003
"1427",2251040,2251174
"1428",2256175,2256174
"1429",2260031,2260006
"1430",2260033,2260173
"1431",2260035,2260006
"1432",2260036,2260173
"1433",2261033,2261172
"1434",2261034,2261172
"1435",2271032,2271003
"1436",2271034,2271005
"1437",2271035,2271003
"1438",2272033,2272003
"1439",2276171,2276170
"1440",2277034,2277008
"1441",2277035,2277008
"1442",2277183,2277181
"1443",2277184,2277181
"1444",2278039,2278178
"1445",2278040,2278032
"1446",2278041,2278182
"1447",2278042,2278032
"1448",2278043,2278182
"1449",2280038,2280172
"1450",2280039,2280002
"1451",2280041,2280172
"1452",2280042,2280173
"1453",2280043,2280173
"1454",2282178,2282177
"1455",2285036,2285175
"1456",2285037,2285175
"1457",2288033,2288004
"1458",2288034,2288004
"1459",2292036,2292007
"1460",2297034,2297174
"1461",2299033,2299172
"1462",2299034,2299171
"1463",2299035,2299171
"1464",2299036,2299172
"1465",2302043,2302189
"1466",2302047,2302011
"1467",2302048,2302201
"1468",2302049,2302200
"1469",2302050,2302032
"1470",2302051,2302011
"1471",2302052,2302200
"1472",2302053,2302032
"1473",2302194,2302008
"1474",2302198,2302195
"1475",2302199,2302195
"1476",2304032,2304004
"1477",2304033,2304004
"1478",2311031,2311006
"1479",2311032,2311003
"1480",2311033,2311172
"1481",2311034,2311003
"1482",2311035,2311172
"1483",2323032,2323174
"1484",2323033,2323031
"1485",2323034,2323031
"1486",2326036,2326035
"1487",2326037,2326035
"1488",2330031,2330030
"1489",2330032,2330030
"1490",2335032,2335030
"1491",2341031,2341172
"1492",2341032,2341172
"1493",2341033,2341173
"1494",2341034,2341173
"1495",2352031,2352170
"1496",2352032,2352170
"1497",2353030,2353171
"1498",2353035,2353171
"1499",2354034,2354005
"1500",2354035,2354003
"1501",2354036,2354005
"1502",2355033,2355174
"1503",2355176,2355174
"1504",2379031,2379006
"1505",2379032,2379006
"1506",2379033,2379170
"1507",2383173,2383172
"1508",2383174,2383172
"1509",2392032,2392031
"1510",2392033,2392004
"1511",2392034,2392031
"1512",2392035,2392004
"1513",2392036,2392173
"1514",2392037,2392173
"1515",2393030,2393004
"1516",2393031,2393004
"1517",2397037,2397173
"1518",2397038,2397173
"1519",2409031,2409003
"1520",2409032,2409003
"1521",2409033,2409171
"1522",2409175,2409171
"1523",2410031,2410003
"1524",2410032,2410003
"1525",2410033,2410030
"1526",2411171,2411004
"1527",2411172,2411004
"1528",2411173,2411030
"1529",2411174,2411030
"1530",2412033,2412030
"1531",2416034,2416171
"1532",2416035,2416006
"1533",2416036,2416006
"1534",2417175,2417174
"1535",2417176,2417174
"1536",2418034,2418173
"1537",2422035,2422171
"1538",2422036,2422171
"1539",2427034,2427171
"1540",2427035,2427171
"1541",2432038,2432035
"1542",2432041,2432033
"1543",2432042,2432173
"1544",2432044,2432033
"1545",2432046,2432034
"1546",2432047,2432034
"1547",2432048,2432176
"1548",2432052,2432035
"1549",2432053,2432173
"1550",2432054,2432034
"1551",2432055,2432035
"1552",2432187,2432183
"1553",2434031,2434003
"1554",2434032,2434003
"1555",2435031,2435175
"1556",2435032,2435172
"1557",2435034,2435172
"1558",2435035,2435007
"1559",2435036,2435175
"1560",2436036,2436170
"1561",2436037,2436174
"1562",2441031,2441003
"1563",2441032,2441003
"1564",2441034,2441005
"1565",2441035,2441005
"1566",2441037,2441176
"1567",2443030,2443003
"1568",2443031,2443003
"1569",2443033,2443175
"1570",2443179,2443175
"1571",2461031,2461003
"1572",2461032,2461174
"1573",2461033,2461174
"1574",2461173,2461004
"1575",2464032,2464171
"1576",2468030,2468171
"1577",2468031,2468171
"1578",2469032,2469004
"1579",2473030,2473170
"1580",2473032,2473170
"1581",2474034,2474171
"1582",2478031,2478003
"1583",2478032,2478004
"1584",2485032,2485003
"1585",2485034,2485173
"1586",2485035,2485030
"1587",2485036,2485173
"1588",2486034,2486031
"1589",2490034,2490031
"1590",2492030,2492170
"1591",2501031,2501178
"1592",2501032,2501005
"1593",2501033,2501178
"1594",2501034,2501005
"1595",2502033,2502171
"1596",2502035,2502171
"1597",2502036,2502172
"1598",2502037,2502172
"1599",2506178,2506003
"1600",2509035,2509171
"1601",2509036,2509170
"1602",2509037,2509006
"1603",2509038,2509173
"1604",2509039,2509003
"1605",2509040,2509173
"1606",2509041,2509003
"1607",2509042,2509006
"1608",2509043,2509177
"1609",2510033,2510172
"1610",2510034,2510171
"1611",2510035,2510172
"1612",2510036,2510171
"1613",2515038,2515031
"1614",2515040,2515184
"1615",2515041,2515031
"1616",2516031,2516170
"1617",2516032,2516004
"1618",2516033,2516004
"1619",2518033,2518009
"1620",2518176,2518009
"1621",2524030,2524172
"1622",2524031,2524171
"1623",2525030,2525174
"1624",2525177,2525172
"1625",2526033,2526004
"1626",2526034,2526030
"1627",2526035,2526173
"1628",2529031,2529175
"1629",2530037,2530004
"1630",2530038,2530004
"1631",2530186,2530185
"1632",2532031,2532003
"1633",2532032,2532003
"1634",2538031,2538021
"1635",2539034,2539005
"1636",2540032,2540031
"1637",2540171,2540031
"1638",2545033,2545030
"1639",2545034,2545030
"1640",2557032,2557006
"1641",2557033,2557006
"1642",2558031,2558170
"1643",2558171,2558170
"1644",2566038,2566030
"1645",2566039,2566030
"1646",2569037,2569031
"1647",2569038,2569031
"1648",2576033,2576003
"1649",2576034,2576003
"1650",2577030,2577173
"1651",2577031,2577173
"1652",2578180,2578179
"1653",2586032,2586173
"1654",2586034,2586173
"1655",2586035,2586172
"1656",2590040,2590032
"1657",2590041,2590030
"1658",2590042,2590030
"1659",2590043,2590032
"1660",2591035,2591178
"1661",2594030,2594003
"1662",2599174,2599173
"1663",2599175,2599173
"1664",2601033,2601005
"1665",2601034,2601171
"1666",2601036,2601171
"1667",2601038,2601005
"1668",2603032,2603005
"1669",2603033,2603177
"1670",2603179,2603177
"1671",2607030,2607003
"1672",2610032,2610173
"1673",2611037,2611032
"1674",2611038,2611032
"1675",2613030,2613004
"1676",2613031,2613004
"1677",2615046,2615174
"1678",2615047,2615007
"1679",2615048,2615177
"1680",2615049,2615007
"1681",2618032,2618003
"1682",2618033,2618003
"1683",2618034,2618004
"1684",2618035,2618031
"1685",2618037,2618004
"1686",2621034,2621030
"1687",2628032,2628003
"1688",2628034,2628005
"1689",2628035,2628005
"1690",2628037,2628003
"1691",2629030,2629003
"1692",2629031,2629003
"1693",2639030,2639003
"1694",2640030,2640004
"1695",2642032,2642030
"1696",2642034,2642031
"1697",2642035,2642031
"1698",2643032,2643003
"1699",2645030,2645171
"1700",2646032,2646006
"1701",2646033,2646006
"1702",2647030,2647172
"1703",2653030,2653170
"1704",2655031,2655002
"1705",2655032,2655002
"1706",2655033,2655173
"1707",2656033,2656171
"1708",2656034,2656174
"1709",2656035,2656171
"1710",2656036,2656174
"1711",2656037,2656008
"1712",2657036,2657008
"1713",2657037,2657007
"1714",2657038,2657008
"1715",2660031,2660172
"1716",2660032,2660172
"1717",2661040,2661176
"1718",2661041,2661180
"1719",2661042,2661180
"1720",2661043,2661032
"1721",2661044,2661032
"1722",2662032,2662172
"1723",2672030,2672171
"1724",2672031,2672005
"1725",2672032,2672005
"1726",2673174,2673003
"1727",2678037,2678007
"1728",2678038,2678175
"1729",2678040,2678175
"1730",2680032,2680003
"1731",2680033,2680174
"1732",2680034,2680174
"1733",2682032,2682005
"1734",2682033,2682005
"1735",2688036,2688031
"1736",2701038,2701009
"1737",2701043,2701031
"1738",2701047,2701031
"1739",2701048,2701041
"1740",2701049,2701033
"1741",2701050,2701190
"1742",2701051,2701033
"1743",2701052,2701041
"1744",2701208,2701190
"1745",2704185,2704003
"1746",2704186,2704003
"1747",2707034,2707174
"1748",2707035,2707003
"1749",2707038,2707004
"1750",2707042,2707004
"1751",2707043,2707007
"1752",2707044,2707007
"1753",2707182,2707003
"1754",2712032,2712170
"1755",2714036,2714179
"1756",2714183,2714182
"1757",2715030,2715174
"1758",2715030,2715176
"1759",2716032,2716003
"1760",2716033,2716003
"1761",2717033,2717005
"1762",2717034,2717006
"1763",2717036,2717006
"1764",2717038,2717173
"1765",2722031,2722003
"1766",2726030,2726003
"1767",2726031,2726003
"1768",2727035,2727171
"1769",2727036,2727171
"1770",2727178,2727177
"1771",2727179,2727177
"1772",2731034,2731174
"1773",2731035,2731030
"1774",2731036,2731004
"1775",2731037,2731030
"1776",2731175,2731174
"1777",2744034,2744173
"1778",2750031,2750172
"1779",2750032,2750172
"1780",2752032,2752170
"1781",2752033,2752172
"1782",2753034,2753172
"1783",2753035,2753004
"1784",2753174,2753004
"1785",2756034,2756003
"1786",2756173,2756003
"1787",2771033,2771173
"1788",2771034,2771173
"1789",2776031,2776173
"1790",2776032,2776173
"1791",2779031,2779170
"1792",2782177,2782176
"1793",2783031,2783003
"1794",2786032,2786006
"1795",2786033,2786171
"1796",2786034,2786006
"1797",2799031,2799177
"1798",2799032,2799177
"1799",2800035,2800171
"1800",2801035,2801171
"1801",2801179,2801008
"1802",2801180,2801008
"1803",2806033,2806171
"1804",2807030,2807170
"1805",2807031,2807170
"1806",2816033,2816004
"1807",2822032,2822175
"1808",2831032,2831004
"1809",2831033,2831004
"1810",2835030,2835004
"1811",2835031,2835004
"1812",2836033,2836004
"1813",2836035,2836004
"1814",2846176,2846006
"1815",2846177,2846006
"1816",2847040,2847031
"1817",2848036,2848174
"1818",2848037,2848176
"1819",2848038,2848006
"1820",2848039,2848010
"1821",2848040,2848010
"1822",2848041,2848030
"1823",2848042,2848030
"1824",2848043,2848033
"1825",2848175,2848174
"1826",2848179,2848176
"1827",2849031,2849003
"1828",2849032,2849003
"1829",2851031,2851004
"1830",2851032,2851171
"1831",2851033,2851171
"1832",2851034,2851005
"1833",2851035,2851005
"1834",2852041,2852172
"1835",2852046,2852006
"1836",2852048,2852031
"1837",2852049,2852172
"1838",2852050,2852033
"1839",2852051,2852031
"1840",2852052,2852184
"1841",2852053,2852006
"1842",2852054,2852184
"1843",2860031,2860006
"1844",2860032,2860006
"1845",2867032,2867031
"1846",2869031,2869030
"1847",2874032,2874003
"1848",2874033,2874003
"1849",2875034,2875007
"1850",2875035,2875007
"1851",2876032,2876003
"1852",2880030,2880005
"1853",2880031,2880005
"1854",2881033,2881032
"1855",2881036,2881032
"1856",2881037,2881004
"1857",2882032,2882003
"1858",2882033,2882171
"1859",2882034,2882171
"1860",2887036,2887005
"1861",2888030,2888171
"1862",2890031,2890005
"1863",2893031,2893003
"1864",2893177,2893003
"1865",2895032,2895002
"1866",2895033,2895030
"1867",2895034,2895030
"1868",2897031,2897004
"1869",2897032,2897003
"1870",2897033,2897004
"1871",2897034,2897003
"1872",2897036,2897176
"1873",2897180,2897179
"1874",2897182,2897179
"1875",2898031,2898171
"1876",2898032,2898170
"1877",2902030,2902003
"1878",2902032,2902174
"1879",2902033,2902003
"1880",2907035,2907174
"1881",2907036,2907174
"1882",2907037,2907009
"1883",2907038,2907009
"1884",2907041,2907008
"1885",2907043,2907008
"1886",2910032,2910002
"1887",2910033,2910002
"1888",2916031,2916176
"1889",2916032,2916176
"1890",2920034,2920174
"1891",2920035,2920174
"1892",2921031,2921004
"1893",2921033,2921004
"1894",3002002,3002001
"1895",3005002,3005001
"1896",3006004,3006002
"1897",3012002,3012171
"1898",3018002,3018001
"1899",3018003,3018001
"1900",3019003,3019002
"1901",3021003,3021001
"1902",3021004,3021001
"1903",3023003,3023002
"1904",3023004,3023002
"1905",3025003,3025002
"1906",3025004,3025002
"1907",3027002,3027001
"1908",3030003,3030002
"1909",3032003,3032001
"1910",3033002,3033001
"1911",3034004,3034002
"1912",3037002,3037001
"1913",3037004,3037001
"1914",3043003,3043002
"1915",3045003,3045002
"1916",3045004,3045002
"1917",3046005,3046002
"1918",3046007,3046002
"1919",3047005,3047175
"1920",3047006,3047002
"1921",3049004,3049003
"1922",3049005,3049003
"1923",3050003,3050002
"1924",3050004,3050002
"1925",3055003,3055002
"1926",3055004,3055002
"1927",3057004,3057003
"1928",3057005,3057002
"1929",3059003,3059002
"1930",3059004,3059002
"1931",3061003,3061002
"1932",3061004,3061002
"1933",3063005,3063002
"1934",3063006,3063002
"1935",3064006,3064002
"1936",3064007,3064002
"1937",3066003,3066002
"1938",3070003,3070002
"1939",3073002,3073001
"1940",3075004,3075002
"1941",3078003,3078002
"1942",3079005,3079004
"1943",3080003,3080001
"1944",3082003,3082002
"1945",3082004,3082002
"1946",3085003,3085002
"1947",3085004,3085002
"1948",3088004,3088003
"1949",3088005,3088003
"1950",3089006,3089004
"1951",3089007,3089004
"1952",3090003,3090002
"1953",3090004,3090002
"1954",3091003,3091002
"1955",3091004,3091002
"1956",3092003,3092002
"1957",3092004,3092002
"1958",3093002,3093001
"1959",3094003,3094002
"1960",3094004,3094002
"1961",3095003,3095001
"1962",3095004,3095001
"1963",3096003,3096002
"1964",3098003,3098002
"1965",3098004,3098002
"1966",3105003,3105002
"1967",3105004,3105002
"1968",3108004,3108002
"1969",3109003,3109002
"1970",3110003,3110002
"1971",3110005,3110170
"1972",3111004,3111001
"1973",3111005,3111001
"1974",3113003,3113002
"1975",3115004,3115002
"1976",3116002,3116001
"1977",3117005,3117002
"1978",3117006,3117002
"1979",3121004,3121002
"1980",3123003,3123002
"1981",3124003,3124002
"1982",3125004,3125002
"1983",3125005,3125002
"1984",3126004,3126001
"1985",3127003,3127002
"1986",3127004,3127002
"1987",3129003,3129002
"1988",3129004,3129002
"1989",3130002,3130001
"1990",3131002,3131001
"1991",3131003,3131001
"1992",3133003,3133002
"1993",3135003,3135002
"1994",3135004,3135002
"1995",3140003,3140002
"1996",3140004,3140002
"1997",3141005,3141002
"1998",3144003,3144002
"1999",3147006,3147002
"2000",3149003,3149002
"2001",3151005,3151002
"2002",3154003,3154002
"2003",3155005,3155002
"2004",3155006,3155002
"2005",3156003,3156002
"2006",3156004,3156002
"2007",3157004,3157002
"2008",3157005,3157002
"2009",3159003,3159002
"2010",3159004,3159002
"2011",3161003,3161002
"2012",3162005,3162002
"2013",3162006,3162002
"2014",3163004,3163002
"2015",3167003,3167002
"2016",3171005,3171002
"2017",3176004,3176002
"2018",3176005,3176002
"2019",3177003,3177002
"2020",3179004,3179003
"2021",3179006,3179003
"2022",3189003,3189002
"2023",3190003,3190001
"2024",3194003,3194001
"2025",3194004,3194001
"2026",3198002,3198001
"2027",3200004,3200002
"2028",3200006,3200002
"2029",3202003,3202002
"2030",3202005,3202002
"2031",3204003,3204002
"2032",3204004,3204002
"2033",3205002,3205001
"2034",3206004,3206002
"2035",3207004,3207002
"2036",3207005,3207002
"2037",3211003,3211002
"2038",3211004,3211002
"2039",3212005,3212002
"2040",3212007,3212002
"2041",3217003,3217002
"2042",3221003,3221002
"2043",3221005,3221002
"2044",3223003,3223002
"2045",3223004,3223002
"2046",3224006,3224002
"2047",3224007,3224002
"2048",3225003,3225002
"2049",3225006,3225002
"2050",3227003,3227002
"2051",3227004,3227002
"2052",3228003,3228002
"2053",3228006,3228002
"2054",3229003,3229002
"2055",3229004,3229002
"2056",3231003,3231002
"2057",3232004,3232002
"2058",3232005,3232002
"2059",3233003,3233002
"2060",3233004,3233002
"2061",3237006,3237002
"2062",3237007,3237002
"2063",3238003,3238002
"2064",3238004,3238002
"2065",3239003,3239002
"2066",3239004,3239002
"2067",3240003,3240002
"2068",3240006,3240002
"2069",3248004,3248002
"2070",3248005,3248002
"2071",3249004,3249002
"2072",3249007,3249002
"2073",3250003,3250002
"2074",3250004,3250002
"2075",3257003,3257002
"2076",3257004,3257002
"2077",3258004,3258002
"2078",3258005,3258002
"2079",3270002,3270001
"2080",3275003,3275002
"2081",3275004,3275002
"2082",3276004,3276002
"2083",3277003,3277001
"2084",3277004,3277001
"2085",3279006,3279004
"2086",3279007,3279004
"2087",3282005,3282002
"2088",3282007,3282002
"2089",3291003,3291002
"2090",3294004,3294003
"2091",3302003,3302002
"2092",3302004,3302002
"2093",3303007,3303003
"2094",3309003,3309002
"2095",3309004,3309002
"2096",3310003,3310002
"2097",3311005,3311002
"2098",3311007,3311002
"2099",3312005,3312002
"2100",3318003,3318002
"2101",3323003,3323002
"2102",3323004,3323002
"2103",3326003,3326001
"2104",3328005,3328002
"2105",3328006,3328002
"2106",3330003,3330002
"2107",3331006,3331001
"2108",3331008,3331001
"2109",3332003,3332002
"2110",3332004,3332002
"2111",3333003,3333002
"2112",3336003,3336002
"2113",3336005,3336002
"2114",3345003,3345002
"2115",3345005,3345002
"2116",3346003,3346002
"2117",3347005,3347004
"2118",3348006,3348005
"2119",3349003,3349002
"2120",3349004,3349002
"2121",3350003,3350002
"2122",3353003,3353002
"2123",3353004,3353002
"2124",3355005,3355170
"2125",3355006,3355170
"2126",3356006,3356003
"2127",3360002,3360001
"2128",3360003,3360001
"2129",3365004,3365002
"2130",3365005,3365002
"2131",3367003,3367002
"2132",3367004,3367002
"2133",3368007,3368006
"2134",3368008,3368006
"2135",3369004,3369002
"2136",3369007,3369002
"2137",3371004,3371002
"2138",3371005,3371002
"2139",3372007,3372002
"2140",3372008,3372002
"2141",3373003,3373002
"2142",3373004,3373002
"2143",3374005,3374002
"2144",3375005,3375170
"2145",3375006,3375170
"2146",3376006,3376002
"2147",3376007,3376002
"2148",3378003,3378002
"2149",3378004,3378002
"2150",3380004,3380002
"2151",3380005,3380002
"2152",3382003,3382002
"2153",3382004,3382002
"2154",3386003,3386002
"2155",3386004,3386002
"2156",3387003,3387002
"2157",3389003,3389002
"2158",3397003,3397002
"2159",3397007,3397006
"2160",3403005,3403002
"2161",3403006,3403002
"2162",3404003,3404002
"2163",3404004,3404002
"2164",3407003,3407001
"2165",3407004,3407001
"2166",3408004,3408002
"2167",3409003,3409002
"2168",3409004,3409002
"2169",3413005,3413002
"2170",3416003,3416002
"2171",3420004,3420002
"2172",3420005,3420002
"2173",3422003,3422002
"2174",3422004,3422002
"2175",3427004,3427002
"2176",3427005,3427002
"2177",3429004,3429001
"2178",3429005,3429001
"2179",3441003,3441002
"2180",3441005,3441002
"2181",5012038,5012030
"2182",5012039,5012030
"2183",5012177,5012031
"2184",5014035,5014175
"2185",5014040,5014032
"2186",5015034,5015003
"2187",5015035,5015003
"2188",5015036,5015030
"2189",5015177,5015030
"2190",5016033,5016170
"2191",5016034,5016170
"2192",5017032,5017171
"2193",5018033,5018030
"2194",5018034,5018004
"2195",5031038,5031006
"2196",5031039,5031005
"2197",5031040,5031006
"2198",5031041,5031007
"2199",5031042,5031003
"2200",5031043,5031009
"2201",5031044,5031007
"2202",5031046,5031003
"2203",5031050,5031032
"2204",5031052,5031009
"2205",5034040,5034005
"2206",5034042,5034170
"2207",5034043,5034170
"2208",5035031,5035171
"2209",5036031,5036002
"2210",5037034,5037005
"2211",5037185,5037005
"2212",5040033,5040030
"2213",5040181,5040030
"2214",5045033,5045003
"2215",5046176,5046002
"2216",5046177,5046002
"2217",5047031,5047003
"2218",5048039,5048004
"2219",5048041,5048030
"2220",5048045,5048030
"2221",5048046,5048035
"2222",5052048,5052004
"2223",5052049,5052008
"2224",5052050,5052174
"2225",5052051,5052033
"2226",5052052,5052033
"2227",5055037,5055031
"2228",5055038,5055031
"2229",5055042,5055178
"2230",5055043,5055171
"2231",5055044,5055033
"2232",5055176,5055171
"2233",5057038,5057030
"2234",5057041,5057015
"2235",5057042,5057008
"2236",5057044,5057015
"2237",5057045,5057008
"2238",5057047,5057004
"2239",5057196,5057004
"2240",5057197,5057190
"2241",5061034,5061004
"2242",5061035,5061177
"2243",5065037,5065171
"2244",5065038,5065032
"2245",5065039,5065034
"2246",5065040,5065032
"2247",5065043,5065036
"2248",5065045,5065034
"2249",5065046,5065177
"2250",5066037,5066007
"2251",5066039,5066006
"2252",5066040,5066006
"2253",5066041,5066180
"2254",5066181,5066005
"2255",5067035,5067002
"2256",5067036,5067002
"2257",5069037,5069004
"2258",5069038,5069031
"2259",5070175,5070004
"2260",5071035,5071032
"2261",5071036,5071032
"2262",5082030,5082003
"2263",5120030,5120005
"2264",5120031,5120173
"2265",5120031,5120004
"2266",5120032,5120177
"2267",5120033,5120178
"2268",5133033,5133003
"2269",5133034,5133031
"2270",5133035,5133031
"2271",5136039,5136009
"2272",5136040,5136011
"2273",5136041,5136011
"2274",5136042,5136031
"2275",5136043,5136031
"2276",5136180,5136010
"2277",5136181,5136010
"2278",5136183,5136032
"2279",5142033,5142171
"2280",5142034,5142174
"2281",5142035,5142174
"2282",5145034,5145002
"2283",5145035,5145002
"2284",5145176,5145004
"2285",5145177,5145004
"2286",5154039,5154004
"2287",5154039,5154032
"2288",5154041,5154032
"2289",5154044,5154033
"2290",5154045,5154008
"2291",5154046,5154033
"2292",5163032,5163172
"2293",5164032,5164003
"2294",5164034,5164005
"2295",5170038,5170009
"2296",5170040,5170009
"2297",5170041,5170030
"2298",5170042,5170007
"2299",5170043,5170032
"2300",5170185,5170184
"2301",5171032,5171008
"2302",5177033,5177007
"2303",5177035,5177007
"2304",5177036,5177175
"2305",5180032,5180004
"2306",5182040,5182009
"2307",5182041,5182009
"2308",5182042,5182176
"2309",5182043,5182030
"2310",5182044,5182182
"2311",5182045,5182030
"2312",5182046,5182033
"2313",5182047,5182033
"2314",5182048,5182182
"2315",5199035,5199178
"2316",5215032,5215003
"2317",5215033,5215005
"2318",5216171,5216003
"2319",5219035,5219195
"2320",5219193,5219195
"2321",5230039,5230178
"2322",5230041,5230006
"2323",5230196,5230195
"2324",5230197,5230195
"2325",5234030,5234171
"2326",5234031,5234171
"2327",5241172,5241030
"2328",5259039,5259010
"2329",5264031,5264004
"2330",5264032,5264004
"2331",5274031,5274004
"2332",5274032,5274004
"2333",5281032,5281003
"2334",5287032,5287173
"2335",5287034,5287177
"2336",5287035,5287178
"2337",5287036,5287178
"2338",5287186,5287004
"2339",5287193,5287181
"2340",5287194,5287173
"2341",5290034,5290007
"2342",5292039,5292009
"2343",5292040,5292032
"2344",5292043,5292032
"2345",5299040,5299004
"2346",5299041,5299009
"2347",5299042,5299011
"2348",5299047,5299004
"2349",5299050,5299008
"2350",5299055,5299010
"2351",5299056,5299012
"2352",5299057,5299012
"2353",5299058,5299032
"2354",5299177,5299005
"2355",5299178,5299005
"2356",5302037,5302007
"2357",5302182,5302181
"2358",5305034,5305006
"2359",5305035,5305006
"2360",5305036,5305183
"2361",5305037,5305183
"2362",5306032,5306002
"2363",5306033,5306002
"2364",5306173,5306172
"2365",5308032,5308004
"2366",5308033,5308173
"2367",5314032,5314005
"2368",5314034,5314005
"2369",5314035,5314172
"2370",5314036,5314172
"2371",5314037,5314030
"2372",5314038,5314030
"2373",5315034,5315173
"2374",5315036,5315173
"2375",5321033,5321004
"2376",5323030,5323003
"2377",5332041,5332031
"2378",5332042,5332188
"2379",5332043,5332032
"2380",5332187,5332031
"2381",5335035,5335005
"2382",5335036,5335005
"2383",5336030,5336007
"2384",5343179,5343173
"2385",5343180,5343173
"2386",5348032,5348179
"2387",5348033,5348005
"2388",5348034,5348179
"2389",5350037,5350030
"2390",5350039,5350031
"2391",5350178,5350030
"2392",5363032,5363004
"2393",5363033,5363003
"2394",5363034,5363030
"2395",5363035,5363004
"2396",5366047,5366170
"2397",5366048,5366033
"2398",5366049,5366032
"2399",5366193,5366192
"2400",5366195,5366192
"2401",5375030,5375170
"2402",5379032,5379003
"2403",5379033,5379003
"2404",5381032,5381006
"2405",5392035,5392030
"2406",5392038,5392031
"2407",5392039,5392030
"2408",5392040,5392030
"2409",5393036,5393034
"2410",5393037,5393030
"2411",5393038,5393181
"2412",5393179,5393171
"2413",5395035,5395005
"2414",5395037,5395007
"2415",5396034,5396170
"2416",5397033,5397005
"2417",5397034,5397005
"2418",5397036,5397030
"2419",5403030,5403171
"2420",5403174,5403171
"2421",5406033,5406173
"2422",5406176,5406173
"2423",5416035,5416006
"2424",5417182,5417004
"2425",5417183,5417004
"2426",5424033,5424030
"2427",5424034,5424030
"2428",5425033,5425003
"2429",5425034,5425003
"2430",5429031,5429008
"2431",5429032,5429008
"2432",5429033,5429007
"2433",5429035,5429007
"2434",5430043,5430004
"2435",5430044,5430183
"2436",5430045,5430031
"2437",5430046,5430030
"2438",5430047,5430031
"2439",5430050,5430192
"2440",5430052,5430200
"2441",5430053,5430030
"2442",5430184,5430183
"2443",5430195,5430003
"2444",5430196,5430191
"2445",5430197,5430171
"2446",5430198,5430171
"2447",5440032,5440003
"2448",5440033,5440003
"2449",5442174,5442030
"2450",5442175,5442030
"2451",5442177,5442031
"2452",5442178,5442031
"2453",5443037,5443007
"2454",5446032,5446003
"2455",5447032,5447030
"2456",5447033,5447030
"2457",5447034,5447176
"2458",5449033,5449030
"2459",5449034,5449031
"2460",5451030,5451171
"2461",5458035,5458002
"2462",5458036,5458170
"2463",5458037,5458032
"2464",5458173,5458003
"2465",5459032,5459176
"2466",5462031,5462170
"2467",5462032,5462174
"2468",5462033,5462170
"2469",5462034,5462003
"2470",5462035,5462174
"2471",5462036,5462006
"2472",5463040,5463006
"2473",5463041,5463009
"2474",5463044,5463005
"2475",5463045,5463030
"2476",5463180,5463175
"2477",5464040,5464007
"2478",5464041,5464032
"2479",5464042,5464030
"2480",5464043,5464184
"2481",5464183,5464184
"2482",5476030,5476171
"2483",5478032,5478170
"2484",5478033,5478170
"2485",5478034,5478174
"2486",5478034,5478180
"2487",5479031,5479030
"2488",5488031,5488007
"2489",5491033,5491004
"2490",5491034,5491177
"2491",5493039,5493007
"2492",5493042,5493007
"2493",5495032,5495030
"2494",5495033,5495171
"2495",5495034,5495030
"2496",5495176,5495175
"2497",5499032,5499008
"2498",5499033,5499008
"2499",5499036,5499182
"2500",5501039,5501006
"2501",5501041,5501032
"2502",5501044,5501032
"2503",5503032,5503174
"2504",5526044,5526014
"2505",5526046,5526014
"2506",5526047,5526016
"2507",5526048,5526016
"2508",5526049,5526010
"2509",5526196,5526013
"2510",5526197,5526011
"2511",5527031,5527172
