"","year","intnum","educ1","educ2","educ"
"93427",2013,1900,3850,0,3850
"93457",2013,7431,0,0,0
"93477",2013,8227,5100,0,5100
"93486",2013,6656,720,0,720
"93497",2013,8092,0,0,0
"93503",2013,5538,0,0,0
"93527",2013,4147,1200,200,1400
"93547",2013,8310,0,0,0
"93567",2013,7168,0,0,0
"93606",2013,3973,0,0,0
"93617",2013,3736,75,350,425
"93627",2013,2031,0,0,0
"93637",2013,1980,0,0,0
"93682",2013,591,0,0,0
"93695",2013,437,0,0,0
"93703",2013,642,0,0,0
"93717",2013,487,0,0,0
"93727",2013,578,0,0,0
"93737",2013,989,0,0,0
"93755",2013,1649,0,0,0
"9376",2013,5924,1000,0,1000
"93777",2013,2101,0,0,0
"93783",2013,67,100,100,200
"93827",2013,2272,0,0,0
"93837",2013,2886,400,0,400
"93847",2013,2859,3000,0,3000
"93873",2013,6792,150,75,225
"93883",2013,6808,0,0,0
"93897",2013,3785,0,0,0
"93907",2013,731,1000,0,1000
"93923",2013,7325,1,150,151
"93937",2013,3269,2000,0,2000
"93947",2013,2112,0,0,0
"93957",2013,2136,0,0,0
"93972",2013,3859,1950,0,1950
"93987",2013,2440,0,0,0
"93997",2013,2343,0,0,0
"94007",2013,5053,0,0,0
"94024",2013,8416,0,0,0
"94057",2013,1563,0,0,0
"94064",2013,9040,0,0,0
"94071",2013,729,3100,0,3100
"94085",2013,5746,0,0,0
"94104",2013,3833,0,0,0
"94116",2013,9084,NA,0,NA
"94122",2013,5312,0,0,0
"94167",2013,6617,0,0,0
"94177",2013,3042,0,0,0
"94184",2013,3890,0,0,0
"94197",2013,8532,0,0,0
"94206",2013,6796,0,0,0
"94219",2013,8852,0,0,0
"94237",2013,2768,0,0,0
"94247",2013,8672,500,0,500
"94257",2013,3218,0,0,0
"94261",2013,1978,0,0,0
"94297",2013,4239,0,0,0
"943110",2013,6841,26000,0,26000
"94326",2013,4398,4000,0,4000
"94331",2013,7304,250,0,250
"94347",2013,481,0,0,0
"94355",2013,6728,0,0,0
"94377",2013,4744,0,0,0
"94387",2013,1182,0,0,0
"94406",2013,3590,0,0,0
"94418",2013,7383,0,0,0
"94434",2013,5256,15000,0,15000
"94456",2013,8551,0,0,0
"94467",2013,1083,0,0,0
"94477",2013,4725,0,0,0
"94494",2013,5452,3000,0,3000
"94505",2013,7157,0,0,0
"94518",2013,1526,210,0,210
"94554",2013,5462,18700,0,18700
"94567",2013,288,0,0,0
"94573",2013,4238,500,0,500
"94603",2013,5378,5000,0,5000
"94622",2013,2822,40000,0,40000
"94633",2013,2857,0,0,0
"94652",2013,5559,75,400,475
"94697",2013,1237,0,0,0
"94707",2013,3039,3500,180,3680
"94723",2013,3392,0,0,0
"94757",2013,393,0,0,0
"94765",2013,6268,0,0,0
"94774",2013,4098,0,0,0
"94807",2013,789,0,0,0
"94819",2013,1764,0,0,0
"94825",2013,2743,0,0,0
"94846",2013,1564,0,0,0
"94857",2013,8391,0,0,0
"94867",2013,4252,0,0,0
"94872",2013,6377,0,0,0
"94881",2013,8707,0,0,0
"94917",2013,5885,0,0,0
"94921",2013,6667,0,0,0
"94941",2013,6010,7000,0,7000
"94981",2013,6373,0,0,0
"94997",2013,4954,0,0,0
"95007",2013,4024,0,0,0
"95017",2013,7060,0,0,0
"95037",2013,3770,0,0,0
"95103",2013,5278,0,0,0
"95114",2013,5479,561,0,561
"95147",2013,6502,0,0,0
"95162",2013,8847,0,0,0
"95177",2013,7553,0,0,0
"95181",2013,7308,4500,0,4500
"95207",2013,9,0,0,0
"95227",2013,4384,0,0,0
"95243",2013,4197,0,0,0
"95267",2013,3867,3000,0,3000
"95307",2013,7118,34000,0,34000
"95336",2013,156,0,0,0
"95347",2013,5859,0,0,0
"95367",2013,5517,90,0,90
"95382",2013,8181,0,0,0
"95397",2013,6710,25,0,25
"95412",2013,8116,0,0,0
"95444",2013,7217,0,0,0
"95457",2013,1014,0,0,0
"95461",2013,5335,300,180,480
"95505",2013,1557,0,0,0
"95527",2013,2192,0,0,0
"95542",2013,6190,7000,0,7000
"95577",2013,3338,0,0,0
"9559",2013,8385,9600,0,9600
"95612",2013,109,0,0,0
"95627",2013,185,0,0,0
"95634",2013,80,600,0,600
"95643",2013,144,0,0,0
"95656",2013,127,0,0,0
"95666",2013,1124,0,0,0
"95685",2013,524,0,0,0
"95695",2013,300,0,0,0
"95711",2013,1757,0,0,0
"95731",2013,6611,0,0,0
"95742",2013,1144,12000,0,12000
"95793",2013,422,0,0,0
"95817",2013,7499,4000,0,4000
"95843",2013,207,0,0,0
"9585",2013,540,0,0,0
"95882",2013,8616,0,0,0
"95891",2013,2313,0,0,0
"95916",2013,1035,0,0,0
"95947",2013,3828,0,0,0
"95955",2013,5917,0,0,0
"95967",2013,4840,0,0,0
"95984",2013,2975,0,0,0
"95997",2013,5692,0,0,0
"96005",2013,2776,500,0,500
"96012",2013,5466,0,0,0
"96023",2013,4196,750,0,750
"96047",2013,3077,0,0,0
"96063",2013,5754,0,0,0
"96107",2013,309,0,0,0
"96117",2013,5068,0,0,0
"96137",2013,5532,0,0,0
"96151",2013,6914,0,0,0
"9616",2013,2057,0,0,0
"96183",2013,3886,0,0,0
"96196",2013,1419,0,0,0
"9620",2013,7440,0,0,0
"96233",2013,1864,0,0,0
"96252",2013,1723,3000,0,3000
"9626",2013,6449,9000,0,9000
"9627",2013,4160,0,0,0
"96297",2013,6809,0,0,0
"96394",2013,674,2000,0,2000
"96404",2013,5282,0,0,0
"96424",2013,5480,12000,0,12000
"96441",2013,2741,0,0,0
"9645",2013,7576,0,0,0
"96461",2013,4831,0,0,0
"9647",2013,3989,2000,0,2000
"96557",2013,2229,0,0,0
"96563",2013,1578,0,0,0
"96582",2013,1441,0,0,0
"96607",2013,4403,8000,0,8000
"96646",2013,2322,0,0,0
"96671",2013,1877,0,0,0
"9668",2013,2362,15000,0,15000
"967110",2013,1986,0,0,0
"96737",2013,1626,0,0,0
"96747",2013,5659,0,0,0
"96776",2013,268,0,0,0
"96817",2013,1844,0,0,0
"96837",2013,4702,1200,0,1200
"96847",2013,42,0,0,0
"96867",2013,50,0,0,0
"96877",2013,3772,0,0,0
"96916",2013,2070,0,0,0
"9693",2013,3198,0,0,0
"9694",2013,5719,0,0,0
"96957",2013,1746,0,0,0
"96962",2013,6989,300,0,300
"9697",2013,7219,0,0,0
"96981",2013,1942,0,0,0
"97007",2013,5044,0,0,0
"97027",2013,5158,0,0,0
"97035",2013,7178,1200,0,1200
"97067",2013,5647,6000,0,6000
"97077",2013,2357,0,0,0
"97084",2013,2028,600,0,600
"97117",2013,5529,0,0,0
"97147",2013,453,0,0,0
"97157",2013,3213,40000,0,40000
"97164",2013,3505,0,0,0
"97171",2013,5576,300,0,300
"97207",2013,4162,0,0,0
"97217",2013,3534,0,0,0
"97225",2013,3594,30,0,30
"97231",2013,4721,0,0,0
"97257",2013,1611,0,0,0
"97267",2013,1855,0,0,0
"97272",2013,8168,300,0,300
"97307",2013,72,0,0,0
"97326",2013,6262,0,0,0
"97357",2013,430,0,0,0
"97387",2013,1908,0,0,0
"97395",2013,357,0,0,0
"97403",2013,1853,0,0,0
"97415",2013,219,0,0,0
"97425",2013,1174,0,0,0
"97435",2013,239,0,0,0
"97477",2013,2634,0,0,0
"97497",2013,2039,0,0,0
"97503",2013,2094,0,0,0
"97518",2013,2105,0,0,0
"97527",2013,2157,0,0,0
"97554",2013,3293,0,0,0
"97567",2013,3049,0,0,0
"97577",2013,3506,250,0,250
"97596",2013,4652,0,0,0
"97607",2013,6066,0,0,0
"97619",2013,2621,10000,0,10000
"97621",2013,4804,0,0,0
"97666",2013,1264,0,0,0
"97687",2013,1751,0,0,0
"97697",2013,2127,1600,0,1600
"97701",2013,5381,0,0,0
"97715",2013,5960,0,0,0
"97722",2013,6147,0,0,0
"97767",2013,881,0,0,0
"97777",2013,8335,9000,0,9000
"97787",2013,2531,0,0,0
"97797",2013,1913,250,0,250
"97801",2013,7346,0,0,0
"97847",2013,2060,0,0,0
"97857",2013,3329,10000,0,10000
"97892",2013,4483,0,0,0
"97945",2013,7922,531,0,531
"97957",2013,3750,0,0,0
"97973",2013,3097,0,0,0
"98032",2013,5649,0,0,0
"98047",2013,2269,0,0,0
"98057",2013,6249,0,0,0
"98077",2013,2944,4000,0,4000
"98087",2013,2324,0,0,0
"98097",2013,5772,0,0,0
"98107",2013,5052,1500,0,1500
"98115",2013,8474,0,0,0
"98127",2013,5426,0,0,0
"98147",2013,8380,500,0,500
"98177",2013,4076,13000,0,13000
"9818",2013,7830,0,0,0
"98197",2013,6398,0,0,0
"98216",2013,7393,0,0,0
"98227",2013,6331,0,0,0
"98236",2013,8614,0,0,0
"98245",2013,6709,0,0,0
"98252",2013,8622,60,0,60
"98263",2013,3236,0,0,0
"98271",2013,6688,0,0,0
"98283",2013,6512,0,0,0
"98291",2013,6696,0,0,0
"98314",2013,8012,175,0,175
"98321",2013,8906,0,0,0
"98357",2013,4401,11000,0,11000
"98364",2013,8619,20,0,20
"98377",2013,8437,0,0,0
"98406",2013,7049,3000,6000,9000
"98467",2013,5413,0,0,0
"98477",2013,4246,0,0,0
"98507",2013,5655,0,0,0
"98541",2013,7833,45,400,445
"98557",2013,349,0,0,0
"98566",2013,2983,399,0,399
"98572",2013,1216,0,0,0
"98627",2013,303,0,0,0
"98667",2013,2073,0,0,0
"98675",2013,495,0,0,0
"9869",2013,6984,0,0,0
"98707",2013,3361,0,0,0
"98716",2013,8652,0,0,0
"98736",2013,7792,0,0,0
"98764",2013,1323,30000,0,30000
"98777",2013,8593,0,0,0
"98785",2013,392,0,0,0
"98797",2013,7020,900,0,900
"98817",2013,1392,0,0,0
"9883",2013,1656,50000,0,50000
"98847",2013,1790,0,0,0
"98851",2013,1446,0,0,0
"98865",2013,1430,0,0,0
"98877",2013,2404,0,0,0
"98894",2013,2436,0,0,0
"98921",2013,7371,2200,0,2200
"98931",2013,8355,0,0,0
"98973",2013,686,0,0,0
"98987",2013,8710,0,0,0
"98993",2013,2486,0,0,0
"990110",2013,2432,110,0,110
"99036",2013,2126,0,0,0
"99046",2013,6099,0,0,0
"99077",2013,2488,0,0,0
"99095",2013,1462,1000,0,1000
"9910",2013,8350,50000,0,50000
"99118",2013,5389,0,0,0
"99127",2013,6505,0,0,0
"99137",2013,6714,3000,0,3000
"99167",2013,5249,200,0,200
"99176",2013,8902,0,0,0
"99218",2013,2298,6000,0,6000
"99225",2013,8603,0,0,0
"99232",2013,4788,0,0,0
"99266",2013,8807,0,0,0
"99276",2013,1530,0,0,0
"99282",2013,966,0,0,0
"99307",2013,3264,0,0,0
"99327",2013,5200,0,0,0
"99331",2013,5206,0,0,0
"99344",2013,158,36000,0,36000
"99352",2013,3812,3600,0,3600
"99367",2013,9099,0,0,0
"99386",2013,1904,0,0,0
"99391",2013,4536,0,0,0
"99426",2013,3026,15000,0,15000
"99436",2013,3761,0,0,0
"99456",2013,3416,0,0,0
"99497",2013,4289,3000,0,3000
"99501",2013,4207,0,0,0
"99536",2013,8821,0,0,0
"99554",2013,7657,0,0,0
"99567",2013,3093,0,0,0
"99574",2013,9001,0,0,0
"99584",2013,8396,1000,0,1000
"99597",2013,8645,0,0,0
"99616",2013,8001,0,0,0
"99622",2013,5302,0,0,0
"99637",2013,5485,0,0,0
"99643",2013,8169,10644,3200,13844
"99686",2013,136,500,500,1000
"99695",2013,990,1200,0,1200
"99707",2013,6669,0,0,0
"99721",2013,6343,0,0,0
"99735",2013,3231,0,0,0
"99757",2013,5919,7000,0,7000
"99761",2013,5337,0,0,0
"99793",2013,5850,0,0,0
"99817",2013,5827,220,0,220
"99822",2013,5840,0,0,0
"9985",2013,5710,1500,0,1500
"99897",2013,7459,700,0,700
"99907",2013,5594,0,0,0
"99913",2013,1383,0,0,0
"99956",2013,2441,250,0,250
"99967",2013,149,32000,0,32000
"100007",2013,6956,0,0,0
"100017",2013,7212,0,0,0
"100031",2013,1623,0,0,0
"100043",2013,5458,4000,0,4000
"100066",2013,7041,0,0,0
"100087",2013,7842,0,0,0
"100097",2013,1833,5000,0,5000
"100105",2013,8114,1150,0,1150
"100126",2013,8170,4500,0,4500
"100137",2013,5513,0,0,0
"100152",2013,9106,60,0,60
"100167",2013,7240,NA,0,NA
"100183",2013,5623,0,0,0
"100191",2013,7205,6000,0,6000
"100221",2013,4561,1000,0,1000
"100236",2013,8228,400,200,600
"100247",2013,6860,0,0,0
"100252",2013,8966,0,0,0
"100266",2013,7021,1000,0,1000
"100292",2013,6312,0,0,0
"100303",2013,6990,0,0,0
"100317",2013,6389,0,0,0
"100326",2013,6305,0,0,0
"100347",2013,2046,12000,0,12000
"100377",2013,1211,30000,0,30000
"10038",2013,3199,0,0,0
"100391",2013,1628,12000,0,12000
"100417",2013,8083,750,0,750
"100427",2013,5878,300,0,300
"100447",2013,6890,400,0,400
"100455",2013,6772,0,0,0
"100462",2013,8204,1500,0,1500
"100475",2013,6194,0,0,0
"100497",2013,5852,3000,0,3000
"100517",2013,7173,0,0,0
"100522",2013,7271,0,0,0
"10053",2013,8761,0,0,0
"100547",2013,7729,400,500,900
"10056",2013,8776,0,0,0
"100574",2013,1453,0,0,0
"100606",2013,3119,0,0,0
"100617",2013,1380,0,0,0
"100641",2013,1455,0,0,0
"100652",2013,7134,0,0,0
"10066",2013,2672,0,0,0
"100687",2013,5219,0,0,0
"100697",2013,6463,0,0,0
"100713",2013,5193,0,0,0
"10073",2013,8665,0,0,0
"100747",2013,1371,23000,0,23000
"100766",2013,2104,0,0,0
"100777",2013,7367,800,0,800
"10078",2013,7969,3000,0,3000
"100792",2013,8995,0,0,0
"100817",2013,5952,1500,0,1500
"100837",2013,5660,0,0,0
"100857",2013,8029,0,0,0
"100877",2013,1654,8000,0,8000
"100885",2013,8843,0,0,0
"100912",2013,8911,0,0,0
"10092",2013,9017,0,0,0
"10094",2013,3286,0,0,0
"100967",2013,764,0,0,0
"100976",2013,6248,0,0,0
"100997",2013,802,0,0,0
"101012",2013,469,0,0,0
"101021",2013,6161,0,0,0
"101037",2013,1016,0,0,0
"101047",2013,5593,30000,0,30000
"101075",2013,3831,15000,0,15000
"101106",2013,8691,0,0,0
"101116",2013,7315,1,0,1
"101124",2013,8136,0,0,0
"101174",2013,7829,0,0,0
"101187",2013,5079,2000,0,2000
"101207",2013,5111,0,0,0
"1012110",2013,8549,0,0,0
"101231",2013,6165,0,0,0
"101257",2013,6931,0,0,0
"101261",2013,7169,0,0,0
"101283",2013,7131,0,0,0
"101296",2013,8553,800,1000,1800
"101305",2013,6217,0,0,0
"101325",2013,5625,0,0,0
"101337",2013,8783,0,0,0
"101343",2013,5506,0,0,0
"101367",2013,587,0,0,0
"101377",2013,1915,19000,1000,20000
"101387",2013,473,0,0,0
"101396",2013,132,0,0,0
"101401",2013,554,0,0,0
"101412",2013,365,0,0,0
"101437",2013,8244,0,0,0
"101447",2013,16,0,0,0
"101457",2013,6727,0,0,0
"101467",2013,8218,0,0,0
"101516",2013,1780,0,0,0
"101551",2013,7834,0,0,0
"101584",2013,6712,0,0,0
"101604",2013,3216,200,0,200
"101613",2013,7524,3500,500,4000
"101635",2013,7344,100,200,300
"101647",2013,7605,8500,0,8500
"101667",2013,6150,0,0,0
"101673",2013,3429,20,0,20
"101683",2013,292,400,0,400
"101736",2013,8290,0,0,0
"101741",2013,8364,0,0,0
"101751",2013,8940,0,0,0
"101767",2013,5031,0,0,0
"101807",2013,3741,18000,0,18000
"101827",2013,6595,0,0,0
"101853",2013,8554,1400,0,1400
"101867",2013,7144,0,0,0
"101872",2013,6378,0,0,0
"101894",2013,1073,0,0,0
"101907",2013,7894,0,0,0
"101927",2013,2666,0,0,0
"101941",2013,3797,0,0,0
"102007",2013,5995,0,0,0
"102013",2013,1420,0,0,0
"102032",2013,3477,0,0,0
"102044",2013,5078,0,0,0
"102057",2013,3302,800,0,800
"102064",2013,1705,0,0,0
"102082",2013,1598,0,0,0
"102097",2013,6536,0,0,0
"102103",2013,8896,0,0,0
"102117",2013,7234,0,0,0
"102127",2013,7299,0,0,0
"102137",2013,7022,0,0,0
"102157",2013,6497,0,0,0
"102162",2013,8143,0,0,0
"102171",2013,8294,0,0,0
"102181",2013,8248,0,0,0
"102206",2013,8991,97,0,97
"1022110",2013,2573,0,0,0
"102265",2013,8862,0,0,0
"102277",2013,5673,0,0,0
"102296",2013,5247,0,0,0
"102307",2013,7552,1600,0,1600
"102319",2013,5091,0,0,0
"102326",2013,6379,0,0,0
"102347",2013,5520,0,0,0
"102352",2013,6927,600,0,600
"102375",2013,8205,0,0,0
"102387",2013,5336,0,0,0
"102396",2013,8152,0,0,0
"102431",2013,8389,450,0,450
"102446",2013,6054,4800,0,4800
"102467",2013,7717,0,0,0
"102476",2013,2879,0,0,0
"102496",2013,7569,0,0,0
"102512",2013,7655,0,0,0
"102527",2013,5578,0,0,0
"102541",2013,2399,0,0,0
"10256",2013,3455,1800,0,1800
"102576",2013,5585,0,0,0
"102592",2013,4624,0,0,0
"102607",2013,5460,0,0,0
"102624",2013,7704,0,0,0
"102646",2013,6834,0,0,0
"102657",2013,5473,0,0,0
"102661",2013,3268,0,0,0
"102695",2013,6440,700,0,700
"102706",2013,6095,0,0,0
"102717",2013,7395,0,0,0
"102737",2013,5227,0,0,0
"102741",2013,4684,400,0,400
"102767",2013,6216,250,0,250
"102797",2013,6124,0,0,0
"102812",2013,7720,0,0,0
"102826",2013,4766,0,0,0
"10284",2013,6666,0,0,0
"102867",2013,6218,0,0,0
"102873",2013,5752,0,0,0
"102883",2013,6143,NA,0,NA
"102931",2013,2325,200,0,200
"102954",2013,8066,500,0,500
"102967",2013,2063,2000,0,2000
"103014",2013,30,0,0,0
"103021",2013,7706,0,0,0
"103047",2013,7529,0,0,0
"103067",2013,2006,0,0,0
"103077",2013,4272,0,0,0
"103087",2013,6959,0,0,0
"10310",2013,6699,0,0,0
"103117",2013,5457,0,0,0
"103127",2013,5626,500,0,500
"103143",2013,8786,0,0,0
"103167",2013,6308,NA,0,NA
"103192",2013,7874,0,0,0
"103213",2013,8944,0,0,0
"103257",2013,5867,3000,0,3000
"103265",2013,5648,0,0,0
"103291",2013,3148,0,0,0
"10330",2013,7149,0,0,0
"103313",2013,6954,0,0,0
"103327",2013,1680,0,0,0
"103336",2013,7268,0,0,0
"103352",2013,5390,0,0,0
"103367",2013,7095,500,0,500
"103372",2013,5347,0,0,0
"103387",2013,7504,180,0,180
"103397",2013,6902,0,0,0
"103418",2013,7116,0,0,0
"103427",2013,7404,0,0,0
"103447",2013,6317,0,0,0
"103455",2013,8763,0,0,0
"103462",2013,8760,0,0,0
"103477",2013,6510,10500,2000,12500
"103481",2013,8339,0,0,0
"103507",2013,7480,0,0,0
"103513",2013,8233,0,0,0
"103524",2013,3105,0,0,0
"103535",2013,6284,0,0,0
"103541",2013,7064,0,0,0
"103552",2013,6421,0,0,0
"103562",2013,6367,0,0,0
"103581",2013,7556,0,0,0
"103607",2013,6088,0,0,0
"103618",2013,3623,0,0,0
"103626",2013,1981,0,0,0
"103634",2013,1983,0,0,0
"103653",2013,8747,0,0,0
"103663",2013,8748,NA,0,NA
"103672",2013,3783,400,0,400
"103721",2013,2138,0,0,0
"10373",2013,3635,0,0,0
"10374",2013,2454,0,0,0
"103757",2013,7410,1600,3000,4600
"10376",2013,7749,0,0,0
"103777",2013,6429,450,0,450
"103787",2013,7559,400,0,400
"103791",2013,7578,0,0,0
"103821",2013,5499,1100,0,1100
"103832",2013,5166,0,0,0
"103847",2013,3529,0,0,0
"103854",2013,2577,NA,0,NA
"103871",2013,7613,0,0,0
"103887",2013,6567,0,0,0
"103914",2013,6742,0,0,0
"103926",2013,5759,0,0,0
"103933",2013,9052,0,0,0
"103945",2013,6101,0,0,0
"103951",2013,8936,0,0,0
"103983",2013,8694,0,0,0
"104005",2013,2429,0,0,0
"104026",2013,4390,40,15,55
"104047",2013,5514,0,0,0
"104072",2013,8450,3000,0,3000
"104101",2013,5392,0,0,0
"104127",2013,5314,0,0,0
"104141",2013,566,0,0,0
"104152",2013,3239,0,0,0
"104162",2013,855,0,0,0
"104197",2013,5876,0,0,0
"104205",2013,462,0,0,0
"104214",2013,968,0,0,0
"104233",2013,8388,500,0,500
"104267",2013,6458,0,0,0
"104277",2013,6524,0,0,0
"104291",2013,8754,25000,0,25000
"104301",2013,3702,NA,0,NA
"1043110",2013,5599,0,0,0
"104323",2013,206,200,0,200
"104367",2013,7993,0,0,0
"104375",2013,5874,500,0,500
"104387",2013,6047,0,0,0
"104405",2013,3980,0,0,0
"104421",2013,567,0,0,0
"104437",2013,5770,300,0,300
"104442",2013,6811,0,0,0
"104482",2013,7992,0,0,0
"104491",2013,7974,33000,0,33000
"104527",2013,8646,6500,0,6500
"104547",2013,4438,0,0,0
"104556",2013,7632,0,0,0
"104573",2013,3556,0,0,0
"104583",2013,3200,650,0,650
"104595",2013,6801,0,0,0
"104627",2013,7113,0,0,0
"104646",2013,7774,0,0,0
"104677",2013,3483,300,0,300
"104687",2013,4180,1350,0,1350
"104697",2013,5184,0,0,0
"104705",2013,2661,4000,0,4000
"104713",2013,8058,0,0,0
"104747",2013,4859,5000,0,5000
"104792",2013,8883,10000,0,10000
"104824",2013,4262,50000,0,50000
"104847",2013,9009,0,0,0
"104855",2013,6951,0,0,0
"104864",2013,7560,300,0,300
"104887",2013,6600,0,0,0
"104894",2013,1933,0,0,0
"104915",2013,4161,1000,0,1000
"104946",2013,4266,0,0,0
"104965",2013,7722,0,0,0
"104977",2013,2054,0,0,0
"104981",2013,3266,0,0,0
"104996",2013,8795,8000,0,8000
"105023",2013,5515,0,0,0
"105032",2013,1803,0,0,0
"105045",2013,8703,0,0,0
"105066",2013,8068,0,0,0
"105076",2013,8931,0,0,0
"105083",2013,8299,NA,0,NA
"105096",2013,8971,400,0,400
"105102",2013,6280,0,0,0
"105135",2013,7761,0,0,0
"105147",2013,6428,0,0,0
"105157",2013,7526,0,0,0
"105164",2013,7548,300,0,300
"105187",2013,7484,0,0,0
"105197",2013,6211,0,0,0
"105207",2013,4755,25000,0,25000
"10521",2013,6855,7000,0,7000
"105237",2013,6754,0,0,0
"105255",2013,8596,0,0,0
"105267",2013,7318,400,0,400
"105272",2013,6154,800,0,800
"105296",2013,3815,0,0,0
"105306",2013,8448,0,0,0
"105327",2013,4338,0,0,0
"105354",2013,8537,0,0,0
"105375",2013,2956,0,0,0
"105387",2013,3619,25000,1500,26500
"105397",2013,9103,0,0,0
"105406",2013,6368,150,0,150
"105416",2013,6339,0,0,0
"105422",2013,6459,0,0,0
"105437",2013,7306,0,0,0
"105446",2013,3795,0,0,0
"105454",2013,3164,0,0,0
"105463",2013,4963,0,0,0
"105474",2013,3146,0,0,0
"105497",2013,5207,0,0,0
"105504",2013,5208,0,0,0
"105518",2013,1805,0,0,0
"105525",2013,7975,0,0,0
"105535",2013,4871,0,0,0
"105546",2013,1200,1700,0,1700
"105566",2013,8791,0,0,0
"105571",2013,8311,0,0,0
"105587",2013,6219,0,0,0
"105592",2013,2029,0,0,0
"105617",2013,6781,500,0,500
"10563",2013,7343,0,0,0
"105657",2013,4412,0,0,0
"105686",2013,458,0,0,0
"105718",2013,8602,0,0,0
"105726",2013,6943,0,0,0
"105757",2013,8647,0,0,0
"105773",2013,8298,0,0,0
"105797",2013,8061,0,0,0
"105811",2013,7232,1248,0,1248
"105827",2013,7611,NA,0,NA
"105833",2013,8771,NA,0,NA
"105857",2013,1095,0,0,0
"105867",2013,1452,52000,0,52000
"105887",2013,2748,0,0,0
"105907",2013,6238,0,0,0
"105914",2013,7801,840,0,840
"105927",2013,8509,0,0,0
"105935",2013,4886,0,0,0
"105944",2013,8531,250,0,250
"105957",2013,7964,0,0,0
"105965",2013,3584,0,0,0
"105985",2013,7839,200,0,200
"105997",2013,8563,10000,0,10000
"106017",2013,3297,475,0,475
"106024",2013,6059,0,0,0
"10603",2013,7678,0,0,0
"10608",2013,8988,500,0,500
"106097",2013,7359,0,0,0
"106105",2013,6746,250,0,250
"106137",2013,7013,0,0,0
"106153",2013,5358,5000,0,5000
"106165",2013,7927,0,0,0
"106187",2013,3937,0,0,0
"106207",2013,6351,0,0,0
"106219",2013,8808,500,0,500
"106234",2013,4313,7000,5000,12000
"106245",2013,6231,20000,6000,26000
"106257",2013,9019,0,0,0
"106267",2013,5810,24000,0,24000
"106276",2013,7252,0,0,0
"106306",2013,6793,0,0,0
"106322",2013,7160,0,0,0
"106341",2013,7436,15000,0,15000
"106351",2013,8047,0,0,0
"106361",2013,7124,0,0,0
"106376",2013,5914,0,0,0
"106386",2013,2455,840,0,840
"106396",2013,8998,0,0,0
"106457",2013,5686,0,0,0
"106473",2013,7036,3700,0,3700
"106497",2013,6506,750,0,750
"106501",2013,4517,0,0,0
"106546",2013,5552,1200,0,1200
"106555",2013,5824,680,0,680
"106567",2013,1571,4000,4000,8000
"106576",2013,7989,0,0,0
"106585",2013,7035,25,15,40
"106597",2013,1806,0,0,0
"106604",2013,6071,1500,0,1500
"106617",2013,5317,5000,0,5000
"106624",2013,1690,0,0,0
"106633",2013,3981,0,0,0
"106644",2013,636,2000,0,2000
"106677",2013,7643,0,0,0
"106681",2013,8757,100,0,100
"106697",2013,6092,0,0,0
"106725",2013,5875,0,0,0
"106737",2013,5246,0,0,0
"106746",2013,6778,0,0,0
"106773",2013,8000,0,0,0
"106781",2013,1313,0,0,0
"106807",2013,6100,0,0,0
"106816",2013,2933,0,0,0
"106822",2013,8889,2500,0,2500
"106837",2013,6359,0,0,0
"106877",2013,7197,8000,0,8000
"106905",2013,6583,0,0,0
"106927",2013,6380,0,0,0
"106931",2013,7465,0,0,0
"106954",2013,7496,0,0,0
"106977",2013,6830,600,0,600
"106992",2013,7298,3000,0,3000
"107001",2013,3011,0,0,0
"107011",2013,7230,100,0,100
"107034",2013,7633,0,0,0
"107047",2013,7614,100,0,100
"10705",2013,7807,0,0,0
"107066",2013,7769,100,0,100
"107073",2013,6545,7500,0,7500
"107097",2013,6181,0,0,0
"107107",2013,6687,0,0,0
"107156",2013,7292,3400,0,3400
"107174",2013,6733,0,0,0
"107182",2013,3884,200,0,200
"107197",2013,6622,0,0,0
"107227",2013,6042,0,0,0
"107233",2013,6224,0,0,0
"107246",2013,6451,0,0,0
"107256",2013,6803,0,0,0
"107283",2013,6296,0,0,0
"107307",2013,5844,0,0,0
"107327",2013,5778,0,0,0
"107357",2013,7525,3000,0,3000
"107376",2013,8957,0,0,0
"107392",2013,5680,0,0,0
"107426",2013,8182,12000,800,12800
"107454",2013,6593,0,0,0
"107495",2013,7170,0,0,0
"107519",2013,6293,600,0,600
"107537",2013,4902,2500,0,2500
"107561",2013,7186,0,0,0
"107576",2013,6133,0,0,0
"107583",2013,5981,0,0,0
"107592",2013,6145,0,0,0
"107607",2013,7783,0,0,0
"107612",2013,2842,0,0,0
"107622",2013,6615,200,200,400
"107646",2013,6716,4000,0,4000
"107685",2013,6618,300,0,300
"107692",2013,8893,0,0,0
"107741",2013,8848,3000,0,3000
"107757",2013,5946,0,0,0
"107767",2013,7822,0,0,0
"107771",2013,7943,0,0,0
"107823",2013,6826,0,0,0
"107831",2013,6105,0,0,0
"107847",2013,5549,0,0,0
"107851",2013,3212,0,0,0
"107867",2013,7683,132,0,132
"107881",2013,9104,0,0,0
"107897",2013,1472,0,0,0
"107926",2013,2968,4000,0,4000
"107947",2013,7332,0,0,0
"107954",2013,7479,0,0,0
"107967",2013,8124,0,0,0
"107977",2013,6067,0,0,0
"10798",2013,8702,0,0,0
"107996",2013,6981,0,0,0
"108002",2013,3579,0,0,0
"108017",2013,212,350,200,550
"108025",2013,4152,1000,0,1000
"108033",2013,117,0,0,0
