"","year","intnum","educ1","educ2","educ"
"81533",2005,3116,0,0,0
"81542",2005,1188,0,0,0
"81552",2005,2540,0,0,0
"81561",2005,2147,500,100,600
"81583",2005,1710,0,0,0
"81593",2005,2703,0,0,0
"81603",2005,1184,0,0,0
"81612",2005,1829,25000,0,25000
"81643",2005,1691,0,0,0
"81652",2005,1743,0,0,0
"81663",2005,3680,500,0,500
"81683",2005,3599,0,0,0
"81693",2005,1459,1200,0,1200
"81723",2005,5964,0,0,0
"81773",2005,6817,60,0,60
"81793",2005,4266,0,0,0
"81803",2005,6726,7000,0,7000
"81813",2005,5494,0,0,0
"81822",2005,5757,4000,0,4000
"81831",2005,7189,2000,0,2000
"81841",2005,6983,0,0,0
"81853",2005,5205,17000,0,17000
"81883",2005,4376,10000,0,10000
"81892",2005,5354,0,0,0
"81912",2005,5252,10000,0,10000
"81921",2005,6756,10000,0,10000
"81953",2005,1352,0,0,0
"81972",2005,1585,1000,0,1000
"82023",2005,1563,0,0,0
"82033",2005,1878,0,0,0
"8204",2005,6071,350,30,380
"82063",2005,1796,0,0,0
"82102",2005,6197,0,0,0
"82123",2005,5824,500,0,500
"8213",2005,6325,1345,0,1345
"82153",2005,7384,0,0,0
"82173",2005,7437,10000,1000,11000
"82213",2005,2282,0,0,0
"82223",2005,3402,0,0,0
"82243",2005,2095,0,0,0
"82252",2005,7465,0,0,0
"82263",2005,7468,0,0,0
"82293",2005,6154,480,0,480
"82342",2005,3088,0,0,0
"82373",2005,4745,0,0,0
"82393",2005,1407,6000,0,6000
"82433",2005,1818,0,0,0
"82443",2005,4430,0,0,0
"8245",2005,6228,2300,0,2300
"8246",2005,2433,0,0,0
"82473",2005,4810,0,0,0
"82481",2005,4192,0,0,0
"8249",2005,7302,1500,10,1510
"82503",2005,1237,0,0,0
"82531",2005,5835,0,0,0
"82583",2005,4905,0,0,0
"82593",2005,6016,0,0,0
"82603",2005,6042,0,0,0
"82613",2005,6046,0,0,0
"82633",2005,4640,6200,0,6200
"82653",2005,4234,250,0,250
"82671",2005,4381,0,0,0
"8268",2005,6750,0,0,0
"82723",2005,3549,0,0,0
"82733",2005,2602,0,0,0
"82752",2005,4148,0,0,0
"8277",2005,6796,0,0,0
"82783",2005,2942,0,0,0
"82803",2005,3866,1500,0,1500
"82813",2005,5809,0,0,0
"82823",2005,4702,0,0,0
"82831",2005,6410,0,0,0
"82843",2005,5333,1800,0,1800
"82883",2005,5798,0,0,0
"82903",2005,2702,0,0,0
"82923",2005,1109,0,0,0
"82941",2005,883,0,0,0
"82963",2005,2859,3300,200,3500
"82972",2005,1657,0,0,0
"82993",2005,4986,0,0,0
"83013",2005,3350,0,0,0
"83023",2005,1689,0,0,0
"83041",2005,7777,0,0,0
"83053",2005,4454,0,0,0
"83062",2005,2412,0,0,0
"83073",2005,6799,0,0,0
"83083",2005,1560,0,0,0
"83093",2005,2317,0,0,0
"83103",2005,2668,250,0,250
"83113",2005,1406,0,0,0
"83123",2005,1276,700,0,700
"83143",2005,203,0,0,0
"83153",2005,2434,300,0,300
"83163",2005,3589,600,0,600
"83173",2005,3165,800,0,800
"83223",2005,1502,0,0,0
"83231",2005,2222,5000,0,5000
"83293",2005,1370,0,0,0
"83303",2005,6166,250,400,650
"83313",2005,6843,0,0,0
"83323",2005,7627,0,0,0
"83333",2005,1680,0,0,0
"83343",2005,2917,0,0,0
"83353",2005,3201,0,0,0
"83373",2005,788,0,0,0
"83383",2005,991,0,0,0
"83401",2005,6467,0,0,0
"83431",2005,1720,0,0,0
"83473",2005,2240,0,0,0
"83493",2005,6055,0,0,0
"83503",2005,5481,5000,0,5000
"83513",2005,4143,0,0,0
"83523",2005,6159,0,0,0
"83533",2005,7228,0,0,0
"83543",2005,6383,0,0,0
"83551",2005,2331,0,0,0
"83561",2005,3611,0,0,0
"83623",2005,5002,0,0,0
"8363",2005,7024,0,0,0
"83643",2005,6764,12000,0,12000
"83653",2005,5369,100,80,180
"83663",2005,5349,3750,0,3750
"83693",2005,1903,0,0,0
"83703",2005,2321,350,0,350
"83713",2005,4542,200,0,200
"83723",2005,3028,200,0,200
"83733",2005,4133,0,0,0
"83782",2005,2630,300,0,300
"83803",2005,3456,0,0,0
"83813",2005,4429,0,0,0
"83831",2005,4086,0,0,0
"83843",2005,7491,0,0,0
"83863",2005,3630,100,0,100
"83882",2005,5300,500,0,500
"83943",2005,4257,400,0,400
"84013",2005,2877,300,0,300
"84023",2005,2490,0,0,0
"84033",2005,4067,58,200,258
"84051",2005,3644,0,0,0
"8408",2005,3553,0,0,0
"8411",2005,4340,0,0,0
"84123",2005,5141,0,0,0
"84133",2005,5029,0,0,0
"84143",2005,4057,0,0,0
"84172",2005,5167,NA,0,NA
"84193",2005,3438,0,0,0
"84223",2005,4186,0,0,0
"8423",2005,3730,7000,0,7000
"84263",2005,4630,0,0,0
"84273",2005,6387,0,0,0
"84293",2005,5198,5000,0,5000
"84303",2005,2382,2000,0,2000
"84313",2005,1317,0,0,0
"84323",2005,3755,0,0,0
"84333",2005,2964,950,0,950
"84343",2005,1661,0,0,0
"84363",2005,1823,0,0,0
"84383",2005,789,0,0,0
"84393",2005,1827,0,0,0
"84403",2005,2335,0,0,0
"84413",2005,8023,50,0,50
"8442",2005,6094,300,0,300
"84453",2005,4526,200,0,200
"8446",2005,7619,0,0,0
"84523",2005,2058,0,0,0
"84541",2005,860,0,0,0
"84553",2005,985,0,0,0
"84563",2005,7076,0,0,0
"84603",2005,961,50,0,50
"84613",2005,7424,0,0,0
"84623",2005,3633,0,0,0
"84643",2005,7139,0,0,0
"84683",2005,7646,3200,0,3200
"84713",2005,4302,200,0,200
"84721",2005,7921,80,0,80
"84733",2005,785,0,0,0
"84741",2005,1152,0,0,0
"84751",2005,1759,0,0,0
"84833",2005,4762,8600,0,8600
"84863",2005,83,0,0,0
"84883",2005,4708,0,0,0
"84893",2005,5202,8000,0,8000
"84903",2005,4759,9000,0,9000
"84913",2005,6067,0,0,0
"84923",2005,6097,0,0,0
"84963",2005,5346,NA,0,NA
"85003",2005,5294,52500,2000,54500
"85013",2005,5159,0,0,0
"85033",2005,6432,40000,0,40000
"85051",2005,7735,0,0,0
"85063",2005,2056,0,0,0
"85073",2005,5154,20000,0,20000
"85093",2005,4941,0,0,0
"85101",2005,5631,0,0,0
"85112",2005,7916,5000,0,5000
"85143",2005,7342,800,0,800
"85173",2005,2664,30,0,30
"85183",2005,2396,0,0,0
"85193",2005,2898,5000,0,5000
"8520",2005,5640,500,0,500
"85213",2005,3562,0,0,0
"85232",2005,982,0,0,0
"85302",2005,4816,600,0,600
"85313",2005,306,0,0,0
"85323",2005,347,0,0,0
"85333",2005,7909,0,0,0
"85343",2005,4711,0,0,0
"85353",2005,6524,0,0,0
"8539",2005,7037,0,0,0
"85413",2005,5699,0,0,0
"85421",2005,4141,0,0,0
"85431",2005,4971,0,0,0
"8544",2005,7034,0,0,0
"85463",2005,6350,0,0,0
"85473",2005,7533,0,0,0
"85492",2005,3130,0,0,0
"85503",2005,2988,0,0,0
"85513",2005,5072,1600,0,1600
"85531",2005,7284,200,0,200
"85543",2005,7935,0,0,0
"85593",2005,3491,0,0,0
"85612",2005,3439,750,0,750
"85622",2005,3378,0,0,0
"85683",2005,1484,0,0,0
"8569",2005,5272,6650,0,6650
"85703",2005,2264,0,0,0
"85731",2005,6417,8000,0,8000
"85753",2005,2779,6000,0,6000
"8576",2005,6446,300,0,300
"85773",2005,5833,6000,0,6000
"85783",2005,5674,0,0,0
"85793",2005,4196,0,0,0
"85803",2005,3225,0,0,0
"85813",2005,3228,0,0,0
"85823",2005,7868,0,0,0
"85831",2005,3887,0,0,0
"8584",2005,7819,0,0,0
"85883",2005,6301,0,0,0
"85893",2005,4336,0,0,0
"85903",2005,6108,2500,0,2500
"85913",2005,7511,0,0,0
"85931",2005,6037,0,0,0
"85943",2005,5453,0,0,0
"8595",2005,6496,0,0,0
"8596",2005,7677,0,0,0
"85983",2005,1848,0,0,0
"85993",2005,7007,0,0,0
"86003",2005,4638,0,0,0
"86013",2005,3623,5000,0,5000
"86023",2005,3753,30000,0,30000
"86103",2005,2758,0,0,0
"86114",2005,2009,1500,0,1500
"86133",2005,1745,0,0,0
"86143",2005,5118,14000,300,14300
"86153",2005,227,0,0,0
"86163",2005,2443,0,0,0
"86173",2005,2732,6000,0,6000
"86183",2005,4135,6000,0,6000
"86203",2005,4463,200,0,200
"86212",2005,2666,0,0,0
"86221",2005,6267,3500,0,3500
"86233",2005,482,0,0,0
"86283",2005,1987,0,0,0
"86303",2005,6435,700,0,700
"86322",2005,2259,0,0,0
"86332",2005,3413,0,0,0
"86341",2005,5603,0,0,0
"86403",2005,2224,0,0,0
"86413",2005,2635,0,0,0
"86423",2005,2696,0,0,0
"86433",2005,2373,0,0,0
"86443",2005,4137,0,0,0
"86471",2005,7999,0,0,0
"8649",2005,7094,800,0,800
"8651",2005,2868,0,0,0
"8652",2005,5001,0,0,0
"86553",2005,260,0,0,0
"86563",2005,662,2400,0,2400
"86573",2005,3529,250,0,250
"86583",2005,4775,0,0,0
"86593",2005,2040,70,0,70
"8660",2005,6621,0,0,0
"86612",2005,3007,0,0,0
"86663",2005,502,1200,0,1200
"86703",2005,3193,0,0,0
"86712",2005,7354,0,0,0
"86722",2005,7338,0,0,0
"86733",2005,1355,0,0,0
"86763",2005,2547,0,0,0
"86793",2005,5552,0,0,0
"8683",2005,5816,0,0,0
"86883",2005,1177,8000,0,8000
"86892",2005,8000,3500,0,3500
"86903",2005,542,0,0,0
"86913",2005,1230,10000,0,10000
"86922",2005,2752,0,0,0
"86963",2005,3120,8,150,158
"86983",2005,1577,4000,0,4000
"86993",2005,1923,0,0,0
"87013",2005,628,1000,0,1000
"87021",2005,6606,20000,0,20000
"87053",2005,1096,0,0,0
"87073",2005,1278,0,0,0
"87113",2005,1318,0,0,0
"87123",2005,5387,365,0,365
"87132",2005,2007,500,0,500
"87141",2005,3662,5000,0,5000
"87162",2005,6255,21024,0,21024
"87193",2005,1696,0,0,0
"87203",2005,5421,0,0,0
"87213",2005,6168,4000,0,4000
"87222",2005,4769,0,0,0
"87231",2005,1508,0,0,0
"87253",2005,5293,0,0,0
"87263",2005,5629,1700,0,1700
"87283",2005,2383,0,0,0
"87302",2005,2881,1200,0,1200
"87363",2005,2244,0,0,0
"87423",2005,3434,0,0,0
"87433",2005,3973,0,0,0
"87443",2005,3393,0,0,0
"87453",2005,3744,0,0,0
"87462",2005,3840,0,0,0
"87483",2005,6908,0,0,0
"87493",2005,6980,0,0,0
"87503",2005,2340,0,0,0
"87511",2005,1181,0,0,0
"87523",2005,1580,0,0,0
"87543",2005,2726,0,0,0
"87551",2005,1790,0,0,0
"87563",2005,1516,1500,0,1500
"87573",2005,2819,0,0,0
"87583",2005,1816,175,0,175
"87601",2005,3352,0,0,0
"87613",2005,4622,0,0,0
"87622",2005,2538,0,0,0
"8765",2005,6213,8600,0,8600
"8766",2005,6176,0,0,0
"87702",2005,4290,12000,0,12000
"87713",2005,1670,9000,100,9100
"87722",2005,5935,0,0,0
"87732",2005,4118,0,0,0
"8774",2005,6026,1650,0,1650
"87753",2005,3242,0,0,0
"87823",2005,4246,1200,0,1200
"87833",2005,3283,0,0,0
"87843",2005,2863,0,0,0
"87851",2005,4358,0,0,0
"87861",2005,2113,0,0,0
"87873",2005,2112,30,0,30
"87923",2005,5277,3000,0,3000
"87933",2005,6017,100,0,100
"8795",2005,4978,350,0,350
"87981",2005,4612,2600,0,2600
"87991",2005,6151,0,0,0
"88013",2005,1273,0,0,0
"88023",2005,5121,4000,0,4000
"88093",2005,5031,43000,0,43000
"88123",2005,5496,0,0,0
"88131",2005,5814,300,0,300
"88163",2005,1944,0,0,0
"88183",2005,1835,100,0,100
"88213",2005,3346,0,0,0
"88222",2005,3480,0,0,0
"88243",2005,6344,0,0,0
"8826",2005,5184,0,0,0
"88282",2005,5540,0,0,0
"88301",2005,4974,0,0,0
"88312",2005,5251,0,0,0
"8832",2005,7541,0,0,0
"88363",2005,2943,0,0,0
"88373",2005,3267,0,0,0
"88383",2005,6554,0,0,0
"88393",2005,2761,0,0,0
"88413",2005,1113,0,0,0
"88423",2005,167,0,0,0
"88433",2005,833,0,0,0
"88453",2005,4842,0,0,0
"88473",2005,7108,0,0,0
"88493",2005,7099,0,0,0
"88503",2005,7132,NA,0,NA
"88513",2005,3163,0,0,0
"88523",2005,2390,0,0,0
"88543",2005,2681,80,0,80
"8856",2005,544,0,0,0
"88573",2005,6485,0,0,0
"88633",2005,5795,0,0,0
"88643",2005,7001,0,0,0
"88653",2005,5842,628,0,628
"88661",2005,7867,0,0,0
"88683",2005,4079,0,0,0
"88691",2005,4866,0,0,0
"8870",2005,7930,0,0,0
"88723",2005,6984,20000,0,20000
"88743",2005,5875,0,0,0
"88753",2005,6041,780,0,780
"88763",2005,2189,0,0,0
"88773",2005,2413,0,0,0
"88782",2005,7049,0,0,0
"88793",2005,3711,0,0,0
"88803",2005,1564,0,0,0
"88811",2005,7923,0,0,0
"88873",2005,2038,0,0,0
"88892",2005,2722,275,0,275
"88923",2005,6776,0,0,0
"88933",2005,1933,80,0,80
"88981",2005,7764,0,0,0
"88993",2005,5577,0,0,0
"89012",2005,5892,500,200,700
"8903",2005,7635,4000,0,4000
"89053",2005,5138,0,0,0
"89083",2005,4073,0,0,0
"8910",2005,4861,0,0,0
"89113",2005,6702,0,0,0
"89142",2005,4045,2500,0,2500
"89163",2005,5680,36000,1000,37000
"89173",2005,5949,0,0,0
"89183",2005,3794,1600,0,1600
"89223",2005,3477,0,0,0
"89243",2005,2886,0,0,0
"89253",2005,4703,0,0,0
"89283",2005,5081,2000,0,2000
"89293",2005,7050,250,0,250
"89343",2005,2968,0,0,0
"89353",2005,1356,0,0,0
"89363",2005,7724,0,0,0
"89383",2005,3882,0,0,0
"89403",2005,4487,0,0,0
"89422",2005,7065,75,0,75
"89452",2005,4513,0,0,0
"89471",2005,6948,0,0,0
"89513",2005,2173,0,0,0
"89523",2005,4174,0,0,0
"89533",2005,2299,0,0,0
"89581",2005,3140,0,0,0
"89592",2005,6896,0,0,0
"89601",2005,979,0,0,0
"89611",2005,802,0,0,0
"89621",2005,3084,250,0,250
"8963",2005,7725,0,0,0
"8965",2005,6068,0,0,0
"89693",2005,837,0,0,0
"89703",2005,3039,0,0,0
"89713",2005,726,0,0,0
"89723",2005,2462,0,0,0
"89733",2005,832,0,0,0
"89743",2005,1372,0,0,0
"89753",2005,2155,0,0,0
"89761",2005,6142,200,0,200
"89772",2005,506,500,0,500
"89793",2005,248,0,0,0
"89803",2005,730,0,0,0
"89813",2005,321,0,0,0
"89863",2005,957,0,0,0
"89873",2005,481,0,0,0
"89883",2005,39,0,0,0
"89913",2005,7129,0,0,0
"89922",2005,4615,0,0,0
"89932",2005,4716,0,0,0
"89963",2005,4348,28000,0,28000
"89973",2005,4636,100,0,100
"89993",2005,2326,0,0,0
"90003",2005,1298,21000,4200,25200
"9001",2005,5827,800,0,800
"90033",2005,1512,0,0,0
"90083",2005,3033,26000,0,26000
"9009",2005,1637,0,0,0
"9010",2005,5715,NA,0,NA
"90143",2005,675,200,50,250
"90153",2005,1442,0,0,0
"90173",2005,2648,0,0,0
"90183",2005,6803,5650,100,5750
"90203",2005,3217,60,100,160
"90213",2005,2024,0,0,0
"9022",2005,7175,0,0,0
"90263",2005,5268,20000,0,20000
"90271",2005,6288,0,0,0
"90293",2005,45,0,0,0
"90312",2005,1215,332,40,372
"90323",2005,3843,0,0,0
"90333",2005,3486,0,0,0
"90343",2005,6096,0,0,0
"90353",2005,4645,0,0,0
"90393",2005,6699,19000,0,19000
"90413",2005,5495,0,0,0
"90423",2005,5019,0,0,0
"90443",2005,7299,0,0,0
"90463",2005,4464,0,0,0
"90483",2005,3870,0,0,0
"90491",2005,3968,0,0,0
"90503",2005,3772,0,0,0
"90512",2005,5341,0,0,0
"90523",2005,4937,800,0,800
"9053",2005,3836,0,0,0
"9054",2005,5350,0,0,0
"9058",2005,5962,0,0,0
"90593",2005,5104,10800,0,10800
"90623",2005,3231,11000,0,11000
"90631",2005,6390,0,0,0
"90663",2005,3927,0,0,0
"90673",2005,2459,0,0,0
"90693",2005,1282,0,0,0
"90703",2005,1173,3000,0,3000
"90733",2005,6974,0,0,0
"90741",2005,2665,0,0,0
"90753",2005,2946,0,0,0
"90783",2005,1236,0,0,0
"90792",2005,2595,0,0,0
"90803",2005,1088,0,0,0
"90813",2005,753,0,0,0
"90823",2005,4839,0,0,0
"90851",2005,6768,0,0,0
"90861",2005,3499,0,0,0
"9087",2005,5724,0,0,0
"9088",2005,7840,0,0,0
"9090",2005,6973,0,0,0
"90913",2005,2865,60,0,60
"90993",2005,737,0,0,0
"91022",2005,3513,1000,0,1000
"91053",2005,962,0,0,0
"9108",2005,7893,0,0,0
"91222",2005,859,3500,0,3500
"91243",2005,7244,2800,0,2800
"91251",2005,4255,0,0,0
"91262",2005,3330,0,0,0
"91283",2005,1224,0,0,0
"91303",2005,5621,650,650,1300
"91331",2005,6500,0,0,0
"91393",2005,358,0,0,0
"91413",2005,1686,0,0,0
"91423",2005,1365,400,0,400
"91433",2005,655,0,0,0
"91443",2005,319,0,0,0
"91452",2005,1022,0,0,0
"91473",2005,7350,0,0,0
"9148",2005,7727,0,0,0
"9150",2005,7174,0,0,0
"91542",2005,6366,15000,0,15000
"91553",2005,342,0,0,0
"91582",2005,1160,1000,0,1000
"91592",2005,4697,0,0,0
"91602",2005,2678,0,0,0
"91612",2005,439,1500,0,1500
"91621",2005,284,580,0,580
"91692",2005,293,0,0,0
"91711",2005,7363,0,0,0
"91751",2005,6280,0,0,0
"9176",2005,8014,0,0,0
"91773",2005,3618,0,0,0
"91783",2005,7020,100,0,100
"91793",2005,4281,0,0,0
"91803",2005,3575,0,0,0
"91823",2005,100,0,0,0
"91833",2005,125,0,0,0
"9184",2005,3985,0,0,0
"91853",2005,192,0,0,0
"91863",2005,2908,0,0,0
"91873",2005,2896,0,0,0
"91883",2005,4668,0,0,0
"91891",2005,4658,0,0,0
"91943",2005,968,0,0,0
"91952",2005,6266,0,0,0
"91981",2005,2482,435,0,435
"91991",2005,1921,0,0,0
"9202",2005,4274,0,0,0
"92093",2005,3273,0,0,0
"92103",2005,4450,0,0,0
"92113",2005,6199,0,0,0
"9212",2005,7230,0,0,0
"92133",2005,4287,0,0,0
"92153",2005,5274,2000,0,2000
"92163",2005,1081,0,0,0
"9218",2005,6359,0,0,0
"92193",2005,4025,0,0,0
"92253",2005,486,5800,0,5800
"92263",2005,6091,0,0,0
"92273",2005,1336,0,0,0
"9228",2005,7033,0,0,0
"92343",2005,3215,0,0,0
"92353",2005,646,0,0,0
"92373",2005,3052,0,0,0
"92383",2005,1509,200,0,200
"92393",2005,405,0,0,0
"92403",2005,1650,0,0,0
"92423",2005,2835,400,0,400
"92433",2005,3885,2000,0,2000
"92443",2005,6770,0,0,0
"92472",2005,3655,0,0,0
"92503",2005,5467,0,0,0
"92512",2005,5400,0,0,0
"92533",2005,846,0,0,0
"92553",2005,3827,0,0,0
"92562",2005,4894,2500,0,2500
"92571",2005,998,0,0,0
"92601",2005,4860,0,0,0
"92612",2005,1013,0,0,0
"92622",2005,5973,0,0,0
"92631",2005,4465,30,50,80
"92643",2005,4259,0,0,0
"92653",2005,761,0,0,0
"92661",2005,5855,1200,0,1200
"92721",2005,7395,250,60,310
"92751",2005,6286,100,0,100
"92773",2005,7420,0,0,0
"92782",2005,294,0,0,0
"92823",2005,1682,150,0,150
"92843",2005,1095,300,0,300
"92853",2005,2066,0,0,0
"92863",2005,3570,0,0,0
"92873",2005,2468,5000,0,5000
"92883",2005,2698,0,0,0
"92893",2005,487,0,0,0
"92902",2005,7030,0,0,0
"92953",2005,4610,0,0,0
"92963",2005,4101,0,0,0
"92972",2005,6535,200,0,200
"92983",2005,30,0,0,0
"93003",2005,2739,0,0,0
"93013",2005,3385,0,0,0
"93023",2005,97,35,0,35
"9303",2005,7645,0,0,0
"93053",2005,7499,30,0,30
"93072",2005,914,0,0,0
"93083",2005,1362,0,0,0
"93103",2005,2409,1500,0,1500
"93112",2005,684,0,0,0
"93121",2005,1053,6000,0,6000
"93153",2005,3171,4920,0,4920
"9318",2005,5466,494,0,494
"93243",2005,2615,0,0,0
"93253",2005,2213,0,0,0
"93263",2005,2554,0,0,0
"93273",2005,2824,20000,0,20000
"93283",2005,5575,0,0,0
"93293",2005,3443,0,0,0
"93313",2005,3574,200,0,200
"9333",2005,4183,0,0,0
"93353",2005,5181,0,0,0
"93363",2005,6513,1200,0,1200
"93372",2005,7903,0,0,0
"93392",2005,3377,0,0,0
"9340",2005,3370,0,0,0
"93413",2005,505,0,0,0
"93423",2005,287,0,0,0
"93431",2005,4493,0,0,0
"93453",2005,3745,1000,0,1000
"93473",2005,3474,3000,0,3000
"93482",2005,4123,0,0,0
"93493",2005,2184,0,0,0
"93523",2005,967,3000,0,3000
"93533",2005,4567,500,0,500
"93543",2005,6508,0,0,0
"93563",2005,587,0,0,0
"93583",2005,180,0,0,0
"93602",2005,7568,0,0,0
"93612",2005,360,0,0,0
"93623",2005,2846,0,0,0
"93633",2005,3681,0,0,0
"93643",2005,1429,35,0,35
"9367",2005,4437,0,0,0
"93691",2005,3551,0,0,0
"93713",2005,3645,0,0,0
"93723",2005,4418,0,0,0
"93733",2005,3495,0,0,0
"93743",2005,3732,0,0,0
"93751",2005,4272,506,0,506
"93773",2005,4651,0,0,0
"93813",2005,5783,0,0,0
"93823",2005,1672,3000,0,3000
"93833",2005,7011,6000,0,6000
"93843",2005,4659,0,0,0
"93852",2005,2776,0,0,0
"93863",2005,3382,0,0,0
"93893",2005,1871,0,0,0
"93903",2005,4538,7000,720,7720
"93933",2005,2051,6385,0,6385
"93943",2005,3722,0,0,0
"93953",2005,3132,0,0,0
"93961",2005,6636,0,0,0
"93983",2005,4983,0,0,0
"93993",2005,5888,0,0,0
"94003",2005,6681,0,0,0
"94053",2005,6299,0,0,0
"9406",2005,5778,0,0,0
"94081",2005,6059,0,0,0
"9410",2005,5670,67000,0,67000
"94163",2005,1167,0,0,0
"94173",2005,902,0,0,0
"9418",2005,7755,0,0,0
"94193",2005,1725,350,0,350
"94202",2005,4354,0,0,0
"94212",2005,6511,0,0,0
"94223",2005,1777,0,0,0
"94233",2005,3734,0,0,0
"94243",2005,4270,60,0,60
"94253",2005,4208,0,0,0
"94293",2005,275,0,0,0
"94313",2005,3237,10000,0,10000
"94323",2005,1593,0,0,0
"94343",2005,1156,0,0,0
"94351",2005,1449,0,0,0
"94373",2005,1843,0,0,0
"94383",2005,5488,2000,0,2000
"94393",2005,1582,0,0,0
"94402",2005,2565,0,0,0
"94411",2005,6747,0,0,0
"94453",2005,4220,0,0,0
"94463",2005,2614,5500,0,5500
"94473",2005,3244,0,0,0
"94483",2005,6553,0,0,0
"94492",2005,2864,0,0,0
"94501",2005,6518,0,0,0
"94511",2005,6031,0,0,0
"94563",2005,3572,0,0,0
"9457",2005,7269,600,0,600
"9458",2005,7250,0,0,0
"94611",2005,4000,0,0,0
"94693",2005,4785,9000,0,9000
"94703",2005,2822,0,0,0
"94753",2005,5218,0,0,0
"94761",2005,5096,0,0,0
"9477",2005,5304,0,0,0
"94792",2005,4175,0,0,0
"94803",2005,4294,0,0,0
"94812",2005,4483,0,0,0
"94821",2005,6882,400,0,400
"94842",2005,4043,0,0,0
"94853",2005,4981,0,0,0
"94863",2005,5404,0,0,0
"94893",2005,2228,0,0,0
"94903",2005,2646,0,0,0
"94913",2005,3288,0,0,0
"94932",2005,5087,100,0,100
"94953",2005,4384,0,0,0
"94993",2005,2949,28000,0,28000
"95003",2005,2304,0,0,0
"95033",2005,5720,0,0,0
"95043",2005,1193,0,0,0
"95063",2005,6372,0,0,0
"95073",2005,3520,250,0,250
"95083",2005,7181,1200,0,1200
"95093",2005,277,0,0,0
"95123",2005,2862,0,0,0
"95133",2005,2674,0,0,0
"95143",2005,794,525,0,525
"9515",2005,2640,500,0,500
"95173",2005,2899,0,0,0
"95192",2005,5125,0,0,0
"95203",2005,1120,0,0,0
"95213",2005,1673,0,0,0
"95223",2005,2182,0,0,0
"95263",2005,878,1980,425,2405
"9528",2005,6493,0,0,0
"95293",2005,4840,0,0,0
"95303",2005,3431,11000,0,11000
"95332",2005,1977,0,0,0
"95343",2005,3085,0,0,0
"95353",2005,3837,1000,0,1000
"95363",2005,2609,0,0,0
"95373",2005,7651,0,0,0
"95393",2005,5900,0,0,0
"95402",2005,1939,0,0,0
"95423",2005,7239,7000,0,7000
"95453",2005,3286,0,0,0
"95472",2005,7683,200,0,200
"95501",2005,4953,371,0,371
"95523",2005,417,0,0,0
"95553",2005,4926,0,0,0
"95573",2005,2566,0,0,0
"9558",2005,6927,250,0,250
"95603",2005,303,0,0,0
"95623",2005,4908,0,0,0
"95652",2005,1760,0,0,0
"95662",2005,1870,0,0,0
"95673",2005,2893,0,0,0
"95682",2005,851,0,0,0
"95691",2005,5602,0,0,0
"9570",2005,6121,500,0,500
"95783",2005,5548,500,0,500
"9580",2005,532,0,0,0
"95813",2005,1954,300,0,300
"95823",2005,4352,0,0,0
"95833",2005,702,0,0,0
"95863",2005,4269,0,0,0
"9591",2005,4089,200,0,200
"9592",2005,4553,0,0,0
"95943",2005,2361,0,0,0
"95963",2005,5563,0,0,0
"9598",2005,6073,0,0,0
"95993",2005,3119,550,0,550
"96001",2005,3230,200,0,200
"9603",2005,5652,0,0,0
"96043",2005,3240,38000,0,38000
"96093",2005,3779,0,0,0
"96103",2005,4770,0,0,0
"96113",2005,4677,0,0,0
"96133",2005,4709,0,0,0
"96192",2005,3719,800,0,800
"9621",2005,7249,0,0,0
"96293",2005,6343,3500,0,3500
"96333",2005,4364,0,0,0
"96343",2005,4614,0,0,0
"96362",2005,6505,300,0,300
"9639",2005,4210,0,0,0
"9640",2005,4316,0,0,0
"9641",2005,5440,0,0,0
"9642",2005,7255,0,0,0
"96543",2005,5750,0,0,0
"96553",2005,387,6000,0,6000
"96573",2005,6675,0,0,0
"96593",2005,456,200,0,200
"96603",2005,3192,0,0,0
"9661",2005,6057,0,0,0
"96642",2005,1015,1000,0,1000
"9665",2005,1783,0,0,0
"96703",2005,5532,0,0,0
"96713",2005,3823,0,0,0
"96723",2005,3640,0,0,0
"96733",2005,3717,0,0,0
"96743",2005,3559,0,0,0
"96753",2005,1653,0,0,0
"96772",2005,7934,NA,0,NA
"96783",2005,1724,20,0,20
"96813",2005,1766,0,0,0
"96833",2005,7258,4500,0,4500
"96843",2005,1659,0,0,0
"96863",2005,2714,0,0,0
"96873",2005,3101,0,0,0
"96893",2005,3358,0,0,0
"96912",2005,5745,0,0,0
"96923",2005,2591,80,0,80
"96953",2005,4056,0,0,0
"97003",2005,3986,0,0,0
"97013",2005,3721,0,0,0
"97023",2005,4075,0,0,0
"97031",2005,4226,0,0,0
"97063",2005,3713,0,0,0
"97073",2005,2437,650,0,650
"9708",2005,4241,5500,0,5500
"97113",2005,4146,0,0,0
"97143",2005,2191,7200,0,7200
"97153",2005,1619,0,0,0
"97203",2005,1532,8000,2000,10000
"97213",2005,2188,0,0,0
"97221",2005,5740,2000,0,2000
"97253",2005,4564,0,0,0
"97263",2005,5747,0,0,0
"97303",2005,589,0,0,0
"97313",2005,1197,0,0,0
"97322",2005,2345,6400,0,6400
"9733",2005,6160,0,0,0
"97353",2005,340,0,0,0
"97373",2005,457,1200,0,1200
"97383",2005,244,50000,0,50000
"97391",2005,776,NA,0,NA
"97411",2005,965,500,0,500
"97421",2005,1836,0,0,0
"97431",2005,1624,0,0,0
"97453",2005,206,0,0,0
"97473",2005,813,125,0,125
"97493",2005,4531,0,0,0
