"","ID","Race"
"10272",8732001,5
"10273",8992021,7
"10274",9190001,1
"10275",9190002,1
"10276",9192170,1
"10277",9192003,1
"10278",9200002,1
"10279",9200001,5
"10280",9230001,1
"10281",9230002,1
"10282",455174,1
"10283",7119001,1
"10284",7119172,1
"10285",7999170,1
"10286",7999001,1
"10287",8800001,1
"10288",8800002,1
"10289",2299173,1
"10290",8135001,5
"10291",8135002,3
"10292",7785001,1
"10293",7219001,1
"10294",7219002,1
"10295",7705002,5
"10296",2521171,1
"10297",8089001,6
"10298",7849002,5
"10299",8721001,1
"10300",7885170,1
"10301",7885003,1
"10302",8781001,5
"10303",8781002,5
"10304",2163170,1
"10305",455177,1
"10306",9015170,1
"10307",9015006,1
"10308",7247001,1
"10309",7159001,1
"10310",7159002,1
"10311",7264001,1
"10312",7264002,1
"10313",7261001,1
"10314",7259001,1
"10315",7259002,1
"10316",2177180,1
"10317",7209005,1
"10318",8088001,1
"10319",8088002,1
"10320",9299003,1
"10321",7691003,5
"10322",1351170,1
"10323",7051001,5
"10324",7051170,7
"10325",7051002,7
"10326",7275001,5
"10327",7097001,5
"10328",1687004,1
"10329",1687172,1
"10330",7805001,1
"10331",7545002,1
"10332",7587002,1
"10333",7587001,1
"10334",431171,1
"10335",7404002,1
"10336",7404001,1
"10337",1168030,2
"10338",1336172,1
"10339",1476170,1
"10340",1476001,1
"10341",1918002,1
"10342",2010001,1
"10343",2608004,7
"10344",2608171,7
"10345",7056170,1
"10346",7056003,1
"10347",7118171,7
"10348",7118003,7
"10349",7148170,1
"10350",7230003,1
"10351",7230170,1
"10352",7268002,1
"10353",7268001,1
"10354",7280001,5
"10355",7356172,5
"10356",7356004,5
"10357",7400001,1
"10358",7450001,5
"10359",7450002,5
"10360",7578001,1
"10361",7586001,1
"10362",7674001,1
"10363",7688001,5
"10364",7688002,5
"10365",7904001,1
"10366",7926004,5
"10367",7930001,1
"10368",7930002,1
"10369",7998002,5
"10370",7998001,5
"10371",8168002,1
"10372",8168171,1
"10373",8254002,1
"10374",8352001,1
"10375",8370171,5
"10376",8370001,5
"10377",8476001,1
"10378",8494227,1
"10379",8494001,7
"10380",8644002,5
"10381",8644001,1
"10382",8674001,5
"10383",8730001,5
"10384",8816003,1
"10385",8994002,1
"10386",8994001,1
"10387",9068002,1
"10388",9068001,1
"10389",9072001,1
"10390",9126001,5
"10391",9134001,5
"10392",9198170,1
"10393",9198001,5
"10394",9282002,2
"10395",9282001,2
"10396",7503001,1
"10397",7813001,1
"10398",8975005,1
"10399",9165001,5
"10400",9165002,5
"10401",7291001,1
"10402",7957001,1
"10403",7957002,1
"10404",7045001,5
"10405",7165002,7
"10406",7165001,1
"10407",7087001,1
"10408",7087002,1
"10409",7121174,1
"10410",7315001,1
"10411",7585001,1
"10412",7529001,1
"10413",7497004,5
"10414",7497001,1
"10415",7585002,1
"10416",7591172,1
"10417",7591003,1
"10418",7451002,5
"10419",7451001,5
"10420",7430001,1
"10421",7430002,1
"10422",7799001,5
"10423",7481002,5
"10424",7481001,6
"10425",7899171,5
"10426",7899005,5
"10427",7791002,3
"10428",7791001,3
"10429",7869002,1
"10430",7869001,1
"10431",9123171,1
"10432",9151001,1
"10433",8554001,1
"10434",8553001,5
"10435",8553002,5
"10436",7317002,1
"10437",7317001,1
"10438",7331002,1
"10439",7331001,1
"10440",7233001,1
"10441",8927001,1
"10442",8927002,1
"10443",8877001,1
"10444",8877002,1
"10445",8491001,1
"10446",8567001,1
"10447",8547001,1
"10448",8911001,5
"10449",7839001,1
"10450",9242001,6
"10451",641001,1
"10452",8541003,1
"10453",8643001,5
"10454",8785002,5
"10455",8785001,1
"10456",1437170,1
"10457",1437004,2
"10458",8227001,1
"10459",8227002,1
"10460",7919001,1
"10461",7919002,1
"10462",8145001,5
"10463",8297003,7
"10464",8297170,1
"10465",7973001,1
"10466",7803001,1
"10467",8007001,1
"10468",7265021,5
"10469",7265170,1
"10470",7265001,1
"10471",7265002,1
"10472",8495001,1
"10473",8405001,5
"10474",8405002,5
"10475",8443175,5
"10476",8443004,1
"10477",7100002,1
"10478",7402001,1
"10479",7402002,1
"10480",7482002,1
"10481",7482001,1
"10482",7648002,1
"10483",7648001,1
"10484",7684001,1
"10485",8053002,1
"10486",8053001,1
"10487",7720001,5
"10488",7720002,5
"10489",7914001,1
"10490",7914002,1
"10491",8028001,5
"10492",8028002,1
"10493",8882171,1
"10494",8882003,5
"10495",9104002,1
"10496",9104001,1
"10497",9204170,5
"10498",9204001,1
"10499",8617004,1
"10500",8617003,1
"10501",7389002,5
"10502",8657001,1
"10503",8657002,1
"10504",9273002,1
"10505",7127001,1
"10506",7663002,3
"10507",7663001,5
"10508",7203002,1
"10509",7203001,1
"10510",8663001,5
"10511",7309003,5
"10512",7367002,3
"10513",7367001,3
"10514",8574001,6
"10515",8585002,1
"10516",8585001,1
"10517",7343002,1
"10518",7343001,1
"10519",8751001,5
"10520",8751002,5
"10521",8749001,3
"10522",8749002,3
"10523",8665003,1
"10524",7237002,1
"10525",7237001,1
"10526",7269002,3
"10527",7269001,5
"10528",7281002,5
"10529",7281001,5
"10530",8449177,5
"10531",8449004,5
"10532",965175,1
"10533",7875001,1
"10534",9243002,5
"10535",9243171,5
"10536",7007001,1
"10537",8891001,1
"10538",8819001,5
"10539",68170,1
"10540",446171,1
"10541",796175,1
"10542",1052171,1
"10543",1052172,1
"10544",2672004,1
"10545",7426001,1
"10546",7426002,1
"10547",7902004,5
"10548",7902005,5
"10549",7988001,5
"10550",8258001,1
"10551",8258002,1
"10552",8280002,1
"10553",8280001,1
"10554",8290002,1
"10555",8290001,1
"10556",8540002,5
"10557",8540001,1
"10558",8670002,1
"10559",8670001,1
"10560",8916002,1
"10561",8916001,1
"10562",8989002,1
"10563",8989001,1
"10564",7435001,1
"10565",7435002,1
"10566",7741001,1
"10567",7741002,1
"10568",9305002,1
"10569",9305001,1
"10570",7547170,1
"10571",7547004,1
"10572",7893001,1
"10573",7885002,1
"10574",7885001,1
"10575",7341002,1
"10576",7341001,1
"10577",7445002,5
"10578",7445004,5
"10579",205002,1
"10580",8573002,1
"10581",8741002,5
"10582",8741001,5
"10583",8741003,5
"10584",8455171,7
"10585",8455002,5
"10586",257006,1
"10587",7555001,6
"10588",7008001,5
"10589",9281001,1
"10590",9281002,1
"10591",7109001,5
"10592",8823001,1
"10593",8823002,1
"10594",415003,1
"10595",2577005,1
"10596",2577172,1
"10597",1292177,1
"10598",1544002,1
"10599",2788031,1
"10600",7024001,1
"10601",7038003,1
"10602",7038172,5
"10603",7040002,1
"10604",7040001,1
"10605",7056001,1
"10606",7108001,5
"10607",7130002,1
"10608",7130001,1
"10609",7154001,1
"10610",7158002,1
"10611",7158001,1
"10612",7166173,1
"10613",7166172,1
"10614",7174001,5
"10615",7200001,1
"10616",7210002,1
"10617",7210170,1
"10618",7220001,5
"10619",7220002,1
"10620",7236001,1
"10621",7236002,1
"10622",7316002,1
"10623",7316001,1
"10624",7336001,1
"10625",7350002,1
"10626",7350001,1
"10627",7412001,5
"10628",7412002,5
"10629",7438001,2
"10630",7446001,1
"10631",7446002,5
"10632",7478002,5
"10633",7484001,1
"10634",7534001,5
"10635",7538001,1
"10636",7554004,5
"10637",7562001,1
"10638",7562002,1
"10639",7562175,1
"10640",7562009,5
"10641",7570003,5
"10642",7608002,1
"10643",7608001,1
"10644",7708001,1
"10645",7762001,7
"10646",7768001,1
"10647",7768002,1
"10648",7770002,5
"10649",7770001,5
"10650",7806001,6
"10651",7834001,1
"10652",7836001,6
"10653",7914003,1
"10654",7914170,1
"10655",7922001,1
"10656",7922002,1
"10657",7926001,1
"10658",7926002,1
"10659",7950003,5
"10660",7950170,5
"10661",7950173,5
"10662",7950007,5
"10663",7982001,5
"10664",7982002,5
"10665",8196002,1
"10666",8222001,1
"10667",8234001,1
"10668",8274001,3
"10669",8274002,3
"10670",8298001,1
"10671",8310001,1
"10672",8310002,1
"10673",8338001,1
"10674",8474002,1
"10675",8474001,1
"10676",8504002,1
"10677",8504001,1
"10678",8518001,1
"10679",8526001,1
"10680",8526002,1
"10681",8536002,1
"10682",8536001,1
"10683",8610001,1
"10684",8626002,5
"10685",8626001,1
"10686",8626006,5
"10687",8636001,5
"10688",8664001,1
"10689",8664002,1
"10690",8670004,5
"10691",8736001,1
"10692",8736002,1
"10693",8784004,1
"10694",8784003,1
"10695",8798170,7
"10696",8798021,1
"10697",8816001,1
"10698",8816002,1
"10699",8846001,1
"10700",8846002,1
"10701",8850002,7
"10702",8894001,5
"10703",8894002,5
"10704",8896001,5
"10705",8924171,1
"10706",8924001,1
"10707",8964002,5
"10708",8978002,1
"10709",8978001,1
"10710",8986170,5
"10711",8986003,5
"10712",9006001,5
"10713",9032001,1
"10714",9048001,5
"10715",9054002,1
"10716",9054001,1
"10717",9066002,1
"10718",9066001,1
"10719",9176002,1
"10720",9176001,1
"10721",7006004,5
"10722",7006171,5
"10723",8399004,1
"10724",8023002,1
"10725",8023001,1
"10726",7083001,1
"10727",8831002,1
"10728",8831001,1
"10729",7104001,1
"10730",7105001,1
"10731",7105002,1
"10732",8831021,5
"10733",8849002,1
"10734",8849001,1
"10735",8921001,5
"10736",8921002,5
"10737",8979002,1
"10738",8979001,1
"10739",9097002,5
"10740",9246001,7
"10741",9246002,5
"10742",9273001,1
"10743",8959002,1
"10744",8959001,1
"10745",8913002,5
"10746",9241001,1
"10747",1679177,2
"10748",1973177,1
"10749",2881171,2
"10750",2881003,2
"10751",7863001,1
"10752",7927001,1
"10753",7927002,6
"10754",7935002,1
"10755",7935001,2
"10756",7815001,1
"10757",7039001,1
"10758",7127002,7
"10759",7127171,1
"10760",7309001,5
"10761",7309002,5
"10762",7763171,5
"10763",7763002,5
"10764",7763003,5
"10765",7793171,1
"10766",7793002,1
"10767",7955174,7
"10768",7955001,1
"10769",7955010,5
"10770",7933001,1
"10771",7933002,1
"10772",7899003,5
"10773",7899004,5
"10774",7793001,1
"10775",7969001,1
"10776",7969002,5
"10777",7959002,1
"10778",7959001,1
"10779",7789002,5
"10780",8605002,1
"10781",8605001,1
"10782",8551002,1
"10783",8551001,1
"10784",7283003,7
"10785",7299002,5
"10786",7299001,5
"10787",8788172,7
"10788",8788001,5
"10789",7283002,1
"10790",7283001,1
"10791",7405001,1
"10792",9117002,1
"10793",7409001,1
"10794",7409002,5
"10795",7643003,5
"10796",7417001,1
"10797",7417002,1
"10798",7601002,1
"10799",7601001,1
"10800",9299001,1
"10801",9299002,1
"10802",8593002,5
"10803",8593001,5
"10804",7811003,1
"10805",7619005,1
"10806",8593003,7
"10807",9083001,1
"10808",9083002,5
"10809",7419002,1
"10810",7419001,1
"10811",7635002,1
"10812",7635001,1
"10813",8379001,1
"10814",8379002,1
"10815",2603003,1
"10816",2393172,1
"10817",1730170,1
"10818",1730003,1
"10819",7901001,5
"10820",7911002,1
"10821",7911001,1
"10822",7171001,1
"10823",7111002,5
"10824",7111001,5
"10825",8489003,1
"10826",8925001,1
"10827",8297002,5
"10828",8297001,1
"10829",8295001,1
"10830",8115001,1
"10831",8115002,1
"10832",8103001,1
"10833",8333001,1
"10834",8333002,1
"10835",7891002,1
"10836",7891001,1
"10837",1767001,1
"10838",9295001,1
"10839",7285001,1
"10840",834030,1
"10841",1626170,1
"10842",1626001,1
"10843",2424171,1
"10844",2424004,1
"10845",2496021,1
"10846",2804001,1
"10847",7070001,1
"10848",7070002,1
"10849",7080001,1
"10850",7118002,1
"10851",7118001,1
"10852",7146002,1
"10853",7146001,4
"10854",7234002,1
"10855",7234001,1
"10856",7244002,1
"10857",7244001,1
"10858",7298001,5
"10859",7298002,5
"10860",7308001,1
"10861",7308002,1
"10862",7340002,1
"10863",7378001,1
"10864",7378002,1
"10865",7378006,1
"10866",7394002,1
"10867",7394001,1
"10868",7398021,1
"10869",7678001,1
"10870",7678002,1
"10871",7766001,5
"10872",7766002,5
"10873",7818002,5
"10874",7892002,1
"10875",7892001,1
"10876",7908001,1
"10877",7908170,5
"10878",7940002,1
"10879",7940001,2
"10880",8162001,1
"10881",8248001,1
"10882",8248002,1
"10883",8274004,6
"10884",8324002,1
"10885",8324001,1
"10886",8666001,1
"10887",8666002,1
"10888",8684001,1
"10889",8684002,1
"10890",8702002,1
"10891",8702001,1
"10892",8748001,1
"10893",8812001,1
"10894",8812002,1
"10895",8826002,5
"10896",8826001,5
"10897",8826170,5
"10898",8826003,5
"10899",8922001,1
"10900",8922002,1
"10901",8930001,3
"10902",8934001,5
"10903",9014001,1
"10904",9016001,5
"10905",9016002,5
"10906",9018001,7
"10907",9080001,1
"10908",9080002,5
"10909",9128002,1
"10910",9128001,1
"10911",9202001,5
"10912",6568173,2
"10913",8315002,1
"10914",8315001,1
"10915",8919001,5
"10916",8919002,5
"10917",8205001,1
"10918",7441002,1
"10919",7441001,1
"10920",1195001,1
"10921",8915001,1
"10922",8915002,1
"10923",8815001,5
"10924",8815002,5
"10925",8915171,1
"10926",8915003,1
"10927",6281030,2
"10928",7938002,1
"10929",581170,7
"10930",7809001,1
"10931",7755001,1
"10932",7755002,1
"10933",7777001,1
"10934",8995001,1
"10935",7093003,7
"10936",7121002,5
"10937",7121001,1
"10938",1335182,1
"10939",6115003,2
"10940",6367170,2
"10941",8717002,6
"10942",8717001,6
"10943",7261170,1
"10944",8491002,5
"10945",8477001,1
"10946",8477002,1
"10947",7223001,1
"10948",7223002,1
"10949",8613002,1
"10950",8613001,5
"10951",7155001,6
"10952",7155002,2
"10953",8997001,1
"10954",8997002,1
"10955",815002,1
"10956",6165175,2
"10957",6217173,2
"10958",6853001,2
"10959",7637001,1
"10960",9043004,5
"10961",9043005,5
"10962",7277001,5
"10963",7277002,5
"10964",8011001,1
"10965",8011002,1
"10966",7973002,1
"10967",8011005,1
"10968",7941001,1
"10969",7971001,1
"10970",7971002,1
"10971",7929001,1
"10972",7979001,1
"10973",7979002,1
"10974",8171002,1
"10975",8171001,1
"10976",7556001,6
"10977",9259002,1
"10978",9259001,1
"10979",7645001,1
"10980",7645002,1
"10981",7695001,1
"10982",7695002,1
"10983",650175,1
"10984",650003,1
"10985",2338170,1
"10986",2338004,1
"10987",2434178,1
"10988",2478173,1
"10989",41176,1
"10990",7002001,1
"10991",7052001,1
"10992",7126002,1
"10993",7126001,1
"10994",7202001,1
"10995",7346001,1
"10996",7346002,1
"10997",7354001,1
"10998",7414001,1
"10999",7414002,1
"11000",7436002,1
"11001",7436001,1
"11002",7456002,5
"11003",7456170,1
"11004",7458001,5
"11005",7560002,1
"11006",7560001,1
"11007",7636001,3
"11008",7636170,1
"11009",7744002,1
"11010",7820001,5
"11011",7840170,1
"11012",7840005,1
"11013",7932001,1
"11014",7932002,1
"11015",7954001,5
"11016",8304001,1
"11017",8328002,1
"11018",8328001,1
"11019",8412001,1
"11020",8442002,5
"11021",8442001,1
"11022",8534002,1
"11023",8534001,1
"11024",8534006,1
"11025",8580001,1
"11026",8580002,1
"11027",8612001,1
"11028",8612002,1
"11029",8642002,5
"11030",8642001,1
"11031",8678001,6
"11032",8696001,1
"11033",8696004,1
"11034",8752001,1
"11035",8752002,1
"11036",8784002,1
"11037",8784001,1
"11038",8844001,1
"11039",8856001,1
"11040",8856002,1
"11041",8870002,5
"11042",8870001,5
"11043",8872001,5
"11044",8874001,1
"11045",8874002,1
"11046",8912001,5
"11047",8912002,5
"11048",8914001,1
"11049",8930170,1
"11050",8930002,1
"11051",8940004,5
"11052",8940006,1
"11053",8940007,1
"11054",8972002,1
"11055",8972001,7
"11056",9154001,5
"11057",9154002,5
"11058",9252006,7
"11059",9252170,5
"11060",9262001,5
"11061",9262004,1
"11062",9276002,1
"11063",9276001,1
"11064",6120189,1
"11065",6120187,2
"11066",563184,1
"11067",6472173,2
"11068",1129040,2
"11069",1129181,2
"11070",8041004,1
"11071",8041170,1
"11072",7505001,1
"11073",7397002,5
"11074",8174170,1
"11075",8174001,1
"11076",9159002,1
"11077",9159001,5
"11078",9249001,1
"11079",7819001,1
"11080",9293001,5
"11081",7499002,1
"11082",7499001,1
"11083",7357001,1
"11084",7307001,1
"11085",7899002,5
"11086",7899001,6
"11087",7948001,1
"11088",8026002,1
"11089",8026001,5
"11090",7711005,5
"11091",7955005,5
"11092",7955170,4
"11093",6115014,2
"11094",7221002,1
"11095",7273001,1
"11096",7273002,1
"11097",7095002,1
"11098",7095001,1
"11099",7647002,1
"11100",7647001,5
"11101",7615002,1
"11102",7615001,5
"11103",7273170,1
"11104",7273003,7
"11105",6473003,1
"11106",7263172,5
"11107",7263001,1
"11108",8475001,1
"11109",9067002,1
"11110",9067001,1
"11111",8499001,1
"11112",8499002,1
"11113",8609001,1
"11114",8609002,1
"11115",8529006,1
"11116",9015001,1
"11117",9015002,1
"11118",8895002,1
"11119",8895001,1
"11120",8479001,1
"11121",9303004,1
"11122",9303172,1
"11123",9303001,6
"11124",9297001,5
"11125",9297002,5
"11126",8821001,1
"11127",9069002,1
"11128",9069001,1
"11129",7619170,5
"11130",7619021,5
"11131",1717173,1
"11132",1717004,1
"11133",8113005,5
"11134",7177001,1
"11135",8693002,5
"11136",8693001,5
"11137",8681003,5
"11138",8073172,7
"11139",8073001,5
"11140",7924002,5
"11141",7924001,1
"11142",7413001,5
"11143",8237002,1
"11144",8237001,1
"11145",7857002,1
"11146",8681001,5
"11147",8095002,5
"11148",2199177,1
"11149",79001,1
"11150",6643001,1
"11151",8811002,5
"11152",8138001,1
"11153",8299001,1
"11154",8332002,1
"11155",8317001,1
"11156",7847170,1
"11157",7847001,1
"11158",8263001,1
"11159",8305002,1
"11160",8305001,1
"11161",7581002,1
"11162",7581001,1
"11163",1792172,1
"11164",1913002,1
"11165",7060001,1
"11166",7060002,1
"11167",7126003,7
"11168",7126170,7
"11169",7208002,5
"11170",7208001,5
"11171",7612001,1
"11172",7612002,1
"11173",7840001,1
"11174",7840002,1
"11175",7992001,1
"11176",7992002,1
"11177",9086002,1
"11178",9294001,1
"11179",9294002,1
"11180",6418174,2
"11181",18177,1
"11182",7038002,1
"11183",7238002,1
"11184",7432001,1
"11185",7432002,1
"11186",8506001,1
"11187",8832002,5
"11188",8832001,5
"11189",8878004,1
"11190",8878170,1
"11191",9112002,1
"11192",9112001,1
"11193",9130002,1
"11194",9130001,1
"11195",9150005,7
"11196",9150173,1
"11197",8978170,7
"11198",8978006,5
"11199",8993002,5
"11200",8993001,5
"11201",7747001,5
"11202",8235001,1
"11203",7757002,1
"11204",7865001,5
"11205",7633001,1
"11206",7633002,5
"11207",8586001,5
"11208",9061001,1
"11209",9061002,1
"11210",7079002,1
"11211",7637002,1
"11212",8385001,1
"11213",8385002,1
"11214",7371002,1
"11215",7371001,1
"11216",7565001,1
"11217",7651001,1
"11218",8059001,1
"11219",7180002,1
"11220",7730002,1
"11221",8708002,5
"11222",8708001,5
"11223",9014002,1
"11224",9206001,5
"11225",7069001,1
"11226",7069002,1
"11227",7867002,6
"11228",9127002,1
"11229",9127001,1
"11230",9059002,5
"11231",8438002,1
"11232",8438001,1
"11233",7721001,1
"11234",8871001,5
"11235",7077001,1
"11236",7077002,5
"11237",7005001,1
"11238",7005002,1
"11239",8346001,6
"11240",2639170,1
"11241",6537178,2
"11242",7607001,1
"11243",7607002,1
"11244",8557001,5
"11245",8557002,5
"11246",7981002,1
"11247",7981001,1
"11248",7723002,5
"11249",7723001,1
"11250",8833001,1
"11251",8945002,1
"11252",8945001,5
"11253",8389001,1
"11254",6657003,2
"11255",6657174,2
"11256",8539001,1
"11257",8539002,1
"11258",7235001,1
"11259",7253001,1
"11260",7283005,1
"11261",8777001,5
"11262",8777002,5
"11263",8743001,1
"11264",8765002,5
"11265",8765001,1
"11266",8731001,1
"11267",8731002,1
"11268",8651001,5
"11269",8533002,1
"11270",8533001,1
"11271",7811001,1
"11272",7475001,5
"11273",7475005,1
"11274",7853001,5
"11275",7853002,3
"11276",8035002,1
"11277",8035001,1
"11278",8326001,1
"11279",8326002,1
"11280",8119001,1
"11281",8119002,1
"11282",8167001,1
"11283",8167002,1
"11284",7230002,1
"11285",7230001,1
"11286",7338002,1
"11287",7338001,1
"11288",7570002,5
"11289",7570001,5
"11290",7602172,1
"11291",7602002,7
"11292",7876002,1
"11293",7876001,1
"11294",8460002,1
"11295",8460001,1
"11296",8590002,5
"11297",8590001,5
"11298",8638008,5
"11299",8848002,5
"11300",8998002,4
"11301",8998001,1
"11302",9146001,1
"11303",9232002,7
"11304",1021001,1
"11305",2707001,1
"11306",9137001,1
"11307",9137002,1
"11308",7539002,6
"11309",7539001,2
"11310",9013002,4
"11311",9013001,5
"11312",8691001,5
"11313",8691170,1
"11314",6845178,2
"11315",8601001,1
"11316",8601002,1
"11317",8597002,1
"11318",8597001,1
"11319",8769001,1
"11320",8769002,1
"11321",9167002,5
"11322",9167001,5
"11323",8075001,1
"11324",8327001,1
"11325",8327002,1
"11326",8067001,1
"11327",8245001,1
"11328",8245002,1
"11329",1621170,1
"11330",1432179,1
"11331",2406003,1
"11332",7010001,1
"11333",7036002,1
"11334",7036001,1
"11335",7114001,1
"11336",7128001,1
"11337",7134001,1
"11338",7204001,1
"11339",7282002,5
"11340",7282001,5
"11341",7410001,5
"11342",7472172,1
"11343",7472001,7
"11344",7550002,1
"11345",7550001,1
"11346",7874002,1
"11347",7874001,1
"11348",7886002,1
"11349",7886001,1
"11350",7912170,1
"11351",7912005,1
"11352",7950172,1
"11353",7950008,1
"11354",8144001,2
"11355",8378002,7
"11356",8444001,1
"11357",8508002,1
"11358",8672001,1
"11359",8672002,1
"11360",8774002,1
"11361",8774001,1
"11362",8778001,2
"11363",8778002,2
"11364",8804002,5
"11365",8804001,5
"11366",8804003,1
"11367",8836001,5
"11368",8836002,5
"11369",8878001,1
"11370",8880002,5
"11371",8880001,5
"11372",8986001,5
"11373",9004004,5
"11374",9058002,1
"11375",9060002,2
"11376",9060001,5
"11377",9064001,5
"11378",9078002,1
"11379",9078001,1
"11380",9088001,1
"11381",9090001,1
"11382",9090002,5
"11383",9138001,1
"11384",9150002,6
"11385",9150001,6
"11386",9162002,1
"11387",9162001,1
"11388",9304002,1
"11389",9304001,1
"11390",6384003,1
"11391",6384175,1
"11392",6514005,1
"11393",6514001,1
"11394",6706030,2
"11395",6742001,2
"11396",6742170,2
"11397",6798010,2
"11398",7002002,5
"11399",7002003,1
"11400",7133003,1
"11401",7831001,1
"11402",2355173,1
"11403",8831003,1
"11404",8981001,1
"11405",9041001,1
"11406",9147001,1
"11407",9147002,1
"11408",9181001,1
"11409",8915021,1
"11410",8915170,1
"11411",8995002,1
"11412",8009001,1
"11413",7179001,5
"11414",7535004,1
"11415",7351001,1
"11416",7335001,5
"11417",7427002,1
"11418",7427001,1
"11419",7897001,5
"11420",7897002,5
"11421",7463001,1
"11422",7463002,1
"11423",8569002,5
"11424",8569001,5
"11425",8217003,5
"11426",8029001,1
"11427",8221001,1
"11428",8221002,1
"11429",7789001,5
"11430",7955171,5
"11431",7955006,5
"11432",1730001,1
"11433",1730002,1
"11434",7379001,1
"11435",7323001,5
"11436",8519002,1
"11437",8519001,3
"11438",7049001,1
"11439",7049002,1
"11440",8529004,1
"11441",8511002,1
"11442",8771001,1
"11443",8817001,5
"11444",8817002,1
"11445",8629001,1
"11446",8629002,1
"11447",8072001,7
"11448",8953002,1
"11449",8953001,1
"11450",8925002,7
"11451",8473001,1
"11452",8473002,1
"11453",8031002,1
"11454",8031001,1
"11455",8621002,1
"11456",8621001,1
"11457",8419002,1
"11458",8419001,1
"11459",8075170,1
"11460",8075002,1
"11461",129195,1
"11462",7866001,1
"11463",7866002,6
"11464",8256001,1
"11465",8502170,1
"11466",8502001,5
"11467",8532002,1
"11468",8718001,3
"11469",8718002,3
"11470",8878002,5
"11471",9150008,5
"11472",9150174,5
"11473",2927171,1
"11474",6205170,2
"11475",7149002,5
"11476",2191177,2
"11477",6753175,1
"11478",8202001,2
"11479",8367001,1
"11480",7987001,6
"11481",8366001,1
"11482",8366002,1
"11483",6749171,2
"11484",8217001,1
"11485",8289002,1
"11486",8289001,1
"11487",8265170,1
"11488",9115170,1
"11489",9115002,5
"11490",7095005,1
"11491",8935001,1
"11492",8935002,1
"11493",2553174,1
"11494",8866001,1
"11495",8866002,1
"11496",8863002,1
"11497",8863001,1
"11498",8355002,1
"11499",8355001,1
"11500",8351001,1
"11501",8351002,1
"11502",8303001,1
"11503",8306002,1
"11504",8306001,1
"11505",1302177,1
"11506",7048001,1
"11507",7048002,1
"11508",7536001,5
"11509",7636004,1
"11510",7664001,5
"11511",7664002,5
"11512",8274005,1
"11513",8614001,1
"11514",8614002,1
"11515",8926001,5
"11516",9280001,5
"11517",9280002,5
"11518",6172003,2
"11519",6736172,2
"11520",7435003,1
"11521",8624001,5
"11522",8624002,5
"11523",181002,1
"11524",6185001,2
"11525",8649002,2
"11526",8499171,1
"11527",8499003,1
"11528",7393001,1
"11529",7555171,5
"11530",7555002,5
"11531",2003177,1
"11532",6273001,2
"11533",7590002,5
"11534",7590001,5
"11535",7654001,1
"11536",8682001,5
"11537",466001,1
"11538",7472002,1
"11539",7660001,1
"11540",7676001,1
"11541",7676002,1
"11542",7676172,5
"11543",7758002,1
"11544",7984001,1
"11545",7984170,1
"11546",8242002,1
"11547",8242001,1
"11548",8488001,1
"11549",8488002,3
"11550",8632002,1
"11551",8632171,1
"11552",8638001,6
"11553",8638002,5
"11554",9274002,1
"11555",9274001,1
"11556",8222003,5
"11557",8801002,1
"11558",8801001,1
"11559",9247001,5
"11560",8977001,1
"11561",8977002,1
"11562",6413001,2
"11563",8073171,1
"11564",8073003,1
"11565",7769001,1
"11566",7769002,1
"11567",8891170,1
"11568",7731001,1
"11569",7294002,1
"11570",7294001,1
"11571",7540001,1
"11572",7540002,1
"11573",7610002,1
"11574",7610001,1
"11575",7714001,5
"11576",8160001,1
"11577",8160002,1
"11578",8230002,5
"11579",8230001,5
"11580",8460003,1
"11581",8714002,1
"11582",8714001,1
"11583",8782002,1
"11584",8782003,1
"11585",8818001,5
"11586",8818171,5
"11587",8842002,1
"11588",8954002,1
"11589",8954001,1
"11590",9052001,5
"11591",9052002,5
"11592",9264001,5
"11593",9217002,1
"11594",9217001,1
"11595",6835001,1
"11596",8373002,1
"11597",8373001,1
"11598",7797001,6
"11599",8131001,5
"11600",6188170,2
"11601",6788174,2
"11602",7883002,7
"11603",7605001,1
"11604",7675001,1
"11605",7675002,1
"11606",7367003,5
"11607",7367171,1
"11608",8699001,5
"11609",8699002,5
"11610",8313001,1
"11611",7513001,1
"11612",7513002,1
"11613",8873170,7
"11614",8873003,7
"11615",8955002,1
"11616",8955001,1
"11617",8983002,1
"11618",8983001,7
"11619",7221001,7
"11620",7689001,5
"11621",7689002,5
"11622",7395001,5
"11623",7395002,5
"11624",9115001,5
"11625",8529002,1
"11626",8529001,1
"11627",8619002,1
"11628",8619001,1
"11629",8529005,1
"11630",8599172,1
"11631",8599003,1
"11632",8535002,1
"11633",8535001,1
"11634",8641001,1
"11635",8651002,5
"11636",699003,1
"11637",699171,1
"11638",8051001,1
"11639",8051002,1
"11640",7003002,1
"11641",7003001,1
"11642",7511003,5
"11643",7511170,5
"11644",7065002,1
"11645",7065001,1
"11646",7511001,1
"11647",7511002,1
"11648",7369001,1
"11649",8211002,1
"11650",8211001,1
"11651",8377002,1
"11652",9047001,5
"11653",9047002,1
"11654",8133001,1
"11655",8133002,1
"11656",6181003,3
"11657",6181174,3
"11658",6509003,2
"11659",7047002,7
"11660",1771001,1
"11661",8045170,1
"11662",8045001,1
"11663",8459002,1
"11664",8459001,1
"11665",8337003,1
"11666",8673001,1
"11667",8199001,1
"11668",8199002,1
"11669",7421001,1
"11670",7421002,1
"11671",7168170,5
"11672",7168002,5
