"","ID","Race"
"679",1230170,1
"680",865003,3
"681",5182003,2
"682",2575001,1
"683",2375001,1
"684",6241001,2
"685",5920170,2
"686",21001,2
"687",2099001,1
"688",1942001,1
"689",1982001,2
"690",2343002,1
"691",1223001,1
"692",5060001,2
"693",6363001,2
"694",2841001,2
"695",6804001,2
"696",1045170,1
"697",2842001,2
"698",2184002,1
"699",132001,2
"700",2155001,1
"701",5377001,2
"702",916003,1
"703",5131001,2
"704",5415002,1
"705",5213002,1
"706",5198170,2
"707",1402002,1
"708",5587001,2
"709",6440001,2
"710",5402001,2
"711",5974171,3
"712",2387170,1
"713",6422001,1
"714",6107182,2
"715",507002,2
"716",6065001,2
"717",1524001,1
"718",5248001,2
"719",2075175,2
"720",443001,1
"721",5248003,2
"722",365001,1
"723",1891002,1
"724",1360001,1
"725",6833001,2
"726",1022001,1
"727",2813002,1
"728",1798004,1
"729",665001,1
"730",6727001,2
"731",2323001,1
"732",2058001,1
"733",5734001,1
"734",43001,1
"735",5924170,1
"736",230001,1
"737",6784185,2
"738",5950002,1
"739",1411003,2
"740",1125001,1
"741",56001,1
"742",1561001,1
"743",2619001,1
"744",5787003,1
"745",1413001,2
"746",5479170,2
"747",2506001,2
"748",604001,1
"749",1106001,1
"750",1450001,1
"751",1273001,2
"752",5057009,2
"753",887001,1
"754",1134001,1
"755",290001,1
"756",5436001,2
"757",232001,1
"758",949001,1
"759",5640172,2
"760",1379001,1
"761",1881001,1
"762",2347002,1
"763",2385001,1
"764",1756001,1
"765",1232001,1
"766",1187170,1
"767",5195172,1
"768",1924001,1
"769",2701001,2
"770",2381001,1
"771",848001,1
"772",2325001,1
"773",2442001,1
"774",264001,1
"775",6028174,2
"776",2147003,1
"777",5659001,1
"778",1320001,1
"779",736003,1
"780",129182,1
"781",5903171,2
"782",5168001,2
"783",643001,1
"784",5084171,2
"785",954001,1
"786",1675001,1
"787",1173170,1
"788",176001,1
"789",5454002,2
"790",5057183,2
"791",2636001,2
"792",1352001,1
"793",1445174,1
"794",961173,1
"795",1580001,2
"796",6806005,1
"797",5877001,1
"798",5248170,2
"799",5430182,2
"800",6129001,2
"801",1182002,1
"802",5867177,1
"803",5445170,2
"804",1722001,2
"805",2810001,1
"806",473175,1
"807",5027001,2
"808",345003,1
"809",258002,1
"810",1527001,1
"811",2620001,1
"812",5903002,2
"813",6353001,2
"814",1068173,1
"815",688003,1
"816",2663001,3
"817",2517001,1
"818",1482001,1
"819",6541005,2
"820",2541021,1
"821",6815005,3
"822",2221001,1
"823",5848227,2
"824",6656001,1
"825",6856001,2
"826",5457170,2
"827",505001,1
"828",2547001,1
"829",6130001,2
"830",6160174,1
"831",2097001,1
"832",2599001,1
"833",76001,2
"834",5314001,2
"835",1079003,1
"836",523001,1
"837",1420001,1
"838",5202178,1
"839",2920172,1
"840",477001,1
"841",6809001,3
"842",6746001,2
"843",6315001,2
"844",5924001,1
"845",6787004,1
"846",2249001,1
"847",5153001,2
"848",1530002,1
"849",6135001,2
"850",5627001,2
"851",344180,1
"852",529001,1
"853",382001,1
"854",6639171,2
"855",6088170,2
"856",5043002,2
"857",6496001,2
"858",2265001,1
"859",6284171,2
"860",5835004,2
"861",1619001,1
"862",6220002,2
"863",102001,1
"864",6392021,3
"865",2031001,1
"866",1746001,1
"867",2084001,1
"868",6025001,1
"869",1123002,1
"870",5694001,2
"871",551001,1
"872",1203171,1
"873",5890001,2
"874",5795001,2
"875",1271001,1
"876",6862172,2
"877",597001,1
"878",5759004,3
"879",5154001,2
"880",5922186,2
"881",1715001,1
"882",5754173,2
"883",5939001,1
"884",6619171,2
"885",6512002,1
"886",274003,2
"887",1428174,1
"888",2910172,2
"889",2825001,2
"890",5635170,2
"891",6260001,2
"892",6677170,2
"893",570173,2
"894",2418001,1
"895",5783004,1
"896",5405003,2
"897",5349002,2
"898",5896002,3
"899",6122002,2
"900",6440021,2
"901",6197001,1
"902",2128004,1
"903",6004003,3
"904",5601001,2
"905",710001,1
"906",2263021,2
"907",5441001,7
"908",5129174,2
"909",6654001,3
"910",6378001,2
"911",6259021,2
"912",6260173,2
"913",5687001,7
"914",5617003,1
"915",6034001,2
"916",1467003,1
"917",5968171,2
"918",68001,1
"919",6134173,2
"920",5759174,3
"921",6427002,1
"922",2146001,1
"923",140170,1
"924",1576001,1
"925",386001,1
"926",6708002,2
"927",2520001,1
"928",5324001,1
"929",5676001,2
"930",1706001,1
"931",870001,3
"932",2913001,1
"933",6436180,2
"934",2120001,1
"935",6822001,2
"936",1492001,1
"937",490001,1
"938",1720001,1
"939",6317001,1
"940",2021001,1
"941",411001,1
"942",6281180,2
"943",1319001,1
"944",1202002,1
"945",5116001,1
"946",2133172,1
"947",5961171,2
"948",1849001,1
"949",296174,2
"950",296021,2
"951",732002,2
"952",290002,1
"953",2813170,1
"954",5863180,2
"955",6367177,2
"956",1850173,1
"957",5387001,2
"958",6177171,2
"959",548179,1
"960",1639001,1
"961",167001,1
"962",2635176,1
"963",2842002,2
"964",6593001,2
"965",2905001,1
"966",2650001,1
"967",2457001,1
"968",1511001,2
"969",805001,1
"970",330001,1
"971",5538173,2
"972",265174,1
"973",6569192,3
"974",6473177,1
"975",822001,1
"976",1006001,1
"977",746001,1
"978",6831001,2
"979",5059001,2
"980",742001,1
"981",5196173,1
"982",2388001,1
"983",2439003,1
"984",1446172,1
"985",5961001,2
"986",1283001,1
"987",5974170,3
"988",6217004,2
"989",5588001,2
"990",5501177,2
"991",120002,1
"992",2096021,1
"993",5045171,2
"994",6223001,2
"995",6533175,1
"996",5104001,1
"997",6114180,2
"998",1840001,1
"999",5073003,2
"1000",6331001,2
"1001",1051175,1
"1002",332001,1
"1003",301174,1
"1004",5053002,2
"1005",5109003,7
"1006",451001,1
"1007",2387001,1
"1008",2823005,3
"1009",1773002,2
"1010",5735176,1
"1011",563176,1
"1012",6166001,2
"1013",6194174,7
"1014",1370001,1
"1015",5677001,2
"1016",5693173,2
"1017",865170,3
"1018",5937170,2
"1019",5018176,2
"1020",5892001,2
"1021",1606001,1
"1022",1448001,1
"1023",5369001,1
"1024",341001,7
"1025",1854003,1
"1026",1373001,1
"1027",204001,1
"1028",5189002,2
"1029",5988002,2
"1030",6190003,2
"1031",5979001,2
"1032",1882001,1
"1033",1191171,1
"1034",105003,2
"1035",2598001,1
"1036",5263001,2
"1037",1638002,1
"1038",2847021,2
"1039",5826001,2
"1040",829001,1
"1041",1053001,1
"1042",6664171,2
"1043",6309001,2
"1044",5471003,2
"1045",847001,1
"1046",2512001,1
"1047",5097177,1
"1048",130001,1
"1049",1848001,1
"1050",6357001,2
"1051",5090001,1
"1052",6082001,1
"1053",2277001,1
"1054",1171021,1
"1055",80001,1
"1056",116001,1
"1057",63175,1
"1058",2796001,2
"1059",2649175,1
"1060",6315002,2
"1061",2361001,1
"1062",5972174,3
"1063",1790002,2
"1064",5604001,2
"1065",6794001,2
"1066",2182001,2
"1067",5743179,1
"1068",5546175,1
"1069",5546021,1
"1070",5866001,2
"1071",6828001,2
"1072",1182001,1
"1073",2323170,1
"1074",6764004,2
"1075",2277179,1
"1076",6498007,2
"1077",1567001,1
"1078",5608003,2
"1079",6796173,2
"1080",1785001,1
"1081",5329001,2
"1082",5845001,1
"1083",475170,1
"1084",1049001,1
"1085",1325001,1
"1086",2147001,1
"1087",5766001,2
"1088",1292001,1
"1089",1152171,1
"1090",2815174,1
"1091",5601002,2
"1092",5543004,1
"1093",1389001,1
"1094",1460002,1
"1095",2723021,2
"1096",6435001,2
"1097",2665003,2
"1098",6492001,2
"1099",5329002,2
"1100",5684172,2
"1101",158001,3
"1102",797001,1
"1103",5490005,2
"1104",5490172,2
"1105",1331171,1
"1106",6015002,1
"1107",1927001,1
"1108",5943003,2
"1109",5246001,1
"1110",5675001,1
"1111",6761001,2
"1112",5856175,2
"1113",2114001,1
"1114",1140002,1
"1115",331171,1
"1116",5677174,2
"1117",6375001,2
"1118",5818174,2
"1119",2826001,1
"1120",5124172,1
"1121",601001,1
"1122",968001,1
"1123",1370003,1
"1124",2181001,2
"1125",1470001,1
"1126",2176006,1
"1127",454001,1
"1128",1069001,1
"1129",420001,1
"1130",1427001,1
"1131",1789001,1
"1132",2838170,1
"1133",1032001,1
"1134",5488001,2
"1135",1714001,1
"1136",2599002,1
"1137",2484001,1
"1138",1464001,1
"1139",6625173,2
"1140",426001,1
"1141",1331002,1
"1142",21002,2
"1143",5617170,1
"1144",5355001,2
"1145",5343175,2
"1146",424001,1
"1147",6520171,2
"1148",6520001,2
"1149",1198001,1
"1150",599170,1
"1151",6784170,1
"1152",1266174,1
"1153",469001,1
"1154",105173,2
"1155",2035020,1
"1156",764001,1
"1157",5238170,1
"1158",6708001,2
"1159",338171,1
"1160",1811001,1
"1161",5077184,1
"1162",240001,1
"1163",6357176,2
"1164",1857001,1
"1165",278002,1
"1166",272001,1
"1167",6033001,2
"1168",6063002,2
"1169",5410001,2
"1170",271001,1
"1171",1457001,1
"1172",6624002,2
"1173",2819001,1
"1174",5324174,1
"1175",2231001,1
"1176",6401176,1
"1177",5726001,2
"1178",5497001,2
"1179",6669001,2
"1180",2211001,1
"1181",1966003,1
"1182",2074001,2
"1183",2364170,1
"1184",5856005,2
"1185",5330170,1
"1186",929002,1
"1187",5411001,2
"1188",572170,1
"1189",2517003,1
"1190",725175,1
"1191",1705001,1
"1192",2090170,1
"1193",667002,1
"1194",680001,1
"1195",6769004,2
"1196",6088172,2
"1197",1152173,1
"1198",193002,2
"1199",2893170,1
"1200",6208003,2
"1201",6650001,2
"1202",1200170,1
"1203",5545170,1
"1204",6015001,1
"1205",841001,1
"1206",5170178,2
"1207",5289001,1
"1208",1316002,1
"1209",504001,1
"1210",2221002,1
"1211",6344001,1
"1212",13175,1
"1213",767002,1
"1214",1473001,1
"1215",6591021,2
"1216",1160001,1
"1217",525001,1
"1218",2301002,1
"1219",6793002,2
"1220",1043170,1
"1221",1233003,1
"1222",2840001,1
"1223",1270170,1
"1224",6440002,2
"1225",6560005,2
"1226",7172,1
"1227",6112001,2
"1228",293001,1
"1229",6511001,1
"1230",5512001,2
"1231",1300001,1
"1232",1136001,1
"1233",2844172,2
"1234",5899171,2
"1235",665002,1
"1236",369001,1
"1237",1158001,1
"1238",6866001,2
"1239",507001,2
"1240",1260172,1
"1241",237001,1
"1242",1709002,1
"1243",6190001,2
"1244",5017001,2
"1245",1806001,1
"1246",2407001,1
"1247",5483001,2
"1248",6000001,2
"1249",2847171,2
"1250",6636001,2
"1251",326001,1
"1252",5340170,1
"1253",6431172,2
"1254",1932171,1
"1255",5663173,2
"1256",6445003,3
"1257",2438001,1
"1258",2850001,1
"1259",1819001,2
"1260",5145001,2
"1261",696001,1
"1262",5050001,2
"1263",1309171,1
"1264",2767001,1
"1265",6044001,1
"1266",2735001,1
"1267",744001,1
"1268",6321001,2
"1269",2277170,1
"1270",2203001,1
"1271",860171,1
"1272",524001,1
"1273",6365170,2
"1274",6405001,2
"1275",688001,1
"1276",1115171,1
"1277",2669004,2
"1278",6074002,1
"1279",1907001,1
"1280",5389003,2
"1281",6443001,2
"1282",6372170,2
"1283",6443004,2
"1284",589002,1
"1285",5578001,1
"1286",696004,1
"1287",2378170,1
"1288",810001,2
"1289",5201001,2
"1290",1269001,1
"1291",1460004,1
"1292",6163001,2
"1293",6133174,2
"1294",5895001,2
"1295",1790003,2
"1296",2015001,1
"1297",1603001,1
"1298",6567001,2
"1299",2669003,2
"1300",107171,1
"1301",5158002,2
"1302",1802001,1
"1303",498001,1
"1304",1152001,1
"1305",5081001,2
"1306",1489002,1
"1307",1864001,1
"1308",872001,1
"1309",5800001,2
"1310",6560004,2
"1311",1166170,1
"1312",6132001,2
"1313",6616173,2
"1314",6420001,2
"1315",59001,2
"1316",6730001,2
"1317",5858171,2
"1318",6737170,2
"1319",1050170,3
"1320",5108001,1
"1321",2277004,1
"1322",6177001,2
"1323",5174171,1
"1324",6203001,2
"1325",5808172,1
"1326",6323001,1
"1327",5130001,3
"1328",6767170,2
"1329",5825021,2
"1330",1966001,1
"1331",2867004,1
"1332",2135001,1
"1333",5501003,2
"1334",5009001,2
"1335",6567005,2
"1336",6627002,2
"1337",2351001,1
"1338",1567170,1
"1339",5202003,1
"1340",399001,3
"1341",2587009,2
"1342",5856004,2
"1343",6505001,2
"1344",6619001,2
"1345",5194173,1
"1346",5526008,2
"1347",5693172,2
"1348",5574002,1
"1349",1555001,1
"1350",1235001,1
"1351",2492001,1
"1352",6596001,2
"1353",509005,2
"1354",897003,1
"1355",1153001,1
"1356",5270001,1
"1357",2316170,2
"1358",5138002,1
"1359",1534001,1
"1360",1204001,1
"1361",2130001,1
"1362",5061172,2
"1363",1382001,1
"1364",1653001,1
"1365",1574170,1
"1366",5324177,1
"1367",6303001,2
"1368",5154002,2
"1369",5152170,2
"1370",600001,1
"1371",5376001,2
"1372",5663170,2
"1373",2749001,1
"1374",5706195,2
"1375",45171,1
"1376",1518001,1
"1377",5192004,2
"1378",413001,1
"1379",477002,1
"1380",1056001,1
"1381",6001003,2
"1382",6661001,2
"1383",6825001,2
"1384",6305171,2
"1385",2189001,2
"1386",1846001,1
"1387",1243001,2
"1388",916001,1
"1389",5292002,2
"1390",336002,1
"1391",803001,1
"1392",2421001,1
"1393",6827001,1
"1394",5090002,1
"1395",5096171,2
"1396",6697001,1
"1397",5148001,2
"1398",6537001,2
"1399",1967171,1
"1400",2758003,1
"1401",2295001,1
"1402",5878170,1
"1403",5548170,2
"1404",5051003,2
"1405",1948172,1
"1406",2695170,1
"1407",1158002,1
"1408",696021,1
"1409",5229172,2
"1410",643002,1
"1411",2340001,1
"1412",6051171,2
"1413",2345003,2
"1414",2864001,1
"1415",2094001,1
"1416",2669170,2
"1417",2918002,1
"1418",683001,1
"1419",888001,1
"1420",364002,1
"1421",2413001,1
"1422",393003,2
"1423",1375001,1
"1424",5697021,2
"1425",103003,1
"1426",6601021,2
"1427",6836003,2
"1428",678001,1
"1429",63171,1
"1430",1212001,1
"1431",1980001,2
"1432",287172,1
"1433",478170,1
"1434",6369001,2
"1435",6773001,2
"1436",768002,1
"1437",5681172,2
"1438",5524002,1
"1439",6359001,2
"1440",1682172,1
"1441",717172,1
"1442",312001,1
"1443",6476170,2
"1444",1526001,1
"1445",2539003,1
"1446",5720002,1
"1447",6670002,2
"1448",2301170,1
"1449",2560001,1
"1450",5246002,1
"1451",6140170,2
"1452",6155002,2
"1453",33003,1
"1454",5441171,7
"1455",6868171,2
"1456",265001,1
"1457",1489001,1
"1458",1058002,1
"1459",5344001,2
"1460",6396001,2
"1461",1033001,2
"1462",5451001,2
"1463",5109005,7
"1464",5115170,1
"1465",380001,2
"1466",381001,2
"1467",103001,1
"1468",5670001,1
"1469",1786171,1
"1470",6093003,2
"1471",1715002,1
"1472",6160001,1
"1473",2115002,1
"1474",6610171,2
"1475",2617001,1
"1476",5867170,1
"1477",866001,3
"1478",5723001,2
"1479",1800001,1
"1480",5062002,2
"1481",6284007,2
"1482",1845001,1
"1483",2595003,1
"1484",5812182,2
"1485",6548001,2
"1486",2701173,2
"1487",1560001,1
"1488",1662001,7
"1489",2369001,1
"1490",1790001,2
"1491",6461001,2
"1492",2763001,2
"1493",1070001,2
"1494",6769003,2
"1495",5845002,1
"1496",2219174,2
"1497",2666001,1
"1498",5128172,2
"1499",5726003,2
"1500",634001,1
"1501",5103001,1
"1502",6074001,1
"1503",2758001,1
"1504",821001,1
"1505",5835001,2
"1506",2061004,2
"1507",5167001,2
"1508",2426001,1
"1509",5080001,1
"1510",6139001,2
"1511",6743001,2
"1512",2149001,1
"1513",5311001,1
"1514",6510001,2
"1515",1179171,1
"1516",6110173,2
"1517",1531001,1
"1518",5014170,2
"1519",1320002,1
"1520",6566001,2
"1521",196001,1
"1522",2296001,1
"1523",6585001,1
"1524",6869001,2
"1525",6569003,3
"1526",633170,1
