KIDS,KID97,ER30000,ER30001,ER30002,ER33401,ER33402,ER33403,DEMREL97,PCG,PCGCHREL97,Q1PCRAW,BPI_E97,BPI_N97,BPI_T97,POSBEH97,Q1PCSS,Q1PCPR,Q1PCW
1,1.2,2,4,37,4773,3,30,6,1,4,99,3,3,6,4.5,0,0,0
1,1.2,2,4,38,5491,2,30,6,1,4,99,4,2,6,4.5999999,0,0,0
1,1.2,2,4,39,3854,4,60,6,1,4,31,15,10,24,3.5999999,93,33,521
1,1.2,2,4,41,4246,2,30,6,1,4,30,14,2,15,2.5599999,89,23,518
1,1.2,2,4,42,4246,3,30,6,1,4,30,99,99,99,0,89,23,518
1,1.2,2,4,43,5490,3,30,6,1,4,35,99,99,99,0,110,74,533
1,1.2,2,4,180,4773,2,30,6,1,4,99,0,3,3,4.6999998,0,0,0
1,1.2,2,4,187,3853,3,30,6,1,4,28,0,0,0,4.4000001,87,19,512
1,1.2,2,5,32,368,4,30,6,1,4,32,4,4,8,4.6999998,92,30,524
1,1.2,2,5,33,3633,5,30,6,1,4,31,99,99,99,0,90,25,521
1,1.2,2,6,34,6048,5,30,6,1,4,34,0,0,0,4.6999998,100,50,530
1,1.2,2,7,39,1111,5,30,6,1,4,23,5,4,9,4.4000001,75,5,497
1,1.2,2,7,40,1111,6,30,6,1,4,23,10,5,15,3.5999999,75,5,497
1,1.2,2,7,41,1114,4,60,6,1,4,26,6,4,10,3.7,78,7,506
1,1.2,2,7,44,1114,6,60,6,1,4,26,2,2,4,4.9000001,78,7,506
1,1.2,2,7,45,1910,5,60,6,1,4,24,5,0,5,4.8000002,73,4,500
1,1.2,2,7,46,5107,2,30,6,1,4,24,99,0,99,4.6999998,73,4,500
1,1.2,2,7,47,5107,4,30,6,1,4,24,99,99,99,0,73,4,500
1,1.2,2,10,33,6041,2,30,6,1,4,32,6,6,11,4.3000002,92,30,524
1,1.2,2,10,34,1336,4,30,6,1,4,26,2,0,2,4.6999998,77,6,506
1,1.2,2,10,35,1336,5,30,6,1,4,26,1,0,1,4.5999999,77,6,506
1,1.2,2,14,30,1179,3,30,6,1,4,31,3,1,4,4.4000001,89,23,521
1,1.2,2,14,31,1179,4,30,6,1,4,31,8,2,10,4.3000002,89,23,521
1,1.2,2,14,32,681,3,30,6,1,4,37,2,0,2,4.5999999,115,84,540
1,1.2,2,14,33,681,4,30,6,1,4,37,99,99,99,0,115,84,540
1,1.2,2,16,33,1721,3,30,6,1,4,99,99,99,99,9,0,0,0
1,1.2,2,18,38,690,3,30,6,1,4,34,5,5,10,4.0999999,100,50,530
1,1.2,2,18,39,687,3,30,6,1,4,35,99,99,99,0,101,54,533
1,1.2,2,18,40,687,4,30,6,1,4,35,99,99,99,0,101,54,533
1,1.2,2,18,41,4261,4,30,6,1,4,36,99,99,99,0,109,72,536
1,1.2,2,18,187,1487,4,38,6,1,4,34,3,6,9,4.6999998,103,57,530
1,1.2,2,18,189,1487,6,38,6,1,4,34,99,99,99,0,103,57,530
1,1.2,2,18,191,5256,3,83,6,1,4,28,6,2,8,4.5,84,15,512
1,1.2,2,18,192,5256,4,83,6,1,4,28,4,2,6,4.8000002,84,15,512
1,1.2,2,22,30,3651,3,30,6,1,4,31,10,2,12,4,93,32,521
1,1.2,2,22,31,3649,2,30,6,1,4,99,2,1,3,5,0,0,0
1,1.2,2,22,176,5098,3,30,6,1,4,36,5,1,6,4.1999998,107,69,536
1,1.2,2,39,31,1293,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,40,35,3434,3,30,6,2,4,27,9,6,14,3.7,81,10,509
1,1.2,2,40,38,5300,4,33,6,1,4,31,8,8,16,4.1999998,91,26,521
1,1.2,2,40,39,5300,5,30,6,1,4,31,99,99,99,0,91,26,521
1,1.2,2,45,32,150,3,60,6,1,4,28,3,0,3,4.5999999,87,20,512
1,1.2,2,45,33,4731,3,97,6,3,4,38,2,0,2,4,120,90,543
1,1.2,2,45,34,151,2,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,47,34,367,3,30,6,1,4,99,4,3,7,4.0999999,0,0,0
1,1.2,2,47,35,4601,3,30,6,1,4,99,8,3,11,4.1999998,0,0,0
1,1.2,2,47,36,367,4,30,6,1,4,99,3,0,3,4.5999999,0,0,0
1,1.2,2,47,37,2732,3,30,6,1,4,33,5,4,8,4.0999999,94,34,526
1,1.2,2,47,38,2732,4,30,6,1,4,33,13,1,13,3.8,94,34,526
1,1.2,2,47,39,4601,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,47,40,5905,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,50,32,1273,3,30,6,1,4,31,7,2,8,4.5999999,92,29,521
1,1.2,2,50,33,1273,4,30,6,1,4,31,9,3,11,4.5999999,92,29,521
1,1.2,2,50,34,475,3,30,6,1,4,35,3,0,3,4.3000002,101,54,533
1,1.2,2,50,35,475,4,30,6,1,4,35,99,99,99,0,101,54,533
1,1.2,2,51,31,228,3,30,6,1,4,34,6,0,6,4.1999998,97,43,530
1,1.2,2,51,32,228,4,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,53,35,2696,2,30,6,1,4,28,3,3,6,4.4000001,84,15,512
1,1.2,2,53,36,3378,4,30,6,1,4,28,6,5,11,4.3000002,84,15,512
1,1.2,2,53,38,5033,3,30,6,1,4,33,8,0,8,4.8000002,93,32,526
1,1.2,2,53,40,5033,4,30,6,1,4,33,6,0,6,4.6999998,93,32,526
1,1.2,2,53,41,3530,5,30,6,1,4,34,4,1,5,4,99,48,530
1,1.2,2,53,42,5034,4,30,6,1,4,30,6,2,8,4.5999999,86,18,518
1,1.2,2,53,205,4739,5,30,6,1,4,34,99,99,99,0,100,50,530
1,1.2,2,60,36,457,3,30,6,1,4,35,7,10,17,4,100,50,533
1,1.2,2,60,37,457,4,30,6,1,4,35,99,99,99,0,100,50,533
1,1.2,2,61,32,5104,3,30,6,1,4,38,6,0,6,4.5,119,90,543
1,1.2,2,61,34,5104,5,30,6,1,4,38,6,0,6,4.4000001,119,90,543
1,1.2,2,61,35,1460,3,30,6,1,4,36,99,99,99,0,105,62,536
1,1.2,2,68,30,2817,3,30,6,1,4,30,5,1,6,4.5,87,19,518
1,1.2,2,79,32,3189,4,30,6,1,4,34,3,1,4,4.8000002,100,50,530
1,1.2,2,84,33,1359,2,30,6,2,4,33,5,1,6,3.9000001,105,64,526
1,1.2,2,84,34,1837,3,35,6,1,4,32,12,7,18,3.2,92,30,524
1,1.2,2,84,35,1837,4,35,6,1,4,32,9,2,11,3.7,92,30,524
1,1.2,2,88,35,3876,3,30,6,1,4,28,4,0,4,4.5999999,82,11,512
1,1.2,2,88,36,3876,4,30,6,1,4,28,1,0,1,5,82,11,512
1,1.2,2,89,34,3906,3,30,6,1,4,34,9,5,13,3.2,101,54,530
1,1.2,2,89,35,5546,3,30,6,1,4,32,99,99,99,0,100,50,524
1,1.2,2,90,30,1174,3,30,6,1,4,26,2,0,2,4.9000001,77,6,506
1,1.2,2,90,31,674,3,30,6,1,4,32,5,1,6,3.9000001,93,33,524
1,1.2,2,90,32,674,4,30,6,1,4,32,99,99,99,0,93,33,524
1,1.2,2,91,31,3348,3,30,6,1,4,99,5,0,5,3.4000001,0,0,0
1,1.2,2,91,32,3348,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,96,31,1503,4,30,6,1,4,32,4,3,7,4.1999998,94,35,524
1,1.2,2,96,32,1503,5,30,6,1,4,32,3,0,3,4.1999998,94,35,524
1,1.2,2,96,33,4750,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,99,32,21,3,30,6,1,4,33,14,7,20,3.8,96,39,526
1,1.2,2,99,33,21,4,30,6,1,4,33,99,99,99,0,96,39,526
1,1.2,2,105,35,956,2,30,6,1,4,23,9,5,14,4.1999998,74,4,497
1,1.2,2,106,31,4006,2,30,6,1,4,26,9,2,11,4,77,6,506
1,1.2,2,106,32,4006,3,30,6,1,4,26,10,2,12,4.1999998,77,6,506
1,1.2,2,114,33,2925,4,30,6,1,4,38,14,6,19,2.7,118,89,543
1,1.2,2,114,34,97,4,30,6,1,4,34,3,0,3,4.5,100,50,530
1,1.2,2,117,31,2642,3,30,6,1,4,99,0,2,2,4.5999999,0,0,0
1,1.2,2,117,32,2642,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,121,30,3368,3,30,6,1,4,39,3,6,8,4.0999999,124,94,547
1,1.2,2,121,32,1962,3,30,6,1,4,35,13,10,22,2.9000001,104,62,533
1,1.2,2,121,33,1962,4,30,6,1,4,35,8,2,10,4.1999998,104,62,533
1,1.2,2,121,36,3368,5,30,6,1,4,39,8,9,16,3.5,124,94,547
1,1.2,2,121,37,2121,3,30,6,1,4,36,10,4,13,4.4000001,106,65,536
1,1.2,2,122,34,2262,3,30,6,1,4,99,9,4,12,4.1999998,0,0,0
1,1.2,2,122,36,1504,4,30,6,1,4,35,1,0,1,4.9000001,99,48,533
1,1.2,2,122,37,1933,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,122,174,1504,3,30,6,1,4,35,0,1,1,4.6999998,99,48,533
1,1.2,2,126,30,2008,3,30,6,1,4,99,2,2,4,4,0,0,0
1,1.2,2,128,30,1466,3,30,6,1,4,99,99,1,99,4.5999999,0,0,0
1,1.2,2,128,31,1466,4,30,6,1,4,99,99,2,99,4,0,0,0
1,1.2,2,129,40,4847,3,30,6,1,4,31,2,0,2,4.3000002,91,28,521
1,1.2,2,129,41,3635,4,30,6,1,4,28,5,0,5,4.4000001,83,13,512
1,1.2,2,129,197,3635,3,30,6,1,4,28,1,0,1,4.8000002,83,13,512
1,1.2,2,134,30,6097,4,30,6,1,4,32,99,99,99,0,92,30,524
1,1.2,2,134,31,6097,5,30,6,1,4,32,99,99,99,0,92,30,524
1,1.2,2,138,32,4499,2,30,6,1,4,29,13,7,19,4.1999998,85,16,515
1,1.2,2,138,33,4499,3,30,6,1,4,29,7,1,8,3.8,85,16,515
1,1.2,2,145,30,2344,3,30,6,1,4,36,6,2,8,4.6999998,103,58,536
1,1.2,2,145,31,2344,4,30,6,1,4,36,3,1,4,4.4000001,103,58,536
1,1.2,2,151,37,4307,5,30,6,1,4,99,7,3,10,3.9000001,0,0,0
1,1.2,2,151,38,4307,6,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,165,32,3345,4,30,6,1,4,33,0,0,0,5,99,46,526
1,1.2,2,166,33,3195,5,30,6,1,4,38,9,9,18,3.5,120,90,543
1,1.2,2,172,36,3994,2,30,6,1,4,32,99,99,99,0,97,41,524
1,1.2,2,172,179,3992,4,30,6,1,4,33,1,0,1,3.8,95,37,526
1,1.2,2,172,180,3992,5,30,6,1,4,33,4,0,4,3.7,95,37,526
1,1.2,2,173,35,632,4,30,6,1,4,29,5,3,8,3.9000001,89,23,515
1,1.2,2,173,36,3594,4,30,6,1,4,35,4,6,10,4.1999998,104,62,533
1,1.2,2,173,37,632,5,30,6,1,4,29,2,1,3,4.9000001,90,24,515
1,1.2,2,173,38,389,5,30,6,1,4,33,1,1,2,3.8,97,42,526
1,1.2,2,173,39,3594,5,30,6,1,4,35,9,0,9,4.5,104,62,533
1,1.2,2,173,40,389,7,30,6,1,4,33,99,99,99,0,97,42,526
1,1.2,2,174,33,5242,3,30,6,1,4,38,5,5,10,3.3,119,90,543
1,1.2,2,174,34,5267,3,35,6,1,4,99,7,2,8,3.8,0,0,0
1,1.2,2,174,36,5242,5,30,6,1,4,38,99,0,99,4.3000002,119,90,543
1,1.2,2,174,37,2208,3,30,6,1,4,26,0,0,0,4.8000002,82,12,506
1,1.2,2,174,40,2208,4,30,6,1,4,26,99,99,99,0,82,12,506
1,1.2,2,178,33,3648,3,30,6,1,4,40,3,5,8,4.6999998,128,97,551
1,1.2,2,178,34,3648,4,30,6,1,4,40,4,1,5,4.3000002,128,97,551
1,1.2,2,180,30,5413,2,30,6,1,4,99,6,1,7,4,0,0,0
1,1.2,2,180,32,5413,4,30,6,1,4,99,0,3,3,4.5999999,0,0,0
1,1.2,2,181,31,98,3,30,6,1,4,38,4,3,7,4.1999998,118,88,543
1,1.2,2,181,32,98,4,30,6,1,4,38,2,2,4,4.0999999,118,88,543
1,1.2,2,189,31,4894,3,30,6,1,4,38,99,99,99,0,114,82,543
1,1.2,2,190,33,1644,3,30,6,1,4,99,1,0,1,4.8000002,0,0,0
1,1.2,2,195,30,1778,3,33,6,1,4,35,0,3,3,4.9000001,99,48,533
1,1.2,2,195,31,1778,4,33,6,1,4,35,6,1,7,4.1999998,99,48,533
1,1.2,2,200,34,2857,3,30,6,2,4,24,1,1,2,4,77,6,500
1,1.2,2,200,35,2664,3,30,6,1,4,32,2,1,3,4,97,43,524
1,1.2,2,203,31,1158,3,30,6,1,4,35,1,0,1,4.6999998,103,58,533
1,1.2,2,203,33,1158,5,30,6,1,4,35,99,99,99,0,103,58,533
1,1.2,2,209,30,2507,2,30,6,1,4,99,99,11,99,4,0,0,0
1,1.2,2,217,32,4021,4,30,6,1,4,30,1,0,1,4.8000002,91,28,518
1,1.2,2,220,30,745,3,30,6,1,4,37,4,0,4,4.0999999,111,76,540
1,1.2,2,221,32,4720,3,30,6,1,4,35,8,4,12,4.3000002,104,62,533
1,1.2,2,228,31,1570,4,30,6,1,4,99,2,0,2,4.6999998,0,0,0
1,1.2,2,228,32,2116,3,30,6,1,4,99,0,0,0,3.8,0,0,0
1,1.2,2,236,32,3183,3,30,6,1,4,34,99,99,99,0,97,41,530
1,1.2,2,245,34,308,5,30,6,1,4,29,4,1,5,4.5,92,29,515
1,1.2,2,246,31,266,4,30,6,1,4,99,6,4,10,3.7,0,0,0
1,1.2,2,250,31,833,3,30,6,2,4,29,3,3,6,4.6999998,88,22,515
1,1.2,2,250,32,104,2,30,6,1,4,22,6,1,6,4.3000002,66,1,494
1,1.2,2,257,37,4453,2,30,6,1,4,29,9,7,15,3.7,84,14,515
1,1.2,2,257,39,4453,4,30,6,1,4,29,14,1,15,3.5999999,84,14,515
1,1.2,2,257,40,3271,3,30,6,1,4,99,5,0,5,4.1999998,0,0,0
1,1.2,2,263,38,1597,3,30,6,1,4,35,8,2,9,3.9000001,100,50,533
1,1.2,2,266,31,2858,3,30,6,1,4,99,8,3,11,3.9000001,0,0,0
1,1.2,2,266,33,2858,4,30,6,1,4,99,6,5,11,4.6999998,0,0,0
1,1.2,2,266,35,3748,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,277,33,5755,3,30,6,1,4,27,6,3,9,4.0999999,81,10,509
1,1.2,2,280,32,3095,3,30,6,1,4,29,10,10,19,4.1999998,86,18,515
1,1.2,2,280,33,3095,4,30,6,1,4,29,14,10,23,3.2,86,18,515
1,1.2,2,284,30,4264,3,30,6,1,4,34,10,2,12,3.5999999,97,43,530
1,1.2,2,284,31,4264,4,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,297,48,3068,4,30,6,1,4,27,10,7,17,4.8000002,84,15,509
1,1.2,2,302,36,3711,3,30,6,1,4,34,4,2,6,4.1999998,100,50,530
1,1.2,2,302,37,3711,4,30,6,1,4,34,0,0,0,4.1999998,100,50,530
1,1.2,2,308,37,1115,4,30,6,1,4,35,4,2,6,4.1999998,107,68,533
1,1.2,2,311,32,1362,3,30,6,1,4,34,1,0,1,4.5,99,48,530
1,1.2,2,311,33,1362,4,30,6,1,4,34,99,99,99,0,99,48,530
1,1.2,2,315,30,3267,3,30,6,1,4,28,3,3,6,4.3000002,84,15,512
1,1.2,2,319,31,468,3,30,6,1,4,34,12,8,19,3.7,104,61,530
1,1.2,2,319,32,2930,3,30,6,1,4,39,8,3,11,4.4000001,120,91,547
1,1.2,2,321,32,1802,4,30,6,1,4,37,11,2,13,3.9000001,114,83,540
1,1.2,2,321,176,3180,5,30,6,1,4,99,5,2,7,4.0999999,0,0,0
1,1.2,2,321,177,3180,6,30,6,1,4,99,10,9,18,3.5,0,0,0
1,1.2,2,323,32,1046,3,30,6,1,4,38,4,3,7,4.3000002,118,89,543
1,1.2,2,323,33,1046,4,30,6,1,4,38,2,2,4,4.8000002,118,89,543
1,1.2,2,323,34,1863,3,30,6,1,4,41,99,99,99,0,137,99,557
1,1.2,2,327,33,918,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,340,31,6300,3,30,6,1,4,99,1,0,1,5,0,0,0
1,1.2,2,340,34,6300,5,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,343,32,1932,3,30,6,1,4,31,0,0,0,4.8000002,90,25,521
1,1.2,2,343,33,1932,4,30,6,1,4,31,99,99,99,0,90,25,521
1,1.2,2,344,31,2636,3,30,6,1,4,99,7,1,8,4.0999999,0,0,0
1,1.2,2,344,32,2636,4,30,6,1,4,99,10,0,10,3.5999999,0,0,0
1,1.2,2,344,33,1537,3,30,6,1,4,35,8,0,8,3.7,100,50,533
1,1.2,2,344,34,1537,4,30,6,1,4,35,99,5,99,3.9000001,100,50,533
1,1.2,2,344,186,2317,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,350,30,2084,3,30,6,1,4,33,4,3,7,3.9000001,94,34,526
1,1.2,2,350,31,2084,4,30,6,1,4,33,99,99,99,0,94,34,526
1,1.2,2,351,37,2631,4,30,6,1,4,29,14,12,25,2.9000001,87,19,515
1,1.2,2,351,38,2315,4,30,6,1,4,29,8,4,12,4.4000001,88,22,515
1,1.2,2,351,39,2632,3,30,6,1,4,32,11,4,15,4.1999998,91,28,524
1,1.2,2,354,31,3942,3,30,6,1,4,35,6,2,7,4.5,104,62,533
1,1.2,2,355,31,4783,4,35,6,1,4,36,8,3,11,4,108,71,536
1,1.2,2,355,32,2885,3,30,6,1,4,38,8,4,12,3.5,119,90,543
1,1.2,2,355,33,2885,4,30,6,1,4,38,7,7,14,3.9000001,119,90,543
1,1.2,2,356,31,3773,3,30,6,1,4,27,99,99,99,0,78,8,509
1,1.2,2,356,32,4709,4,30,6,1,4,28,99,99,99,0,83,13,512
1,1.2,2,361,176,3074,3,30,6,1,4,30,14,7,20,3.5,89,24,518
1,1.2,2,368,32,5402,3,30,6,1,4,38,2,1,3,5,118,88,543
1,1.2,2,374,30,547,3,30,6,1,4,34,99,99,99,0,100,50,530
1,1.2,2,375,30,3297,3,30,6,1,4,34,99,6,99,3.5,99,48,530
1,1.2,2,375,31,3297,4,30,6,1,4,34,99,99,99,0,99,48,530
1,1.2,2,377,30,3026,3,30,6,1,4,36,99,99,99,0,105,62,536
1,1.2,2,377,31,3026,4,30,6,1,4,36,99,99,99,0,105,62,536
1,1.2,2,391,31,3357,4,30,6,1,4,34,7,1,8,4.4000001,101,54,530
1,1.2,2,391,32,5024,3,30,6,2,4,99,5,2,7,4.5,0,0,0
1,1.2,2,404,33,1973,3,30,6,1,4,21,13,7,20,4.5999999,64,1,491
1,1.2,2,404,35,1973,5,30,6,1,4,21,99,99,99,0,64,1,491
1,1.2,2,409,33,1216,3,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,409,177,2263,5,30,6,1,4,99,1,0,1,5,0,0,0
1,1.2,2,414,38,2771,4,30,6,1,4,42,1,5,6,4,150,99,565
1,1.2,2,414,39,5777,5,30,6,1,4,99,5,2,7,3.8,0,0,0
1,1.2,2,419,33,399,3,30,6,1,4,27,3,3,6,4.8000002,84,14,509
1,1.2,2,419,34,45,3,30,6,1,4,20,8,11,19,3.8,62,1,488
1,1.2,2,419,35,45,2,30,6,1,4,20,6,2,7,4.9000001,62,1,488
1,1.2,2,419,36,40,2,30,6,1,4,25,99,3,99,4.0999999,75,5,503
1,1.2,2,419,37,40,3,30,6,1,4,25,99,99,99,0,75,5,503
1,1.2,2,428,30,1042,3,30,6,1,4,33,5,2,7,4.3000002,97,42,526
1,1.2,2,428,32,1042,5,30,6,1,4,33,99,1,99,4.0999999,97,42,526
1,1.2,2,432,32,756,4,60,6,1,4,31,10,1,11,4.3000002,93,32,521
1,1.2,2,433,31,2967,3,33,6,1,4,33,0,3,3,4.5999999,95,37,526
1,1.2,2,433,34,2967,5,30,6,1,4,33,5,1,6,4.4000001,95,37,526
1,1.2,2,433,37,5511,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,433,38,1576,4,30,6,1,4,31,99,99,99,0,89,23,521
1,1.2,2,433,40,1576,5,30,6,1,4,31,99,99,99,0,89,23,521
1,1.2,2,452,37,2038,4,30,6,1,4,31,4,0,4,4.5,90,25,521
1,1.2,2,452,38,2252,2,30,6,1,4,34,99,99,99,9,98,45,530
1,1.2,2,452,178,2038,3,30,6,1,4,31,2,0,2,4.6999998,90,25,521
1,1.2,2,452,187,5938,3,30,6,1,4,33,99,99,99,0,96,39,526
1,1.2,2,455,32,2440,3,30,6,1,4,99,4,5,8,4.5999999,0,0,0
1,1.2,2,455,33,2440,4,30,6,1,4,99,0,1,1,4.8000002,0,0,0
1,1.2,2,455,34,2762,3,30,6,1,4,99,9,5,14,3.3,0,0,0
1,1.2,2,459,31,4277,3,30,6,1,4,34,7,1,8,4.4000001,100,50,530
1,1.2,2,465,33,3972,2,30,6,1,4,99,8,2,9,3.9000001,0,0,0
1,1.2,2,465,34,3972,3,30,6,1,4,99,1,1,2,4.4000001,0,0,0
1,1.2,2,473,35,5447,4,30,6,1,4,27,6,4,10,4.3000002,79,8,509
1,1.2,2,473,36,6100,3,30,6,1,4,35,99,99,99,0,100,50,533
1,1.2,2,478,38,4476,2,30,6,1,4,37,2,2,4,4.0999999,111,76,540
1,1.2,2,478,39,4476,3,30,6,1,4,37,7,4,11,3,111,76,540
1,1.2,2,478,40,5258,3,30,6,1,4,32,99,99,99,0,98,45,524
1,1.2,2,479,30,5094,3,30,6,1,4,31,3,1,4,4.5,91,27,521
1,1.2,2,479,31,5094,4,30,6,1,4,31,99,99,99,0,91,27,521
1,1.2,2,486,30,5143,3,30,6,1,4,31,11,3,14,4.1999998,89,23,521
1,1.2,2,486,31,3569,3,30,6,1,4,38,99,99,99,0,118,88,543
1,1.2,2,487,35,1117,4,30,6,1,4,36,3,2,5,4.5,107,69,536
1,1.2,2,487,36,1463,4,30,6,1,4,28,99,99,99,0,83,13,512
1,1.2,2,487,176,1463,3,30,6,1,4,28,7,2,9,3.9000001,83,13,512
1,1.2,2,490,32,3390,4,30,6,1,4,37,99,99,99,0,111,76,540
1,1.2,2,495,34,5197,2,30,6,2,4,36,6,1,7,3.7,106,65,536
1,1.2,2,495,35,1549,2,30,6,1,4,34,13,3,15,4.3000002,101,54,530
1,1.2,2,495,36,1788,3,30,6,1,4,39,99,99,99,0,122,93,547
1,1.2,2,495,174,5553,3,33,6,1,4,32,99,99,99,0,97,41,524
1,1.2,2,496,31,5705,6,60,6,1,4,29,99,99,99,0,91,26,515
1,1.2,2,496,32,6180,4,30,6,1,4,33,99,99,99,0,97,41,526
1,1.2,2,496,183,5052,3,30,6,1,4,31,13,3,15,4.0999999,89,23,521
1,1.2,2,496,184,5052,4,30,6,1,4,31,3,0,3,4.5,89,23,521
1,1.2,2,503,173,1395,3,83,6,1,4,99,6,2,8,4.3000002,0,0,0
1,1.2,2,508,31,3460,3,30,6,1,4,38,1,5,6,4.4000001,114,82,543
1,1.2,2,508,32,3460,4,30,6,1,4,38,13,3,15,2.4000001,114,82,543
1,1.2,2,508,33,2906,3,30,6,1,4,99,2,0,2,4.5999999,0,0,0
1,1.2,2,510,31,3406,3,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,512,31,5117,4,30,6,1,4,37,9,9,17,3.4000001,115,85,540
1,1.2,2,517,30,2968,3,30,6,1,4,99,10,99,99,4.4000001,0,0,0
1,1.2,2,517,31,2968,4,30,6,1,4,99,0,3,3,4.8000002,0,0,0
1,1.2,2,517,32,2966,4,60,6,1,4,28,7,1,8,4.3000002,81,10,512
1,1.2,2,517,33,5067,3,30,6,1,4,35,4,2,6,4.5,100,50,533
1,1.2,2,517,34,5067,4,30,6,1,4,35,2,0,2,4.6999998,100,50,533
1,1.2,2,534,32,5115,3,30,6,1,4,36,99,99,99,0,105,62,536
1,1.2,2,544,32,3288,4,30,6,1,4,99,10,1,11,4.4000001,0,0,0
1,1.2,2,548,35,4652,5,30,6,1,4,99,15,13,27,1.13,0,0,0
1,1.2,2,548,36,4471,4,30,6,1,4,33,7,4,11,3.9000001,96,39,526
1,1.2,2,548,37,4288,3,30,6,1,4,35,10,5,14,4.1999998,100,50,533
1,1.2,2,548,38,4288,4,30,6,1,4,35,99,99,99,0,100,50,533
1,1.2,2,548,39,2663,5,30,6,1,4,32,99,99,99,0,92,30,524
1,1.2,2,548,40,2663,6,30,6,1,4,32,99,99,99,0,92,30,524
1,1.2,2,548,189,5332,3,30,6,1,4,29,99,99,99,0,87,19,515
1,1.2,2,556,36,4867,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,556,37,5246,3,30,6,1,4,38,99,99,99,0,120,90,543
1,1.2,2,557,176,306,3,30,6,1,4,99,4,1,5,4.5,0,0,0
1,1.2,2,557,177,306,4,30,6,1,4,99,3,2,5,4.4000001,0,0,0
1,1.2,2,563,43,1461,3,30,6,1,4,33,1,3,4,4.4000001,93,32,526
1,1.2,2,563,44,5445,5,70,6,1,4,19,3,2,5,4.4000001,61,0,485
1,1.2,2,563,45,1461,4,30,6,1,4,33,4,3,7,4.4000001,93,32,526
1,1.2,2,563,46,5445,6,70,6,1,4,19,99,99,99,0,61,0,485
1,1.2,2,563,47,5627,3,30,6,1,4,35,99,99,99,0,114,83,533
1,1.2,2,564,34,3440,3,60,6,1,4,99,10,1,11,4.3000002,0,0,0
1,1.2,2,565,31,5739,2,30,6,1,4,38,7,7,13,3.5999999,114,82,543
1,1.2,2,565,32,3636,3,30,6,1,4,99,10,8,17,3.3,0,0,0
1,1.2,2,565,33,5739,3,30,6,1,4,38,4,0,4,4.5999999,114,82,543
1,1.2,2,565,34,3636,4,30,6,1,4,99,9,4,12,3.8,0,0,0
1,1.2,2,567,177,1289,4,60,6,1,4,32,99,99,99,0,100,50,524
1,1.2,2,569,31,3964,3,30,6,1,4,21,10,1,10,4.1999998,70,2,491
1,1.2,2,569,32,3964,4,30,6,1,4,21,0,0,0,5,70,2,491
1,1.2,2,570,35,1975,4,30,6,1,4,24,5,5,9,4.8000002,77,6,500
1,1.2,2,570,36,1975,5,30,6,1,4,24,8,3,11,4.4000001,77,6,500
1,1.2,2,573,33,2048,3,30,6,1,4,36,3,8,10,4.1999998,107,69,536
1,1.2,2,573,35,2048,4,30,6,1,4,36,10,4,14,4,107,69,536
1,1.2,2,577,32,3131,4,30,6,1,4,32,4,3,7,3.9000001,93,33,524
1,1.2,2,581,172,1303,3,30,6,1,4,24,3,2,5,4.1999998,74,4,500
1,1.2,2,581,173,1303,4,30,6,1,4,24,2,0,2,3.9000001,74,4,500
1,1.2,2,582,32,2715,3,30,6,1,4,43,5,3,7,4.1999998,160,99,573
1,1.2,2,582,33,2715,4,30,6,1,4,43,2,0,2,4.6999998,160,99,573
1,1.2,2,582,34,4235,3,30,6,1,4,33,4,5,8,3,97,42,526
1,1.2,2,593,30,1614,3,30,6,1,4,40,4,3,7,4.5999999,128,97,551
1,1.2,2,593,31,1104,3,30,6,1,4,38,2,2,4,4.6999998,118,88,543
1,1.2,2,593,33,1614,5,30,6,1,4,40,99,99,99,0,128,97,551
1,1.2,2,597,35,567,4,30,6,1,4,30,4,0,4,4.6999998,89,24,518
1,1.2,2,597,36,567,5,30,6,1,4,30,1,0,1,4.6999998,89,24,518
1,1.2,2,597,37,2449,4,30,6,1,4,28,99,99,99,0,86,18,512
1,1.2,2,602,34,336,3,60,6,1,4,34,2,1,3,4.4000001,104,60,530
1,1.2,2,602,35,337,3,30,6,1,4,29,99,99,99,0,84,15,515
