KIDS,KID97,ER30000,ER30001,ER30002,ER33401,ER33402,ER33403,DEMREL97,PCG,PCGCHREL97,Q1PCRAW,BPI_E97,BPI_N97,BPI_T97,POSBEH97,Q1PCSS,Q1PCPR,Q1PCW
1,1.2,2,1485,33,2110,3,30,6,1,4,29,2,2,4,4,84,15,515
1,1.2,2,1485,34,2110,4,30,6,1,4,29,1,1,2,4.1999998,84,15,515
1,1.2,2,1494,31,3031,4,30,6,1,4,25,7,3,10,4.6999998,77,6,503
1,1.2,2,1494,32,3031,3,30,6,1,4,25,7,6,12,4.3000002,77,6,503
1,1.2,2,1498,32,747,3,30,6,1,4,31,6,2,8,4.0999999,89,23,521
1,1.2,2,1498,34,2814,4,30,6,1,4,35,12,1,13,3.7,101,54,533
1,1.2,2,1498,35,2244,3,30,6,1,4,25,7,1,8,4.0999999,74,4,503
1,1.2,2,1498,37,2244,4,30,6,1,4,25,99,99,99,0,74,4,503
1,1.2,2,1498,178,2814,3,33,6,1,4,35,11,2,13,4,101,54,533
1,1.2,2,1503,170,6236,2,30,6,2,4,32,8,7,14,3.4000001,94,35,524
1,1.2,2,1505,30,4716,4,30,6,1,4,34,1,2,2,4.6999998,101,54,530
1,1.2,2,1516,30,531,3,30,6,1,4,35,10,4,13,4.1999998,99,48,533
1,1.2,2,1516,31,1970,3,30,6,1,4,36,2,0,2,4.8000002,105,62,536
1,1.2,2,1516,33,1970,4,30,6,1,4,36,99,99,99,0,105,62,536
1,1.2,2,1516,172,531,2,30,6,1,4,35,7,7,14,3.7,99,48,533
1,1.2,2,1522,35,2030,4,30,6,1,4,37,0,1,1,4.5,115,85,540
1,1.2,2,1522,36,5217,4,30,6,1,4,38,5,2,7,4.1999998,119,90,543
1,1.2,2,1522,37,5077,3,30,6,1,4,33,5,3,8,4.5,99,48,526
1,1.2,2,1522,38,1928,4,30,6,1,4,32,0,0,0,4.5999999,93,33,524
1,1.2,2,1522,40,5217,5,30,6,1,4,38,11,3,13,4.4000001,119,90,543
1,1.2,2,1522,41,1928,5,30,6,1,4,32,0,0,0,4.5999999,93,33,524
1,1.2,2,1522,42,2233,4,30,6,1,4,39,6,1,7,3.7,124,94,547
1,1.2,2,1522,43,2233,5,30,6,1,4,39,8,2,10,4.0999999,124,94,547
1,1.2,2,1523,31,1527,4,33,6,1,4,99,0,0,0,5,0,0,0
1,1.2,2,1533,32,1465,3,30,6,1,4,99,5,2,7,4,0,0,0
1,1.2,2,1533,33,4929,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1533,34,4929,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1537,172,179,3,30,6,1,4,35,1,1,2,4.9000001,108,69,533
1,1.2,2,1540,178,2667,3,30,6,1,4,33,3,2,5,4.5,94,34,526
1,1.2,2,1541,36,3957,3,30,6,1,4,29,4,7,11,4.1999998,89,23,515
1,1.2,2,1541,37,2970,5,30,6,1,4,99,7,3,10,4.0999999,0,0,0
1,1.2,2,1541,38,3957,4,30,6,1,4,29,3,3,6,4.6999998,89,23,515
1,1.2,2,1542,31,2186,4,33,6,1,4,32,4,7,11,4,93,33,524
1,1.2,2,1542,33,2460,3,30,6,1,4,35,2,4,6,4.8000002,103,58,533
1,1.2,2,1542,34,3224,4,30,6,1,4,99,7,6,13,3.5,0,0,0
1,1.2,2,1542,35,2460,4,30,6,1,4,35,6,4,10,4.0999999,103,58,533
1,1.2,2,1542,36,3224,5,30,6,1,4,99,6,1,7,4.1999998,0,0,0
1,1.2,2,1542,37,3996,4,30,6,1,4,32,4,0,4,4.6999998,92,30,524
1,1.2,2,1542,39,2186,5,30,6,1,4,32,99,99,99,0,93,33,524
1,1.2,2,1542,40,3996,5,30,6,1,4,32,99,99,99,0,92,30,524
1,1.2,2,1547,31,5562,3,30,6,1,4,99,4,3,7,4.4000001,0,0,0
1,1.2,2,1547,32,5633,3,30,6,1,4,99,3,1,4,4.5999999,0,0,0
1,1.2,2,1547,33,5562,4,30,6,1,4,99,7,0,7,4.6999998,0,0,0
1,1.2,2,1551,32,6140,2,30,6,2,4,99,4,1,5,3.5599999,0,0,0
1,1.2,2,1551,37,6140,4,30,6,2,4,99,12,3,14,2.5999999,0,0,0
1,1.2,2,1559,30,3843,3,30,6,1,4,36,99,99,99,0,105,62,536
1,1.2,2,1568,33,1366,3,30,6,1,4,36,14,11,24,2.4000001,108,71,536
1,1.2,2,1568,34,5528,2,30,6,1,4,31,99,99,99,0,97,41,521
1,1.2,2,1571,37,4411,2,30,6,1,4,28,2,0,2,4.5999999,83,13,512
1,1.2,2,1571,38,851,2,30,6,1,4,30,12,99,99,3.7,87,19,518
1,1.2,2,1571,39,851,3,30,6,1,4,30,99,99,99,0,87,19,518
1,1.2,2,1571,40,4107,3,30,6,1,4,33,99,99,99,0,97,41,526
1,1.2,2,1571,181,854,2,30,6,1,4,39,11,9,19,3.0999999,122,93,547
1,1.2,2,1572,38,1113,3,30,6,1,4,33,1,0,1,5,95,37,526
1,1.2,2,1572,40,1113,4,30,6,1,4,33,12,10,21,3.4000001,95,37,526
1,1.2,2,1572,41,4854,3,60,6,4,4,25,9,3,12,3.8,77,6,503
1,1.2,2,1579,42,4938,5,30,6,1,4,37,9,9,17,3.7,114,83,540
1,1.2,2,1583,31,2426,3,30,6,1,4,24,9,5,13,4.5999999,78,7,500
1,1.2,2,1591,33,4329,4,30,6,1,4,35,5,3,8,4.3000002,106,65,533
1,1.2,2,1591,34,4329,5,30,6,1,4,35,3,2,5,4.5,106,65,533
1,1.2,2,1591,35,4211,3,30,6,1,4,36,6,3,9,4.4000001,109,72,536
1,1.2,2,1591,36,4211,4,30,6,1,4,36,12,6,17,3.7,109,72,536
1,1.2,2,1597,30,3516,3,30,6,1,4,26,0,0,0,4.6999998,77,6,506
1,1.2,2,1597,31,3516,4,30,6,1,4,26,13,3,15,2.7,77,6,506
1,1.2,2,1608,32,3567,2,30,6,1,4,35,8,11,18,3.5,101,54,533
1,1.2,2,1608,33,3567,3,30,6,1,4,35,11,0,11,3.9000001,101,54,533
1,1.2,2,1610,31,5793,2,30,6,1,4,32,9,4,12,3.9000001,93,32,524
1,1.2,2,1611,32,5069,3,30,6,1,4,32,2,0,2,5,93,33,524
1,1.2,2,1611,33,3384,3,30,6,1,4,99,10,3,12,4.1999998,0,0,0
1,1.2,2,1611,34,3384,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1611,177,3383,4,30,6,1,4,34,3,0,3,4,100,50,530
1,1.2,2,1612,30,4988,3,30,6,1,4,27,10,4,13,3.8,79,8,509
1,1.2,2,1613,36,95,3,30,6,1,4,34,3,8,11,3.4000001,100,50,530
1,1.2,2,1613,38,95,4,30,6,1,4,34,0,3,3,4.4000001,100,50,530
1,1.2,2,1613,39,451,4,30,6,1,4,30,5,1,6,4.6999998,89,24,518
1,1.2,2,1613,41,2066,3,30,6,1,4,36,5,0,5,4.5,103,58,536
1,1.2,2,1613,42,451,5,30,6,1,4,30,99,99,99,0,89,24,518
1,1.2,2,1621,31,3716,3,30,6,1,4,32,7,3,10,4.4000001,92,30,524
1,1.2,2,1621,32,3716,4,30,6,1,4,32,0,1,1,4.9000001,92,30,524
1,1.2,2,1624,35,5394,5,30,6,1,4,29,9,99,99,3.8,92,30,515
1,1.2,2,1624,36,5497,3,30,6,1,4,36,7,8,14,3.7,108,71,536
1,1.2,2,1624,37,5497,4,30,6,1,4,36,4,1,5,4.0999999,108,71,536
1,1.2,2,1627,32,3205,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1628,32,3981,2,30,6,1,4,43,13,6,18,3,162,99,573
1,1.2,2,1628,33,3981,3,30,6,1,4,43,99,99,99,0,162,99,573
1,1.2,2,1632,30,5315,3,30,6,1,4,99,1,0,1,4.6999998,0,0,0
1,1.2,2,1632,31,5315,4,30,6,1,4,99,6,3,9,4.1999998,0,0,0
1,1.2,2,1633,174,5875,2,30,6,1,4,23,6,2,8,4.3000002,69,2,497
1,1.2,2,1633,175,5875,3,30,6,1,4,23,3,4,7,4.1999998,69,2,497
1,1.2,2,1633,178,6035,3,30,6,1,4,99,8,2,10,4.4000001,0,0,0
1,1.2,2,1634,32,5416,2,30,6,1,4,27,4,2,6,4.4000001,79,8,509
1,1.2,2,1634,33,5416,3,30,6,1,4,27,99,99,99,0,79,8,509
1,1.2,2,1644,30,3121,3,30,6,1,4,36,8,2,10,3.7,107,69,536
1,1.2,2,1644,32,3121,5,30,6,1,4,36,99,99,99,0,107,69,536
1,1.2,2,1645,31,4090,3,30,6,1,4,99,11,1,11,3.7,0,0,0
1,1.2,2,1645,32,4090,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1648,32,6145,4,30,6,1,4,32,11,6,17,2.9000001,92,30,524
1,1.2,2,1648,173,6145,3,30,6,1,4,32,6,3,9,4.1999998,92,30,524
1,1.2,2,1654,31,5376,4,30,6,1,4,36,1,2,3,4.5,107,69,536
1,1.2,2,1654,32,4935,3,30,6,1,4,36,99,99,99,0,108,71,536
1,1.2,2,1663,34,787,4,30,6,1,4,99,8,2,10,4.4000001,0,0,0
1,1.2,2,1663,36,789,5,30,6,1,4,37,11,1,12,4.3000002,115,84,540
1,1.2,2,1663,37,787,5,30,6,1,4,99,2,4,6,4.5,0,0,0
1,1.2,2,1663,38,291,2,30,6,1,4,99,7,5,12,4.4000001,0,0,0
1,1.2,2,1663,40,1223,3,30,6,1,4,36,3,4,7,3.9000001,105,62,536
1,1.2,2,1663,41,789,7,30,6,1,4,37,8,2,10,3.9000001,115,84,540
1,1.2,2,1663,42,1223,4,30,6,1,4,36,9,0,9,3.5999999,105,62,536
1,1.2,2,1663,43,2826,3,30,6,1,4,39,6,2,7,3.3,122,93,547
1,1.2,2,1663,46,1224,3,30,6,1,4,37,99,99,99,0,113,81,540
1,1.2,2,1670,34,3802,4,30,6,1,4,32,7,3,9,4.5,93,33,524
1,1.2,2,1670,35,3801,2,30,6,1,4,23,6,0,6,4.5999999,72,3,497
1,1.2,2,1670,36,3801,3,30,6,1,4,23,99,99,99,0,72,3,497
1,1.2,2,1679,30,2782,2,30,6,1,4,28,2,2,3,4.1999998,82,11,512
1,1.2,2,1682,33,1926,3,30,6,1,4,29,1,4,5,4.1999998,88,22,515
1,1.2,2,1682,34,702,3,30,6,1,4,35,99,99,99,0,100,50,533
1,1.2,2,1682,35,702,4,30,6,1,4,35,99,99,99,0,100,50,533
1,1.2,2,1684,34,3510,4,30,6,1,4,34,2,0,2,4.8000002,98,46,530
1,1.2,2,1684,35,3510,5,30,6,1,4,34,1,1,2,4.4000001,98,46,530
1,1.2,2,1684,36,3818,3,30,6,1,4,34,11,2,12,4.0999999,100,50,530
1,1.2,2,1684,37,3818,4,30,6,1,4,34,3,0,3,4.8000002,100,50,530
1,1.2,2,1687,31,4334,4,30,6,1,4,39,1,2,3,4.6999998,122,93,547
1,1.2,2,1690,33,1009,3,30,6,1,4,32,0,0,0,4.6999998,92,30,524
1,1.2,2,1690,34,1009,4,30,6,1,4,32,0,0,0,4.5999999,92,30,524
1,1.2,2,1690,35,1574,3,30,6,1,4,30,99,99,99,0,91,28,518
1,1.2,2,1690,36,1574,4,30,6,1,4,30,99,99,99,0,91,28,518
1,1.2,2,1690,172,315,3,33,6,1,4,26,12,8,19,4.4000001,78,7,506
1,1.2,2,1690,173,315,4,30,6,1,4,26,11,5,16,3.9000001,78,7,506
1,1.2,2,1692,38,636,4,30,6,1,4,26,5,1,6,4.3000002,77,6,506
1,1.2,2,1692,39,636,5,30,6,1,4,26,99,99,99,0,77,6,506
1,1.2,2,1692,40,6318,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1695,45,2535,5,30,6,1,4,99,12,4,15,3.3,0,0,0
1,1.2,2,1695,46,281,3,30,6,1,4,29,6,3,9,4.1999998,86,18,515
1,1.2,2,1695,47,66,3,60,6,3,4,99,13,6,18,3.0999999,0,0,0
1,1.2,2,1695,48,2536,3,30,6,1,4,36,6,1,7,4,106,65,536
1,1.2,2,1695,50,725,6,30,6,1,4,38,2,1,3,4.5,118,88,543
1,1.2,2,1695,51,2028,3,30,6,1,4,99,7,4,11,4.4000001,0,0,0
1,1.2,2,1695,52,2028,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1695,54,724,3,30,6,1,4,30,99,99,99,0,90,25,518
1,1.2,2,1695,64,68,3,30,6,1,4,99,0,0,0,5,0,0,0
1,1.2,2,1695,199,2535,6,60,6,4,4,99,10,12,21,3.0999999,0,0,0
1,1.2,2,1697,44,3130,3,30,6,1,4,35,7,2,9,4.0999999,103,58,533
1,1.2,2,1697,45,3130,4,30,6,1,4,35,99,5,99,2.9000001,103,58,533
1,1.2,2,1697,46,722,2,30,6,1,4,99,3,0,3,4.4000001,0,0,0
1,1.2,2,1697,47,722,3,30,6,1,4,99,2,0,2,4.3000002,0,0,0
1,1.2,2,1697,48,5116,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1697,49,280,3,30,6,1,4,29,99,99,99,0,86,18,515
1,1.2,2,1698,31,3582,4,30,6,1,4,36,9,6,15,3.7,107,69,536
1,1.2,2,1698,173,3583,3,30,6,1,4,31,6,2,8,4.1999998,89,23,521
1,1.2,2,1700,36,2468,3,30,6,1,4,35,3,6,9,3.5999999,104,62,533
1,1.2,2,1700,38,2468,4,30,6,1,4,35,3,2,5,4.5999999,104,62,533
1,1.2,2,1700,39,5414,3,30,6,1,4,36,99,99,99,0,109,72,536
1,1.2,2,1700,180,2192,3,83,6,1,4,30,7,2,9,2.9000001,87,19,518
1,1.2,2,1701,32,3360,3,30,6,1,4,33,14,6,19,2,94,34,526
1,1.2,2,1701,33,3360,4,30,6,1,4,33,0,0,0,4.9000001,94,34,526
1,1.2,2,1701,34,2354,2,30,6,1,4,36,8,1,9,3.9000001,106,65,536
1,1.2,2,1701,35,3823,3,30,6,1,4,41,99,99,99,0,137,99,557
1,1.2,2,1701,36,3823,4,30,6,1,4,41,99,99,99,0,137,99,557
1,1.2,2,1709,183,3990,2,30,6,1,4,99,7,9,15,3.9000001,0,0,0
1,1.2,2,1709,184,3990,3,30,6,1,4,99,12,2,14,3.8,0,0,0
1,1.2,2,1720,178,2058,5,38,6,1,4,36,99,99,99,0,109,72,536
1,1.2,2,1722,37,2586,2,30,6,1,4,27,1,0,1,3.2,79,8,509
1,1.2,2,1722,38,820,4,60,6,1,4,28,99,99,99,0,85,16,512
1,1.2,2,1722,40,1244,3,30,6,1,4,37,99,99,99,0,120,90,540
1,1.2,2,1722,184,3619,3,30,6,1,4,33,9,2,10,3.9000001,94,34,526
1,1.2,2,1722,185,3619,4,30,6,1,4,33,12,4,15,4,94,34,526
1,1.2,2,1731,31,446,4,30,6,1,4,34,13,2,14,2.7,99,48,530
1,1.2,2,1731,32,4175,3,30,6,1,4,33,99,0,99,4.5,94,34,526
1,1.2,2,1731,33,446,5,30,6,1,4,34,4,2,6,3.9000001,99,48,530
1,1.2,2,1731,35,4175,5,30,6,1,4,33,0,3,3,4.5999999,94,34,526
1,1.2,2,1732,30,2182,3,30,6,1,4,34,0,1,1,4.5999999,97,41,530
1,1.2,2,1732,31,2182,4,30,6,1,4,34,5,4,8,2.9000001,97,41,530
1,1.2,2,1738,32,5448,6,60,6,1,4,19,14,13,26,3.8,59,0,485
1,1.2,2,1738,33,5448,7,60,6,1,4,19,99,99,99,0,59,0,485
1,1.2,2,1740,32,3122,5,30,6,1,4,29,1,2,3,4,89,23,515
1,1.2,2,1750,31,3911,3,30,6,1,4,34,99,99,99,0,97,41,530
1,1.2,2,1758,33,4390,4,30,6,2,4,99,8,6,14,4.1999998,0,0,0
1,1.2,2,1758,34,4390,5,30,6,2,4,99,3,5,8,4.5999999,0,0,0
1,1.2,2,1758,35,5461,2,30,6,1,4,99,4,4,8,4.0999999,0,0,0
1,1.2,2,1758,36,5461,3,30,6,1,4,99,7,1,8,3.8,0,0,0
1,1.2,2,1762,40,6038,3,30,6,1,4,99,9,8,17,3.3,0,0,0
1,1.2,2,1762,41,4971,3,30,6,1,4,37,1,3,4,4.5999999,113,81,540
1,1.2,2,1762,42,6038,4,30,6,1,4,99,11,9,19,3.3,0,0,0
1,1.2,2,1762,43,4971,4,30,6,1,4,37,99,99,99,9,113,81,540
1,1.2,2,1762,44,6212,3,30,6,1,4,33,99,99,99,0,95,37,526
1,1.2,2,1762,45,5898,3,30,6,1,4,32,99,99,99,0,93,33,524
1,1.2,2,1763,35,3513,2,30,6,1,4,27,8,4,12,4.4000001,79,8,509
1,1.2,2,1763,36,3513,3,30,6,1,4,27,15,10,24,3.2,79,8,509
1,1.2,2,1763,38,3515,2,30,6,1,4,36,99,99,99,0,109,72,536
1,1.2,2,1763,40,3515,3,30,6,1,4,36,99,99,99,0,109,72,536
1,1.2,2,1767,32,3742,4,30,6,1,4,33,1,0,1,5,98,44,526
1,1.2,2,1767,33,3743,3,30,6,1,4,36,99,99,99,0,110,74,536
1,1.2,2,1775,33,3232,3,30,6,1,4,35,13,8,20,4,100,50,533
1,1.2,2,1775,35,3232,5,30,6,1,4,35,7,4,11,4.0999999,100,50,533
1,1.2,2,1775,36,3000,3,30,6,1,4,41,0,3,3,5,136,99,557
1,1.2,2,1775,37,3000,4,30,6,1,4,41,6,2,8,4.5,136,99,557
1,1.2,2,1775,38,1134,3,30,6,1,4,38,99,3,99,4.6999998,114,82,543
1,1.2,2,1775,39,1134,4,30,6,1,4,38,99,99,99,0,114,82,543
1,1.2,2,1782,33,5963,3,30,6,1,4,26,99,4,99,4.4000001,77,6,506
1,1.2,2,1782,34,6077,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1782,35,5963,4,30,6,1,4,26,99,99,99,0,77,6,506
1,1.2,2,1782,175,6077,4,35,6,1,4,99,4,0,4,4.4000001,0,0,0
1,1.2,2,1783,30,199,4,30,6,1,4,37,3,5,8,3.9000001,117,86,540
1,1.2,2,1783,170,199,3,30,6,1,4,37,7,4,11,3.9000001,117,86,540
1,1.2,2,1784,33,2463,3,30,6,1,4,99,4,3,7,3.8,0,0,0
1,1.2,2,1784,35,2463,5,30,6,1,4,99,6,0,6,3.5999999,0,0,0
1,1.2,2,1786,45,1150,5,30,6,1,4,31,0,0,0,4.5999999,92,29,521
1,1.2,2,1786,47,633,4,30,6,1,4,31,3,1,4,4.1999998,92,29,521
1,1.2,2,1786,48,3008,3,30,6,1,4,23,3,1,4,4.3000002,80,9,497
1,1.2,2,1786,49,1150,7,30,6,1,4,31,0,1,1,4.4000001,92,29,521
1,1.2,2,1786,50,3009,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1787,35,3741,5,30,6,1,4,34,10,3,13,4.3000002,97,43,530
1,1.2,2,1794,32,1996,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1795,33,1587,3,30,6,1,4,36,6,4,10,4.5999999,107,69,536
1,1.2,2,1798,39,111,5,60,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1798,40,1256,4,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,1798,41,2599,3,30,6,1,4,32,99,99,99,0,94,34,524
1,1.2,2,1799,38,4527,3,30,6,1,4,28,5,0,5,3.9000001,84,14,512
1,1.2,2,1799,39,4527,4,30,6,1,4,28,8,0,8,3.5,84,14,512
1,1.2,2,1802,33,3867,6,30,6,1,4,34,1,0,1,4.3000002,97,43,530
1,1.2,2,1803,30,1611,4,30,6,1,4,99,5,2,7,4.5999999,0,0,0
1,1.2,2,1803,31,1611,3,30,6,1,4,99,4,3,7,3.9000001,0,0,0
1,1.2,2,1805,33,5162,4,30,6,1,4,40,2,0,2,3.9000001,131,98,551
1,1.2,2,1805,34,5162,5,30,6,1,4,40,1,4,5,4.5,131,98,551
1,1.2,2,1805,175,1402,4,60,6,1,4,99,3,2,5,4.3000002,0,0,0
1,1.2,2,1807,35,4653,5,30,6,1,4,33,5,4,9,4.5,97,42,526
1,1.2,2,1807,37,5587,2,30,6,1,4,31,99,99,99,0,92,30,521
1,1.2,2,1810,43,3337,5,30,6,1,4,34,3,6,9,3.8,101,54,530
1,1.2,2,1813,32,882,4,30,6,1,4,28,3,0,3,4.8000002,86,17,512
1,1.2,2,1822,34,5259,4,30,6,1,4,99,3,1,4,4.1999998,0,0,0
1,1.2,2,1823,33,5360,4,30,6,1,4,15,4,4,8,4.9000001,61,0,471
1,1.2,2,1823,34,2886,2,60,6,3,4,22,7,0,7,4.1999998,81,11,494
1,1.2,2,1824,176,3497,2,30,6,1,4,33,10,3,12,3.3,99,48,526
1,1.2,2,1830,33,6195,4,33,6,1,4,99,12,4,16,2.5,0,0,0
1,1.2,2,1830,34,2349,3,30,6,1,4,27,5,5,10,4.5999999,78,8,509
1,1.2,2,1837,34,6192,3,30,6,1,4,99,11,5,16,4.0999999,0,0,0
1,1.2,2,1837,35,6192,4,30,6,1,4,99,10,2,12,3.5999999,0,0,0
1,1.2,2,1839,34,637,3,30,6,1,4,23,6,0,6,4.5,70,2,497
1,1.2,2,1839,35,637,4,30,6,1,4,23,8,1,9,3.4000001,70,2,497
1,1.2,2,1839,36,1921,3,30,6,1,4,30,11,1,12,3.5999999,87,19,518
1,1.2,2,1839,38,1921,5,30,6,1,4,30,99,99,99,0,87,19,518
1,1.2,2,1841,35,786,5,30,6,1,4,34,3,0,3,4.6999998,100,50,530
1,1.2,2,1841,36,786,6,30,6,1,4,34,3,0,3,4.8000002,100,50,530
1,1.2,2,1841,37,781,3,30,6,1,4,35,2,1,3,4.6999998,104,61,533
1,1.2,2,1841,39,781,4,30,6,1,4,35,99,99,99,0,104,61,533
1,1.2,2,1845,30,582,3,30,6,1,4,31,2,3,5,4.6999998,92,29,521
1,1.2,2,1845,31,582,4,30,6,1,4,31,8,7,15,4.0999999,92,29,521
1,1.2,2,1850,33,612,4,30,6,1,4,34,4,5,9,4.0999999,98,46,530
1,1.2,2,1850,34,612,5,30,6,1,4,34,2,1,3,4.3000002,98,46,530
1,1.2,2,1852,32,2938,2,30,6,1,4,34,11,2,12,3.9000001,97,43,530
1,1.2,2,1859,31,1563,3,30,6,1,4,37,5,6,11,4.4000001,115,85,540
1,1.2,2,1859,33,1563,4,30,6,1,4,37,7,4,11,4.3000002,115,85,540
1,1.2,2,1862,32,4404,3,30,6,1,4,34,6,1,6,3.4000001,97,43,530
1,1.2,2,1862,33,4404,4,30,6,1,4,34,99,99,99,0,97,43,530
1,1.2,2,1862,173,6309,3,30,6,2,4,26,3,0,3,4.6999998,78,7,506
1,1.2,2,1866,32,5264,3,30,6,1,4,99,11,6,16,3.9000001,0,0,0
1,1.2,2,1866,33,4442,4,30,6,1,4,35,5,1,6,4.4000001,107,68,533
1,1.2,2,1866,34,4987,3,30,6,1,4,30,2,0,2,4.1999998,87,19,518
1,1.2,2,1867,33,3883,3,30,6,1,4,36,4,1,4,4.1999998,111,76,536
1,1.2,2,1867,34,3883,4,30,6,1,4,36,3,1,4,3.7,111,76,536
1,1.2,2,1877,176,5991,4,95,6,1,4,99,6,1,7,4.0999999,0,0,0
1,1.2,2,1878,33,5247,3,30,6,1,4,42,4,3,7,4,150,99,565
1,1.2,2,1878,34,5247,4,30,6,1,4,42,4,1,4,3.5,150,99,565
1,1.2,2,1879,32,5492,3,30,6,1,4,99,7,5,12,3.8,0,0,0
1,1.2,2,1879,33,5492,4,30,6,1,4,99,6,2,7,4.8000002,0,0,0
1,1.2,2,1887,37,6154,3,33,6,1,4,32,4,4,8,4.3000002,95,38,524
1,1.2,2,1893,34,4359,4,30,6,1,4,30,10,7,17,3.5,91,27,518
1,1.2,2,1893,35,4359,5,30,6,1,4,30,3,1,4,4.5,91,27,518
1,1.2,2,1893,36,4126,4,30,6,1,4,36,2,2,4,4.4000001,105,62,536
1,1.2,2,1893,37,4126,5,30,6,1,4,36,10,1,11,4.1999998,105,62,536
1,1.2,2,1893,38,4033,4,60,6,1,4,32,99,99,99,0,95,38,524
1,1.2,2,1897,30,3520,3,30,6,1,4,34,3,0,3,4.6999998,100,50,530
1,1.2,2,1898,30,3646,3,33,6,1,4,28,99,99,99,0,81,10,512
1,1.2,2,1901,31,3184,4,33,6,1,4,34,6,1,7,4.1999998,97,43,530
1,1.2,2,1901,172,3184,3,33,6,1,4,34,7,6,12,4.1999998,97,43,530
1,1.2,2,1905,31,1378,3,30,6,1,4,35,0,0,0,4.8000002,100,50,533
1,1.2,2,1905,32,1378,4,30,6,1,4,35,2,0,2,4.0999999,100,50,533
1,1.2,2,1905,33,1379,3,30,6,1,4,33,9,2,10,4,94,34,526
1,1.2,2,1906,31,1656,3,30,6,1,4,34,99,99,99,0,98,45,530
1,1.2,2,1908,32,2408,3,30,6,2,4,38,1,1,2,4.9000001,118,89,543
1,1.2,2,1908,33,2408,4,30,6,2,4,38,1,1,2,4.4000001,118,89,543
1,1.2,2,1909,30,1643,4,60,6,3,4,32,5,4,9,3.9000001,105,64,524
1,1.2,2,1909,31,1643,3,60,6,3,4,32,99,0,99,4.3000002,105,64,524
1,1.2,2,1911,33,5358,3,30,6,1,4,99,2,3,5,4.5,0,0,0
1,1.2,2,1911,34,2723,3,30,6,1,4,31,10,2,12,3.7,91,28,521
1,1.2,2,1911,35,5358,4,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1914,32,3457,4,30,6,1,4,36,4,1,5,3.6700001,107,69,536
1,1.2,2,1914,33,5002,2,30,6,1,4,27,6,5,11,4.4000001,80,9,509
1,1.2,2,1915,30,2334,3,30,6,1,4,31,8,3,11,4,93,32,521
1,1.2,2,1915,31,2334,4,30,6,1,4,31,3,1,4,4.8899999,93,32,521
1,1.2,2,1915,32,5446,3,30,6,1,4,22,99,99,99,0,70,2,494
1,1.2,2,1917,30,488,3,33,6,1,4,38,4,8,11,3.8,119,90,543
1,1.2,2,1917,31,487,3,30,6,1,4,34,8,3,10,3.5,99,48,530
1,1.2,2,1917,32,1298,3,33,6,1,4,33,5,0,5,4.5,96,39,526
1,1.2,2,1917,33,487,4,30,6,1,4,34,11,7,18,3.0999999,99,48,530
1,1.2,2,1917,34,1298,4,30,6,1,4,33,7,0,7,4.4000001,96,39,526
1,1.2,2,1918,33,2057,5,30,6,1,4,99,13,6,19,3.7,0,0,0
1,1.2,2,1919,37,2102,5,30,6,1,4,36,0,0,0,4.3000002,107,69,536
1,1.2,2,1919,38,2102,6,30,6,1,4,36,0,0,0,4.5,107,69,536
1,1.2,2,1919,40,2326,5,30,6,1,4,38,9,3,12,4.4000001,118,89,543
1,1.2,2,1919,41,4874,4,30,6,1,4,37,8,3,11,4.0999999,113,81,540
1,1.2,2,1919,43,2852,4,30,6,1,4,35,3,1,4,4.0999999,100,50,533
1,1.2,2,1919,44,3179,4,30,6,1,4,32,11,7,17,3.4000001,92,30,524
1,1.2,2,1919,45,2852,5,30,6,1,4,35,99,99,99,0,100,50,533
1,1.2,2,1919,46,3179,5,30,6,1,4,32,99,99,99,0,92,30,524
1,1.2,2,1920,32,3746,5,30,6,1,4,39,6,4,10,3.8,124,94,547
1,1.2,2,1920,33,3746,6,30,6,1,4,39,8,1,9,4.4000001,124,94,547
1,1.2,2,1925,31,1069,4,30,6,1,4,40,7,4,11,3.5999999,131,98,551
1,1.2,2,1926,31,1879,4,30,6,1,4,99,3,1,4,4.5999999,0,0,0
1,1.2,2,1926,32,5225,3,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1926,33,1879,5,30,6,1,4,99,99,99,99,0,0,0,0
1,1.2,2,1928,30,1275,3,30,6,1,4,30,99,99,99,0,86,18,518
1,1.2,2,1930,34,6062,3,30,6,1,4,37,7,2,9,3.9000001,114,83,540
