"","KID","LW_std","LW_raw","PC_std","PC_raw","AP_std","AP_raw","DigSpan","BPE","BPN","year"
"451",759031,138,54,146,38,132,47,20,1,2,1997
"452",760030,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"453",760172,128,41,117,21,120,30,12,1,1,1997
"454",760173,91,5,NA,NA,99,10,NA,8,0,1997
"455",760176,86,4,NA,NA,78,4,0,10,0,1997
"456",762031,132,42,136,27,128,32,9,0,0,1997
"457",762174,NA,NA,NA,NA,NA,NA,NA,10,8,1997
"458",762175,NA,NA,NA,NA,NA,NA,NA,12,5,1997
"459",769033,112,48,113,30,116,41,16,14,5,1997
"460",769035,119,39,115,21,114,29,17,7,4,1997
"461",769036,132,42,126,24,124,31,17,7,8,1997
"462",769037,147,38,144,24,115,21,12,5,3,1997
"463",769038,97,12,NA,NA,115,19,1,6,3,1997
"464",769039,120,7,NA,NA,110,5,0,NA,NA,1997
"465",771031,115,41,132,28,111,30,13,8,3,1997
"466",771032,94,13,80,0,99,17,10,10,4,1997
"467",773036,91,20,89,7,106,24,9,5,2,1997
"468",773037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"469",774031,112,23,98,5,102,20,12,1,0,1997
"470",774032,153,32,NA,NA,138,22,8,10,3,1997
"471",775031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"472",776030,106,44,119,30,109,36,14,13,8,1997
"473",777031,NA,NA,NA,NA,NA,NA,NA,10,4,1997
"474",779038,NA,NA,NA,NA,NA,NA,NA,2,2,1997
"475",782171,113,34,106,17,136,33,10,1,0,1997
"476",783031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"477",783032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"478",794030,114,12,NA,NA,107,13,4,4,0,1997
"479",794031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"480",796032,108,48,101,28,102,38,16,3,0,1997
"481",796033,127,52,117,31,129,45,19,3,1,1997
"482",796034,115,38,114,21,136,35,13,7,2,1997
"483",814032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"484",817032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"485",818030,99,30,107,18,104,26,9,0,0,1997
"486",818032,111,13,NA,NA,108,15,6,1,1,1997
"487",819032,61,23,64,11,60,19,2,10,4,1997
"488",819033,115,45,109,26,129,40,16,8,5,1997
"489",819034,126,25,NA,NA,148,27,9,7,1,1997
"490",821031,127,52,113,30,96,34,15,4,6,1997
"491",823033,117,50,99,27,109,40,17,2,1,1997
"492",826032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"493",833035,94,13,102,3,110,20,13,9,0,1997
"494",833036,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"495",833180,58,15,44,1,60,15,0,12,NA,1997
"496",833181,99,32,112,20,91,23,9,2,1,1997
"497",834034,109,16,NA,NA,118,20,12,5,1,1997
"498",834035,68,0,NA,NA,109,11,4,10,5,1997
"499",835030,116,29,125,19,107,23,14,7,2,1997
"500",835031,119,13,NA,NA,109,13,10,6,2,1997
"501",838030,150,45,130,23,120,28,11,NA,8,1997
"502",838031,92,12,NA,NA,116,21,12,4,1,1997
"503",840041,72,0,NA,NA,71,1,2,NA,NA,1997
"504",840042,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"505",840043,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"506",840044,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"507",840191,NA,NA,NA,NA,NA,NA,NA,8,4,1997
"508",844032,115,44,114,26,109,33,15,10,12,1997
"509",844033,87,3,NA,NA,84,3,6,8,3,1997
"510",844034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"511",846030,109,42,94,19,88,26,10,6,5,1997
"512",846040,142,52,116,26,117,34,15,0,0,1997
"513",846043,81,4,NA,NA,85,8,5,5,0,1997
"514",846044,72,0,NA,NA,60,0,4,8,1,1997
"515",846045,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"516",853030,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"517",856033,NA,NA,NA,NA,NA,NA,NA,3,5,1997
"518",856034,106,41,108,24,94,28,11,2,2,1997
"519",856035,88,23,99,15,103,25,10,9,8,1997
"520",856036,96,26,91,10,101,24,6,2,0,1997
"521",856038,88,4,NA,NA,105,11,3,14,3,1997
"522",857030,79,25,83,12,111,31,8,4,4,1997
"523",857031,54,8,95,12,83,19,7,12,4,1997
"524",863032,133,48,124,27,129,36,20,2,3,1997
"525",863033,117,17,NA,NA,128,21,11,NA,0,1997
"526",863034,113,17,NA,NA,120,20,8,0,0,1997
"527",863035,136,13,NA,NA,108,7,3,3,NA,1997
"528",866032,NA,NA,NA,NA,NA,NA,NA,6,2,1997
"529",866033,NA,NA,NA,NA,NA,NA,NA,10,2,1997
"530",868031,147,54,115,28,124,39,17,12,7,1997
"531",868034,108,9,NA,NA,102,10,6,3,0,1997
"532",868036,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"533",868037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"534",875035,81,4,NA,NA,93,10,5,3,2,1997
"535",875036,107,5,NA,NA,99,4,4,9,1,1997
"536",880030,100,46,121,32,106,39,20,10,7,1997
"537",880031,98,39,114,27,110,34,12,8,4,1997
"538",880033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"539",891031,121,8,NA,NA,105,5,3,5,2,1997
"540",891032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"541",893031,149,42,123,16,110,22,11,5,3,1997
"542",893032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"543",897034,121,49,120,31,114,38,12,3,4,1997
"544",897035,99,6,NA,NA,109,11,6,11,4,1997
"545",898033,121,12,NA,NA,127,16,9,5,0,1997
"546",898034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"547",898035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"548",899032,NA,NA,NA,NA,NA,NA,NA,12,4,1997
"549",899033,96,38,98,22,105,33,15,1,2,1997
"550",908036,88,5,NA,NA,106,13,4,9,1,1997
"551",908037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"552",909032,96,42,93,23,98,34,11,7,7,1997
"553",910036,137,12,NA,NA,99,4,2,6,1,1997
"554",913031,112,17,NA,NA,118,20,14,1,1,1997
"555",915030,117,49,92,23,105,37,11,5,3,1997
"556",915031,118,48,101,26,124,41,17,8,1,1997
"557",915032,115,43,109,23,134,38,21,4,0,1997
"558",915033,114,44,120,28,108,33,17,5,7,1997
"559",915034,123,44,110,22,128,35,12,4,2,1997
"560",915035,93,22,101,13,114,26,9,13,6,1997
"561",916036,NA,NA,NA,NA,NA,NA,NA,11,7,1997
"562",916184,NA,NA,NA,NA,NA,NA,NA,9,5,1997
"563",916190,NA,NA,NA,NA,NA,NA,NA,10,7,1997
"564",916191,NA,NA,NA,NA,NA,NA,NA,5,1,1997
"565",920030,94,13,80,0,90,15,7,6,2,1997
"566",920031,99,4,NA,NA,96,4,5,3,0,1997
"567",922031,120,31,127,20,122,27,8,0,0,1997
"568",922032,103,11,NA,NA,93,11,7,7,1,1997
"569",922033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"570",922034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"571",922035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"572",922036,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"573",931032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"574",931033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"575",935030,131,43,129,25,125,32,15,11,6,1997
"576",935031,125,42,117,22,115,30,17,1,4,1997
"577",935032,100,12,NA,NA,121,20,8,10,2,1997
"578",935034,99,4,NA,NA,112,8,3,8,1,1997
"579",939033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"580",941034,123,50,120,31,128,43,15,3,3,1997
"581",941037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"582",941038,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"583",941039,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"584",941184,79,4,NA,NA,113,16,6,2,3,1997
"585",941187,127,52,108,29,116,41,22,11,7,1997
"586",946030,100,28,102,15,115,27,13,9,5,1997
"587",952032,95,39,99,24,106,35,13,3,1,1997
"588",961034,NA,NA,NA,NA,NA,NA,NA,13,4,1997
"589",961035,NA,NA,NA,NA,NA,NA,NA,11,3,1997
"590",961036,85,3,NA,NA,102,10,5,NA,4,1997
"591",961037,92,4,NA,NA,107,10,6,6,2,1997
"592",961038,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"593",964032,102,41,110,26,98,31,15,13,10,1997
"594",964035,102,27,116,18,86,19,9,14,10,1997
"595",970032,96,43,98,26,99,36,17,6,2,1997
"596",970033,NA,NA,NA,NA,NA,NA,NA,10,2,1997
"597",971030,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"598",976033,74,5,NA,NA,101,15,10,7,1,1997
"599",980030,105,43,112,28,124,40,11,7,5,1997
"600",980031,131,39,122,21,132,31,12,11,10,1997
"601",982032,122,46,121,28,144,42,14,10,0,1997
"602",998032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"603",998033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"604",999031,94,36,95,19,99,30,15,7,0,1997
"605",999032,68,10,82,2,88,18,10,4,1,1997
"606",999033,104,8,NA,NA,113,13,4,10,3,1997
"607",999034,97,6,NA,NA,120,15,4,10,3,1997
"608",1000031,113,49,115,31,125,45,19,2,0,1997
"609",1000032,95,41,103,27,137,46,12,5,5,1997
"610",1000033,136,52,127,32,144,46,21,4,0,1997
"611",1000034,115,39,115,22,137,36,17,3,0,1997
"612",1000035,109,25,113,14,104,22,13,6,0,1997
"613",1013031,104,33,122,23,123,31,15,6,1,1997
"614",1013032,NA,NA,NA,NA,NA,NA,NA,0,0,1997
"615",1013033,NA,NA,NA,NA,NA,NA,NA,2,0,1997
"616",1014032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"617",1028039,NA,NA,NA,NA,NA,NA,NA,5,1,1997
"618",1028040,NA,NA,NA,NA,NA,NA,NA,10,4,1997
"619",1033031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"620",1036031,NA,NA,NA,NA,NA,NA,NA,0,0,1997
"621",1037036,108,36,124,24,90,23,14,9,3,1997
"622",1037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"623",1038032,116,42,109,22,127,35,12,9,7,1997
"624",1038033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"625",1043033,128,52,101,27,117,41,21,1,1,1997
"626",1043034,89,36,84,17,97,32,14,1,1,1997
"627",1043035,77,29,83,16,113,36,15,0,2,1997
"628",1043036,75,24,91,16,94,27,14,7,7,1997
"629",1043037,90,22,108,16,91,21,9,7,8,1997
"630",1043038,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"631",1043181,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"632",1045031,83,1,NA,NA,96,4,0,2,0,1997
"633",1047032,128,41,126,24,128,32,14,8,4,1997
"634",1048034,96,43,93,24,112,40,14,5,0,1997
"635",1048037,60,8,82,2,73,14,12,7,3,1997
"636",1048038,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"637",1048039,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"638",1048182,97,29,96,14,97,24,10,1,1,1997
"639",1048184,70,30,74,16,86,31,9,10,9,1997
"640",1048185,89,37,103,26,101,34,12,11,6,1997
"641",1048194,85,36,89,21,90,31,16,4,1,1997
"642",1048195,88,22,71,2,86,20,8,3,2,1997
"643",1051042,97,4,NA,NA,90,3,1,9,0,1997
"644",1051044,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"645",1051045,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"646",1055030,107,38,95,16,119,32,13,2,10,1997
"647",1055032,109,12,NA,NA,106,14,9,10,0,1997
"648",1060032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"649",1061030,NA,NA,NA,NA,NA,NA,NA,8,6,1997
"650",1061032,NA,NA,NA,NA,NA,NA,NA,5,NA,1997
"651",1062031,190,57,121,32,124,45,17,10,7,1997
"652",1066032,94,41,97,25,110,38,17,3,2,1997
"653",1066033,121,49,99,25,103,35,16,7,7,1997
"654",1066034,138,51,103,23,117,35,17,5,2,1997
"655",1066035,109,18,92,1,107,19,11,7,1,1997
"656",1068032,120,10,NA,NA,102,7,4,8,1,1997
"657",1072031,95,36,97,20,100,30,15,0,3,1997
"658",1072032,79,12,84,2,85,16,7,4,1,1997
"659",1077031,140,54,100,27,112,40,8,2,0,1997
"660",1077032,197,57,109,27,122,39,20,1,0,1997
"661",1084032,102,39,107,23,109,32,12,7,2,1997
"662",1084033,109,10,NA,NA,96,9,NA,8,1,1997
"663",1084035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"664",1088037,70,0,NA,NA,57,0,NA,14,4,1997
"665",1088038,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"666",1090032,NA,NA,NA,NA,NA,NA,NA,4,1,1997
"667",1090173,95,42,96,25,104,37,13,0,0,1997
"668",1092032,135,50,114,25,124,36,15,11,4,1997
"669",1092033,111,12,NA,NA,118,17,9,3,3,1997
"670",1092034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"671",1092035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"672",1093031,137,50,116,25,123,35,14,4,1,1997
"673",1093032,130,38,121,20,117,27,12,4,2,1997
"674",1093033,100,13,NA,NA,106,17,13,5,2,1997
"675",1093034,102,12,NA,NA,87,11,6,1,2,1997
"676",1096033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"677",1098032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"678",1098033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"679",1100031,100,32,105,18,110,28,12,4,1,1997
"680",1100032,119,14,NA,NA,113,15,14,1,0,1997
"681",1100034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"682",1107034,110,29,118,18,98,22,13,2,0,1997
"683",1107035,97,12,NA,NA,110,18,8,6,0,1997
"684",1109030,118,12,NA,NA,127,17,9,1,0,1997
"685",1121031,NA,NA,NA,NA,NA,NA,NA,13,8,1997
"686",1121033,92,4,NA,NA,121,14,NA,9,2,1997
"687",1121034,NA,NA,NA,NA,NA,NA,NA,7,3,1997
"688",1125031,85,29,99,19,93,26,14,6,4,1997
"689",1125032,81,20,87,10,100,25,8,9,0,1997
"690",1126035,94,6,NA,NA,95,9,9,7,3,1997
"691",1126036,102,4,NA,NA,105,5,4,NA,NA,1997
"692",1127030,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"693",1129039,105,47,115,31,103,38,13,0,0,1997
"694",1129187,NA,NA,NA,NA,NA,NA,NA,8,4,1997
"695",1129189,82,13,92,4,88,17,9,0,0,1997
"696",1129197,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"697",1131032,NA,NA,NA,NA,NA,NA,NA,15,13,1997
"698",1131034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"699",1141034,NA,NA,NA,NA,NA,NA,NA,2,0,1997
"700",1141035,103,47,95,25,82,29,14,6,8,1997
"701",1141036,NA,NA,NA,NA,NA,NA,NA,0,0,1997
"702",1141037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"703",1141175,NA,NA,NA,NA,NA,NA,NA,1,0,1997
"704",1141179,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"705",1142031,136,38,138,25,118,26,10,1,0,1997
"706",1142032,89,12,77,0,114,21,11,3,1,1997
"707",1142033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"708",1142034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"709",1144036,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"710",1144037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"711",1149030,100,28,116,19,115,27,10,12,3,1997
"712",1150171,139,54,144,37,125,45,15,4,4,1997
"713",1150172,122,46,118,27,103,31,16,5,2,1997
"714",1151034,138,54,110,30,112,41,14,4,1,1997
"715",1151036,123,51,113,30,122,43,20,3,1,1997
"716",1151037,105,19,108,8,105,20,10,15,5,1997
"717",1151038,130,35,130,21,129,28,8,0,NA,1997
"718",1151039,106,12,NA,NA,131,21,6,1,0,1997
"719",1152038,NA,NA,NA,NA,NA,NA,NA,4,1,1997
"720",1154030,118,46,99,23,100,32,13,9,7,1997
"721",1161030,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"722",1163036,135,53,131,34,132,45,17,3,2,1997
"723",1163037,121,51,132,35,129,46,12,0,1,1997
"724",1163038,95,43,93,24,95,34,16,3,1,1997
"725",1163039,107,46,86,20,115,40,19,7,1,1997
"726",1163040,125,46,113,24,124,35,16,1,3,1997
"727",1163041,127,34,131,22,144,33,14,3,1,1997
"728",1163042,115,29,125,19,125,28,15,1,1,1997
"729",1163043,119,30,122,18,138,31,9,4,0,1997
"730",1163045,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"731",1164033,123,45,136,31,122,34,16,2,2,1997
"732",1166037,100,44,93,23,86,29,14,4,3,1997
"733",1167041,99,28,111,18,114,27,10,3,1,1997
"734",1167042,112,16,NA,NA,92,13,8,1,0,1997
"735",1167043,83,4,NA,NA,91,9,5,7,0,1997
"736",1167044,89,12,103,4,106,19,9,9,4,1997
"737",1167045,97,7,NA,NA,99,11,6,6,1,1997
"738",1167046,96,4,NA,NA,98,6,4,3,0,1997
"739",1168035,89,39,92,23,87,30,15,1,1,1997
"740",1168036,98,41,111,28,96,32,16,0,0,1997
"741",1168037,85,15,89,5,83,17,10,3,0,1997
"742",1168174,61,23,62,10,77,25,8,15,11,1997
"743",1168175,102,37,107,21,100,28,13,2,1,1997
"744",1169030,104,45,99,26,98,34,17,6,3,1997
"745",1169031,117,40,119,23,141,37,16,0,1,1997
"746",1178176,NA,NA,NA,NA,NA,NA,NA,4,4,1997
"747",1178177,NA,NA,NA,NA,NA,NA,NA,3,0,1997
"748",1179033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"749",1184039,125,52,115,31,110,40,15,4,0,1997
"750",1184040,131,53,98,26,120,43,20,1,1,1997
"751",1184041,117,34,122,21,119,28,15,3,0,1997
"752",1184043,NA,NA,NA,NA,NA,NA,NA,1,0,1997
"753",1185032,85,4,NA,NA,86,7,6,3,0,1997
"754",1185034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"755",1192033,130,53,122,33,121,44,21,8,0,1997
"756",1192034,126,51,106,28,115,40,14,1,0,1997
"757",1192035,120,48,104,26,127,41,16,0,0,1997
"758",1200034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"759",1210031,130,41,139,28,150,37,18,5,3,1997
"760",1213031,114,12,NA,NA,133,20,4,9,1,1997
"761",1220030,NA,NA,NA,NA,NA,NA,NA,2,0,1997
"762",1220031,NA,NA,NA,NA,NA,NA,NA,4,0,1997
"763",1221031,118,48,99,25,124,41,11,12,9,1997
"764",1221032,93,31,100,18,94,25,9,12,2,1997
"765",1221033,112,18,NA,NA,143,26,10,1,0,1997
"766",1221034,115,9,NA,NA,134,17,4,3,0,1997
"767",1221035,121,14,NA,NA,125,18,11,6,4,1997
"768",1221036,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"769",1222034,94,41,94,24,118,41,16,7,4,1997
"770",1222035,NA,NA,NA,NA,NA,NA,NA,2,0,1997
"771",1222185,122,41,120,23,123,32,15,6,8,1997
"772",1222189,107,46,118,31,97,34,17,4,6,1997
"773",1225031,117,50,99,27,86,31,14,8,6,1997
"774",1227034,129,52,101,27,101,36,16,4,0,1997
"775",1227035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"776",1227195,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"777",1230031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"778",1233034,97,5,NA,NA,119,13,4,1,0,1997
"779",1233035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"780",1236031,105,44,99,25,122,40,14,0,1,1997
"781",1236032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"782",1241035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"783",1242032,130,53,115,31,146,51,24,2,1,1997
"784",1242033,118,44,113,24,138,39,13,1,0,1997
"785",1242034,95,32,100,18,120,32,8,0,0,1997
"786",1242035,94,13,105,4,99,17,6,4,2,1997
"787",1242036,99,15,96,2,131,25,10,0,0,1997
"788",1242038,102,5,NA,NA,75,1,3,10,2,1997
"789",1242039,102,5,NA,NA,94,4,NA,5,1,1997
"790",1254030,110,45,119,30,120,39,18,12,7,1997
"791",1258030,145,34,NA,NA,115,19,10,2,3,1997
"792",1258031,101,7,NA,NA,117,14,12,9,0,1997
"793",1258032,103,8,NA,NA,110,13,5,3,3,1997
"794",1258033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"795",1258034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"796",1260043,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"797",1266030,NA,NA,NA,NA,NA,NA,NA,13,6,1997
"798",1266031,115,46,97,23,114,37,16,13,8,1997
"799",1269033,93,4,NA,NA,100,8,4,9,2,1997
"800",1274032,94,37,93,20,98,31,12,5,1,1997
"801",1274033,99,26,98,12,127,29,14,0,0,1997
"802",1281034,125,52,103,28,148,52,19,1,1,1997
"803",1281035,129,51,121,31,128,42,16,5,2,1997
"804",1281036,116,43,120,26,113,32,17,2,1,1997
"805",1284031,110,11,NA,NA,102,12,8,8,5,1997
"806",1284032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"807",1285030,132,51,97,23,110,36,16,3,1,1997
"808",1285031,156,55,119,30,120,39,17,3,1,1997
"809",1285032,135,49,110,23,117,33,14,13,9,1997
"810",1285033,134,36,142,27,115,24,14,5,1,1997
"811",1286032,123,51,113,30,135,47,26,1,2,1997
"812",1286033,NA,NA,NA,NA,NA,NA,NA,9,3,1997
"813",1286175,103,39,122,27,106,31,14,10,3,1997
"814",1290034,98,40,98,23,96,31,12,6,9,1997
"815",1290035,135,44,125,24,136,34,16,11,3,1997
"816",1292032,91,40,89,22,102,37,9,4,0,1997
"817",1298031,112,48,121,32,102,37,25,2,4,1997
"818",1298032,NA,NA,NA,NA,NA,NA,NA,8,6,1997
"819",1298033,101,41,105,25,114,36,19,5,5,1997
"820",1302037,153,54,131,31,151,44,18,0,0,1997
"821",1303032,NA,NA,NA,NA,NA,NA,NA,0,2,1997
"822",1303033,NA,NA,NA,NA,NA,NA,NA,2,3,1997
"823",1306031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"824",1315032,129,43,141,29,139,36,16,1,0,1997
"825",1315033,123,30,133,21,124,26,12,0,0,1997
"826",1315034,119,32,114,16,99,22,12,5,4,1997
"827",1315035,102,10,NA,NA,98,12,7,4,2,1997
"828",1315036,123,12,NA,NA,116,12,7,3,4,1997
"829",1315039,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"830",1332030,86,13,101,6,94,18,10,1,0,1997
"831",1332032,109,12,NA,NA,101,13,7,9,0,1997
"832",1332033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"833",1332181,NA,NA,NA,NA,NA,NA,NA,0,0,1997
"834",1335047,84,37,86,21,103,38,15,6,2,1997
"835",1335048,102,41,97,22,115,36,12,1,0,1997
"836",1335052,91,3,NA,NA,103,8,1,13,3,1997
"837",1335053,93,4,NA,NA,109,10,NA,11,3,1997
"838",1335054,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"839",1335056,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"840",1336033,NA,NA,NA,NA,NA,NA,NA,1,NA,1997
"841",1336034,NA,NA,NA,NA,NA,NA,NA,7,0,1997
"842",1336035,97,5,NA,NA,132,17,5,6,2,1997
"843",1342031,98,40,94,21,109,35,12,2,0,1997
"844",1345034,102,37,107,21,120,33,10,0,2,1997
"845",1345035,74,24,91,17,101,30,7,6,1,1997
"846",1351035,107,27,111,15,124,28,12,4,0,1997
"847",1351036,117,12,NA,NA,128,18,8,1,0,1997
"848",1355174,126,47,139,32,122,35,15,7,2,1997
"849",1363031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"850",1368032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"851",1368175,117,40,119,23,101,27,20,4,4,1997
"852",1368180,NA,NA,NA,NA,NA,NA,NA,6,0,1997
"853",1376032,125,52,103,28,98,36,13,6,3,1997
"854",1383035,97,42,99,26,102,36,16,13,2,1997
"855",1383036,91,36,97,22,114,36,10,11,1,1997
"856",1383037,89,10,NA,NA,94,14,7,7,3,1997
"857",1383040,79,1,NA,NA,90,4,4,8,2,1997
"858",1394035,NA,NA,NA,NA,NA,NA,NA,8,1,1997
"859",1394036,115,42,101,20,87,24,10,2,3,1997
"860",1394037,NA,NA,NA,NA,NA,NA,NA,6,5,1997
"861",1394038,110,6,NA,NA,114,8,3,5,1,1997
"862",1394039,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"863",1397033,107,46,103,27,116,40,17,3,3,1997
"864",1397034,146,53,132,32,136,41,19,4,1,1997
"865",1397037,93,11,NA,NA,118,20,6,8,3,1997
"866",1397038,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"867",1398030,135,54,113,31,115,43,16,9,1,1997
"868",1399035,115,48,99,26,128,44,18,NA,2,1997
"869",1399036,NA,NA,NA,NA,NA,NA,NA,5,0,1997
"870",1399037,119,37,139,28,142,35,18,9,6,1997
"871",1399038,NA,NA,NA,NA,NA,NA,NA,1,0,1997
"872",1399039,NA,NA,NA,NA,NA,NA,NA,9,2,1997
"873",1399040,118,12,NA,NA,124,16,9,12,2,1997
"874",1407032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"875",1411039,91,41,95,25,100,37,19,7,2,1997
"876",1411043,98,38,99,22,104,32,12,NA,4,1997
"877",1411044,121,34,128,22,109,25,8,6,0,1997
"878",1411045,110,26,118,16,123,27,4,NA,1,1997
"879",1411185,110,38,121,24,124,33,7,5,0,1997
"880",1411186,129,23,NA,NA,99,14,8,11,3,1997
"881",1411190,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"882",1415031,118,32,118,18,94,21,12,2,2,1997
"883",1426034,102,41,100,23,98,31,18,5,1,1997
"884",1426036,116,36,112,19,114,28,13,12,4,1997
"885",1426038,89,12,96,2,67,10,6,4,0,1997
"886",1426040,85,15,90,5,107,23,11,5,1,1997
"887",1430030,NA,NA,NA,NA,NA,NA,NA,15,4,1997
"888",1430031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"889",1431030,128,42,129,25,144,37,12,1,0,1997
"890",1432031,NA,NA,NA,NA,NA,NA,NA,7,2,1997
"891",1434035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997
"892",1445035,NA,NA,NA,NA,NA,NA,NA,6,1,1997
"893",1445037,NA,NA,NA,NA,NA,NA,NA,4,0,1997
"894",1460030,123,12,NA,NA,124,15,5,7,2,1997
"895",1468033,109,42,100,22,93,28,11,6,1,1997
"896",1468034,72,9,90,2,93,17,7,4,2,1997
"897",1468035,88,4,NA,NA,107,12,5,9,0,1997
"898",1473032,99,43,116,30,101,35,12,8,3,1997
"899",1475031,NA,NA,NA,NA,NA,NA,NA,3,2,1997
"900",1475032,NA,NA,NA,NA,NA,NA,NA,5,3,1997
"901",1480033,NA,NA,NA,NA,NA,NA,NA,15,10,1997
