"","KID","year","tau_m","tau_f","tau_both","tau_m2","tau_f2"
"1",4038,1997,19.5,0,19.5,17.5,0
"2",4039,1997,10.5,0.5,10.5,6.5,0.5
"3",4039,2002,2.5,0,2.5,2.5,0
"4",4041,1997,33.1666666666667,23.3333333333333,39.1666666666667,33.1666666666667,19.3333333333333
"5",4042,1997,54.5833333333333,18.6666666666667,56.5833333333333,54.5833333333333,18.6666666666667
"6",4180,1997,0.833333333333333,0,0.833333333333333,0.833333333333333,0
"7",4187,1997,18.8333333333333,8.83333333333333,22.1666666666667,15.5,2.16666666666667
"8",5032,1997,24.2333333333333,4,24.2333333333333,12.15,4
"9",5032,2002,0,0,0,0,0
"10",5033,1997,42.5333333333333,37.7333333333333,45.1,41.3,36.9
"11",6034,1997,21,6,21,21,6
"12",7039,1997,10.75,23.6666666666667,27.4166666666667,10.75,11.5833333333333
"13",7040,1997,8.25,23.25,23.25,8.25,11.1666666666667
"14",7041,1997,15.25,0,15.25,8.25,0
"15",7044,1997,12,0,12,7,0
"16",7045,1997,23.5833333333333,17.5,23.5833333333333,9.58333333333333,3.5
"17",7045,2002,8.41666666666667,3,8.41666666666667,7.41666666666667,2
"18",10033,1997,48.5,0,48.5,42.6666666666667,0
"19",10034,1997,14.5,12,14.5,14.5,12
"20",10035,1997,31.3333333333333,69.5,69.5,31.3333333333333,44.5
"21",14030,1997,18,15.0833333333333,18,9.41666666666667,6.5
"22",14030,2002,0,8.83333333333333,8.83333333333333,0,2.83333333333333
"23",14031,1997,19.5833333333333,2.5,19.5833333333333,19.5833333333333,2.5
"24",14031,2002,28,22.25,28,6.75,1
"25",14032,1997,40.9166666666667,7.58333333333333,44.4166666666667,40.9166666666667,7.58333333333333
"26",14032,2002,27.6666666666667,28.3333333333333,32.1666666666667,16.8333333333333,17.5
"27",14033,1997,41.1666666666667,10.0833333333333,44.6666666666667,41.1666666666667,10.0833333333333
"28",14033,2002,29.75,26.4166666666667,32.5833333333333,19.9166666666667,16.5833333333333
"29",18038,1997,42.6833333333333,0,42.6833333333333,35.7666666666667,0
"30",18038,2002,5,0,5,5,0
"31",18039,1997,23.5,22,38,18.5,17
"32",18039,2002,19.6666666666667,4.66666666666667,20.8333333333333,19.6666666666667,4.66666666666667
"33",18040,1997,23.5,22,38,18.5,17
"34",18040,2002,18.0833333333333,4.66666666666667,19.25,18.0833333333333,4.66666666666667
"35",18041,1997,37.25,30.3333333333333,46.75,37.25,30.3333333333333
"36",18041,2002,21.8333333333333,25.5,28,19.3333333333333,25.5
"37",18187,1997,0,0,0,0,0
"38",18189,1997,14.1666666666667,0,14.1666666666667,14.1666666666667,0
"39",18189,2002,25.75,6,29.75,25.75,6
"40",18191,1997,13.3333333333333,0,13.3333333333333,13.3333333333333,0
"41",18192,1997,10.8333333333333,0,10.8333333333333,10.8333333333333,0
"42",22030,1997,36.4833333333333,16.7666666666667,36.4833333333333,34.9833333333333,15.2666666666667
"43",22030,2002,39.6666666666667,0,39.6666666666667,25.9166666666667,0
"44",22031,2002,52.25,0,52.25,39.5,0
"45",22176,1997,61.25,60.25,67,49.25,50.25
"46",22176,2002,0,12.6666666666667,12.6666666666667,0,1.83333333333333
"47",39031,1997,41.9166666666667,23.4166666666667,58.9166666666667,34.8333333333333,17.5833333333333
"48",39031,2002,6.6,1.33333333333333,6.93333333333333,5.26666666666667,0.333333333333333
"49",40035,1997,0,20.15,20.15,0,16.45
"50",40035,2002,0,0,0,0,0
"51",40038,1997,15.6666666666667,10.6666666666667,18.3333333333333,15.6666666666667,10.6666666666667
"52",40039,1997,10.9166666666667,16.5833333333333,20,10.9166666666667,16.5833333333333
"53",45032,1997,0,0,0,0,0
"54",45032,2002,34.5833333333333,24,34.5833333333333,22.0833333333333,11.5
"55",45033,1997,0,22.5,22.5,0,18.75
"56",45034,1997,20,4,24,20,4
"57",45034,2002,30.5,2.5,30.5,30.5,2.5
"58",47034,1997,23.8333333333333,13.25,23.8333333333333,23.8333333333333,13.25
"59",47034,2002,27.5,16.25,30,27.5,16.25
"60",47035,1997,13.8333333333333,13.8333333333333,15.5,8.83333333333333,8.83333333333333
"61",47035,2002,13.75,9.66666666666667,15.0833333333333,13.75,9.66666666666667
"62",47036,1997,38.6666666666667,41.5833333333333,45.5833333333333,38.6666666666667,41.5833333333333
"63",47036,2002,40,30.3333333333333,45,40,30.3333333333333
"64",47037,1997,31.3333333333333,19.3333333333333,33.8333333333333,27.5833333333333,19.3333333333333
"65",47037,2002,24.9166666666667,0,24.9166666666667,16.6666666666667,0
"66",47038,1997,23.8333333333333,15.5,28,20.9166666666667,15.5
"67",47038,2002,13.6666666666667,0,13.6666666666667,10.3333333333333,0
"68",47039,1997,75.4166666666667,27.3333333333333,75.4166666666667,75.4166666666667,27.3333333333333
"69",47039,2002,31.5,33,48.3333333333333,30.5,33
"70",47040,1997,54.5833333333333,24.8333333333333,63.9166666666667,54.5833333333333,24.8333333333333
"71",47040,2002,38.1666666666667,19.6666666666667,45.3333333333333,30.1666666666667,19.6666666666667
"72",50032,1997,11.75,1.25,13,11.0833333333333,1.25
"73",50032,2002,11,0.416666666666667,11.4166666666667,11,0.416666666666667
"74",50033,1997,13.25,0,13.25,11.25,0
"75",50033,2002,12.0833333333333,1.33333333333333,13.4166666666667,12.0833333333333,1.33333333333333
"76",50034,1997,23.6166666666667,11.3,26.0833333333333,23.6166666666667,11.3
"77",50034,2002,37.9,15.4833333333333,39.15,37.9,15.4833333333333
"78",50035,1997,20.8833333333333,13.9666666666667,28.35,20.8833333333333,13.9666666666667
"79",50035,2002,14.4,26.0666666666667,27.0666666666667,14.4,26.0666666666667
"80",51031,1997,18.4166666666667,0,18.4166666666667,9.91666666666667,0
"81",51031,2002,55.75,55.75,55.75,54.75,54.75
"82",51032,1997,35.0833333333333,0,35.0833333333333,35.0833333333333,0
"83",53035,1997,39.3333333333333,0,39.3333333333333,39.3333333333333,0
"84",53035,2002,11.1666666666667,0,11.1666666666667,11.1666666666667,0
"85",53036,1997,12.6666666666667,58.4166666666667,58.75,5,50.75
"86",53036,2002,8.66666666666667,1.5,9.5,8.16666666666667,1
"87",53038,1997,8.73333333333333,14.9833333333333,18.3166666666667,8.73333333333333,13.9833333333333
"88",53038,2002,0,20.5666666666667,20.5666666666667,0,4.5
"89",53040,1997,8.9,26.5833333333333,30.0833333333333,8.9,21.4166666666667
"90",53040,2002,11.5,24,28,4,5
"91",53041,1997,48.3333333333333,0,48.3333333333333,38.75,0
"92",53041,2002,0,0,0,0,0
"93",53042,1997,9.5,9.66666666666667,9.66666666666667,7.83333333333333,8
"94",53042,2002,0,10.25,10.25,0,6.25
"95",53205,1997,69.6,17.2666666666667,69.6,59.6,12.2666666666667
"96",53205,2002,38.5666666666667,26.1666666666667,38.5666666666667,28.2333333333333,20.9
"97",60036,1997,20.9166666666667,20.9166666666667,26.75,14.8333333333333,12.3333333333333
"98",60036,2002,18.3333333333333,5.91666666666667,21.75,16.5,5.91666666666667
"99",60037,1997,32.3333333333333,11,39,32.3333333333333,11
"100",60037,2002,14.75,5.83333333333333,19.5833333333333,14.3333333333333,2.83333333333333
"101",61032,1997,21.8333333333333,18.4166666666667,22.6666666666667,20,16.5833333333333
"102",61032,2002,35.6666666666667,10.25,35.9166666666667,32,6.58333333333333
"103",61034,1997,40.8333333333333,18.9166666666667,44.4166666666667,40.8333333333333,18.9166666666667
"104",61034,2002,6.5,4.83333333333333,6.5,3.83333333333333,2.16666666666667
"105",61035,1997,72.4166666666667,76.9166666666667,87.0833333333333,72.4166666666667,76.9166666666667
"106",61035,2002,34,9.08333333333333,34,34,9.08333333333333
"107",68030,1997,34.5833333333333,23.6666666666667,37.4166666666667,21.6666666666667,17.8333333333333
"108",68030,2002,20.9166666666667,26.5833333333333,28.25,18.4166666666667,24.0833333333333
"109",79032,1997,31.1666666666667,0,31.1666666666667,23.6666666666667,0
"110",79032,2002,6.5,4.08333333333333,7.16666666666667,5.5,3.08333333333333
"111",84033,1997,3.58333333333333,13.6666666666667,16.25,3.58333333333333,13.6666666666667
"112",84033,2002,19.75,21.8333333333333,29.3333333333333,14.75,16.8333333333333
"113",84034,1997,18.9166666666667,0,18.9166666666667,16.4166666666667,0
"114",84035,1997,26.0833333333333,0,26.0833333333333,21.0833333333333,0
"115",88035,1997,23.5833333333333,6.5,23.5833333333333,20.0833333333333,3
"116",88035,2002,6.66666666666667,5.41666666666667,6.66666666666667,4.16666666666667,2.91666666666667
"117",88036,1997,26.4166666666667,16,26.4166666666667,16.6666666666667,6.25
"118",88036,2002,11.6666666666667,10.9166666666667,12.1666666666667,9.16666666666667,8.41666666666667
"119",89034,1997,9.35,11.2333333333333,15.1,9.35,11.2333333333333
"120",89034,2002,12.15,1.9,12.15,12.15,1.9
"121",89035,1997,54.1666666666667,25.5833333333333,55.1666666666667,54.1666666666667,25.5833333333333
"122",89035,2002,18.6666666666667,15.4166666666667,31.25,18.6666666666667,11.3333333333333
"123",90030,1997,29.1666666666667,46.9166666666667,51.25,26.6666666666667,44.4166666666667
"124",90031,1997,14.3333333333333,35.25,43.5,14.3333333333333,35.25
"125",90031,2002,17.4166666666667,9.33333333333333,21.5833333333333,17.4166666666667,9.33333333333333
"126",90032,1997,18.6666666666667,1.5,19.6666666666667,18.6666666666667,1.5
"127",90032,2002,21.75,9.91666666666667,24.6666666666667,19.75,7.91666666666667
"128",91031,1997,11.9166666666667,12.2166666666667,19.6333333333333,11.9166666666667,12.2166666666667
"129",91031,2002,29,8.58333333333333,34,15.25,2.16666666666667
"130",91032,1997,16.5,11.85,23.6833333333333,16.5,11.85
"131",91032,2002,8.66666666666667,6.66666666666667,14.1666666666667,5.75,3
"132",96031,1997,0,20.6333333333333,20.6333333333333,0,16.9666666666667
"133",96031,2002,5.25,5.5,8.16666666666667,2.58333333333333,5.5
"134",96032,1997,2.5,20.25,22.75,2.5,19.4166666666667
"135",96032,2002,25.8166666666667,10.3333333333333,25.8166666666667,20.3166666666667,9
"136",96033,1997,61.1666666666667,29.1666666666667,61.6666666666667,61.1666666666667,29.1666666666667
"137",96033,2002,28.75,7.5,33.75,24.3333333333333,5
"138",99032,1997,21.6666666666667,17.0666666666667,23.7333333333333,9.16666666666667,4.56666666666667
"139",99032,2002,38.8333333333333,0,38.8333333333333,14.8333333333333,0
"140",99033,1997,22.25,11,29.75,22.25,11
"141",99033,2002,33.6666666666667,0,33.6666666666667,10.5,0
"142",105035,2002,2.5,0.5,3,2.5,0.5
"143",106031,1997,16.85,0,16.85,15.85,0
"144",106031,2002,20.9166666666667,4,24.9166666666667,20.9166666666667,4
"145",106032,1997,23.8333333333333,0,23.8333333333333,22.8333333333333,0
"146",106032,2002,18.4166666666667,4,22.4166666666667,18.4166666666667,4
"147",114033,1997,12.5,18.5,19,7.5,8.5
"148",114033,2002,51,0,51,3.33333333333333,0
"149",114034,1997,3.63333333333333,3.63333333333333,3.63333333333333,3.63333333333333,3.63333333333333
"150",114034,2002,2.75,2.16666666666667,3.58333333333333,2.75,2.16666666666667
"151",117031,2002,7.66666666666667,11.4166666666667,12.6666666666667,7.66666666666667,11.4166666666667
"152",117032,2002,13.5,21.1666666666667,22.25,13.5,16.1666666666667
"153",121030,1997,17.6666666666667,9.25,18.5833333333333,17.6666666666667,9.25
"154",121030,2002,9,9,9,9,9
"155",121032,1997,16.3333333333333,9,20.0833333333333,16.3333333333333,9
"156",121033,1997,7.83333333333333,35,37.0833333333333,7.83333333333333,35
"157",121036,1997,12.3333333333333,14.8333333333333,17.1666666666667,12.3333333333333,14.8333333333333
"158",121036,2002,21.5833333333333,25.3333333333333,26.5833333333333,21.5833333333333,25.3333333333333
"159",121037,1997,54.5,27.1666666666667,64.9166666666667,52,27.1666666666667
"160",121037,2002,19.5833333333333,20.1666666666667,32.25,19.5833333333333,20.1666666666667
"161",122036,1997,46.5,21,49.5,46.5,21
"162",122036,2002,6.73333333333333,15.9833333333333,19.2333333333333,6.73333333333333,12.4833333333333
"163",122037,1997,26.5,11.75,35.25,26.5,11.75
"164",122037,2002,37.75,7.75,37.75,32.75,7.75
"165",122174,1997,26.75,40.5,49.25,26.75,23
"166",122174,2002,3.08333333333333,14.9166666666667,14.9166666666667,3.08333333333333,12.9166666666667
"167",126030,1997,18.4166666666667,25.9166666666667,31.8333333333333,11.4166666666667,18.9166666666667
"168",126030,2002,11.25,35.5,45.75,6.91666666666667,4.5
"169",128030,1997,10.25,24.9166666666667,29.5,6.75,11.4166666666667
"170",128030,2002,11.25,4.16666666666667,15.4166666666667,11.25,1.66666666666667
"171",128031,1997,21.6666666666667,22.1666666666667,39.1666666666667,9.91666666666667,16.6666666666667
"172",128031,2002,7,14,16.5,7,14
"173",129040,1997,57,18.1666666666667,57,43.75,12.4166666666667
"174",129041,1997,15.6333333333333,35.1666666666667,45.8,15.6333333333333,6
"175",129041,2002,26.75,26.75,26.75,11.75,11.75
"176",129197,1997,8,3.5,9,6,3.5
"177",129197,2002,0,0,0,0,0
"178",134030,1997,19.7333333333333,12.9,20.5666666666667,18.4833333333333,12.5666666666667
"179",134030,2002,11.4333333333333,12.6,16.4333333333333,9.3,12.6
"180",134031,1997,22.9833333333333,15.65,23.3166666666667,21.7333333333333,15.3166666666667
"181",134031,2002,7.9,11.5,12.9,6.5,11.5
"182",138032,1997,7.41666666666667,46.25,53.6666666666667,7.41666666666667,46.25
"183",138032,2002,29.75,9.66666666666667,39.4166666666667,28.25,9.66666666666667
"184",138033,1997,22.6666666666667,0,22.6666666666667,17.6666666666667,0
"185",138033,2002,23.25,0,23.25,23.25,0
"186",145030,1997,8.66666666666667,2.5,8.66666666666667,8.66666666666667,2.5
"187",145030,2002,8.66666666666667,8.75,17.4166666666667,8.66666666666667,8.75
"188",145031,1997,17.25,0,17.25,15.5833333333333,0
"189",145031,2002,4.16666666666667,5.75,9.91666666666667,4.16666666666667,5.75
"190",165032,2002,7.66666666666667,9.5,12,7.66666666666667,9.5
"191",166033,1997,20,28.5833333333333,34.0833333333333,14,27.0833333333333
"192",166033,2002,5,9.33333333333333,9.33333333333333,4,8.33333333333333
"193",172036,1997,17.5,0,17.5,17.5,0
"194",172036,2002,21.75,4.33333333333333,24.25,2.83333333333333,4.33333333333333
"195",172179,1997,14.9166666666667,17.8333333333333,19.25,7.41666666666667,10.3333333333333
"196",172180,1997,10.4166666666667,7.33333333333333,11.75,9.41666666666667,7.33333333333333
"197",173035,1997,13.5,2,13.5,13.5,2
"198",173035,2002,5.26666666666667,6.76666666666667,6.76666666666667,5.26666666666667,5.26666666666667
"199",173036,1997,9.75,14.25,15.0833333333333,9.75,12.25
"200",173036,2002,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667
"201",173037,1997,5,5,5,5,5
"202",173038,1997,55.75,28.8333333333333,60.75,32.75,3.33333333333333
"203",173038,2002,6,7.5,13.5,6,0
"204",173039,1997,16.1666666666667,12.25,17.5,16.1666666666667,12.25
"205",173039,2002,9.75,23.3833333333333,27.0666666666667,9.75,16.65
"206",173040,1997,57.9166666666667,20.5833333333333,70.75,57.9166666666667,20.5833333333333
"207",173040,2002,23.25,11.25,27,22.75,11.25
"208",174033,1997,4.63333333333333,8.95,9.95,4.63333333333333,8.95
"209",174033,2002,3.75,3.75,3.75,3.75,3.75
"210",174036,1997,10.8,15.2166666666667,19.2,10.8,15.2166666666667
"211",174036,2002,18.3,17.3666666666667,22.7,13.3,17.3666666666667
"212",174037,1997,60.6666666666667,4.65,62.4166666666667,40.5,4.65
"213",174037,2002,5.25,3.16666666666667,5.25,4.83333333333333,3.16666666666667
"214",174040,1997,49.65,6.25,52.4,43.65,6.25
"215",174040,2002,20.9166666666667,2.33333333333333,20.9166666666667,18.75,2.33333333333333
"216",178033,1997,49.9166666666667,9.5,49.9166666666667,48.45,9.5
"217",178033,2002,21.9166666666667,23.25,25.25,19.9166666666667,21.25
"218",178034,1997,47.25,6.33333333333333,47.25,47.25,6.33333333333333
"219",178034,2002,41.9166666666667,22.4166666666667,41.9166666666667,39.9166666666667,20.4166666666667
"220",180030,2002,25.5833333333333,1.86666666666667,27.45,11.8333333333333,1.86666666666667
"221",180032,2002,48.9666666666667,8.25,52.9166666666667,27.9666666666667,4.95
"222",181031,1997,23.6666666666667,17.6666666666667,29.0833333333333,23.6666666666667,17.6666666666667
"223",181031,2002,11.0833333333333,1.83333333333333,11.0833333333333,11.0833333333333,1.83333333333333
"224",181032,1997,17.15,16,22.5666666666667,17.15,16
"225",181032,2002,27.4166666666667,18.5833333333333,39.6666666666667,27.4166666666667,8.16666666666667
"226",189031,1997,31.9166666666667,12.8333333333333,33.5833333333333,28.4166666666667,12.8333333333333
"227",195030,1997,25.4166666666667,0,25.4166666666667,23.9166666666667,0
"228",195030,2002,8.33333333333333,0,8.33333333333333,8.33333333333333,0
"229",195031,1997,48.75,2.5,48.75,47.25,2.5
"230",195031,2002,8.51666666666667,3.66666666666667,10.1833333333333,8.51666666666667,3.66666666666667
"231",200034,1997,0,13.6666666666667,13.6666666666667,0,1.66666666666667
"232",200035,1997,39.6166666666667,13.6166666666667,50.6666666666667,39.6166666666667,13.6166666666667
"233",203031,1997,21.75,8.58333333333333,24.4166666666667,21.75,8.58333333333333
"234",203031,2002,21.5,9.16666666666667,30.6666666666667,19,5.5
"235",203033,1997,31.0833333333333,0.333333333333333,31.4166666666667,31.0833333333333,0.333333333333333
"236",203033,2002,23.3333333333333,0,23.3333333333333,22,0
"237",209030,1997,23.75,1.25,25,15.75,1.25
"238",217032,1997,2.41666666666667,0,2.41666666666667,2.41666666666667,0
"239",220030,1997,25.35,19.1666666666667,28.6833333333333,24.35,19.1666666666667
"240",220030,2002,13.75,2.5,13.75,8.75,2.5
"241",221032,1997,31.3166666666667,9,31.3166666666667,26.3166666666667,9
"242",221032,2002,14.75,6.08333333333333,18.3333333333333,14.75,6.08333333333333
"243",228031,1997,15.0166666666667,6.9,18.75,15.0166666666667,6.9
"244",228031,2002,9.5,16.0833333333333,18,9.5,16.0833333333333
"245",228032,1997,18.5833333333333,15.1666666666667,23,16.0833333333333,12.6666666666667
"246",228032,2002,6,9.58333333333333,9.75,6,9.58333333333333
"247",236032,1997,20.5833333333333,17.3333333333333,29.75,20.5833333333333,17.3333333333333
"248",236032,2002,15.4,9.58333333333333,16.2333333333333,15.4,9.58333333333333
"249",245034,1997,18.1666666666667,15,19.1666666666667,15.1666666666667,12
"250",245034,2002,24.25,20.9166666666667,24.25,24.25,20.9166666666667
"251",246031,1997,13.75,12.5,13.75,11.65,10.4
"252",246031,2002,18.4166666666667,25.7333333333333,29.9833333333333,8.41666666666667,14.8333333333333
"253",250031,1997,0,49,49,0,38.75
"254",250031,2002,3.75,0,3.75,3.75,0
"255",250032,1997,34.4166666666667,0,34.4166666666667,32.4166666666667,0
"256",250032,2002,10,4.08333333333333,10,4.25,0.333333333333333
"257",257037,2002,8.25,6.25,8.25,4.5,2.5
"258",257039,2002,20,2.5,20,17.5,2.5
"259",257040,2002,14.5833333333333,12.75,24.1666666666667,11.65,4.41666666666667
"260",263038,1997,40.15,30.3166666666667,64.0166666666667,29.4833333333333,27.4
"261",263038,2002,19.5,25.0833333333333,34.4166666666667,19.5,25.0833333333333
"262",266035,2002,13.3333333333333,11.6666666666667,17.1666666666667,12.3333333333333,10.6666666666667
"263",277033,1997,27.15,15.4166666666667,30.4166666666667,21.8333333333333,12.1833333333333
"264",280032,1997,9.25,4.5,9.25,9.25,4.5
"265",280032,2002,27.5,0.5,28,7.5,0.5
"266",280033,1997,6,1.41666666666667,6.41666666666667,6,1.41666666666667
"267",280033,2002,17.4166666666667,0.5,17.9166666666667,17.4166666666667,0.5
"268",284030,1997,27.1666666666667,9.66666666666667,29.1666666666667,27.1666666666667,9.66666666666667
"269",284030,2002,20.6666666666667,17.25,26.1666666666667,20.6666666666667,17.25
"270",284031,1997,49,9.66666666666667,51,49,9.66666666666667
"271",284031,2002,17.9166666666667,14.75,22.4166666666667,17.9166666666667,14.75
"272",297048,1997,20.9,3.5,23.9,13.4,3.5
"273",297048,2002,36.9166666666667,31.5,36.9166666666667,26.9166666666667,21.5
"274",302036,1997,20.5,20.9166666666667,28.4166666666667,17.5,17.9166666666667
"275",302036,2002,3.75,0,3.75,3.75,0
"276",302037,1997,19.9166666666667,17.4166666666667,24.5,16.9166666666667,9.83333333333333
"277",302037,2002,21.0833333333333,0,21.0833333333333,12.5833333333333,0
"278",308037,1997,14.75,0.5,15.25,14.75,0.5
"279",308037,2002,0,0,0,0,0
"280",311032,1997,34.25,7.16666666666667,35.25,32.25,7.16666666666667
"281",311032,2002,47,0,47,21.1666666666667,0
"282",311033,1997,53,7.5,54,53,7.5
"283",311033,2002,52.0833333333333,0,52.0833333333333,26.25,0
"284",315030,1997,18.3166666666667,9.08333333333333,24.3166666666667,14.3166666666667,9.08333333333333
"285",315030,2002,17,19.5,22,17,19.5
"286",319031,1997,18,2.91666666666667,20.9166666666667,6,2.91666666666667
"287",319031,2002,4,0,4,4,0
"288",319032,1997,47.8333333333333,8.56666666666667,53.9,45.3333333333333,8.56666666666667
"289",319032,2002,44.6666666666667,38.9166666666667,49.6666666666667,39.6666666666667,33.9166666666667
"290",321032,1997,5.41666666666667,12.5833333333333,15.0833333333333,4.58333333333333,11.75
"291",321032,2002,5.41666666666667,5.41666666666667,5.41666666666667,5.41666666666667,5.41666666666667
"292",321176,1997,29.5,18.25,32.5,20,8.75
"293",321176,2002,18.8333333333333,28.8333333333333,28.8333333333333,14.5,24.5
"294",321177,1997,27.25,29,36.25,19.75,21.5
"295",321177,2002,28,38,38,7,17
"296",323032,1997,11.1333333333333,17.8,21.3,10.6333333333333,15.8
"297",323032,2002,36.2666666666667,16.6833333333333,36.2666666666667,15.6833333333333,11.2666666666667
"298",323033,1997,13.3833333333333,21.8833333333333,26.9666666666667,12.55,21.3833333333333
"299",323033,2002,26.6166666666667,17.6166666666667,32.2,17.7,17.6166666666667
"300",323034,1997,46.1666666666667,19.1666666666667,48.3333333333333,46.1666666666667,19.1666666666667
"301",323034,2002,22.6666666666667,8.83333333333333,23.5,21,7.16666666666667
"302",327033,1997,32.75,32.75,47.25,32.75,32.75
"303",327033,2002,15.0833333333333,12.5,15.0833333333333,14.0833333333333,11.5
"304",343032,1997,44.25,7.66666666666667,48.9166666666667,44.25,7.66666666666667
"305",343032,2002,7.08333333333333,13.3333333333333,18.5833333333333,7.08333333333333,12
"306",343033,1997,43,13.6666666666667,54.6666666666667,43,13.6666666666667
"307",343033,2002,7.08333333333333,4.5,10.0833333333333,7.08333333333333,4.5
"308",344031,2002,4.83333333333333,4.83333333333333,4.83333333333333,4.83333333333333,4.83333333333333
"309",344032,2002,3.5,0,3.5,3.5,0
"310",344033,1997,18.1666666666667,16.5,20.1666666666667,8.16666666666667,6.5
"311",344033,2002,9.83333333333333,16.4166666666667,19.0833333333333,5.83333333333333,6.58333333333333
"312",344034,1997,18,15.1666666666667,18.6666666666667,8,5.16666666666667
"313",344034,2002,11.4166666666667,12.5833333333333,15.1666666666667,7.41666666666667,8.58333333333333
"314",344186,1997,38,12.5,40,38,12.5
"315",350030,1997,43.1666666666667,27.9166666666667,53.75,33.1666666666667,22.9166666666667
"316",350030,2002,29.7833333333333,35.4833333333333,35.6166666666667,26.0333333333333,31.7333333333333
"317",350031,1997,37.5,23.1666666666667,41.1666666666667,32.5,21.1666666666667
"318",350031,2002,31.1166666666667,33.4833333333333,33.6166666666667,27.3666666666667,29.7333333333333
"319",351037,1997,0,0,0,0,0
"320",351037,2002,13.9166666666667,0,13.9166666666667,6.66666666666667,0
"321",351038,1997,21.25,39.25,45,17.25,21.5
"322",351038,2002,6.33333333333333,2.5,8.83333333333333,0,2.5
"323",351039,1997,78.3333333333333,37,78.3333333333333,71.3333333333333,37
"324",354031,1997,27.75,22,41.0833333333333,27.75,22
"325",354031,2002,35.9166666666667,0,35.9166666666667,25.6666666666667,0
"326",355031,1997,3.08333333333333,0,3.08333333333333,3.08333333333333,0
"327",355031,2002,0,0,0,0,0
"328",355032,1997,8.08333333333333,5.68333333333333,12.5166666666667,8.08333333333333,3.01666666666667
"329",355032,2002,12.5833333333333,22.6666666666667,22.9166666666667,2.58333333333333,6.66666666666667
"330",355033,1997,19.3666666666667,4.75,22.0333333333333,19.3666666666667,2.08333333333333
"331",355033,2002,11.4666666666667,12.3166666666667,17.8,4.8,8.65
"332",356031,1997,19.3333333333333,16,27.1666666666667,19.3333333333333,16
"333",356031,2002,6.75,8.33333333333333,12.0833333333333,5.48333333333333,3
"334",356032,1997,35.5,6.25,36.5,35.5,6.25
"335",356032,2002,10.5,7.83333333333333,12.5,8.16666666666667,5.5
"336",361176,1997,5.66666666666667,2.5,6.91666666666667,5.66666666666667,2.5
"337",361176,2002,15.6666666666667,18.25,18.9166666666667,5.66666666666667,8.25
"338",368032,1997,32.25,13.1,44.0166666666667,32.25,8.93333333333333
"339",368032,2002,13.75,7.96666666666667,15.15,7.75,2.96666666666667
"340",374030,1997,38.1666666666667,39.5,66,37.5,39.5
"341",374030,2002,15.5,13.8333333333333,16.3333333333333,10.5,8.83333333333333
"342",377030,1997,25.9166666666667,42.3333333333333,43.4166666666667,25.9166666666667,39.8333333333333
"343",377030,2002,23.25,29.9166666666667,31.1666666666667,23.25,29.9166666666667
"344",377031,1997,22.5,39.3333333333333,40,22.5,36.8333333333333
"345",377031,2002,14.1666666666667,23.75,30.4166666666667,14.1666666666667,23.75
"346",391031,1997,14,8,18.25,14,5
"347",391031,2002,15,0,15,5,0
"348",404033,2002,33.5833333333333,31.9166666666667,35.6666666666667,20.0833333333333,19.9166666666667
"349",404035,2002,24.6666666666667,25.9166666666667,26.75,16.6666666666667,17.9166666666667
"350",409033,1997,32.75,25.25,39.4166666666667,32.75,25.25
"351",409033,2002,15.1666666666667,6.5,17.6666666666667,15.1666666666667,6.5
"352",414038,1997,21.25,20.8333333333333,29.6666666666667,17.9166666666667,17.5
"353",414038,2002,24.4166666666667,8,25.6666666666667,14.4166666666667,3
"354",414039,1997,6,0,6,1,0
"355",419033,1997,13.25,7.5,15.25,13.25,5.5
"356",419034,1997,24.8333333333333,0,24.8333333333333,21.8333333333333,0
"357",419034,2002,4.33333333333333,14.9166666666667,19.25,0,14.9166666666667
"358",419035,1997,48.6666666666667,0,48.6666666666667,33,0
"359",419035,2002,1,4,5,1,2.5
"360",419036,1997,8.83333333333333,0,8.83333333333333,8.83333333333333,0
"361",419037,1997,49.9166666666667,0,49.9166666666667,49.9166666666667,0
"362",419037,2002,17.9166666666667,0,17.9166666666667,5,0
"363",428030,1997,9.1,19.6666666666667,27.1,8.73333333333333,19.6666666666667
"364",428032,1997,21,8.41666666666667,28.75,21,8.41666666666667
"365",428032,2002,9.16666666666667,3.33333333333333,11.5,7.5,3.33333333333333
"366",432032,1997,0,0,0,0,0
"367",432032,2002,5,0,5,5,0
"368",433031,1997,17.5833333333333,2.5,17.5833333333333,14.0833333333333,0
"369",433034,1997,12.7333333333333,5.25,14.2333333333333,8.98333333333333,0
"370",433038,1997,28.1666666666667,14,34.6666666666667,20.6666666666667,7.5
"371",433038,2002,18.8333333333333,3.25,20.0833333333333,17.8333333333333,3.25
"372",433040,1997,33.25,3,35.25,33.25,3
"373",433040,2002,27.1833333333333,0,27.1833333333333,22.1833333333333,0
"374",452037,1997,8,8.33333333333333,15.0833333333333,8,8.33333333333333
"375",452037,2002,6.58333333333333,8.58333333333333,11.3333333333333,6.58333333333333,8.58333333333333
"376",452038,1997,25.1666666666667,5,30.1666666666667,13.9166666666667,5
"377",452038,2002,14,2.5,16.5,4,2.5
"378",452178,1997,8.58333333333333,2.83333333333333,10.1666666666667,8.58333333333333,2.83333333333333
