"","KID","year","tau_m","tau_f","tau_both","tau_m2","tau_f2"
"1202",1168175,2002,38.0833333333333,0,38.0833333333333,14.5833333333333,0
"1203",1169030,1997,30.1166666666667,0,30.1166666666667,26.85,0
"1204",1169030,2002,58.25,14.5,58.25,58.25,14.5
"1205",1169031,1997,39.1166666666667,0,39.1166666666667,33.85,0
"1206",1169031,2002,13.5833333333333,14.3333333333333,14.5833333333333,13.5833333333333,14.3333333333333
"1207",1179033,1997,35.5833333333333,26.9166666666667,48.5,33.25,24.5833333333333
"1208",1184039,1997,32.15,11.25,35.4166666666667,32.15,8.75
"1209",1184039,2002,17.4333333333333,0,17.4333333333333,17.4333333333333,0
"1210",1184040,1997,27.4166666666667,10.4166666666667,27.9166666666667,27.4166666666667,10.4166666666667
"1211",1184040,2002,0,0,0,0,0
"1212",1184041,1997,24.8166666666667,10.4833333333333,29.4833333333333,24.8166666666667,6.48333333333333
"1213",1184041,2002,15.9166666666667,1.13333333333333,15.9166666666667,14.4166666666667,1.13333333333333
"1214",1185032,1997,2,28,30,2,21.75
"1215",1185032,2002,23.6666666666667,45.75,45.75,18.6666666666667,40.75
"1216",1185034,1997,2.58333333333333,26.3333333333333,28.9166666666667,2.58333333333333,26.3333333333333
"1217",1185034,2002,18.1666666666667,8,18.1666666666667,18.1666666666667,8
"1218",1192033,2002,0,0,0,0,0
"1219",1192034,1997,8.83333333333333,0,8.83333333333333,6.33333333333333,0
"1220",1192034,2002,20.6666666666667,1,20.6666666666667,19.5,1
"1221",1192035,2002,2.5,5.25,6.25,2.5,5.25
"1222",1210031,1997,22.8333333333333,0,22.8333333333333,18.5,0
"1223",1210031,2002,7,0,7,7,0
"1224",1213031,1997,23.0833333333333,0,23.0833333333333,18.25,0
"1225",1213031,2002,8.43333333333333,3.5,8.43333333333333,8.43333333333333,3.5
"1226",1220030,1997,4.66666666666667,4.66666666666667,4.66666666666667,3.66666666666667,3.66666666666667
"1227",1220030,2002,83.6666666666667,83.6666666666667,83.6666666666667,83.6666666666667,83.6666666666667
"1228",1220031,1997,5.33333333333333,5.33333333333333,5.33333333333333,4.33333333333333,4.33333333333333
"1229",1220031,2002,92.5,88.5,92.5,90.5,86.5
"1230",1221031,2002,0,0,0,0,0
"1231",1221032,2002,12.9333333333333,7.31666666666667,17.5666666666667,5.85,5.31666666666667
"1232",1221033,1997,15.3333333333333,23.3333333333333,29.1666666666667,15.3333333333333,23.3333333333333
"1233",1221033,2002,22.15,16.7666666666667,25.7333333333333,22.15,16.7666666666667
"1234",1221034,1997,31.4166666666667,26.25,48.5833333333333,31.4166666666667,26.25
"1235",1221034,2002,20.0833333333333,19.6166666666667,28.4166666666667,18.6166666666667,19.6166666666667
"1236",1221035,1997,32.5833333333333,49.0833333333333,60.1666666666667,32.5833333333333,49.0833333333333
"1237",1221035,2002,22.6666666666667,2.5,25.1666666666667,21.1666666666667,2
"1238",1221036,1997,34.75,47.5166666666667,62.5,34.75,47.5166666666667
"1239",1221036,2002,30.8333333333333,2.83333333333333,33.6666666666667,29.3333333333333,2
"1240",1222034,1997,18.9166666666667,19.25,19.9166666666667,16.9166666666667,17.25
"1241",1222035,1997,11.25,23.6666666666667,34.9166666666667,11.25,23.6666666666667
"1242",1222035,2002,8.5,17.6666666666667,19.1666666666667,2.5,11.6666666666667
"1243",1222185,1997,20,26.5,40,17,22.75
"1244",1222185,2002,0,0,0,0,0
"1245",1222189,1997,21.75,8.83333333333333,21.75,16.5833333333333,3.66666666666667
"1246",1222189,2002,8,1.25,8,8,1.25
"1247",1225031,1997,22.5,0,22.5,10.8333333333333,0
"1248",1225031,2002,2.5,0,2.5,0,0
"1249",1227034,1997,2.66666666666667,4.33333333333333,7,2.66666666666667,4.33333333333333
"1250",1227035,1997,17,11.0333333333333,28.0333333333333,17,11.0333333333333
"1251",1227035,2002,23.1666666666667,10.6666666666667,31,23.1666666666667,9.66666666666667
"1252",1227195,1997,43.5,0,43.5,43.5,0
"1253",1230031,1997,39.25,15.1666666666667,49.9166666666667,39.25,15.1666666666667
"1254",1230031,2002,28.3333333333333,20.8333333333333,32.9166666666667,23.3333333333333,20.8333333333333
"1255",1233034,1997,50.8333333333333,19.0833333333333,64.5833333333333,50.8333333333333,17.0833333333333
"1256",1233034,2002,20.5833333333333,20.8333333333333,32.0833333333333,16.5833333333333,7.33333333333333
"1257",1233035,1997,75.8333333333333,5.33333333333333,77.5,75.8333333333333,5.33333333333333
"1258",1233035,2002,19.8333333333333,2.5,19.8333333333333,19.8333333333333,2.5
"1259",1236031,1997,8.85,5.36666666666667,14.2166666666667,8.85,5.36666666666667
"1260",1236031,2002,8.16666666666667,3.16666666666667,8.16666666666667,8.16666666666667,3.16666666666667
"1261",1236032,1997,37.5833333333333,18.6666666666667,47.25,34.5833333333333,16.6666666666667
"1262",1236032,2002,19.75,8.08333333333333,23.75,15.75,7.08333333333333
"1263",1241035,1997,29.8333333333333,4.83333333333333,29.8333333333333,29.8333333333333,4.83333333333333
"1264",1242032,1997,8.25,8.91666666666667,11.1666666666667,8.25,8.91666666666667
"1265",1242032,2002,15,11.5,15,10.8333333333333,7.33333333333333
"1266",1242033,1997,22.75,3.66666666666667,25.4166666666667,22.75,3.66666666666667
"1267",1242033,2002,19.3333333333333,13.9166666666667,24.3333333333333,19.3333333333333,13.9166666666667
"1268",1242034,1997,6.83333333333333,3.4,6.9,6.83333333333333,3.4
"1269",1242034,2002,22.5,5.25,23.1666666666667,22.5,5.25
"1270",1242035,1997,26.6666666666667,3.83333333333333,27.9166666666667,26.6666666666667,3.83333333333333
"1271",1242035,2002,5.41666666666667,6.73333333333333,12.15,5.41666666666667,6.73333333333333
"1272",1242036,1997,40.1666666666667,13.25,47.5833333333333,40.1666666666667,9.5
"1273",1242036,2002,10.0833333333333,7.58333333333333,10.9166666666667,8.08333333333333,5.16666666666667
"1274",1242038,1997,32.4166666666667,10.5,40.3333333333333,31.5833333333333,10.5
"1275",1242038,2002,9.75,8.5,18.25,6,6.26666666666667
"1276",1242039,1997,29.0833333333333,4,30.75,29.0833333333333,4
"1277",1242039,2002,11,5.41666666666667,12.6666666666667,11,5.41666666666667
"1278",1254030,1997,2.5,0,2.5,2.5,0
"1279",1254030,2002,4,4,4,4,4
"1280",1258030,1997,12.25,9.46666666666667,17.3833333333333,12.25,9.46666666666667
"1281",1258030,2002,11.4833333333333,15.8166666666667,21.0666666666667,11.4833333333333,15.8166666666667
"1282",1258031,1997,31,11.4666666666667,39.05,31,11.4666666666667
"1283",1258031,2002,9.61666666666667,10.6166666666667,14.0333333333333,9.61666666666667,10.6166666666667
"1284",1258032,1997,16.2833333333333,18.4833333333333,29.0333333333333,16.2833333333333,11.65
"1285",1258032,2002,3.83333333333333,0,3.83333333333333,3.83333333333333,0
"1286",1258033,1997,26.4166666666667,4.58333333333333,30.1666666666667,26.4166666666667,4.58333333333333
"1287",1258033,2002,21.3333333333333,0,21.3333333333333,21.3333333333333,0
"1288",1258034,1997,24.1166666666667,10.4666666666667,30.6166666666667,24.1166666666667,9.46666666666667
"1289",1258034,2002,10.5833333333333,0,10.5833333333333,10.5833333333333,0
"1290",1260043,1997,58.4166666666667,21.25,61.0833333333333,58.4166666666667,21.25
"1291",1260043,2002,17.0833333333333,0,17.0833333333333,12.0833333333333,0
"1292",1266030,1997,10.5,16.5833333333333,18.75,9.5,8.33333333333333
"1293",1266031,1997,12,9.16666666666667,13.25,6.5,3.75
"1294",1266031,2002,3.9,3.9,3.9,3.9,3.9
"1295",1269033,1997,36.6666666666667,13.5,41.6666666666667,29.1666666666667,8.5
"1296",1274032,1997,16,0,16,16,0
"1297",1274033,1997,6.5,1.5,8,6.5,1.5
"1298",1274033,2002,3.5,2,5.5,1.5,2
"1299",1281034,1997,23.1,19.7666666666667,23.1,23.1,19.7666666666667
"1300",1281034,2002,0,0,0,0,0
"1301",1281035,1997,30.6666666666667,54.5,54.5,30.6666666666667,47
"1302",1281035,2002,12.5,17.5,17.5,3.75,8.75
"1303",1281036,1997,68,25.6666666666667,68,60.5,25.6666666666667
"1304",1281036,2002,21.9166666666667,18.25,21.9166666666667,7.41666666666667,5.75
"1305",1284031,1997,38.5,19,41,29.75,17.5
"1306",1284031,2002,10.5,8.33333333333333,14,7.66666666666667,5.83333333333333
"1307",1284032,1997,58.3333333333333,21.6666666666667,59.5,58.3333333333333,21.6666666666667
"1308",1284032,2002,15,9.58333333333333,24.5833333333333,13.3333333333333,3.33333333333333
"1309",1285030,1997,9,6.16666666666667,9.5,9,6.16666666666667
"1310",1285030,2002,0,0,0,0,0
"1311",1285031,1997,35.5833333333333,26.8333333333333,40.5833333333333,35.5833333333333,21.8333333333333
"1312",1285031,2002,32.9166666666667,29.9166666666667,32.9166666666667,32.9166666666667,29.9166666666667
"1313",1285032,1997,12.4166666666667,7.33333333333333,13.5833333333333,12.4166666666667,7.33333333333333
"1314",1285032,2002,4.58333333333333,1,5.58333333333333,4.58333333333333,1
"1315",1285033,1997,41.1666666666667,33.0833333333333,45.1666666666667,41.1666666666667,29.0833333333333
"1316",1285033,2002,32.6666666666667,45.9166666666667,46.4166666666667,25.1666666666667,33.4166666666667
"1317",1286032,1997,31.0833333333333,26.9166666666667,31.0833333333333,31.0833333333333,26.9166666666667
"1318",1286032,2002,0.833333333333333,0,0.833333333333333,0.833333333333333,0
"1319",1286175,1997,23,0,23,23,0
"1320",1290034,1997,27.3166666666667,4.5,29.3166666666667,27.3166666666667,4.5
"1321",1290034,2002,7.58333333333333,3,7.58333333333333,7.58333333333333,3
"1322",1290035,1997,27.25,2.83333333333333,27.25,27.25,2.83333333333333
"1323",1298031,1997,27.5833333333333,24.25,33.8333333333333,27.1666666666667,22.4166666666667
"1324",1298031,2002,23.75,25.25,26.25,14.75,16.25
"1325",1298032,2002,23.75,0,23.75,23.75,0
"1326",1298033,1997,36.6666666666667,25,36.6666666666667,36.25,25
"1327",1298033,2002,23.75,23.75,23.75,23.75,23.75
"1328",1302037,1997,18.5666666666667,11.6833333333333,30.25,18.5666666666667,11.6833333333333
"1329",1302037,2002,9.25,10.9,20.15,9.25,5.9
"1330",1303032,1997,20.9166666666667,0,20.9166666666667,18.9166666666667,0
"1331",1303032,2002,21,13.6666666666667,31,5,8.66666666666667
"1332",1303033,1997,20.15,0.666666666666667,20.8166666666667,18.15,0.666666666666667
"1333",1303033,2002,10.3333333333333,0,10.3333333333333,10.3333333333333,0
"1334",1306031,2002,14,19.5833333333333,26.25,14,18.5833333333333
"1335",1315032,1997,12.65,8.5,19.0833333333333,10.65,8.5
"1336",1315032,2002,9.58333333333333,0,9.58333333333333,9.58333333333333,0
"1337",1315033,1997,9.08333333333333,16.5,23.5833333333333,9.08333333333333,16.5
"1338",1315033,2002,8.83333333333333,24.8333333333333,24.8333333333333,6.83333333333333,16.8333333333333
"1339",1315034,2002,4.91666666666667,12,16.9166666666667,4.91666666666667,11.5
"1340",1315035,2002,6.58333333333333,14.8333333333333,21.4166666666667,6.58333333333333,14.3333333333333
"1341",1315036,1997,13.4166666666667,8.33333333333333,19.5,13.4166666666667,8.33333333333333
"1342",1315036,2002,20.75,15.1666666666667,21.4166666666667,16.75,11.1666666666667
"1343",1315039,1997,19.8333333333333,13.9166666666667,29.5833333333333,19.8333333333333,13.9166666666667
"1344",1315039,2002,23.75,19.0833333333333,26.1666666666667,19.75,15.0833333333333
"1345",1332030,1997,29.0833333333333,24.9166666666667,32.8333333333333,29.0833333333333,24.9166666666667
"1346",1332030,2002,17.5333333333333,0,17.5333333333333,14.8666666666667,0
"1347",1332032,1997,40.9666666666667,3.5,40.9666666666667,40.9666666666667,3.5
"1348",1332032,2002,30,0,30,27.3333333333333,0
"1349",1332033,1997,20.3333333333333,18.8333333333333,22.8333333333333,17.5,16
"1350",1332033,2002,32.5833333333333,0,32.5833333333333,32.5833333333333,0
"1351",1332181,1997,38.8333333333333,17.3333333333333,38.8333333333333,36,14.5
"1352",1335047,1997,13.4,14.5833333333333,17.0833333333333,13.4,14.5833333333333
"1353",1335048,1997,8.63333333333333,4.81666666666667,10.6333333333333,8.63333333333333,4.81666666666667
"1354",1335048,2002,50.8333333333333,1,50.8333333333333,48.8333333333333,1
"1355",1335052,1997,21.25,16.0333333333333,27.25,21.25,16.0333333333333
"1356",1335053,1997,48,9,51,48,9
"1357",1335053,2002,27.9166666666667,24.6666666666667,35.9166666666667,24.9166666666667,21.6666666666667
"1358",1335054,1997,49,13.4166666666667,55.4166666666667,49,12.4166666666667
"1359",1335054,2002,27.3333333333333,21.6666666666667,39.3333333333333,24.3333333333333,13.6666666666667
"1360",1335056,2002,18.3333333333333,14.9166666666667,24.5833333333333,18.3333333333333,14.9166666666667
"1361",1336035,1997,56.75,19.0833333333333,62.3333333333333,53.8333333333333,17.8333333333333
"1362",1342031,1997,21.3333333333333,23.3333333333333,25.75,18,17.5833333333333
"1363",1342031,2002,11,6.5,12.1666666666667,3.16666666666667,0
"1364",1345034,1997,48.8333333333333,30.5,54.5833333333333,35.5833333333333,18.25
"1365",1345034,2002,9.5,9.25,13,9.5,9.25
"1366",1345035,1997,7.5,12.5,19,2.5,2
"1367",1345035,2002,18.25,37,38.25,14,31.5
"1368",1351035,1997,35.5833333333333,13,38.0833333333333,35.5833333333333,13
"1369",1351035,2002,20.5833333333333,27.75,29,15.5833333333333,22.75
"1370",1351036,1997,26.1,12.2666666666667,30.1,26.1,12.2666666666667
"1371",1351036,2002,28.5666666666667,30.15,36.9833333333333,23.5666666666667,25.15
"1372",1355174,1997,10.6666666666667,0.333333333333333,11,10.6666666666667,0.333333333333333
"1373",1355174,2002,11.1666666666667,0,11.1666666666667,11.1666666666667,0
"1374",1363031,1997,34,7,38,30.5,7
"1375",1363031,2002,29.1666666666667,0,29.1666666666667,16.5,0
"1376",1368032,1997,0,0,0,0,0
"1377",1368032,2002,14.0833333333333,0,14.0833333333333,10.5833333333333,0
"1378",1368175,1997,0,1,1,0,1
"1379",1368175,2002,2,19.5833333333333,21.5833333333333,2,19.5833333333333
"1380",1368180,1997,21.5833333333333,0,21.5833333333333,18.75,0
"1381",1376032,2002,17.4166666666667,0,17.4166666666667,15.4166666666667,0
"1382",1383037,1997,10.25,1.5,10.25,10.25,1.5
"1383",1383037,2002,16.6666666666667,5.58333333333333,21.4166666666667,12.9166666666667,5.58333333333333
"1384",1383040,1997,22.25,1.5,22.25,14.75,1.5
"1385",1383040,2002,17.0833333333333,6,21.8333333333333,13.3333333333333,6
"1386",1394035,2002,38.25,0,38.25,15.75,0
"1387",1394036,1997,75.3333333333333,42.1666666666667,75.3333333333333,58.8333333333333,25.6666666666667
"1388",1394036,2002,37.5833333333333,22.25,37.5833333333333,31.8333333333333,16.5
"1389",1394037,2002,37.0833333333333,0,37.0833333333333,23.75,0
"1390",1394038,1997,74.6666666666667,42.1666666666667,74.6666666666667,58.1666666666667,25.6666666666667
"1391",1394038,2002,17,9.5,17,17,9.5
"1392",1394039,1997,49.3333333333333,14.0833333333333,57.5,40.6666666666667,12.0833333333333
"1393",1397033,1997,3.75,2.5,3.75,3.75,2.5
"1394",1397033,2002,20.4166666666667,34.1666666666667,34.1666666666667,12.75,15.25
"1395",1397034,1997,5,38.0833333333333,40.5833333333333,5,38.0833333333333
"1396",1397034,2002,39.7333333333333,11.3333333333333,45.3166666666667,34.7333333333333,11.3333333333333
"1397",1397037,1997,12.2333333333333,10.5,17.7333333333333,12.2333333333333,7.16666666666667
"1398",1397037,2002,54.5833333333333,48.0833333333333,60.3333333333333,18.75,16.5
"1399",1397038,1997,25.5,6.25,28.4166666666667,25.5,6.25
"1400",1397038,2002,6.33333333333333,4.16666666666667,10.5,6.33333333333333,4.16666666666667
"1401",1398030,1997,11.75,6.25,18,2.5,6.25
"1402",1399035,1997,0,42.5833333333333,42.5833333333333,0,27.5833333333333
"1403",1399035,2002,0,33.4833333333333,33.4833333333333,0,10.7333333333333
"1404",1399036,1997,24.5,4.83333333333333,24.5,21.8333333333333,2.16666666666667
"1405",1399036,2002,23.5833333333333,0,23.5833333333333,20.25,0
"1406",1399037,1997,24.9166666666667,11.1666666666667,30.8333333333333,23.4166666666667,5.25
"1407",1399037,2002,11.7333333333333,21.8333333333333,27.9833333333333,10.9,14.75
"1408",1399038,1997,35.4166666666667,16.8333333333333,36.25,28.4166666666667,9.83333333333333
"1409",1399038,2002,31.75,21.3333333333333,31.75,12.3333333333333,8.16666666666667
"1410",1399039,1997,58.0833333333333,13.6666666666667,58.75,38.4166666666667,9.66666666666667
"1411",1399039,2002,27.4166666666667,21.6666666666667,27.9166666666667,11.3333333333333,11.8333333333333
"1412",1399040,1997,34.8333333333333,14.1666666666667,43.1666666666667,31.0833333333333,10.4166666666667
"1413",1399040,2002,10.35,2.16666666666667,10.35,9.18333333333333,1
"1414",1407032,1997,39.0166666666667,26.5,56.75,35.5166666666667,23
"1415",1407032,2002,19.8333333333333,10.6666666666667,24,19.8333333333333,10.6666666666667
"1416",1411039,1997,10,0,10,4,0
"1417",1411039,2002,17.1666666666667,0,17.1666666666667,4.83333333333333,0
"1418",1411043,1997,15.0833333333333,10,15.0833333333333,15.0833333333333,10
"1419",1411043,2002,0,3.83333333333333,3.83333333333333,0,3.83333333333333
"1420",1411044,1997,19.4166666666667,0,19.4166666666667,16.4166666666667,0
"1421",1411044,2002,3.5,0,3.5,1,0
"1422",1411045,1997,24.75,10,24.75,24.75,10
"1423",1411045,2002,18.5833333333333,0,18.5833333333333,11.1666666666667,0
"1424",1411185,1997,5.83333333333333,1,6.83333333333333,5.83333333333333,1
"1425",1411186,1997,5,6.83333333333333,6.83333333333333,5,6.83333333333333
"1426",1411186,2002,29.0833333333333,19.5,29.0833333333333,14.75,8.5
"1427",1411190,1997,22.75,6.41666666666667,28.3333333333333,22.75,6.41666666666667
"1428",1415031,1997,23,15.3333333333333,23,15.5,7.83333333333333
"1429",1415031,2002,21.0833333333333,16.5,21.0833333333333,16.0833333333333,11.5
"1430",1426034,1997,6.33333333333333,6.33333333333333,6.33333333333333,3.5,3.5
"1431",1426034,2002,3,0,3,3,0
"1432",1426036,1997,18.6666666666667,0,18.6666666666667,13.6666666666667,0
"1433",1426036,2002,0,0,0,0,0
"1434",1426038,1997,12,3.5,12,4,3.5
"1435",1426038,2002,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"1436",1426040,1997,16,0,16,11,0
"1437",1426040,2002,26.5833333333333,0,26.5833333333333,9.75,0
"1438",1430030,2002,16.5833333333333,7,20.0833333333333,13.5833333333333,7
"1439",1430031,2002,16.8333333333333,7.75,22.0833333333333,16.8333333333333,7.25
"1440",1431030,1997,44.4166666666667,37.9166666666667,55,40.25,26.5
"1441",1431030,2002,16.1666666666667,20.6666666666667,23.1666666666667,7.16666666666667,11.6666666666667
"1442",1432031,2002,19.0833333333333,0,19.0833333333333,11.0833333333333,0
"1443",1434035,1997,31.45,27.9166666666667,37.95,17.3166666666667,14.0833333333333
"1444",1434035,2002,19.75,17.9166666666667,20.5833333333333,19.75,17.9166666666667
"1445",1445035,2002,1.66666666666667,8.5,9.16666666666667,1.66666666666667,1
"1446",1445037,2002,0,5.41666666666667,5.41666666666667,0,0
"1447",1460030,1997,28.3833333333333,0,28.3833333333333,28.3833333333333,0
"1448",1460030,2002,21.0666666666667,0,21.0666666666667,6.4,0
"1449",1468033,1997,28.9166666666667,33.9166666666667,36.8333333333333,28.9166666666667,26
"1450",1468033,2002,14.6666666666667,9.75,19.4166666666667,9.66666666666667,2.5
"1451",1468034,1997,26.8333333333333,30.1666666666667,31,26.8333333333333,26
"1452",1468034,2002,29.5,12.5,32,24.5,10
"1453",1468035,1997,57.8833333333333,8.76666666666667,58.9833333333333,57.8833333333333,8.76666666666667
"1454",1468035,2002,19.9166666666667,12.7333333333333,31.65,16.5833333333333,7.16666666666667
"1455",1473032,1997,29.0833333333333,19.9166666666667,29.0833333333333,16.5833333333333,7.41666666666667
"1456",1473032,2002,38.5,50.5,51.75,38.5,48.5
"1457",1475031,1997,29.8166666666667,27.1,32.5833333333333,13.1666666666667,10.85
"1458",1475031,2002,16.4333333333333,6.1,18.9333333333333,14.4333333333333,4.1
"1459",1475032,1997,19.75,18.0333333333333,23.95,12.6666666666667,10.95
"1460",1475032,2002,18.25,24.25,32.5,10.25,10.8333333333333
"1461",1480033,1997,30.8333333333333,1.66666666666667,30.8333333333333,30.8333333333333,1.66666666666667
"1462",1480033,2002,21,11,26,18,6
"1463",1480034,1997,61.7666666666667,0,61.7666666666667,61.7666666666667,0
"1464",1480034,2002,26.0833333333333,8,28.0833333333333,23.0833333333333,3
"1465",1485033,1997,22.3666666666667,32.5833333333333,34.35,19.2,29.4166666666667
"1466",1485033,2002,22,15.5,22,18,15.5
"1467",1485034,1997,24.85,31.5666666666667,34.25,24.85,31.5666666666667
"1468",1485034,2002,16.5,14,16.5,16.5,14
"1469",1494031,1997,42.65,14.2666666666667,42.9166666666667,39.65,11
"1470",1498032,1997,40.9,18.8333333333333,52.4,21.15,12.8333333333333
"1471",1498032,2002,0,0,0,0,0
"1472",1498034,1997,29.8333333333333,12.8166666666667,29.8333333333333,6.91666666666667,3.83333333333333
"1473",1498034,2002,22.5,21.1666666666667,25,3.5,6
"1474",1498035,1997,40.9166666666667,35.5,40.9166666666667,40.9166666666667,35.5
"1475",1498035,2002,28.8333333333333,10.1666666666667,30.6666666666667,28.3333333333333,8.83333333333333
"1476",1498037,1997,19.6666666666667,14.5,19.6666666666667,19.6666666666667,14.5
"1477",1498037,2002,24,12.6666666666667,26,23,11.6666666666667
"1478",1498178,1997,14.2666666666667,10.5,14.2666666666667,6.58333333333333,5.08333333333333
"1479",1498178,2002,32.1666666666667,21.25,32.1666666666667,10.5833333333333,3.5
"1480",1503170,1997,1.08333333333333,19.5,20.5833333333333,1.08333333333333,19.5
"1481",1505030,1997,47.75,1,48.75,47.75,1
"1482",1505030,2002,58.65,0,58.65,58.65,0
"1483",1516030,2002,7.5,0,7.5,7.5,0
"1484",1516031,1997,46.0833333333333,31.3333333333333,52.5833333333333,46.0833333333333,31.3333333333333
"1485",1516031,2002,19.1666666666667,20.6666666666667,27.3333333333333,19.1666666666667,14.1666666666667
"1486",1516033,1997,38.75,49.25,54.8333333333333,38.75,49.25
"1487",1516033,2002,28.3333333333333,18.1666666666667,33.5,21.75,14.1666666666667
"1488",1516172,2002,1,0,1,1,0
"1489",1522035,1997,4.58333333333333,5.75,7.41666666666667,4.58333333333333,5.75
"1490",1522035,2002,10.3333333333333,16.75,19.25,5.33333333333333,5.75
"1491",1522036,1997,25.3333333333333,22.5833333333333,46.3333333333333,25.3333333333333,22.5833333333333
"1492",1522036,2002,6.25,4.75,6.25,5.25,4.75
"1493",1522037,1997,14.75,15.0833333333333,24.1666666666667,14.75,15.0833333333333
"1494",1522037,2002,3.83333333333333,7.25,8.33333333333333,3.83333333333333,7.25
"1495",1522038,2002,3.5,1.25,4.75,3.5,1.25
"1496",1522040,1997,44.25,2.5,45.75,44.25,2.5
"1497",1522040,2002,15.0666666666667,6.85,15.65,14.1333333333333,5.91666666666667
"1498",1522041,2002,7,14.5,14.5,7,14.5
"1499",1522042,1997,30.9166666666667,13.25,35.1666666666667,26.5833333333333,11.4166666666667
"1500",1522042,2002,14.1666666666667,3.33333333333333,15.8333333333333,11,3.33333333333333
"1501",1522043,1997,38.5,13.85,45.5833333333333,35.2333333333333,11.9166666666667
"1502",1522043,2002,38.25,2.5,38.25,35.0833333333333,2.5
"1503",1533032,1997,26.3333333333333,21.4166666666667,29.6666666666667,26.3333333333333,21.4166666666667
"1504",1533032,2002,18.75,18.75,18.75,13.25,13.25
"1505",1533033,1997,41.3333333333333,20.25,49.0833333333333,41.3333333333333,20.25
"1506",1533033,2002,21.5833333333333,18.8333333333333,33.0833333333333,20.4166666666667,13.5833333333333
"1507",1533034,1997,62.6666666666667,18.5,69.9166666666667,62.6666666666667,18.5
"1508",1533034,2002,15.25,16.75,27.1666666666667,14.0833333333333,11.5
"1509",1537172,1997,12.7666666666667,10.5833333333333,14.0166666666667,12.7666666666667,10.5833333333333
"1510",1540178,1997,6.5,3.5,10,6.5,1
"1511",1540178,2002,15.5,1,15.8333333333333,9.5,1
"1512",1541036,1997,6.25,0,6.25,6.25,0
"1513",1541036,2002,0,0,0,0,0
"1514",1541037,1997,6.75,19,19,6.75,17.6666666666667
"1515",1541038,1997,12.6666666666667,0,12.6666666666667,12.6666666666667,0
"1516",1541038,2002,9.33333333333333,0,9.33333333333333,9.33333333333333,0
"1517",1542031,1997,20.5833333333333,0,20.5833333333333,16.8333333333333,0
"1518",1542033,1997,35.3333333333333,37.8333333333333,37.8333333333333,35.3333333333333,37.8333333333333
"1519",1542033,2002,5.9,2.96666666666667,5.9,5.9,2.96666666666667
"1520",1542034,1997,2,4.33333333333333,5.33333333333333,2,4.33333333333333
"1521",1542034,2002,10.75,7,17.75,0,7
"1522",1542035,1997,36.1666666666667,34.9166666666667,37.4166666666667,36.1666666666667,34.9166666666667
"1523",1542035,2002,16.8,7.13333333333333,18.4666666666667,16.8,7.13333333333333
"1524",1542036,1997,8.91666666666667,2.5,10.4166666666667,8.91666666666667,2.5
"1525",1542036,2002,26.3166666666667,0,26.3166666666667,8.2,0
"1526",1542037,1997,2.75,7.33333333333333,10.0833333333333,2.75,7.33333333333333
"1527",1542037,2002,17.5,9.75,17.5,9.75,9.75
"1528",1542039,1997,22.75,11.3333333333333,24.75,22.75,10.1666666666667
"1529",1542040,1997,5.91666666666667,16.3333333333333,22.25,5.91666666666667,11.3333333333333
"1530",1542040,2002,17.8333333333333,11.5,20.3333333333333,15.8333333333333,11.5
"1531",1547031,1997,22.1666666666667,1.5,22.1666666666667,22.1666666666667,1.5
"1532",1547031,2002,7,1,7,7,1
"1533",1547032,2002,15.9166666666667,17.5,33.4166666666667,15.9166666666667,17.5
"1534",1547033,1997,27.9166666666667,3.33333333333333,27.9166666666667,27.9166666666667,3.33333333333333
"1535",1547033,2002,46.0833333333333,4,48.0833333333333,46.0833333333333,4
"1536",1559030,1997,26.25,13.5833333333333,32.25,26.25,13.5833333333333
"1537",1559030,2002,18.7333333333333,7,21.9833333333333,18.7333333333333,6
"1538",1568033,1997,15.6,6.26666666666667,16.8,12.4666666666667,3.1
"1539",1568033,2002,45,17.9166666666667,45,19.5833333333333,0.833333333333333
"1540",1568034,1997,15.5833333333333,0,15.5833333333333,13.9166666666667,0
"1541",1568034,2002,2.5,0,2.5,2.5,0
"1542",1571037,2002,8.33333333333333,0,8.33333333333333,8.33333333333333,0
"1543",1571038,1997,22.5,0,22.5,17.5,0
"1544",1571038,2002,19,0,19,14,0
"1545",1571039,1997,26,0,26,19,0
"1546",1571039,2002,16,0,16,11,0
"1547",1571040,1997,46,2.5,46,46,2.5
"1548",1571181,1997,22.3333333333333,0,22.3333333333333,22.3333333333333,0
"1549",1571181,2002,17.5,0,17.5,2.5,0
"1550",1572038,1997,18.5833333333333,0,18.5833333333333,14.5833333333333,0
"1551",1572038,2002,20.1666666666667,3,20.1666666666667,15.1666666666667,0
"1552",1572040,1997,26.4833333333333,0,26.4833333333333,23.4833333333333,0
"1553",1572040,2002,28.25,0,28.25,20.75,0
"1554",1572041,2002,0,0,0,0,0
"1555",1579042,1997,7.58333333333333,15.5,21.75,3.41666666666667,15.5
"1556",1579042,2002,16.6833333333333,31.1833333333333,31.6833333333333,16.6833333333333,31.1833333333333
"1557",1583031,1997,37.2333333333333,19.8333333333333,39.0666666666667,37.2333333333333,19.8333333333333
"1558",1583031,2002,25.25,0,25.25,21.25,0
"1559",1591033,1997,25.2833333333333,15.7833333333333,25.2833333333333,22.6166666666667,15.6166666666667
"1560",1591033,2002,9.83333333333333,12.75,14,9,11.9166666666667
