"","KID","year","Toys","Vacation","SchSupplies","Clothing","Food","sports","lessons","comm_grps","tutoring","tuition"
"149",319031,2002,11.5384615384615,0,5.76923076923077,17.3076923076923,NA,0,0,0,0,0
"150",319032,2002,38.4615384615385,38.4615384615385,0.480769230769231,38.4615384615385,46.1538461538462,23.0769230769231,0,0,0,48.0769230769231
"151",321032,2002,9.61538461538461,28.8461538461538,1.92307692307692,19.2307692307692,26.9230769230769,NA,0,0.576923076923077,0,0
"152",321176,2002,19.2307692307692,3.84615384615385,0.480769230769231,9.61538461538461,NA,0,0,0,0,0
"153",321177,2002,9.61538461538461,3.84615384615385,0.961538461538462,9.61538461538461,NA,0,0,0,0,0
"154",323032,2002,19.2307692307692,19.2307692307692,1.44230769230769,9.61538461538461,40.3846153846154,4.80769230769231,44.2307692307692,0,0,0
"155",323033,2002,19.2307692307692,19.2307692307692,1.44230769230769,9.61538461538461,40.3846153846154,4.80769230769231,13.8461538461538,0,0,0
"156",323034,2002,9.61538461538461,5.76923076923077,0.961538461538462,4.80769230769231,57.6923076923077,2.88461538461538,0,2.88461538461538,0,0
"157",327033,2002,7.69230769230769,3.84615384615385,0.961538461538462,5.76923076923077,25,1.92307692307692,4.32692307692308,0,0,0
"158",343032,2002,7.69230769230769,19.2307692307692,0.961538461538462,7.69230769230769,15.3846153846154,9.61538461538461,0,3.84615384615385,0,0
"159",343033,2002,9.61538461538461,19.2307692307692,0.961538461538462,3.84615384615385,NA,3.84615384615385,0,1.92307692307692,0,86.5384615384615
"160",344031,2002,9.61538461538461,0,0,19.2307692307692,NA,0,0,0,0,0
"161",344032,2002,5.76923076923077,0,0,19.2307692307692,NA,0,0,0,0,0
"162",344033,2002,5.76923076923077,57.6923076923077,5.76923076923077,9.61538461538461,23.0769230769231,5.76923076923077,0,57.6923076923077,0,0
"163",344034,2002,5.76923076923077,0,2.88461538461538,5.76923076923077,23.0769230769231,1.92307692307692,0,3.84615384615385,0,0
"164",350030,2002,9.61538461538461,9.61538461538461,11.5384615384615,7.69230769230769,14.4230769230769,0.961538461538462,13.4615384615385,0,0,0
"165",350031,2002,9.61538461538461,9.61538461538461,11.5384615384615,7.69230769230769,14.4230769230769,0.480769230769231,5.76923076923077,0,0,0
"166",351037,2002,9.61538461538461,9.61538461538461,0.961538461538462,9.61538461538461,9.61538461538461,0,0,0,0,0
"167",351038,2002,12.6923076923077,0.961538461538462,0.961538461538462,3.84615384615385,NA,0,0,0,0,0
"168",351039,2002,3.84615384615385,0,2.40384615384615,9.61538461538461,23.0769230769231,1.44230769230769,3.46153846153846,0,0,0
"169",354031,2002,38.4615384615385,19.2307692307692,1.15384615384615,13.4615384615385,19.2307692307692,3.46153846153846,0,0.961538461538462,72.4038461538462,0
"170",355031,2002,11.5384615384615,9.61538461538461,2.88461538461538,5.76923076923077,28.8461538461538,7.69230769230769,0,0,0,0
"171",355032,2002,3.84615384615385,9.61538461538461,0.961538461538462,4.80769230769231,46.1538461538462,1.15384615384615,0,0.961538461538462,0,0
"172",355033,2002,4.80769230769231,9.61538461538461,0.961538461538462,3.84615384615385,46.1538461538462,7.69230769230769,5.65384615384615,0.384615384615385,0,0
"173",356031,2002,5.76923076923077,2.88461538461538,0.576923076923077,7.69230769230769,9.61538461538461,0.153846153846154,0,0.384615384615385,0,0
"174",356032,2002,5.76923076923077,0,0.769230769230769,2.88461538461538,15.3846153846154,0.288461538461538,0,0,0,0
"175",361176,2002,0.961538461538462,0,1.44230769230769,3.84615384615385,9.61538461538461,0,0,0,0,0
"176",368032,2002,19.2307692307692,13.4615384615385,1.44230769230769,7.69230769230769,14.4230769230769,0,17.3076923076923,1.92307692307692,0,0
"177",374030,2002,19.2307692307692,38.4615384615385,0.961538461538462,19.2307692307692,38.4615384615385,2.88461538461538,9.23076923076923,13.8461538461538,0,0
"178",377030,2002,7.69230769230769,15.3846153846154,0.480769230769231,7.69230769230769,57.6923076923077,9.61538461538461,0,0,0,0
"179",377031,2002,5.76923076923077,19.2307692307692,0.769230769230769,9.61538461538461,28.8461538461538,1.92307692307692,0,0,0,0
"180",391031,2002,9.61538461538461,0,2.88461538461538,57.6923076923077,NA,0,0,0,0,0
"181",391032,2002,28.8461538461538,38.4615384615385,3.84615384615385,19.2307692307692,96.1538461538462,19.2307692307692,0,0,0,0
"182",404033,2002,9.61538461538461,0,0.480769230769231,11.5384615384615,15.3846153846154,1.44230769230769,0,0,0,0
"183",404035,2002,9.61538461538461,0,0.673076923076923,9.61538461538461,15.3846153846154,0,0,0,0,0
"184",409033,2002,9.61538461538461,5.76923076923077,0.480769230769231,5.76923076923077,11.5384615384615,0.961538461538462,7.69230769230769,0,0,0
"185",414038,2002,3.84615384615385,7.69230769230769,0.961538461538462,11.5384615384615,34.6153846153846,6.73076923076923,0.480769230769231,1.44230769230769,0,0
"186",414039,2002,6.73076923076923,4.80769230769231,0.576923076923077,0.961538461538462,NA,0,0,0,0,0
"187",419034,2002,0.384615384615385,0,0,3.84615384615385,0,0,0,0,0,0
"188",419035,2002,3.84615384615385,0,0.576923076923077,3.84615384615385,5.76923076923077,0,0,0,0,0
"189",419036,2002,5.76923076923077,1.92307692307692,0.480769230769231,5.76923076923077,19.2307692307692,0,0,0,0,0
"190",419037,2002,1.34615384615385,0,0.192307692307692,1.53846153846154,1.92307692307692,0,0,0,0,0
"191",428032,2002,5.76923076923077,0,2.40384615384615,3.84615384615385,57.6923076923077,1.92307692307692,67.3076923076923,0.961538461538462,0,0
"192",432032,2002,9.61538461538461,0,1.15384615384615,3.84615384615385,19.2307692307692,3.84615384615385,0,0,0,0
"193",433038,2002,7.69230769230769,1.92307692307692,1.53846153846154,5.76923076923077,25,0,0,0,0,0
"194",433040,2002,19.2307692307692,7.69230769230769,1.53846153846154,15.3846153846154,25,0,0,0,0,0
"195",452037,2002,9.61538461538461,13.4615384615385,1.44230769230769,7.69230769230769,19.2307692307692,0.961538461538462,0,0,0,0
"196",452038,2002,3.84615384615385,NA,0.384615384615385,1.92307692307692,NA,0,0,0,0,0
"197",455034,2002,9.61538461538461,1.92307692307692,0.384615384615385,5.76923076923077,NA,0,0,0,0,0
"198",459031,2002,13.4615384615385,7.69230769230769,1.53846153846154,5.76923076923077,7.69230769230769,15.3846153846154,0,0,0,0
"199",465033,2002,9.61538461538461,0,0.576923076923077,7.69230769230769,23.0769230769231,0,0,0,0,0
"200",465034,2002,9.61538461538461,0,0.576923076923077,5.76923076923077,17.3076923076923,0.961538461538462,0,0,0,0
"201",473035,2002,7.69230769230769,3.84615384615385,1.92307692307692,7.69230769230769,17.3076923076923,0,0,0,0,0
"202",473036,2002,7.69230769230769,15.3846153846154,0,5.76923076923077,23.0769230769231,3.84615384615385,0,1.92307692307692,0,0
"203",478038,2002,28.8461538461538,3.84615384615385,3.84615384615385,38.4615384615385,35.5769230769231,1.01923076923077,0,0,0,0
"204",478039,2002,28.8461538461538,3.84615384615385,0.961538461538462,38.4615384615385,36.5384615384615,0.769230769230769,0,0,0,0
"205",478040,2002,13.4615384615385,0,1.92307692307692,3.84615384615385,27.6923076923077,0.576923076923077,1.63461538461538,0,0,0
"206",479030,2002,19.2307692307692,19.2307692307692,0.961538461538462,3.84615384615385,11.5384615384615,0,0,0,0,0
"207",479031,2002,19.2307692307692,19.2307692307692,0.961538461538462,9.61538461538461,11.5384615384615,10.5769230769231,0,0,0,0
"208",486030,2002,19.2307692307692,3.84615384615385,0.769230769230769,5.76923076923077,NA,3.84615384615385,0,0,0,0
"209",486031,2002,9.61538461538461,48.0769230769231,1.92307692307692,13.4615384615385,NA,0,0,0,0,9.51923076923077
"210",487035,2002,5.76923076923077,0,0.961538461538462,7.69230769230769,28.8461538461538,0,0,0.384615384615385,0,0
"211",490032,2002,13.4615384615385,0,0.961538461538462,5.76923076923077,5.76923076923077,1.34615384615385,0,0.961538461538462,0,0
"212",495034,2002,7.69230769230769,0,0,1.92307692307692,26.9230769230769,0,0,0,0,0
"213",495035,2002,7.69230769230769,0,0,1.92307692307692,23.0769230769231,0,0,0,0,0
"214",495036,2002,9.61538461538461,9.61538461538461,11.5384615384615,2.88461538461538,23.0769230769231,1.15384615384615,0,0,0,0
"215",496031,2002,5.76923076923077,1.92307692307692,0.384615384615385,5.76923076923077,19.2307692307692,0,0,0,0,0
"216",496032,2002,1.44230769230769,0.961538461538462,0.384615384615385,5.76923076923077,28.8461538461538,0,0,0,0,0
"217",508031,2002,1.92307692307692,0,1.92307692307692,5.76923076923077,19.2307692307692,19.2307692307692,13.8461538461538,0,0,0
"218",508032,2002,1.92307692307692,0,1.92307692307692,3.84615384615385,19.2307692307692,9.61538461538461,9.61538461538461,0.769230769230769,1.34615384615385,0
"219",508033,2002,9.61538461538461,1.92307692307692,0.961538461538462,5.76923076923077,NA,1.53846153846154,0,0.519230769230769,0,0
"220",510031,2002,2.88461538461538,9.61538461538461,0.384615384615385,0.961538461538462,30,2.30769230769231,0,0,0,0
"221",517030,2002,9.61538461538461,4.80769230769231,2.88461538461538,NA,46.1538461538462,38.4615384615385,9.61538461538461,1.44230769230769,0,0
"222",517031,2002,9.61538461538461,4.80769230769231,2.88461538461538,NA,34.6153846153846,138.461538461538,1.92307692307692,0,0,0
"223",517032,2002,19.2307692307692,11.5384615384615,0.961538461538462,19.2307692307692,14.4230769230769,1.92307692307692,0,0,0,0
"224",517033,2002,9.61538461538461,34.6153846153846,0.961538461538462,3.84615384615385,48.0769230769231,19.2307692307692,19.2307692307692,11.5384615384615,0,26.9230769230769
"225",517034,2002,11.5384615384615,34.6153846153846,1.15384615384615,38.4615384615385,48.0769230769231,19.2307692307692,0,11.5384615384615,0,26.9230769230769
"226",534032,2002,9.61538461538461,28.8461538461538,0.961538461538462,5.76923076923077,NA,1.44230769230769,0,0,0,0
"227",544032,2002,5.76923076923077,7.69230769230769,1.44230769230769,4.80769230769231,38.4615384615385,0,5.76923076923077,0,0,0
"228",548036,2002,11.5384615384615,19.2307692307692,0.480769230769231,8.65384615384615,46.1538461538462,0,0.480769230769231,0,0,0
