"","KID","chcare","Arrange","Price","year"
"1",4037,0,NA,NA,1997
"2",4038,0,"Relative",0,1997
"3",4039,0,"Relative",0,1997
"4",4041,0,NA,NA,1997
"5",4042,0,NA,NA,1997
"6",4043,0,NA,NA,1997
"7",4180,0,NA,NA,1997
"8",4187,0,NA,NA,1997
"9",5032,0,NA,NA,1997
"10",5033,40,NA,NA,1997
"11",6034,0,NA,NA,1997
"12",7039,0,NA,NA,1997
"13",7040,0,NA,NA,1997
"14",7041,0,NA,NA,1997
"15",7044,0,NA,NA,1997
"16",7045,0,NA,NA,1997
"17",7046,0,NA,NA,1997
"18",7047,0,NA,NA,1997
"19",10033,0,"Relative",0,1997
"20",10034,0,NA,NA,1997
"21",10035,0,NA,NA,1997
"22",14030,0,NA,NA,1997
"23",14031,0,NA,NA,1997
"24",14032,0,NA,NA,1997
"25",14033,36,NA,NA,1997
"26",16033,0,NA,NA,1997
"27",18038,0,NA,0,1997
"28",18039,0,NA,NA,1997
"29",18040,0,NA,NA,1997
"30",18041,0,NA,NA,1997
"31",18187,0,NA,NA,1997
"32",18189,0,NA,NA,1997
"33",18191,46.5,"Before/After School Prog.",5.8125,1997
"34",18192,46.5,"Before/After School Prog.",5.8125,1997
"35",22030,0,NA,NA,1997
"36",22031,0,NA,NA,1997
"37",22176,0,NA,NA,1997
"38",39031,0,NA,NA,1997
"39",40035,0,"Relative",0,1997
"40",40038,8.75,NA,NA,1997
"41",40039,0,NA,NA,1997
"42",45032,0,NA,NA,1997
"43",45033,0,NA,NA,1997
"44",45034,65,NA,NA,1997
"45",47034,0,NA,NA,1997
"46",47035,0,"Relative",NA,1997
"47",47036,0,NA,NA,1997
"48",47037,0,NA,NA,1997
"49",47038,20,NA,NA,1997
"50",47039,0,NA,NA,1997
"51",47040,0,NA,NA,1997
"52",50032,30,"Before/After School Prog.",2.72727272727273,1997
"53",50033,30,"Before/After School Prog.",2.72727272727273,1997
"54",50034,128,NA,NA,1997
"55",50035,128,NA,NA,1997
"56",51031,0,NA,NA,1997
"57",51032,0,NA,NA,1997
"58",53035,0,NA,NA,1997
"59",53036,0,NA,NA,1997
"60",53038,0,NA,NA,1997
"61",53040,0,NA,NA,1997
"62",53041,0,NA,NA,1997
"63",53042,0,NA,NA,1997
"64",53205,0,NA,NA,1997
"65",60036,0,NA,NA,1997
"66",60037,70,NA,NA,1997
"67",61032,0,NA,NA,1997
"68",61034,0,NA,NA,1997
"69",61035,0,NA,NA,1997
"70",68030,92.5,NA,NA,1997
"71",79032,0,NA,NA,1997
"72",84033,0,NA,NA,1997
"73",84034,0,NA,NA,1997
"74",84035,0,NA,NA,1997
"75",88035,0,NA,NA,1997
"76",88036,0,NA,NA,1997
"77",89034,200,"Before/After School Prog.",57.1428571428571,1997
"78",89035,0,NA,NA,1997
"79",90030,75,"Care Center",1.875,1997
"80",90031,70,NA,NA,1997
"81",90032,60,NA,NA,1997
"82",91031,85,NA,NA,1997
"83",91032,150,NA,NA,1997
"84",96031,0,NA,NA,1997
"85",96032,0,NA,NA,1997
"86",96033,0,NA,NA,1997
"87",99032,0,NA,NA,1997
"88",99033,0,NA,NA,1997
"89",105035,0,NA,NA,1997
"90",106031,0,NA,NA,1997
"91",106032,60,NA,NA,1997
"92",114033,0,NA,NA,1997
"93",114034,0,NA,NA,1997
"94",117031,70.625,NA,NA,1997
"95",117032,50,NA,NA,1997
"96",121030,0,NA,NA,1997
"97",121032,0,NA,NA,1997
"98",121033,0,NA,0,1997
"99",121036,0,NA,NA,1997
"100",121037,18.125,NA,NA,1997
"101",122034,0,NA,NA,1997
"102",122036,25,NA,NA,1997
"103",122037,0,NA,NA,1997
"104",122174,0,NA,NA,1997
"105",126030,0,NA,NA,1997
"106",128030,62.5,"Family Center",0.961538461538462,1997
"107",128031,145,NA,NA,1997
"108",129040,0,NA,NA,1997
"109",129041,0,NA,NA,1997
"110",129197,0,NA,NA,1997
"111",134030,204,NA,NA,1997
"112",134031,204,NA,NA,1997
"113",138032,0,NA,NA,1997
"114",138033,0,NA,NA,1997
"115",145030,0,NA,NA,1997
"116",145031,31.25,NA,NA,1997
"117",151037,0,NA,NA,1997
"118",151038,0,NA,NA,1997
"119",165032,0,NA,NA,1997
"120",166033,0,NA,NA,1997
"121",172036,50,NA,NA,1997
"122",172179,0,NA,NA,1997
"123",172180,0,NA,NA,1997
"124",173035,0,NA,NA,1997
"125",173036,0,"Relative",0,1997
"126",173037,0,NA,NA,1997
"127",173038,0,NA,NA,1997
"128",173039,0,"Relative",0,1997
"129",173040,0,NA,NA,1997
"130",174033,0,NA,NA,1997
"131",174034,35,"Before/After School Prog.",2.8,1997
"132",174036,0,NA,NA,1997
"133",174037,0,NA,NA,1997
"134",174040,0,NA,NA,1997
"135",178033,0,NA,NA,1997
"136",178034,0,NA,NA,1997
"137",180030,0,"Relative",0,1997
"138",180032,50,"Relative",3.33333333333333,1997
"139",181031,0,"Family Center",0,1997
"140",181032,0,"Family Center",0,1997
"141",189031,50,NA,NA,1997
"142",190033,0,NA,NA,1997
"143",195030,0,NA,NA,1997
"144",195031,0,NA,NA,1997
"145",200034,0,NA,NA,1997
"146",200035,0,"Before/After School Prog.",0,1997
"147",203031,0,"Relative",NA,1997
"148",203033,0,NA,NA,1997
"149",209030,27,"Before/After School Prog.",1.6875,1997
"150",217032,0,NA,NA,1997
"151",220030,66.25,"Before/After School Prog.",1.38461538461538,1997
"152",221032,37.5,NA,NA,1997
"153",228031,0,"Relative",0,1997
"154",228032,51.9230769230769,"Care Center",10.3846153846154,1997
"155",236032,80,NA,NA,1997
"156",245034,0,NA,NA,1997
"157",246031,0,"Relative",0,1997
"158",250031,0,NA,NA,1997
"159",250032,0,NA,NA,1997
"160",257037,0,"Before/After School Prog.",0,1997
"161",257039,83,NA,NA,1997
"162",257040,100,NA,NA,1997
"163",263038,0,NA,NA,1997
"164",266031,0,NA,NA,1997
"165",266033,0,NA,NA,1997
"166",266035,0,NA,NA,1997
"167",277033,0,NA,0,1997
"168",280032,0,NA,NA,1997
"169",280033,0,NA,NA,1997
"170",284030,31.25,NA,NA,1997
"171",284031,31.25,NA,NA,1997
"172",297048,0,NA,NA,1997
"173",302036,0,NA,NA,1997
"174",302037,0,NA,NA,1997
"175",308037,0,NA,NA,1997
"176",311032,0,NA,NA,1997
"177",311033,0,NA,NA,1997
"178",315030,0,NA,NA,1997
"179",319031,0,NA,NA,1997
"180",319032,0,NA,NA,1997
"181",321032,0,NA,0,1997
"182",321176,0,NA,NA,1997
"183",321177,0,NA,NA,1997
"184",323032,0,NA,NA,1997
"185",323033,22.5,NA,NA,1997
"186",323034,0,NA,NA,1997
"187",327033,0,NA,NA,1997
"188",340031,165,NA,NA,1997
"189",340034,300,NA,NA,1997
"190",343032,0,NA,NA,1997
"191",343033,0,NA,NA,1997
"192",344031,0,NA,NA,1997
"193",344032,0,"Relative",0,1997
"194",344033,0,NA,NA,1997
"195",344034,0,NA,NA,1997
"196",344186,80,NA,NA,1997
"197",350030,0,NA,NA,1997
"198",350031,0,NA,NA,1997
"199",351037,0,NA,NA,1997
"200",351038,0,NA,NA,1997
"201",351039,65,NA,NA,1997
"202",354031,0,NA,NA,1997
"203",355031,0,NA,NA,1997
"204",355032,0,NA,NA,1997
"205",355033,65,"Care Center",3.82352941176471,1997
"206",356031,60,NA,NA,1997
"207",356032,0,NA,NA,1997
"208",361176,0,"Non Relative",0,1997
"209",368032,0,NA,NA,1997
"210",374030,0,NA,NA,1997
"211",375030,68.0769230769231,"Before/After School Prog.",2.47552447552448,1997
"212",375031,72,NA,NA,1997
"213",377030,270,NA,NA,1997
"214",377031,225,NA,NA,1997
"215",391031,0,"Relative",0,1997
"216",391032,0,NA,NA,1997
"217",404033,0,NA,NA,1997
"218",404035,0,NA,NA,1997
"219",409033,60,NA,NA,1997
"220",409177,0,NA,NA,1997
"221",414038,0,NA,NA,1997
"222",414039,0,NA,0,1997
"223",419033,NA,"Relative",NA,1997
"224",419034,0,NA,NA,1997
"225",419035,0,NA,NA,1997
"226",419036,0,NA,NA,1997
"227",419037,0,NA,NA,1997
"228",428030,0,NA,NA,1997
"229",428032,0,NA,NA,1997
"230",432032,0,NA,NA,1997
"231",433031,0,NA,NA,1997
"232",433034,0,NA,NA,1997
"233",433037,60,NA,NA,1997
"234",433038,0,NA,NA,1997
"235",433040,0,NA,NA,1997
"236",452037,75,NA,NA,1997
"237",452038,0,NA,NA,1997
"238",452178,75,"Relative",7.5,1997
"239",452187,12,NA,NA,1997
"240",455032,0,"Relative",0,1997
"241",455033,0,NA,NA,1997
"242",455034,0,NA,NA,1997
"243",459031,100,NA,NA,1997
"244",465033,0,NA,NA,1997
"245",465034,0,NA,NA,1997
"246",473035,25,"Before/After School Prog.",1,1997
"247",473036,5,NA,NA,1997
"248",478038,0,NA,NA,1997
"249",478039,0,NA,NA,1997
"250",478040,0,NA,NA,1997
"251",479030,0,NA,NA,1997
"252",479031,0,NA,NA,1997
"253",486030,24,NA,NA,1997
"254",486031,0,NA,NA,1997
"255",487035,0,NA,NA,1997
"256",487036,0,NA,NA,1997
"257",487176,0,NA,NA,1997
"258",490032,0,NA,NA,1997
"259",495034,75,NA,NA,1997
"260",495035,0,NA,NA,1997
"261",495036,0,NA,NA,1997
"262",495174,0,NA,NA,1997
"263",496031,0,NA,NA,1997
"264",496032,60,NA,NA,1997
"265",496183,0,NA,NA,1997
"266",496184,0,NA,NA,1997
"267",503173,0,NA,NA,1997
"268",508031,0,NA,NA,1997
"269",508032,48,"Before/After School Prog.",4,1997
"270",508033,40,"Non Relative",5,1997
"271",510031,0,NA,NA,1997
"272",512031,0,NA,NA,1997
"273",517030,40,"Non Relative",NA,1997
"274",517031,30,"Family Center",1,1997
"275",517032,0,NA,NA,1997
"276",517033,125,NA,NA,1997
"277",517034,125,NA,NA,1997
"278",534032,0,NA,NA,1997
"279",544032,45,"Before/After School Prog.",NA,1997
"280",548035,0,"Before/After School Prog.",NA,1997
"281",548036,0,NA,NA,1997
"282",548037,0,NA,NA,1997
"283",548038,0,NA,NA,1997
"284",548039,0,NA,NA,1997
"285",548040,0,NA,NA,1997
"286",548189,0,NA,NA,1997
"287",556036,50,NA,NA,1997
"288",556037,0,NA,NA,1997
"289",557176,40,"Non Relative",2.66666666666667,1997
"290",557177,40,NA,NA,1997
"291",563043,0,NA,NA,1997
"292",563044,0,NA,NA,1997
"293",563045,0,NA,NA,1997
"294",563046,0,NA,NA,1997
"295",563047,0,NA,NA,1997
"296",564034,75,NA,NA,1997
"297",565031,100,"Family Center",33.3333333333333,1997
"298",565032,0,NA,NA,1997
"299",565033,100,"Family Center",33.3333333333333,1997
"300",565034,0,NA,NA,1997
"301",567177,80,NA,NA,1997
"302",569031,0,NA,NA,1997
"303",569032,0,NA,NA,1997
"304",570035,0,"Relative",0,1997
"305",570036,40,NA,NA,1997
"306",573033,0,"Relative",0,1997
"307",573035,0,"Relative",0,1997
"308",577032,0,"Relative",0,1997
"309",581172,0,"Family Center",0,1997
"310",581173,0,NA,NA,1997
"311",582032,0,NA,NA,1997
"312",582033,0,NA,NA,1997
"313",582034,0,NA,NA,1997
"314",593030,175,"Non Relative",35,1997
"315",593031,110,NA,NA,1997
"316",593033,175,NA,NA,1997
"317",597035,0,NA,NA,1997
"318",597036,0,NA,NA,1997
"319",597037,1209,NA,NA,1997
"320",602034,0,NA,NA,1997
"321",602035,0,NA,NA,1997
"322",605031,100,NA,NA,1997
"323",607040,0,"Relative",0,1997
"324",607042,0,"Relative",0,1997
"325",608186,0,NA,NA,1997
"326",610033,17,"Before/After School Prog.",1.88888888888889,1997
"327",613031,0,NA,NA,1997
"328",620033,0,NA,NA,1997
"329",620035,0,NA,NA,1997
"330",620037,0,NA,NA,1997
"331",620039,26.25,NA,NA,1997
"332",624172,0,NA,NA,1997
"333",624173,0,NA,NA,1997
"334",625030,0,"Non Relative",0,1997
"335",625031,0,NA,NA,1997
"336",625032,0,NA,NA,1997
"337",626044,0,"Relative",0,1997
"338",626045,126.5,NA,NA,1997
"339",626047,0,NA,NA,1997
"340",626048,100,NA,NA,1997
"341",626189,100,"Before/After School Prog.",4,1997
"342",628034,0,NA,NA,1997
"343",630033,227.5,"Non Relative",7,1997
"344",631035,NA,"Relative",NA,1997
"345",632176,19.3846153846154,"Care Center",0.387692307692308,1997
"346",632177,21,NA,NA,1997
"347",633041,0,NA,NA,1997
"348",633042,0,NA,NA,1997
"349",634031,0,NA,NA,1997
"350",634032,0,NA,NA,1997
"351",634034,80,NA,NA,1997
"352",636031,0,NA,NA,1997
"353",636033,76.5,NA,NA,1997
"354",639032,0,NA,0,1997
"355",644031,0,NA,NA,1997
"356",647033,0,NA,NA,1997
"357",647034,0,NA,NA,1997
"358",649032,0,NA,NA,1997
"359",649033,0,NA,NA,1997
"360",649034,0,NA,NA,1997
"361",650178,40,NA,NA,1997
"362",652033,0,NA,NA,1997
"363",652034,0,NA,NA,1997
"364",652035,18,NA,NA,1997
"365",652037,0,NA,NA,1997
"366",654032,0,NA,NA,1997
"367",654033,6,NA,NA,1997
"368",655030,216,NA,NA,1997
"369",655031,216,NA,NA,1997
"370",656031,0,NA,NA,1997
"371",656033,0,NA,NA,1997
"372",656034,0,NA,NA,1997
"373",656035,45,NA,NA,1997
"374",664030,24,"Before/After School Prog.",4,1997
"375",664032,0,NA,NA,1997
"376",664034,0,NA,NA,1997
"377",664035,24,"Before/After School Prog.",4,1997
"378",672172,0,NA,NA,1997
"379",672174,0,NA,NA,1997
"380",673032,0,NA,NA,1997
"381",673033,0,NA,NA,1997
"382",673174,0,NA,NA,1997
"383",674030,0,NA,NA,1997
"384",674031,70,NA,NA,1997
"385",677034,0,NA,NA,1997
"386",677037,60,NA,NA,1997
"387",686036,0,NA,NA,1997
"388",687171,0,NA,NA,1997
"389",691030,0,NA,NA,1997
"390",691031,0,NA,NA,1997
"391",691032,0,NA,NA,1997
"392",691033,0,NA,NA,1997
"393",691034,0,NA,NA,1997
"394",691035,0,NA,NA,1997
"395",691036,0,NA,NA,1997
"396",692033,0,NA,NA,1997
"397",692038,10,NA,NA,1997
"398",692039,10,NA,NA,1997
"399",694033,0,NA,NA,1997
"400",694034,0,NA,NA,1997
"401",698034,75,"Family Center",1.5,1997
"402",698035,75,"Family Center",1.5,1997
"403",699033,0,"Relative",0,1997
"404",699034,0,"Relative",0,1997
"405",699035,0,NA,NA,1997
"406",699036,0,NA,NA,1997
"407",700032,0,NA,NA,1997
"408",700034,0,NA,NA,1997
"409",702032,100,NA,NA,1997
"410",704030,0,NA,NA,1997
"411",704031,0,NA,NA,1997
"412",706030,137.5,NA,NA,1997
"413",706171,100,NA,NA,1997
"414",706177,75,NA,NA,1997
"415",707030,0,NA,NA,1997
"416",707032,0,NA,NA,1997
"417",709038,0,NA,NA,1997
"418",709039,0,NA,NA,1997
"419",709040,0,NA,NA,1997
"420",711030,0,"Relative",0,1997
"421",711031,0,"Relative",0,1997
"422",712034,0,"Relative",0,1997
"423",713037,25,"Family Center",5,1997
"424",713039,67,NA,NA,1997
"425",713184,60,NA,NA,1997
"426",717033,0,NA,NA,1997
"427",719173,0,NA,NA,1997
"428",722034,0,NA,NA,1997
"429",722035,80,NA,NA,1997
"430",725031,0,NA,NA,1997
"431",727030,0,"Before/After School Prog.",0,1997
"432",728032,0,NA,NA,1997
"433",728033,0,NA,NA,1997
"434",729031,0,NA,NA,1997
"435",729032,0,"Relative",0,1997
"436",729040,0,NA,NA,1997
"437",729041,0,NA,NA,1997
"438",729042,0,NA,NA,1997
"439",729043,0,NA,NA,1997
"440",749033,0,NA,NA,1997
"441",749034,0,NA,NA,1997
"442",749035,75,NA,NA,1997
"443",750031,0,NA,NA,1997
"444",750032,52.05,NA,NA,1997
"445",750033,60,NA,NA,1997
"446",750034,0,NA,NA,1997
"447",751035,0,NA,0,1997
"448",751037,0,NA,NA,1997
"449",751038,0,NA,NA,1997
"450",751039,0,NA,NA,1997
"451",759031,0,NA,NA,1997
"452",760030,106,NA,NA,1997
"453",760172,15.4615384615385,"Before/After School Prog.",NA,1997
"454",760173,112.5,NA,NA,1997
"455",760176,110,NA,NA,1997
"456",762031,0,NA,NA,1997
"457",762174,NA,"Relative",NA,1997
"458",762175,NA,"Relative",NA,1997
"459",769033,0,NA,NA,1997
"460",769035,87.5,"Family Center",2.5,1997
"461",769036,0,NA,NA,1997
"462",769037,0,NA,NA,1997
"463",769038,10,NA,NA,1997
"464",769039,52.5,NA,NA,1997
"465",771031,0,"Relative",0,1997
"466",771032,0,"Relative",0,1997
"467",773036,0,NA,NA,1997
"468",773037,6,NA,NA,1997
"469",774031,0,NA,NA,1997
"470",774032,0,NA,NA,1997
"471",775031,0,NA,NA,1997
"472",776030,0,"Relative",0,1997
"473",777031,0,NA,NA,1997
"474",779038,0,NA,NA,1997
"475",782171,0,NA,NA,1997
"476",783031,56,NA,NA,1997
"477",783032,100,NA,NA,1997
"478",794030,30,NA,NA,1997
"479",794031,0,NA,NA,1997
"480",796032,0,NA,NA,1997
"481",796033,0,NA,NA,1997
"482",796034,0,NA,NA,1997
"483",814032,20,NA,NA,1997
"484",817032,157,NA,NA,1997
"485",818030,47.3076923076923,"Before/After School Prog.",4.73076923076923,1997
"486",818032,101.25,NA,NA,1997
"487",819032,0,NA,NA,1997
"488",819033,0,NA,NA,1997
"489",819034,0,NA,NA,1997
"490",821031,0,NA,NA,1997
"491",823033,0,NA,NA,1997
"492",826032,50,NA,NA,1997
"493",833035,10,"Relative",1.15384615384615,1997
"494",833036,0,NA,NA,1997
"495",833180,20,"Relative",4,1997
"496",833181,20,"Relative",4,1997
"497",834034,0,NA,NA,1997
"498",834035,0,NA,NA,1997
"499",835030,30,"Family Center",3,1997
"500",835031,43,NA,NA,1997
"501",838030,0,NA,NA,1997
"502",838031,0,NA,NA,1997
"503",840041,0,NA,NA,1997
"504",840042,0,NA,NA,1997
"505",840043,0,NA,NA,1997
"506",840044,0,NA,NA,1997
"507",840191,0,NA,NA,1997
"508",844032,18.5,"Before/After School Prog.",1.85,1997
"509",844033,0,NA,NA,1997
"510",844034,62.5,NA,NA,1997
"511",846030,0,"Relative",0,1997
"512",846040,0,NA,NA,1997
"513",846043,0,NA,NA,1997
"514",846044,0,NA,NA,1997
"515",846045,0,NA,NA,1997
"516",853030,0,NA,NA,1997
"517",856033,0,NA,NA,1997
"518",856034,0,NA,NA,1997
"519",856035,36,"Before/After School Prog.",3.6,1997
"520",856036,0,NA,NA,1997
"521",856038,65,NA,NA,1997
"522",857030,400,"Relative",5.33333333333333,1997
"523",857031,NA,"Family Center",NA,1997
"524",863032,0,NA,NA,1997
"525",863033,0,NA,NA,1997
"526",863034,75,"Family Center",6.25,1997
"527",863035,75,NA,NA,1997
"528",866032,0,"Relative",0,1997
"529",866033,0,"Relative",0,1997
"530",868031,0,"Relative",0,1997
"531",868034,0,NA,NA,1997
"532",868036,0,NA,NA,1997
"533",868037,0,NA,NA,1997
"534",875035,120,NA,NA,1997
"535",875036,120,NA,NA,1997
"536",880030,0,NA,0,1997
"537",880031,0,NA,NA,1997
"538",880033,31.5,NA,NA,1997
"539",891031,75,NA,NA,1997
"540",891032,75,NA,NA,1997
"541",893031,0,NA,NA,1997
"542",893032,0,NA,NA,1997
"543",897034,50,NA,NA,1997
"544",897035,0,NA,NA,1997
"545",898033,42,NA,NA,1997
"546",898034,54,NA,NA,1997
"547",898035,0,NA,NA,1997
"548",899032,0,NA,NA,1997
"549",899033,0,NA,NA,1997
"550",908036,126.1,NA,NA,1997
"551",908037,126.1,NA,NA,1997
"552",909032,0,NA,NA,1997
"553",910036,70,NA,NA,1997
"554",913031,50,"Before/After School Prog.",2,1997
"555",915030,0,NA,NA,1997
"556",915031,0,NA,0,1997
"557",915032,0,NA,0,1997
"558",915033,0,NA,NA,1997
"559",915034,0,NA,NA,1997
"560",915035,0,NA,NA,1997
"561",916036,0,NA,NA,1997
"562",916184,0,NA,NA,1997
"563",916190,0,NA,NA,1997
"564",916191,0,NA,NA,1997
"565",920030,85,"Care Center",4.25,1997
"566",920031,85,NA,NA,1997
"567",922031,0,NA,NA,1997
"568",922032,18,NA,NA,1997
"569",922033,0,NA,NA,1997
"570",922034,0,NA,NA,1997
"571",922035,0,NA,NA,1997
"572",922036,0,NA,NA,1997
"573",931032,0,NA,NA,1997
"574",931033,0,NA,NA,1997
"575",935030,0,NA,NA,1997
"576",935031,30,"Family Center",6.66666666666667,1997
"577",935032,30,"Family Center",6.66666666666667,1997
"578",935034,70,NA,NA,1997
"579",939033,0,NA,NA,1997
"580",941034,0,NA,NA,1997
"581",941037,0,NA,NA,1997
"582",941038,0,NA,NA,1997
"583",941039,0,NA,NA,1997
"584",941184,75,NA,NA,1997
"585",941187,0,NA,0,1997
"586",946030,80,"Family Center",40.625,1997
"587",952032,0,"Relative",0,1997
"588",961034,0,NA,0,1997
"589",961035,0,NA,0,1997
"590",961036,40,NA,NA,1997
"591",961037,26.25,NA,NA,1997
"592",961038,0,NA,NA,1997
"593",964032,0,"Relative",0,1997
"594",964035,0,"Relative",0,1997
"595",970032,0,NA,NA,1997
"596",970033,40,NA,NA,1997
"597",971030,80,NA,NA,1997
"598",976033,50,NA,NA,1997
"599",980030,23.0769230769231,"Family Center",1.53846153846154,1997
"600",980031,23.0769230769231,"Family Center",1.53846153846154,1997
"601",982032,23.0769230769231,"Before/After School Prog.",2.88461538461539,1997
"602",998032,40,NA,NA,1997
"603",998033,50,NA,NA,1997
"604",999031,0,NA,NA,1997
"605",999032,0,NA,NA,1997
"606",999033,420.75,NA,NA,1997
"607",999034,420.75,NA,NA,1997
"608",1000031,0,NA,0,1997
"609",1000032,0,"Relative",0,1997
"610",1000033,0,NA,NA,1997
"611",1000034,0,NA,NA,1997
"612",1000035,0,NA,NA,1997
"613",1013031,0,NA,NA,1997
"614",1013032,0,NA,NA,1997
"615",1013033,0,NA,NA,1997
"616",1014032,0,NA,NA,1997
"617",1028039,0,NA,NA,1997
"618",1028040,0,NA,NA,1997
"619",1033031,0,NA,NA,1997
"620",1036031,0,NA,NA,1997
"621",1037036,0,"Relative",0,1997
"622",1037037,36,NA,NA,1997
"623",1038032,40,"Family Center",3.6,1997
"624",1038033,0,NA,NA,1997
"625",1043033,0,NA,NA,1997
"626",1043034,0,NA,NA,1997
"627",1043035,0,NA,NA,1997
"628",1043036,0,NA,NA,1997
"629",1043037,0,NA,NA,1997
"630",1043038,75,NA,NA,1997
"631",1043181,60,NA,NA,1997
"632",1045031,0,NA,NA,1997
"633",1047032,55,"Family Center",2,1997
"634",1048034,0,NA,NA,1997
"635",1048037,25,"Relative",5,1997
"636",1048038,0,NA,NA,1997
"637",1048039,0,NA,NA,1997
"638",1048182,0,NA,NA,1997
"639",1048184,0,NA,NA,1997
"640",1048185,0,NA,NA,1997
"641",1048194,0,NA,NA,1997
"642",1048195,0,NA,NA,1997
"643",1051042,0,NA,NA,1997
"644",1051044,0,NA,NA,1997
"645",1051045,0,NA,NA,1997
"646",1055030,4,"Family Center",1.33333333333333,1997
"647",1055032,40,NA,NA,1997
"648",1060032,0,NA,NA,1997
"649",1061030,25,"Relative",1.66666666666667,1997
"650",1061032,NA,"Before/After School Prog.",NA,1997
"651",1062031,0,NA,NA,1997
"652",1066032,0,NA,NA,1997
"653",1066033,0,NA,0,1997
"654",1066034,0,NA,NA,1997
"655",1066035,0,NA,0,1997
"656",1068032,0,NA,NA,1997
"657",1072031,0,NA,NA,1997
"658",1072032,0,NA,NA,1997
"659",1077031,0,NA,NA,1997
"660",1077032,0,NA,NA,1997
"661",1084032,27.2307692307692,"Before/After School Prog.",1.81538461538462,1997
"662",1084033,10,NA,NA,1997
"663",1084035,0,NA,NA,1997
"664",1088037,0,NA,NA,1997
"665",1088038,0,NA,NA,1997
"666",1090032,0,NA,NA,1997
"667",1090173,0,NA,0,1997
"668",1092032,12,"Relative",4,1997
"669",1092033,175,NA,NA,1997
"670",1092034,10,NA,NA,1997
"671",1092035,325,NA,NA,1997
"672",1093031,0,NA,NA,1997
"673",1093032,0,NA,NA,1997
"674",1093033,35,NA,NA,1997
"675",1093034,28.75,NA,NA,1997
"676",1096033,0,NA,NA,1997
"677",1098032,50,NA,NA,1997
"678",1098033,75,NA,NA,1997
"679",1100031,0,NA,NA,1997
"680",1100032,0,NA,NA,1997
"681",1100034,50,NA,NA,1997
"682",1107034,0,NA,NA,1997
"683",1107035,0,NA,NA,1997
"684",1109030,62.5,NA,NA,1997
"685",1121031,11.5384615384615,"Family Center",2.30769230769231,1997
"686",1121033,0,NA,NA,1997
"687",1121034,55,NA,NA,1997
"688",1125031,0,"Relative",0,1997
"689",1125032,0,"Relative",0,1997
"690",1126035,0,NA,NA,1997
"691",1126036,0,NA,NA,1997
"692",1127030,0,NA,NA,1997
"693",1129039,0,NA,NA,1997
"694",1129187,0,"Relative",0,1997
"695",1129189,0,NA,NA,1997
"696",1129197,50,NA,NA,1997
"697",1131032,25,"Non Relative",0.694444444444444,1997
"698",1131034,25,NA,NA,1997
"699",1141034,0,NA,NA,1997
"700",1141035,0,NA,NA,1997
"701",1141036,0,NA,NA,1997
"702",1141037,0,NA,NA,1997
"703",1141175,0,NA,NA,1997
"704",1141179,0,NA,NA,1997
"705",1142031,25,"Family Center",1.66666666666667,1997
"706",1142032,90,"Family Center",3,1997
"707",1142033,35,NA,NA,1997
"708",1142034,35,NA,NA,1997
"709",1144036,40,NA,NA,1997
"710",1144037,50,NA,NA,1997
"711",1149030,100,"Relative",0,1997
"712",1150171,0,NA,NA,1997
"713",1150172,0,"Relative",NA,1997
"714",1151034,0,NA,NA,1997
"715",1151036,0,NA,NA,1997
"716",1151037,0,NA,NA,1997
"717",1151038,0,NA,NA,1997
"718",1151039,19,NA,NA,1997
"719",1152038,0,NA,NA,1997
"720",1154030,25,"Family Center",5,1997
"721",1161030,85,NA,NA,1997
"722",1163036,0,"Relative",0,1997
"723",1163037,0,NA,0,1997
"724",1163038,0,NA,0,1997
"725",1163039,0,NA,NA,1997
"726",1163040,0,NA,NA,1997
"727",1163041,0,NA,NA,1997
"728",1163042,85,"Relative",5,1997
"729",1163043,0,NA,NA,1997
"730",1163045,50,NA,NA,1997
"731",1164033,0,"Relative",0,1997
"732",1166037,0,"Relative",0,1997
"733",1167041,0,NA,NA,1997
"734",1167042,20,"Relative",0.833333333333333,1997
"735",1167043,0,NA,NA,1997
"736",1167044,0,NA,NA,1997
"737",1167045,0,NA,NA,1997
"738",1167046,40,NA,NA,1997
"739",1168035,0,NA,NA,1997
"740",1168036,0,NA,NA,1997
"741",1168037,0,"Relative",0,1997
"742",1168174,0,NA,NA,1997
"743",1168175,0,NA,NA,1997
"744",1169030,0,NA,NA,1997
"745",1169031,0,NA,NA,1997
"746",1178176,0,NA,NA,1997
"747",1178177,0,"Relative",0,1997
"748",1179033,60,NA,NA,1997
"749",1184039,16,"Non Relative",4,1997
"750",1184040,0,"Relative",0,1997
"751",1184041,0,NA,NA,1997
"752",1184043,26.25,NA,NA,1997
"753",1185032,0,NA,NA,1997
"754",1185034,150,NA,NA,1997
"755",1192033,0,NA,NA,1997
"756",1192034,0,"Relative",0,1997
"757",1192035,0,NA,NA,1997
"758",1200034,100,NA,NA,1997
"759",1210031,34.1538461538462,"Before/After School Prog.",2.27692307692308,1997
"760",1213031,142.5,NA,NA,1997
"761",1220030,0,NA,NA,1997
"762",1220031,0,NA,NA,1997
"763",1221031,0,NA,NA,1997
"764",1221032,0,NA,NA,1997
"765",1221033,0,NA,NA,1997
"766",1221034,0,NA,NA,1997
"767",1221035,34.25,NA,NA,1997
"768",1221036,0,NA,NA,1997
"769",1222034,0,"Relative",0,1997
"770",1222035,0,NA,NA,1997
