"","KID","chcare","Arrange","Price","year"
"3446",6735045,0,NA,NA,1997
"3447",6736035,0,"Relative",0,1997
"3448",6736036,0,NA,NA,1997
"3449",6736037,0,NA,NA,1997
"3450",6736038,0,NA,NA,1997
"3451",6736039,0,NA,NA,1997
"3452",6736040,0,NA,NA,1997
"3453",6738034,0,NA,NA,1997
"3454",6738181,0,NA,NA,1997
"3455",6738182,0,NA,NA,1997
"3456",6740033,0,NA,NA,1997
"3457",6740034,0,NA,NA,1997
"3458",6740035,0,NA,NA,1997
"3459",6750034,NA,"Before/After School Prog.",NA,1997
"3460",6750035,NA,"Before/After School Prog.",NA,1997
"3461",6750036,135,NA,NA,1997
"3462",6750037,160,NA,NA,1997
"3463",6750184,19.2307692307692,NA,NA,1997
"3464",6750185,85,NA,NA,1997
"3465",6765032,0,"Relative",0,1997
"3466",6765033,0,"Relative",0,1997
"3467",6765034,0,NA,NA,1997
"3468",6765035,0,NA,NA,1997
"3469",6765036,0,NA,NA,1997
"3470",6765037,40,NA,NA,1997
"3471",6769038,0,NA,NA,1997
"3472",6769039,0,"Relative",0,1997
"3473",6769040,0,NA,NA,1997
"3474",6779037,40,"Non Relative",13.3333333333333,1997
"3475",6779038,0,"Non Relative",0,1997
"3476",6780174,0,"Relative",0,1997
"3477",6784193,0,"Before/After School Prog.",0,1997
"3478",6785033,0,"Relative",0,1997
"3479",6785037,0,NA,NA,1997
"3480",6785038,0,NA,NA,1997
"3481",6788034,25,"Non Relative",12.5,1997
"3482",6788035,25,"Non Relative",12.5,1997
"3483",6789032,90,"Before/After School Prog.",6,1997
"3484",6790035,0,NA,NA,1997
"3485",6790036,0,NA,NA,1997
"3486",6790037,0,"Relative",0,1997
"3487",6793036,0,NA,NA,1997
"3488",6793037,0,NA,NA,1997
"3489",6793038,0,NA,NA,1997
"3490",6793040,0,NA,NA,1997
"3491",6800038,60,NA,NA,1997
"3492",6801033,0,NA,NA,1997
"3493",6801038,0,NA,NA,1997
"3494",6801039,0,NA,NA,1997
"3495",6801040,0,NA,NA,1997
"3496",6801185,0,NA,0,1997
"3497",6801186,0,NA,NA,1997
"3498",6802174,0,NA,NA,1997
"3499",6802175,45,NA,NA,1997
"3500",6803033,0,"Relative",0,1997
"3501",6816032,0,"Relative",0,1997
"3502",6816033,0,"Relative",0,1997
"3503",6820034,0,NA,NA,1997
"3504",6820035,0,NA,NA,1997
"3505",6820036,0,NA,NA,1997
"3506",6820037,0,NA,NA,1997
"3507",6822032,75,NA,NA,1997
"3508",6822173,0,NA,NA,1997
"3509",6822175,50,"Relative",33.3333333333333,1997
"3510",6822177,75,NA,NA,1997
"3511",6826032,0,"Relative",0,1997
"3512",6826033,0,NA,NA,1997
"3513",6828031,0,NA,NA,1997
"3514",6828032,0,NA,NA,1997
"3515",6830030,40,"Relative",4,1997
"3516",6830031,40,NA,NA,1997
"3517",6832035,0,NA,NA,1997
"3518",6832036,0,"Before/After School Prog.",0,1997
"3519",6832038,0,NA,NA,1997
"3520",6832039,0,NA,NA,1997
"3521",6832040,0,NA,NA,1997
"3522",6832041,0,NA,NA,1997
"3523",6832042,50,NA,NA,1997
"3524",6832044,0,NA,NA,1997
"3525",6832176,0,NA,NA,1997
"3526",6832177,15,"Relative",2.5,1997
"3527",6837034,0,"Before/After School Prog.",NA,1997
"3528",6838033,30,NA,NA,1997
"3529",6839035,0,"Relative",0,1997
"3530",6839036,0,NA,NA,1997
"3531",6839037,0,NA,NA,1997
"3532",6840032,0,NA,NA,1997
"3533",6840033,35,NA,NA,1997
"3534",6843032,0,NA,NA,1997
"3535",6843033,0,NA,NA,1997
"3536",6843034,0,NA,NA,1997
"3537",6845035,20,"Relative",NA,1997
"3538",6845037,50,"Relative",0.923076923076923,1997
"3539",6845038,20,"Relative",0.666666666666667,1997
"3540",6845039,50,"Relative",1,1997
"3541",6845040,0,NA,NA,1997
"3542",6845041,0,"Relative",0,1997
"3543",6845042,25,NA,NA,1997
"3544",6845043,0,NA,NA,1997
"3545",6845044,0,NA,NA,1997
"3546",6849031,45,"Relative",18,1997
"3547",6849032,0,NA,NA,1997
"3548",6849033,90,NA,NA,1997
"3549",6851031,0,"Relative",0,1997
"3550",6853032,7,NA,NA,1997
"3551",6853033,40,NA,NA,1997
"3552",6854173,0,NA,NA,1997
"3553",6857030,0,NA,NA,1997
"3554",6857184,0,NA,NA,1997
"3555",6862045,20,"Before/After School Prog.",0.923076923076923,1997
"3556",6862047,0,NA,NA,1997
"3557",6864034,0,NA,NA,1997
"3558",6864035,0,NA,NA,1997
"3559",6867034,45,NA,NA,1997
"3560",6867036,31,NA,NA,1997
"3561",6867201,0,NA,NA,1997
"3562",6872031,0,NA,NA,1997
"3563",6872174,0,NA,NA,1997
"3564",4037,NA,NA,NA,2002
"3565",4038,NA,NA,NA,2002
"3566",4039,0,NA,NA,2002
"3567",4041,0,NA,NA,2002
"3568",4042,0,NA,NA,2002
"3569",4043,NA,NA,NA,2002
"3570",4180,NA,NA,NA,2002
"3571",4187,0,NA,NA,2002
"3572",5032,0,NA,NA,2002
"3573",5033,NA,NA,NA,2002
"3574",6034,NA,NA,NA,2002
"3575",7039,0,NA,NA,2002
"3576",7040,0,NA,NA,2002
"3577",7041,NA,NA,NA,2002
"3578",7044,NA,NA,NA,2002
"3579",7045,0,NA,0,2002
"3580",7046,NA,NA,NA,2002
"3581",7047,NA,NA,NA,2002
"3582",10033,0,NA,NA,2002
"3583",10034,0,NA,NA,2002
"3584",10035,0,NA,NA,2002
"3585",14030,0,NA,NA,2002
"3586",14031,0,NA,NA,2002
"3587",14032,0,NA,NA,2002
"3588",14033,0,NA,NA,2002
"3589",16033,NA,NA,NA,2002
"3590",18038,0,NA,NA,2002
"3591",18039,0,NA,NA,2002
"3592",18040,0,NA,NA,2002
"3593",18041,0,NA,NA,2002
"3594",18187,NA,NA,NA,2002
"3595",18189,0,NA,NA,2002
"3596",18191,NA,NA,NA,2002
"3597",18192,NA,NA,NA,2002
"3598",22030,0,NA,0,2002
"3599",22031,0,NA,0,2002
"3600",22176,0,NA,NA,2002
"3601",39031,0,NA,NA,2002
"3602",40035,0,NA,NA,2002
"3603",40038,NA,NA,NA,2002
"3604",40039,NA,NA,NA,2002
"3605",45032,0.230769230769231,"Relative",0.0230769230769231,2002
"3606",45033,NA,NA,NA,2002
"3607",45034,36,NA,0.330275229357798,2002
"3608",47034,0,NA,NA,2002
"3609",47035,0,NA,NA,2002
"3610",47036,0,NA,NA,2002
"3611",47037,0,NA,0,2002
"3612",47038,0,NA,0,2002
"3613",47039,0,NA,0,2002
"3614",47040,0,NA,0,2002
"3615",50032,0,NA,NA,2002
"3616",50033,0,NA,NA,2002
"3617",50034,70,NA,3.5,2002
"3618",50035,70,NA,3.5,2002
"3619",51031,0,NA,NA,2002
"3620",51032,0,NA,NA,2002
"3621",53035,0,NA,NA,2002
"3622",53036,0,NA,NA,2002
"3623",53038,0,NA,NA,2002
"3624",53040,0,NA,NA,2002
"3625",53041,0,NA,NA,2002
"3626",53042,0,NA,NA,2002
"3627",53205,0,NA,NA,2002
"3628",60036,0,NA,NA,2002
"3629",60037,0,NA,NA,2002
"3630",61032,0,NA,NA,2002
"3631",61034,0,NA,NA,2002
"3632",61035,0,NA,NA,2002
"3633",68030,23.0769230769231,NA,2.30769230769231,2002
"3634",79032,0,NA,0,2002
"3635",84033,0,NA,NA,2002
"3636",84034,0,NA,NA,2002
"3637",84035,0,NA,NA,2002
"3638",88035,0,NA,NA,2002
"3639",88036,0,NA,NA,2002
"3640",89034,0,NA,NA,2002
"3641",89035,0,"Relative",0,2002
"3642",90030,35,NA,5,2002
"3643",90031,45,NA,3,2002
"3644",90032,45,NA,3,2002
"3645",91031,0,NA,0,2002
"3646",91032,0,NA,NA,2002
"3647",96031,0,NA,NA,2002
"3648",96032,0,NA,NA,2002
"3649",96033,0,NA,NA,2002
"3650",99032,0,NA,NA,2002
"3651",99033,0,NA,NA,2002
"3652",105035,0,NA,NA,2002
"3653",106031,0,NA,NA,2002
"3654",106032,0,NA,NA,2002
"3655",114033,0,NA,NA,2002
"3656",114034,0,NA,NA,2002
"3657",117031,0,NA,NA,2002
"3658",117032,0,NA,NA,2002
"3659",121030,0,NA,NA,2002
"3660",121032,0,NA,NA,2002
"3661",121033,0,NA,NA,2002
"3662",121036,0,NA,NA,2002
"3663",121037,10.3225806451613,NA,2.58064516129032,2002
"3664",122034,NA,NA,NA,2002
"3665",122036,0,NA,NA,2002
"3666",122037,0,NA,NA,2002
"3667",122174,0,NA,NA,2002
"3668",126030,0,NA,NA,2002
"3669",128030,0,NA,NA,2002
"3670",128031,100,NA,3.33333333333333,2002
"3671",129040,NA,NA,NA,2002
"3672",129041,0,NA,NA,2002
"3673",129197,0,NA,NA,2002
"3674",134030,0,NA,NA,2002
"3675",134031,0,NA,NA,2002
"3676",138032,0,NA,NA,2002
"3677",138033,0,NA,0,2002
"3678",145030,0,NA,NA,2002
"3679",145031,0,NA,0,2002
"3680",151037,0,NA,NA,2002
"3681",151038,0,"Relative",0,2002
"3682",165032,0,NA,NA,2002
"3683",166033,0,NA,NA,2002
"3684",172036,0,NA,NA,2002
"3685",172179,NA,NA,NA,2002
"3686",172180,NA,NA,NA,2002
"3687",173035,0,NA,NA,2002
"3688",173036,0,NA,NA,2002
"3689",173037,0,NA,NA,2002
"3690",173038,0,NA,NA,2002
"3691",173039,0,NA,NA,2002
"3692",173040,0,NA,NA,2002
"3693",174033,0,NA,NA,2002
"3694",174034,NA,NA,NA,2002
"3695",174036,0,NA,NA,2002
"3696",174037,0,NA,NA,2002
"3697",174040,0,NA,NA,2002
"3698",178033,0,NA,NA,2002
"3699",178034,0,NA,NA,2002
"3700",180030,0,NA,NA,2002
"3701",180032,0,NA,NA,2002
"3702",181031,0,NA,NA,2002
"3703",181032,0,NA,NA,2002
"3704",189031,NA,NA,NA,2002
"3705",190033,NA,NA,NA,2002
"3706",195030,0,NA,NA,2002
"3707",195031,0,NA,NA,2002
"3708",200034,NA,NA,NA,2002
"3709",200035,NA,NA,NA,2002
"3710",203031,0,NA,NA,2002
"3711",203033,0,NA,NA,2002
"3712",209030,0,NA,NA,2002
"3713",217032,NA,NA,NA,2002
"3714",220030,0,NA,NA,2002
"3715",221032,17.3076923076923,NA,3.46153846153846,2002
"3716",228031,0,NA,NA,2002
"3717",228032,0,NA,NA,2002
"3718",236032,50,NA,25,2002
"3719",245034,0,NA,NA,2002
"3720",246031,0,NA,NA,2002
"3721",250031,0,NA,NA,2002
"3722",250032,0,NA,NA,2002
"3723",257037,0,NA,NA,2002
"3724",257039,0,NA,0,2002
"3725",257040,57.6923076923077,NA,4.80769230769231,2002
"3726",263038,4.5,NA,2.25,2002
"3727",266031,NA,NA,NA,2002
"3728",266033,NA,NA,NA,2002
"3729",266035,16.1538461538462,NA,2.30769230769231,2002
"3730",277033,NA,NA,NA,2002
"3731",280032,0,NA,NA,2002
"3732",280033,0,NA,NA,2002
"3733",284030,0,"Family Center",0,2002
"3734",284031,0,"Family Center",0,2002
"3735",297048,0,NA,NA,2002
"3736",302036,0,NA,NA,2002
"3737",302037,0,NA,NA,2002
"3738",308037,0,NA,NA,2002
"3739",311032,0,NA,0,2002
"3740",311033,0,NA,0,2002
"3741",315030,0,NA,NA,2002
"3742",319031,0,NA,NA,2002
"3743",319032,0,NA,NA,2002
"3744",321032,0,NA,NA,2002
"3745",321176,0,NA,NA,2002
"3746",321177,0,NA,NA,2002
"3747",323032,0,NA,NA,2002
"3748",323033,0,NA,0,2002
"3749",323034,0,NA,NA,2002
"3750",327033,0,NA,NA,2002
"3751",340031,NA,NA,NA,2002
"3752",340034,NA,NA,NA,2002
"3753",343032,0,NA,NA,2002
"3754",343033,0,NA,NA,2002
"3755",344031,0,NA,NA,2002
"3756",344032,0,NA,NA,2002
"3757",344033,0,NA,NA,2002
"3758",344034,0,NA,NA,2002
"3759",344186,NA,NA,NA,2002
"3760",350030,0,NA,NA,2002
"3761",350031,0,NA,NA,2002
"3762",351037,0,NA,NA,2002
"3763",351038,0,NA,NA,2002
"3764",351039,0,NA,NA,2002
"3765",354031,60,NA,6,2002
"3766",355031,0,NA,NA,2002
"3767",355032,0,NA,NA,2002
"3768",355033,0,NA,NA,2002
"3769",356031,40,NA,2,2002
"3770",356032,0,NA,NA,2002
"3771",361176,0,NA,NA,2002
"3772",368032,0,NA,NA,2002
"3773",374030,0,NA,NA,2002
"3774",375030,NA,NA,NA,2002
"3775",375031,NA,NA,NA,2002
"3776",377030,0,NA,NA,2002
"3777",377031,0,NA,NA,2002
"3778",391031,0,NA,NA,2002
"3779",391032,0,NA,NA,2002
"3780",404033,0,NA,NA,2002
"3781",404035,0,NA,NA,2002
"3782",409033,0,NA,NA,2002
"3783",409177,NA,NA,NA,2002
"3784",414038,0,NA,NA,2002
"3785",414039,0,NA,NA,2002
"3786",419033,NA,NA,NA,2002
"3787",419034,0,NA,NA,2002
"3788",419035,0,NA,NA,2002
"3789",419036,0,NA,NA,2002
"3790",419037,NA,NA,NA,2002
"3791",428030,NA,NA,NA,2002
"3792",428032,0,NA,NA,2002
"3793",432032,0,NA,0,2002
"3794",433031,NA,NA,NA,2002
"3795",433034,NA,NA,NA,2002
"3796",433037,NA,NA,NA,2002
"3797",433038,0,NA,NA,2002
"3798",433040,0,NA,NA,2002
"3799",452037,0,"Relative",0,2002
"3800",452038,0,NA,NA,2002
"3801",452178,NA,NA,NA,2002
"3802",452187,NA,NA,NA,2002
"3803",455032,NA,NA,NA,2002
"3804",455033,NA,NA,NA,2002
"3805",455034,25,NA,2.5,2002
"3806",459031,0,NA,NA,2002
"3807",465033,0,NA,NA,2002
"3808",465034,0,NA,NA,2002
"3809",473035,0,NA,NA,2002
"3810",473036,0,NA,0,2002
"3811",478038,0,NA,NA,2002
"3812",478039,0,NA,NA,2002
"3813",478040,37.5,NA,3.125,2002
"3814",479030,0,NA,NA,2002
"3815",479031,0,NA,NA,2002
"3816",486030,0,NA,NA,2002
"3817",486031,0,NA,NA,2002
"3818",487035,0,NA,NA,2002
"3819",487036,NA,NA,NA,2002
"3820",487176,NA,NA,NA,2002
"3821",490032,0,NA,0,2002
"3822",495034,0,NA,NA,2002
"3823",495035,0,NA,NA,2002
"3824",495036,0,NA,NA,2002
"3825",495174,NA,NA,NA,2002
"3826",496031,0,NA,NA,2002
"3827",496032,0,NA,0,2002
"3828",496183,NA,NA,NA,2002
"3829",496184,NA,NA,NA,2002
"3830",503173,NA,NA,NA,2002
"3831",508031,0,NA,NA,2002
"3832",508032,0,NA,NA,2002
"3833",508033,0,NA,NA,2002
"3834",510031,0,NA,NA,2002
"3835",512031,NA,NA,NA,2002
"3836",517030,57.6923076923077,NA,2.88461538461538,2002
"3837",517031,80.7692307692308,NA,3.23076923076923,2002
"3838",517032,0,NA,0,2002
"3839",517033,0,NA,NA,2002
"3840",517034,0,NA,NA,2002
"3841",534032,0,NA,NA,2002
"3842",544032,0,NA,0,2002
"3843",548035,NA,NA,NA,2002
"3844",548036,0,NA,NA,2002
"3845",548037,0,NA,NA,2002
"3846",548038,0,NA,NA,2002
"3847",548039,0,NA,NA,2002
"3848",548040,0,NA,NA,2002
"3849",548189,NA,NA,NA,2002
"3850",556036,NA,NA,NA,2002
"3851",556037,0,NA,NA,2002
"3852",557176,0,NA,NA,2002
"3853",557177,0,NA,NA,2002
"3854",563043,0,NA,NA,2002
"3855",563044,NA,NA,NA,2002
"3856",563045,0,NA,NA,2002
"3857",563046,NA,NA,NA,2002
"3858",563047,0,NA,0,2002
"3859",564034,0,NA,NA,2002
"3860",565031,NA,NA,NA,2002
"3861",565032,0,NA,NA,2002
"3862",565033,NA,NA,NA,2002
"3863",565034,0,NA,NA,2002
"3864",567177,NA,NA,NA,2002
"3865",569031,NA,NA,NA,2002
"3866",569032,NA,NA,NA,2002
"3867",570035,0,NA,NA,2002
"3868",570036,15,NA,1,2002
"3869",573033,0,NA,NA,2002
"3870",573035,0,NA,NA,2002
"3871",577032,0,NA,NA,2002
"3872",581172,0,NA,NA,2002
"3873",581173,0,NA,NA,2002
"3874",582032,0,NA,NA,2002
"3875",582033,0,NA,NA,2002
"3876",582034,0,NA,NA,2002
"3877",593030,0,NA,NA,2002
"3878",593031,0,NA,NA,2002
"3879",593033,0,NA,NA,2002
"3880",597035,0,NA,NA,2002
"3881",597036,0,NA,NA,2002
"3882",597037,NA,NA,NA,2002
"3883",602034,0,NA,NA,2002
"3884",602035,0,NA,NA,2002
"3885",605031,150,NA,10,2002
"3886",607040,NA,NA,NA,2002
"3887",607042,0,NA,NA,2002
"3888",608186,0,NA,0,2002
"3889",610033,0,NA,NA,2002
"3890",613031,0,NA,NA,2002
"3891",620033,0,NA,NA,2002
"3892",620035,0,NA,NA,2002
"3893",620037,0,NA,NA,2002
"3894",620039,0,NA,NA,2002
"3895",624172,0,NA,NA,2002
"3896",624173,11.5384615384615,NA,1.04895104895105,2002
"3897",625030,0,NA,NA,2002
"3898",625031,0,NA,NA,2002
"3899",625032,0,NA,NA,2002
"3900",626044,0,NA,NA,2002
"3901",626045,0,NA,NA,2002
"3902",626047,0,NA,NA,2002
"3903",626048,0,NA,NA,2002
"3904",626189,0,NA,NA,2002
"3905",628034,0,NA,NA,2002
"3906",630033,0,NA,NA,2002
"3907",631035,0,NA,NA,2002
"3908",632176,0,NA,NA,2002
"3909",632177,0,NA,NA,2002
"3910",633041,0,NA,NA,2002
"3911",633042,12,NA,1.5,2002
"3912",634031,0,NA,NA,2002
"3913",634032,0,NA,NA,2002
"3914",634034,0,NA,0,2002
"3915",636031,0,NA,NA,2002
"3916",636033,0,NA,NA,2002
"3917",639032,0,NA,NA,2002
"3918",644031,0,NA,0,2002
"3919",647033,NA,NA,NA,2002
"3920",647034,NA,NA,NA,2002
"3921",649032,0,NA,NA,2002
"3922",649033,0,NA,0,2002
"3923",649034,NA,NA,NA,2002
"3924",650178,NA,NA,NA,2002
"3925",652033,0,NA,NA,2002
"3926",652034,0,NA,NA,2002
"3927",652035,0,NA,NA,2002
"3928",652037,0,NA,0,2002
"3929",654032,0,NA,NA,2002
"3930",654033,0,NA,NA,2002
"3931",655030,NA,NA,NA,2002
"3932",655031,NA,NA,NA,2002
"3933",656031,0,NA,NA,2002
"3934",656033,0,NA,NA,2002
"3935",656034,0,NA,NA,2002
"3936",656035,0,NA,NA,2002
"3937",664030,0,NA,NA,2002
"3938",664032,0,NA,NA,2002
"3939",664034,0,NA,NA,2002
"3940",664035,0,NA,NA,2002
"3941",672172,NA,NA,NA,2002
"3942",672174,0,NA,NA,2002
"3943",673032,0,NA,NA,2002
"3944",673033,0,NA,NA,2002
"3945",673174,0,NA,NA,2002
"3946",674030,35.0769230769231,NA,2.06334841628959,2002
"3947",674031,20,NA,2,2002
"3948",677034,0,NA,NA,2002
"3949",677037,0,NA,NA,2002
"3950",686036,0,NA,NA,2002
"3951",687171,0,NA,NA,2002
"3952",691030,0,NA,NA,2002
"3953",691031,NA,NA,NA,2002
"3954",691032,0,NA,NA,2002
"3955",691033,NA,NA,NA,2002
"3956",691034,0,NA,NA,2002
"3957",691035,0,NA,NA,2002
"3958",691036,0,NA,NA,2002
"3959",692033,0,NA,NA,2002
"3960",692038,NA,NA,NA,2002
"3961",692039,NA,NA,NA,2002
"3962",694033,NA,NA,NA,2002
"3963",694034,NA,NA,NA,2002
"3964",698034,0,NA,NA,2002
"3965",698035,0,NA,NA,2002
"3966",699033,0,NA,NA,2002
"3967",699034,0,NA,NA,2002
"3968",699035,0,NA,NA,2002
"3969",699036,0,NA,NA,2002
"3970",700032,25,NA,2.08333333333333,2002
"3971",700034,25,NA,1.92307692307692,2002
"3972",702032,0,NA,NA,2002
"3973",704030,0,NA,0,2002
"3974",704031,0,NA,0,2002
"3975",706030,0,NA,0,2002
"3976",706171,0,NA,0,2002
"3977",706177,0,NA,NA,2002
"3978",707030,0,NA,0,2002
"3979",707032,2.30769230769231,NA,2.30769230769231,2002
"3980",709038,0,NA,NA,2002
"3981",709039,10,"Relative",5,2002
"3982",709040,0,NA,NA,2002
"3983",711030,0,NA,0,2002
"3984",711031,0,NA,0,2002
"3985",712034,0,NA,NA,2002
"3986",713037,0,NA,NA,2002
"3987",713039,67,"Family Center",1.675,2002
"3988",713184,0,NA,0,2002
"3989",717033,0,NA,0,2002
"3990",719173,NA,NA,NA,2002
"3991",722034,0,NA,NA,2002
"3992",722035,0,NA,NA,2002
"3993",725031,0,NA,0,2002
"3994",727030,0,NA,NA,2002
"3995",728032,0,NA,NA,2002
"3996",728033,0,NA,0,2002
"3997",729031,0,NA,NA,2002
"3998",729032,0,NA,0,2002
"3999",729040,0,NA,NA,2002
"4000",729041,0,NA,NA,2002
"4001",729042,8,"Non Relative",1,2002
"4002",729043,0,NA,0,2002
"4003",749033,0,NA,NA,2002
"4004",749034,0.961538461538462,NA,0.0641025641025641,2002
"4005",749035,54,NA,5.4,2002
"4006",750031,0,NA,NA,2002
"4007",750032,0,NA,0,2002
"4008",750033,NA,NA,NA,2002
"4009",750034,0,NA,NA,2002
"4010",751035,0,NA,NA,2002
"4011",751037,0,NA,NA,2002
"4012",751038,0,NA,NA,2002
"4013",751039,0,NA,0,2002
"4014",759031,NA,NA,NA,2002
"4015",760030,0,NA,NA,2002
"4016",760172,0,NA,NA,2002
"4017",760173,0,NA,NA,2002
"4018",760176,0,NA,NA,2002
"4019",762031,0,NA,NA,2002
"4020",762174,NA,NA,NA,2002
"4021",762175,NA,NA,NA,2002
"4022",769033,NA,NA,NA,2002
"4023",769035,0,NA,0,2002
"4024",769036,0,NA,NA,2002
"4025",769037,0,NA,NA,2002
"4026",769038,0,NA,NA,2002
"4027",769039,0,NA,0,2002
"4028",771031,NA,NA,NA,2002
"4029",771032,0,NA,0,2002
"4030",773036,0,NA,NA,2002
"4031",773037,110,NA,3.14285714285714,2002
"4032",774031,0,NA,NA,2002
"4033",774032,0,NA,NA,2002
"4034",775031,0,NA,NA,2002
"4035",776030,NA,NA,NA,2002
"4036",777031,0,NA,NA,2002
"4037",779038,0,NA,NA,2002
"4038",782171,0,NA,NA,2002
"4039",783031,64.5161290322581,NA,16.1290322580645,2002
"4040",783032,136.153846153846,NA,8.50961538461539,2002
"4041",794030,NA,NA,NA,2002
"4042",794031,NA,NA,NA,2002
"4043",796032,0,NA,NA,2002
"4044",796033,0,NA,NA,2002
"4045",796034,0,NA,0,2002
"4046",814032,8,NA,0.8,2002
"4047",817032,45,NA,5.625,2002
"4048",818030,0,NA,NA,2002
"4049",818032,0,NA,NA,2002
"4050",819032,0,NA,NA,2002
"4051",819033,0,NA,NA,2002
"4052",819034,0,NA,NA,2002
"4053",821031,0,NA,NA,2002
"4054",823033,0,NA,NA,2002
"4055",826032,0,NA,0,2002
"4056",833035,0,"Relative",0,2002
"4057",833036,NA,NA,NA,2002
"4058",833180,NA,NA,NA,2002
"4059",833181,0,NA,NA,2002
"4060",834034,0,NA,0,2002
"4061",834035,0,NA,0,2002
"4062",835030,23.0769230769231,NA,1.53846153846154,2002
"4063",835031,300,NA,50,2002
"4064",838030,0,NA,NA,2002
"4065",838031,0,NA,0,2002
"4066",840041,0,NA,NA,2002
"4067",840042,0,NA,NA,2002
"4068",840043,0,NA,NA,2002
"4069",840044,0,NA,0,2002
"4070",840191,0,NA,NA,2002
"4071",844032,0,NA,NA,2002
"4072",844033,0,NA,NA,2002
"4073",844034,0,NA,NA,2002
"4074",846030,0,NA,NA,2002
"4075",846040,0,NA,NA,2002
"4076",846043,0,NA,0,2002
"4077",846044,0,NA,0,2002
"4078",846045,0,NA,0,2002
"4079",853030,2100,"Before/After School Prog.",350,2002
"4080",856033,0,NA,NA,2002
"4081",856034,0,NA,NA,2002
"4082",856035,0,NA,NA,2002
"4083",856036,0,NA,0,2002
"4084",856038,0,NA,NA,2002
"4085",857030,0,NA,NA,2002
"4086",857031,0,NA,0,2002
"4087",863032,NA,NA,NA,2002
"4088",863033,NA,NA,NA,2002
"4089",863034,0,NA,NA,2002
"4090",863035,0,NA,NA,2002
"4091",866032,0,NA,NA,2002
"4092",866033,0,NA,NA,2002
"4093",868031,NA,NA,NA,2002
"4094",868034,50,NA,4.16666666666667,2002
"4095",868036,55,NA,4.58333333333333,2002
"4096",868037,0,NA,NA,2002
"4097",875035,NA,NA,NA,2002
"4098",875036,NA,NA,NA,2002
"4099",880030,0,NA,NA,2002
"4100",880031,0,NA,NA,2002
"4101",880033,0,NA,NA,2002
"4102",891031,0,NA,NA,2002
"4103",891032,0,NA,NA,2002
"4104",893031,0,NA,NA,2002
"4105",893032,0,NA,NA,2002
"4106",897034,0,NA,NA,2002
"4107",897035,24,NA,2,2002
"4108",898033,NA,NA,NA,2002
"4109",898034,NA,NA,NA,2002
"4110",898035,0,NA,NA,2002
"4111",899032,0,NA,NA,2002
"4112",899033,0,NA,NA,2002
"4113",908036,0,NA,0,2002
"4114",908037,0,NA,0,2002
"4115",909032,0,NA,NA,2002
"4116",910036,0,NA,NA,2002
"4117",913031,0,NA,NA,2002
"4118",915030,0,NA,NA,2002
"4119",915031,0,NA,NA,2002
"4120",915032,0,NA,NA,2002
"4121",915033,0,NA,NA,2002
"4122",915034,0,NA,NA,2002
"4123",915035,0,NA,NA,2002
"4124",916036,0,NA,0,2002
"4125",916184,NA,NA,NA,2002
"4126",916190,NA,NA,NA,2002
"4127",916191,NA,NA,NA,2002
"4128",920030,NA,NA,NA,2002
"4129",920031,NA,NA,NA,2002
"4130",922031,0,NA,NA,2002
"4131",922032,0,NA,NA,2002
"4132",922033,0,NA,NA,2002
"4133",922034,0,NA,NA,2002
"4134",922035,27.6923076923077,NA,2.30769230769231,2002
"4135",922036,0,NA,NA,2002
"4136",931032,0,NA,NA,2002
"4137",931033,0,NA,0,2002
"4138",935030,0,NA,NA,2002
"4139",935031,25,NA,5,2002
"4140",935032,25,NA,5,2002
"4141",935034,900,NA,225,2002
"4142",939033,0,NA,NA,2002
"4143",941034,0,NA,NA,2002
"4144",941037,0,NA,NA,2002
"4145",941038,0,NA,0,2002
"4146",941039,0,NA,NA,2002
"4147",941184,40,NA,5.71428571428571,2002
"4148",941187,NA,NA,NA,2002
"4149",946030,0,NA,NA,2002
"4150",952032,0,NA,NA,2002
"4151",961034,0,NA,NA,2002
"4152",961035,0,NA,NA,2002
"4153",961036,0,NA,NA,2002
"4154",961037,0,NA,NA,2002
"4155",961038,0,NA,NA,2002
"4156",964032,NA,NA,NA,2002
"4157",964035,0,NA,NA,2002
"4158",970032,0,NA,NA,2002
"4159",970033,0,NA,0,2002
"4160",971030,NA,NA,NA,2002
"4161",976033,0,NA,NA,2002
"4162",980030,0,NA,NA,2002
"4163",980031,0,NA,NA,2002
"4164",982032,0,NA,NA,2002
"4165",998032,0,NA,NA,2002
"4166",998033,0,NA,NA,2002
"4167",999031,0,NA,NA,2002
"4168",999032,0,NA,NA,2002
"4169",999033,0,NA,NA,2002
"4170",999034,0,NA,NA,2002
"4171",1000031,NA,NA,NA,2002
"4172",1000032,0,NA,NA,2002
"4173",1000033,0,NA,NA,2002
"4174",1000034,0,NA,NA,2002
"4175",1000035,0,NA,NA,2002
"4176",1013031,0,NA,NA,2002
"4177",1013032,0,NA,NA,2002
"4178",1013033,0,NA,NA,2002
"4179",1014032,0,NA,NA,2002
"4180",1028039,0,NA,NA,2002
"4181",1028040,0,NA,NA,2002
"4182",1033031,35,"Before/After School Prog.",2.91666666666667,2002
"4183",1036031,0,NA,NA,2002
"4184",1037036,NA,NA,NA,2002
"4185",1037037,NA,NA,NA,2002
"4186",1038032,0,NA,NA,2002
"4187",1038033,0,NA,NA,2002
"4188",1043033,0,NA,NA,2002
"4189",1043034,0,NA,NA,2002
"4190",1043035,0,NA,NA,2002
