ER30001,ER30002,ER33401,ER33402,ER33403,CHREL97,Q1H14,Q1H18,Q1H19,Q1H21,Q1H21A,Q1H22,Q1H22A,ER33601,ER33602,ER33603,CHREL,Q21C12,Q21C13,Q21C15A,Q21C15B,Q21H23A,Q21H23A1,Q21H23B,Q21H23B1,Q21H23C,Q21H23C1,Q21H23D,Q21H23D1,Q21H23H,Q21H23H1,ER33901,ER33902,ER33903,PCHREL07,Q31C12,Q31C13,Q31C15A,Q31C15B
1335,56,859,3,30,2,0,0,0,0,0,0,0,3324,3,30,4,0,0,0,0,1,500,5,0,1,200,1,500,1,99998,8244,3,30,3,0,0,0,0
1336,33,5671,3,30,2,0,0,0,0,0,0,0,4367,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
1336,34,5671,4,30,2,0,0,0,0,0,0,0,4367,4,30,,,,,,,,,,,,,,,,0,0,0,,,,,
1336,35,6150,2,30,2,0,0,0,0,0,0,0,5287,2,30,,,,,,,,,,,,,,,,8152,3,30,,,,,
1342,31,631,4,30,2,4,2,16,0,0,0,0,378,3,30,4,0,0,0,0,1,100,5,0,1,25,1,400,1,2400,3875,1,10,,,,,
1345,34,524,3,33,2,0,0,0,0,0,0,0,2149,3,33,4,0,0,0,0,1,2500,5,0,1,200,1,1200,1,1500,746,3,33,,,,,
1345,35,2124,7,30,2,0,0,0,0,0,0,0,5414,3,30,4,0,0,0,0,1,300,1,300,1,150,1,500,1,1500,0,0,0,,,,,
1351,35,4136,3,30,2,8,2,4,18,3,2,9,4490,3,30,4,0,0,0,0,1,800,1,500,1,100,1,700,1,2400,613,3,30,3,0,0,0,0
1351,36,4136,4,30,2,0,0,0,0,0,0,0,4490,4,30,4,0,0,0,0,1,600,1,500,1,100,1,400,1,2000,613,4,30,3,0,0,0,0
1355,174,2137,2,30,2,0,0,0,0,0,0,0,6319,2,30,4,0,6,0,0,1,99999,1,99998,1,9998,1,9998,1,99998,4134,1,10,,,,,
1363,31,4127,3,30,2,0,0,0,0,0,0,0,7093,2,30,4,0,0,0,0,1,2000,1,3000,1,200,1,2000,1,2600,0,0,0,,,,,
1368,32,3282,5,60,2,0,0,0,0,0,0,0,3760,5,30,4,2,15,0,0,1,300,1,300,1,50,1,200,1,300,1006,4,30,3,0,0,0,0
1368,175,3282,2,30,2,0,0,0,0,0,0,0,3832,2,30,4,0,0,0,0,1,500,1,300,1,400,1,700,1,860,4954,3,30,,,,,
1368,180,4016,4,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
1376,32,5794,4,30,2,9,7,30,0,0,0,0,1337,2,30,4,0,32,0,0,1,700,5,0,5,0,1,700,1,2500,4004,1,10,,,,,
1383,35,2973,4,35,2,0,0,0,0,0,0,0,6233,4,33,,,,,,,,,,,,,,,,0,0,0,,,,,
1383,36,2973,5,35,2,0,0,0,0,0,0,0,6233,5,33,,,,,,,,,,,,,,,,0,0,0,,,,,
1383,37,3963,3,30,2,5,5,40,50,3,1,1,5062,3,30,4,2,3,0,0,1,200,1,350,1,30,1,250,1,1200,2032,3,30,3,0,0,0,0
1383,40,3963,4,30,2,0,0,0,0,0,0,0,5062,4,30,4,2,8,0,0,1,400,1,100,1,30,1,250,1,600,2032,4,30,3,0,0,0,0
1394,35,277,2,30,2,0,0,0,0,0,0,0,615,2,30,4,0,0,0,0,1,50,5,0,5,0,1,150,1,800,5340,1,10,,,,,
1394,36,2014,4,30,2,0,0,0,0,0,0,0,2111,4,30,4,0,0,0,0,1,300,5,0,1,20,1,500,1,1500,4037,4,30,,,,,
1394,37,277,3,30,2,0,0,0,0,0,0,0,615,3,30,4,0,0,0,0,1,40,5,0,1,25,1,50,1,800,4200,2,30,3,0,0,0,0
1394,38,2014,5,30,2,0,0,0,0,0,0,0,2111,5,30,4,0,0,0,0,1,400,5,0,1,10,1,300,1,1500,4037,5,30,3,0,0,0,0
1394,39,1169,4,60,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
1397,33,1534,3,30,2,0,0,0,0,0,0,0,1493,3,30,4,0,0,0,0,1,2000,1,200,1,100,1,400,1,1200,3981,5,30,,,,,
1397,34,5613,3,30,2,0,0,0,0,0,0,0,1071,3,30,4,0,0,0,0,1,200,1,389,1,50,1,200,1,1100,3736,51,30,,,,,
1397,37,1534,5,30,2,0,0,0,0,0,0,0,1493,5,30,4,0,0,0,0,1,1500,1,200,1,50,1,200,1,1200,3981,4,30,3,0,0,0,0
1397,38,5613,5,30,2,0,0,0,0,0,0,0,1071,5,30,4,0,7,0,0,1,200,5,0,5,0,1,200,1,1200,3736,4,30,,,,,
1398,30,5054,2,30,2,0,0,0,0,0,0,0,5941,3,30,,,,,,,,,,,,,,,,323,2,60,,,,,
1399,35,1277,2,30,2,0,0,0,0,0,0,0,2354,2,30,4,0,0,0,0,1,2500,1,400,1,50,1,400,1,2600,4245,1,10,,,,,
1399,36,888,3,33,2,0,0,0,0,0,0,0,1819,2,30,4,0,0,0,0,1,400,5,0,1,150,1,500,1,1800,1881,2,30,,,,,
1399,37,892,3,30,2,8,5,7.5,500,5,2,9,1761,3,30,4,0,0,0,0,1,700,1,350,1,250,5,0,1,200,2229,3,30,,,,,
1399,38,2849,6,30,2,0,0,0,0,0,0,0,1921,4,30,4,0,0,0,0,1,250,1,100,1,50,1,150,1,300,0,0,0,,,,,
1399,39,2849,7,30,2,0,0,0,0,0,0,0,1921,5,30,4,0,0,0,0,1,350,1,100,5,0,1,300,1,300,0,0,0,,,,,
1399,40,892,4,30,2,0,0,0,0,0,0,0,1761,4,30,4,0,6,0,0,1,600,1,400,1,100,1,450,1,500,2229,4,30,3,2,10,0,0
1407,32,1192,4,30,2,0,0,0,0,0,0,0,753,4,30,4,0,0,0,0,1,150,5,0,1,50,1,500,1,800,2813,4,30,3,2,3,0,0
1411,39,211,3,30,2,9,5,40,0,0,0,0,4433,3,30,4,0,0,0,0,1,5000,1,300,1,200,1,1000,1,3600,7977,3,30,,,,,
1411,43,207,4,30,2,1,3,7.5,0,0,0,0,2153,4,30,4,0,0,0,0,1,600,1,20,1,20,1,200,1,100,4844,3,30,,,,,
1411,44,980,2,30,2,4,5,7.5,60,5,2,9,2114,2,30,4,0,7,0,0,1,600,5,0,1,30,1,200,1,1200,1827,3,33,3,0,0,0,0
1411,45,207,5,30,2,1,5,10,0,0,0,0,2153,5,30,4,0,15,0,0,1,200,1,20,1,50,1,250,1,120,4844,4,30,3,0,0,0,0
1411,185,981,3,35,2,2,3,9,0,0,0,0,4348,3,33,,,,,,,,,,,,,,,,4375,3,33,,,,,
1411,186,981,4,30,2,2,3,9,0,0,0,0,4348,4,30,4,0,0,0,0,1,1200,1,700,1,70,1,700,1,3600,4375,4,30,3,0,0,0,0
1411,190,986,5,30,2,0,0,0,0,0,0,0,5334,4,30,,,,,,,,,,,,,,,,0,0,0,,,,,
1415,31,2708,4,30,2,7,5,12.5,20,3,2,9,5432,4,30,4,0,0,0,0,1,1500,1,100,1,200,1,500,1,500,4305,3,30,3,0,0,0,0
1426,34,4071,3,30,2,0,0,0,0,0,0,0,846,2,30,4,0,0,0,0,1,200,5,0,1,15,1,100,1,300,7237,1,10,,,,,
1426,36,6000,4,30,2,2,5,20,0,0,0,0,5369,5,30,4,0,0,0,0,1,240,1,1000,1,25,1,100,1,1000,5204,3,30,,,,,
1426,38,4071,4,30,2,0,0,0,0,0,0,0,846,3,30,4,0,15,0,0,1,200,5,0,1,5,1,70,1,300,6946,2,30,3,0,0,0,0
1426,40,6000,6,30,2,2,5,20,0,0,0,0,5369,7,30,4,0,0,0,0,1,240,1,1000,1,30,1,100,1,2880,5204,5,30,3,0,0,0,0
1430,30,4862,3,30,2,0,0,0,0,0,0,0,5100,3,30,4,0,0,0,0,1,1000,1,300,1,100,1,1000,1,99998,6752,3,30,3,0,0,0,0
1430,31,4862,4,30,2,0,0,0,0,0,0,0,5100,4,30,4,0,0,0,0,1,400,1,300,1,60,1,650,1,99998,6752,4,30,3,0,0,0,0
1431,30,2639,3,30,2,0,0,0,0,0,0,0,5529,3,30,4,0,0,0,0,1,99999,1,500,1,50,1,200,1,99998,1780,3,30,,,,,
1432,31,4374,2,30,2,9,5,15,0,0,0,0,5131,2,30,4,0,0,0,0,1,800,1,500,1,100,1,400,1,99998,1454,51,33,,,,,
1434,35,3858,3,30,2,0,0,0,0,0,0,0,3952,3,30,4,0,7,0,0,1,300,1,500,1,50,1,300,1,980,1915,3,30,3,0,0,0,0
1445,35,2651,4,30,2,0,0,0,0,0,0,0,4051,4,30,4,0,0,0,0,1,250,1,150,1,25,1,400,1,1200,8196,1,10,,,,,
1445,37,2651,5,30,2,0,0,0,0,0,0,0,4051,5,30,4,0,0,0,0,1,250,1,250,1,50,1,300,1,1200,4625,3,30,,,,,
1460,30,4239,2,30,2,0,0,0,0,0,0,0,1303,2,30,4,0,24,0,0,1,500,1,1500,1,150,1,400,1,2400,2222,2,30,3,4,32,0,0
1468,33,3141,4,30,2,0,0,0,0,0,0,0,1122,4,30,4,0,0,0,0,1,130,5,0,1,20,1,200,1,99998,3361,3,60,,,,,
1468,34,3141,5,30,2,0,0,0,0,0,0,0,1122,5,30,4,0,0,0,0,1,130,5,0,1,20,1,200,8,0,3426,3,30,3,0,0,0,0
1468,35,3797,3,30,2,0,0,0,0,0,0,0,2355,3,30,4,0,0,0,0,1,600,1,5000,1,75,1,400,1,1200,3737,3,30,3,0,0,0,0
1473,32,2685,5,30,2,0,0,0,0,0,0,0,5711,4,30,4,0,0,0,0,1,3500,1,1000,1,500,1,1000,1,99998,4687,3,30,,,,,
1475,31,1564,3,30,2,5,2,2,1,1,2,9,5713,3,30,4,0,0,0,0,1,50,5,0,1,40,1,250,1,960,4062,51,30,,,,,
1475,32,1564,4,30,2,5,2,2,1,1,2,9,5713,4,30,4,0,0,0,0,1,40,5,0,1,50,1,50,1,960,4062,3,30,3,0,0,0,0
1480,33,4648,3,33,2,0,0,0,0,0,0,0,4378,3,33,4,0,0,0,0,1,300,1,200,1,40,1,350,1,99998,5978,2,30,3,0,0,0,0
1480,34,4648,4,30,2,0,0,0,0,0,0,0,4378,4,30,4,0,0,0,0,1,500,1,100,1,40,1,350,1,99998,5978,3,30,3,0,0,0,0
1485,33,2110,3,30,2,5,5,10,25,3,2,9,3944,3,30,4,0,0,0,0,1,250,1,1000,1,30,1,200,1,1200,3145,3,30,,,,,
1485,34,2110,4,30,2,5,5,25,25,3,2,9,3944,4,30,4,0,0,0,0,1,300,1,1000,1,30,1,200,1,1200,3145,4,30,3,0,0,0,0
1494,31,3031,4,30,2,8,5,10,110,3,1,1,2587,4,30,4,0,0,0,0,1,1000,1,400,1,800,1,1500,1,2500,5613,4,30,,,,,
1494,32,3031,3,30,2,8,5,10,110,3,1,1,2587,3,30,4,0,5,30,3,1,3000,1,1300,1,600,1,500,1,1500,5613,3,30,3,0,0,0,0
1498,32,747,3,30,2,0,0,0,0,0,0,0,500,2,30,4,0,0,0,0,1,1400,1,200,1,100,1,650,1,2000,804,3,60,,,,,
1498,34,2814,4,30,2,0,0,0,0,0,0,0,7335,4,60,4,0,0,0,0,1,150,5,0,1,50,1,400,1,1200,1024,3,60,3,0,0,0,0
1498,35,2244,3,30,2,0,0,0,0,0,0,0,501,3,30,4,0,0,0,0,1,100,5,0,1,60,1,500,1,1800,5861,3,30,3,0,0,0,0
1498,37,2244,4,30,2,0,0,0,0,0,0,0,501,4,30,4,0,0,0,0,1,100,5,0,1,30,1,500,1,1800,5861,4,30,3,0,0,0,0
1498,178,2814,3,33,2,0,0,0,0,0,0,0,7335,3,60,4,0,0,0,0,1,200,5,0,1,50,1,500,1,1200,1024,2,60,,,,,
1503,170,6236,2,30,2,0,0,0,0,0,0,0,658,2,30,4,0,0,0,0,1,100,5,0,1,25,1,200,1,1800,3079,1,10,,,,,
1505,30,4716,4,30,2,8,5,20,80,3,2,9,4291,2,30,4,7,9,420,5,1,1000,1,2000,1,500,1,500,1,1800,2324,2,30,3,0,0,0,0
1516,30,531,3,30,2,0,0,0,0,0,0,0,6880,3,30,4,0,0,0,0,1,2000,5,0,1,200,1,1200,1,3600,8112,3,30,3,0,0,0,0
1516,31,1970,3,30,2,0,0,0,0,0,0,0,2772,3,30,4,0,0,0,0,1,500,1,200,1,60,1,700,1,2000,4996,3,30,3,0,0,0,0
1516,33,1970,4,30,2,0,0,0,0,0,0,0,2772,4,30,4,0,0,0,0,1,1000,1,200,1,50,1,800,1,2000,4996,4,30,3,0,0,0,0
1516,172,531,2,30,2,0,0,0,0,0,0,0,6880,2,30,4,0,0,0,0,1,100,5,0,5,0,1,100,1,5200,8112,2,30,,,,,
1522,35,2030,4,30,2,9,5,15,0,0,0,0,6295,4,30,4,0,0,0,0,1,400,5,0,1,100,1,400,1,1300,1468,51,30,,,,,
1522,36,5217,4,30,2,0,0,0,0,0,0,0,1680,4,30,4,0,0,0,0,1,500,1,200,1,150,1,500,1,2600,1759,51,30,,,,,
1522,37,5077,3,30,2,8,4,10,4.25,1,2,9,2680,3,30,4,0,0,0,0,1,600,1,3000,1,400,1,1700,1,800,3126,51,30,,,,,
1522,38,1928,4,30,2,0,0,0,0,0,0,0,415,4,30,4,0,0,0,0,1,1200,1,1000,1,200,1,1500,1,1200,4755,52,30,,,,,
1522,40,5217,5,30,2,7,5,15,300,5,2,9,1680,5,30,4,0,0,0,0,1,400,1,200,1,100,1,500,1,2000,1759,3,30,3,0,0,0,0
1522,41,1928,5,30,2,0,0,0,0,0,0,0,415,5,30,4,0,0,0,0,1,1000,1,400,1,200,1,1000,1,1200,4755,3,30,3,0,0,0,0
1522,42,2233,4,30,2,0,0,0,0,0,0,0,414,4,30,4,0,0,0,0,1,500,1,1000,1,200,1,500,1,1800,2844,4,30,3,0,0,0,0
1522,43,2233,5,30,2,0,0,0,0,0,0,0,414,5,30,4,0,0,0,0,1,700,1,1000,1,200,1,500,1,1800,2844,5,30,3,0,0,0,0
1523,31,1527,4,33,2,9,5,10,0,0,0,0,6893,3,30,,,,,,,,,,,,,,,,4729,2,40,,,,,
1533,32,1465,3,30,2,8,5,10,65,3,2,9,5630,3,30,4,0,0,0,0,1,250,1,700,1,250,1,200,1,1000,6245,51,30,,,,,
1533,33,4929,3,30,2,0,0,0,0,0,0,0,5712,3,30,4,0,0,0,0,1,150,1,200,1,50,1,100,1,700,5855,3,30,3,0,0,0,0
1533,34,4929,4,30,2,0,0,0,0,0,0,0,5712,4,30,4,0,0,0,0,1,150,1,200,1,50,1,300,1,840,5855,4,30,3,0,0,0,0
1537,172,179,3,30,2,0,0,0,0,0,0,0,6524,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
1540,178,2667,3,30,2,0,0,0,0,0,0,0,4978,3,30,4,0,0,0,0,1,200,1,500,1,100,1,500,1,1000,2772,3,30,3,0,0,0,0
1541,36,3957,3,30,2,9,5,18,0,0,0,0,3510,3,30,4,0,0,0,0,1,400,5,0,5,0,1,500,1,1584,1127,2,22,,,,,
1541,37,2970,5,30,2,0,0,0,0,0,0,0,7163,5,30,4,0,0,0,0,1,1000,1,2000,1,100,1,500,1,1500,0,0,0,,,,,
1541,38,3957,4,30,2,1,5,2,0,0,0,0,3510,4,30,4,0,0,0,0,1,400,1,200,1,40,1,700,1,1584,5828,2,30,,,,,
1542,31,2186,4,33,2,2,5,10,0,0,0,0,5854,4,33,4,0,0,0,0,1,500,1,1000,1,40,1,700,1,500,3287,3,33,,,,,
1542,33,2460,3,30,2,9,5,8,0,0,0,0,3295,3,30,4,0,0,0,0,1,600,5,0,1,100,1,250,1,2400,1789,51,30,,,,,
1542,34,3224,4,30,2,9,5,10,0,0,0,0,4800,4,30,4,0,15,0,0,1,300,1,200,1,200,1,200,1,5000,996,3,30,,,,,
1542,35,2460,4,30,2,8,5,9,35,3,2,9,3295,4,30,4,0,0,0,0,1,1000,5,0,1,200,1,400,1,1600,1789,52,30,,,,,
1542,36,3224,5,30,2,9,5,10,0,0,0,0,4800,5,30,4,0,10,0,0,1,300,1,200,1,150,1,200,1,5000,996,4,30,3,0,0,0,0
1542,37,3996,4,30,2,2,4,10,0,0,0,0,5986,4,30,4,0,0,0,0,1,1000,1,1000,1,200,1,2000,1,99998,3299,3,30,3,0,0,0,0
1542,39,2186,5,30,2,0,0,0,0,0,0,0,5854,5,30,4,8,6,75,5,1,500,5,0,1,50,1,200,1,99998,3287,4,30,3,0,0,0,0
1542,40,3996,5,30,2,0,0,0,0,0,0,0,5986,5,30,4,0,5,0,0,1,1000,1,1000,1,200,8,0,1,99998,3299,4,30,3,2,15,0,0
1547,31,5562,3,30,2,0,0,0,0,0,0,0,3840,3,30,4,0,0,0,0,1,500,1,200,1,50,1,300,1,500,6727,4,30,,,,,
1547,32,5633,3,30,2,0,0,0,0,0,0,0,4416,2,30,4,0,0,0,0,1,1200,5,0,1,40,1,400,1,1200,7318,2,30,3,4,8,0,0
1547,33,5562,4,30,2,0,0,0,0,0,0,0,3840,4,30,4,0,0,0,0,1,400,1,200,1,50,1,500,1,99998,6727,3,30,3,0,0,0,0
1551,32,6140,2,30,2,4,5,20,0,0,0,0,5149,3,30,,,,,,,,,,,,,,,,4804,2,30,,,,,
1551,37,6140,4,30,2,0,0,0,0,0,0,0,5149,5,30,,,,,,,,,,,,,,,,4155,5,35,,,,,
1559,30,3843,3,30,2,0,0,0,0,0,0,0,3902,3,30,4,0,0,0,0,1,200,1,500,1,25,1,300,1,1500,6008,3,30,,,,,
1568,33,1366,3,30,2,0,0,0,0,0,0,0,3675,3,30,4,0,0,0,0,1,150,1,400,1,100,1,200,1,2500,3193,51,30,,,,,
1568,34,5528,2,30,2,0,0,0,0,0,0,0,3518,2,30,4,0,25,0,0,1,1500,1,75,1,50,1,2000,1,1700,2346,3,33,3,0,0,0,0
1571,37,4411,2,30,2,4,5,2,0,0,0,0,2075,2,30,4,0,0,0,0,1,300,1,150,1,300,1,300,1,400,2360,2,30,3,0,0,0,0
1571,38,851,2,30,2,0,0,0,0,0,0,0,2074,2,30,4,0,10,0,0,1,800,5,0,1,150,1,1000,1,2400,2714,2,30,3,0,0,0,0
1571,39,851,3,30,2,0,0,0,0,0,0,0,2074,3,30,4,0,10,0,0,1,700,5,0,1,150,1,1000,1,2000,2714,3,30,3,2,4,0,0
1571,40,4107,3,30,2,0,0,0,0,0,0,0,1874,3,35,4,0,20,42,3,1,1500,1,1000,1,100,1,1000,1,1200,2351,2,30,3,0,0,0,0
1571,181,854,2,30,2,0,0,0,0,0,0,0,5304,2,30,4,0,0,0,0,1,150,5,0,1,40,1,500,1,500,935,2,30,,,,,
1572,38,1113,3,30,2,0,0,0,0,0,0,0,3451,3,30,4,0,0,0,0,1,200,1,80,1,100,1,50,1,700,2654,3,30,,,,,
1572,40,1113,4,30,2,0,0,0,0,0,0,0,3451,4,30,4,0,0,0,0,1,200,1,80,1,200,1,300,1,700,3529,1,10,,,,,
1572,41,4854,3,60,2,0,0,0,0,0,0,0,3177,2,30,4,0,0,0,0,1,900,1,600,1,15,1,900,1,2040,2070,5,97,,,,,
1579,42,4938,5,30,2,2,5,5,1,1,2,9,5160,4,30,4,0,0,0,0,1,1800,1,1000,1,50,1,300,1,1200,2723,3,30,,,,,
1583,31,2426,3,30,2,0,0,0,0,0,0,0,4682,3,30,4,0,0,0,0,5,0,5,0,1,30,1,150,1,60,1900,2,70,,,,,
1591,33,4329,4,30,2,0,0,0,0,0,0,0,3665,4,30,4,0,0,0,0,1,2000,1,500,1,200,1,1000,8,0,674,51,30,,,,,
1591,34,4329,5,30,2,0,0,0,0,0,0,0,3665,5,30,4,0,0,0,0,1,1000,1,500,1,200,1,1500,1,99998,674,52,30,,,,,
1591,35,4211,3,30,2,0,0,0,0,0,0,0,3846,3,30,4,0,0,0,0,1,200,1,200,1,15,1,300,1,960,745,3,30,3,0,0,0,0
1591,36,4211,4,30,2,0,0,0,0,0,0,0,3846,4,30,4,0,0,0,0,1,200,1,200,1,20,1,300,1,900,745,4,30,3,0,0,0,0
1597,30,3516,3,30,2,0,0,0,0,0,0,0,3398,3,30,4,0,0,0,0,1,700,1,1000,1,60,1,2000,1,99998,8278,3,30,3,0,0,0,0
1597,31,3516,4,30,2,0,0,0,0,0,0,0,3398,4,30,4,0,0,0,0,1,99999,1,1000,1,60,1,2000,8,0,8278,4,30,3,0,0,0,0
1608,32,3567,2,30,2,8,2,6,190,5,2,9,3363,3,33,4,0,10,15,6,1,200,5,0,1,100,1,200,1,1200,4944,3,33,3,0,0,0,0
1608,33,3567,3,30,2,0,0,0,0,0,0,0,3363,4,33,4,0,15,15,6,1,200,5,0,1,100,1,200,1,1200,4944,4,33,3,0,0,0,0
1610,31,5793,2,30,2,0,0,0,0,0,0,0,1633,2,30,4,0,1,0,0,1,1000,1,1000,1,80,1,500,1,2400,5309,2,30,3,4,40,0,0
1611,32,5069,3,30,2,0,0,0,0,0,0,0,6307,3,30,4,0,0,0,0,1,400,1,500,1,400,1,500,1,600,6343,3,30,,,,,
1611,33,3384,3,30,2,0,0,0,0,0,0,0,6135,3,30,,,,,,,,,,,,,,,,8140,3,30,,,,,
1611,34,3384,4,30,2,0,0,0,0,0,0,0,6135,4,30,,,,,,,,,,,,,,,,8140,4,30,,,,,
1611,177,3383,4,30,2,9,1,6,0,0,0,0,5533,3,30,4,0,0,0,0,1,600,1,3000,1,25,1,400,1,8000,5296,51,30,,,,,
1612,30,4988,3,30,2,5,5,5,1.5,1,2,9,1329,3,33,4,0,0,0,0,1,1200,1,1000,1,300,1,500,1,1200,2909,3,33,3,0,0,0,0
1613,36,95,3,30,2,8,5,10,4600,6,1,1,2098,3,30,4,0,0,0,0,1,1500,1,3000,1,300,1,1500,1,7000,3947,51,30,,,,,
1613,38,95,4,30,2,8,5,14,4600,6,1,1,2098,4,30,4,0,0,0,0,1,1500,1,3000,1,200,1,500,1,7000,3947,3,30,,,,,
1613,39,451,4,30,2,0,0,0,0,0,0,0,1752,4,30,4,0,0,0,0,1,500,5,0,1,50,1,650,1,700,2864,4,30,3,0,0,0,0
1613,41,2066,3,30,2,0,0,0,0,0,0,0,7397,2,30,4,0,0,0,0,1,500,1,3000,1,20,1,1000,1,3000,4184,3,30,3,0,0,0,0
1613,42,451,5,30,2,0,0,0,0,0,0,0,1752,5,30,4,0,0,0,0,1,700,5,0,1,30,1,600,1,700,2864,5,30,3,2,6,0,0
1621,31,3716,3,30,2,8,5,40,108,3,1,1,2050,3,30,4,0,0,0,0,1,5000,1,1000,1,50,1,1000,1,2500,7715,3,30,,,,,
1621,32,3716,4,30,2,8,5,15,55,3,2,9,2050,4,30,4,0,0,0,0,1,3000,1,1000,1,100,1,1000,1,2500,7715,4,30,3,0,0,0,0
1624,35,5394,5,30,2,0,0,0,0,0,0,0,1218,5,30,4,0,0,0,0,1,400,1,300,1,100,1,500,1,600,2531,2,40,,,,,
1624,36,5497,3,30,2,0,0,0,0,0,0,0,2819,3,30,4,0,0,0,0,1,300,1,200,1,100,1,500,1,1000,2347,3,30,,,,,
1624,37,5497,4,30,2,0,0,0,0,0,0,0,2819,4,30,4,0,0,0,0,1,300,1,200,1,100,1,500,1,1500,2347,4,30,3,0,0,0,0
1627,32,3205,3,30,2,0,0,0,0,0,0,0,3583,3,30,4,0,3,50,3,1,200,1,1000,1,30,1,200,1,200,3099,3,30,3,0,0,0,0
1628,32,3981,2,30,2,10,3,1.5,9999,9,9,9,898,2,30,4,0,0,0,0,1,170,5,0,1,95,1,182,1,442,893,2,30,3,0,0,0,0
1628,33,3981,3,30,2,0,0,0,0,0,0,0,898,3,30,4,0,0,0,0,1,182,5,0,1,193,1,182,1,729,893,3,30,3,2,998,0,0
1632,30,5315,3,30,2,8,5,15,175,5,2,9,2894,3,30,,,,,,,,,,,,,,,,6603,3,30,,,,,
1632,31,5315,4,30,2,0,0,0,0,0,0,0,2894,4,30,,,,,,,,,,,,,,,,6603,4,30,,,,,
1633,174,5875,2,30,2,5,3,30,15,3,2,9,1378,2,30,4,0,0,0,0,1,99999,5,0,1,50,1,100,1,99998,4953,3,35,3,0,0,0,0
1633,175,5875,3,30,2,5,3,30,15,3,2,9,1378,3,30,4,0,12,0,0,1,99999,5,0,1,50,1,9998,1,99998,4953,4,35,3,0,0,0,0
1633,178,6035,3,30,2,0,0,0,0,0,0,0,1382,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
1634,32,5416,2,30,2,0,0,0,0,0,0,0,2004,2,30,4,0,0,0,0,1,20,1,200,1,10,1,20,1,100,525,3,35,3,0,0,0,0
1634,33,5416,3,30,2,0,0,0,0,0,0,0,2004,3,30,4,0,0,0,0,1,50,1,200,1,10,1,50,1,100,525,4,35,3,0,0,0,0
1644,30,3121,3,30,2,5,2,5,3,1,2,9,6455,3,30,4,0,0,0,0,1,150,1,300,1,80,1,250,1,1800,4215,3,30,3,0,0,0,0
1644,32,3121,5,30,2,0,0,0,0,0,0,0,6455,5,30,4,1,6,3,1,1,150,1,300,1,50,1,150,1,99998,4215,5,30,3,0,0,0,0
1645,31,4090,3,30,2,0,0,0,0,0,0,0,1328,3,30,,,,,,,,,,,,,,,,1012,3,30,3,0,0,0,0
1645,32,4090,4,30,2,0,0,0,0,0,0,0,1328,4,30,,,,,,,,,,,,,,,,1012,4,30,3,0,0,0,0
1648,32,6145,4,30,2,0,0,0,0,0,0,0,7286,4,30,4,0,0,0,0,1,200,5,0,1,50,1,300,1,40,3465,4,30,3,0,0,0,0
1648,173,6145,3,30,2,0,0,0,0,0,0,0,7286,3,30,4,0,0,0,0,5,0,5,0,1,50,1,400,1,40,3465,3,30,3,5,4,0,0
1654,31,5376,4,30,2,2,5,2.5,0,0,0,0,6777,4,30,4,0,0,0,0,1,500,5,0,1,100,5,0,1,2400,5026,51,30,,,,,
1654,32,4935,3,30,2,0,0,0,0,0,0,0,7337,3,30,4,0,10,2000,6,1,1000,1,2000,1,30,1,9998,1,2400,2190,3,30,3,0,0,0,0
1663,34,787,4,30,2,0,0,0,0,0,0,0,2025,4,30,,,,,,,,,,,,,,,,8096,72,30,,,,,
1663,36,789,5,30,2,0,0,0,0,0,0,0,693,5,30,4,0,0,0,0,1,300,1,200,1,20,1,400,1,1000,5789,5,30,,,,,
1663,37,787,5,30,2,5,5,10,50,3,2,9,2025,5,30,4,0,0,0,0,1,1000,1,500,1,200,1,1000,1,2500,8096,51,30,,,,,
1663,38,291,2,30,2,8,5,5,0,0,0,0,3180,3,30,4,0,0,0,0,1,700,1,600,1,200,1,300,1,2400,4204,3,33,,,,,
1663,40,1223,3,30,2,0,0,0,0,0,0,0,2888,3,30,4,0,0,0,0,1,800,1,500,1,100,1,400,1,2400,6265,3,30,,,,,
1663,41,789,7,30,2,0,0,0,0,0,0,0,693,7,30,4,0,0,0,0,1,200,1,100,1,10,1,300,1,1000,5789,7,30,3,0,0,0,0
1663,42,1223,4,30,2,0,0,0,0,0,0,0,2888,4,30,4,0,0,0,0,1,800,1,500,1,30,1,400,1,2400,6265,4,30,,,,,
1663,43,2826,3,30,2,0,0,0,0,0,0,0,472,3,30,4,0,0,0,0,1,1200,1,2000,1,120,1,350,1,500,6686,3,30,3,0,0,0,0
1663,46,1224,3,30,2,0,0,0,0,0,0,0,1523,3,30,4,0,0,0,0,1,500,1,500,1,30,1,300,1,500,6304,3,30,3,0,0,0,0
1670,34,3802,4,30,2,0,0,0,0,0,0,0,7158,4,30,4,2,1,0,0,1,99999,1,99998,1,9998,1,9998,1,99998,7400,3,30,,,,,
1670,35,3801,2,30,2,0,0,0,0,0,0,0,5472,2,30,4,0,15,0,0,1,250,5,0,1,40,1,800,1,500,7640,2,30,3,0,0,0,0
