ER30001,ER30002,ER33401,ER33402,ER33403,CHREL97,Q1H14,Q1H18,Q1H19,Q1H21,Q1H21A,Q1H22,Q1H22A,ER33601,ER33602,ER33603,CHREL,Q21C12,Q21C13,Q21C15A,Q21C15B,Q21H23A,Q21H23A1,Q21H23B,Q21H23B1,Q21H23C,Q21H23C1,Q21H23D,Q21H23D1,Q21H23H,Q21H23H1,ER33901,ER33902,ER33903,PCHREL07,Q31C12,Q31C13,Q31C15A,Q31C15B
4,37,4773,3,30,2,0,0,0,0,0,0,0,5964,4,30,,,,,,,,,,,,,,,,0,0,0,,,,,
4,38,5491,2,30,2,4,5,15,0,0,0,0,7091,2,30,,,,,,,,,,,,,,,,0,0,0,,,,,
4,39,3854,4,60,2,4,5,5,0,0,0,0,96,3,60,4,0,0,0,0,1,300,5,0,1,50,1,1000,1,5200,148,3,60,3,0,0,0,0
4,41,4246,2,30,2,0,0,0,0,0,0,0,285,3,30,4,0,0,0,0,1,700,5,0,1,200,1,500,1,1600,196,3,30,3,0,0,0,0
4,42,4246,3,30,2,0,0,0,0,0,0,0,285,4,30,4,0,0,0,0,1,500,5,0,1,300,1,500,1,1600,196,4,30,3,0,0,0,0
4,43,5490,3,30,2,0,0,0,0,0,0,0,7308,3,33,,,,,,,,,,,,,,,,0,0,0,,,,,
4,180,4773,2,30,2,0,0,0,0,0,0,0,5964,3,30,,,,,,,,,,,,,,,,1130,1,10,,,,,
4,187,3853,3,30,2,0,0,0,0,0,0,0,6872,3,30,4,0,0,0,0,1,300,1,1000,1,50,1,600,1,99998,0,0,0,,,,,
5,32,368,4,30,2,0,0,0,0,0,0,0,1448,4,30,4,0,0,0,0,1,400,5,0,1,300,1,100,1,2600,8069,2,20,,,,,
5,33,3633,5,30,2,0,0,0,0,0,0,0,444,3,60,,,,,,,,,,,,,,,,7756,3,30,3,0,0,0,0
6,34,6048,5,30,2,0,0,0,0,0,0,0,6438,3,30,,,,,,,,,,,,,,,,5967,1,10,,,,,
7,39,1111,5,30,2,0,0,0,0,0,0,0,2945,3,30,4,0,0,0,0,1,100,5,0,1,20,1,50,1,2600,1154,3,30,,,,,
7,40,1111,6,30,2,0,0,0,0,0,0,0,2945,4,30,4,0,0,0,0,1,200,5,0,1,50,1,100,1,1300,482,2,30,,,,,
7,41,1114,4,60,2,0,0,0,0,0,0,0,3325,3,30,,,,,,,,,,,,,,,,1411,2,30,3,0,0,0,0
7,44,1114,6,60,2,0,0,0,0,0,0,0,3325,5,30,,,,,,,,,,,,,,,,1411,4,30,3,0,0,0,0
7,45,1910,5,60,2,0,0,0,0,0,0,0,6030,3,30,4,0,168,0,0,1,50,5,0,1,40,1,100,1,50,904,3,30,3,2,4,0,0
7,46,5107,2,30,2,0,0,0,0,0,0,0,3075,2,30,,,,,,,,,,,,,,,,2208,2,30,3,4,45,0,0
7,47,5107,4,30,2,0,0,0,0,0,0,0,3075,3,30,,,,,,,,,,,,,,,,2208,3,30,3,4,45,0,0
10,33,6041,2,30,2,4,4,12,0,0,0,0,5332,2,30,4,0,0,0,0,1,350,1,450,1,100,1,300,1,350,6733,2,30,3,0,0,0,0
10,34,1336,4,30,2,0,0,0,0,0,0,0,257,3,30,4,0,0,0,0,1,99999,1,900,1,50,1,9998,1,99998,6742,3,30,3,0,0,0,0
10,35,1336,5,30,2,0,0,0,0,0,0,0,257,4,30,4,0,0,0,0,1,350,1,600,1,100,1,250,1,400,6742,4,30,3,0,0,0,0
14,30,1179,3,30,2,0,0,0,0,0,0,0,260,3,30,4,0,0,0,0,1,700,1,700,1,100,1,600,1,1800,3621,3,30,,,,,
14,31,1179,4,30,2,0,0,0,0,0,0,0,260,4,30,4,0,0,0,0,1,700,1,700,1,150,1,500,1,1200,4149,2,22,,,,,
14,32,681,3,30,2,0,0,0,0,0,0,0,190,3,30,4,0,0,0,0,1,200,1,1000,1,20,1,300,1,100,2668,3,30,3,0,0,0,0
14,33,681,4,30,2,0,0,0,0,0,0,0,190,4,30,4,0,0,0,0,1,200,1,1000,1,20,1,200,1,100,2668,4,30,3,0,0,0,0
16,33,1721,3,30,2,0,0,0,0,0,0,0,770,4,30,,,,,,,,,,,,,,,,0,0,0,,,,,
18,38,690,3,30,2,9,5,10,0,0,0,0,2801,3,33,4,0,0,0,0,1,500,1,1500,1,200,1,1200,1,600,1047,1,10,,,,,
18,39,687,3,30,2,0,0,0,0,0,0,0,2802,3,30,4,0,0,0,0,1,400,1,250,1,30,1,500,1,1950,940,3,30,3,0,0,0,0
18,40,687,4,30,2,0,0,0,0,0,0,0,2802,4,30,4,0,0,0,0,1,400,1,250,1,30,1,300,1,1960,940,4,30,3,0,0,0,0
18,41,4261,4,30,2,0,0,0,0,0,0,0,3313,4,30,4,0,0,0,0,1,1000,1,400,1,50,1,500,1,1500,7955,4,35,3,0,0,0,0
18,187,1487,4,38,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
18,189,1487,6,38,2,0,0,0,0,0,0,0,3310,3,30,4,0,0,0,0,1,1000,5,0,1,100,1,1000,1,1800,293,3,30,3,0,0,0,0
18,191,5256,3,83,2,8,5,8,46.5,3,1,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
18,192,5256,4,83,2,8,5,8,46.5,3,1,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
22,30,3651,3,30,2,0,0,0,0,0,0,0,6375,3,30,4,0,10,0,0,1,800,1,200,1,75,1,1000,1,1500,2585,2,30,,,,,
22,31,3649,2,30,2,0,0,0,0,0,0,0,6376,2,30,4,0,15,0,0,1,1000,5,0,1,75,1,1500,1,1000,2831,2,30,3,0,0,0,0
22,176,5098,3,30,2,0,0,0,0,0,0,0,6769,3,30,4,0,0,0,0,1,600,1,200,1,50,1,250,1,1500,5288,2,30,3,0,0,0,0
39,31,1293,3,30,2,0,0,0,0,0,0,0,2120,3,30,4,0,0,0,0,1,200,1,200,1,50,1,200,1,1200,1214,3,30,3,0,0,0,0
40,35,3434,3,30,2,2,6,120,0,0,0,0,5975,2,60,4,0,0,0,0,1,600,1,600,1,150,1,400,1,2400,3462,1,10,,,,,
40,38,5300,4,33,2,0,0,0,0,0,0,0,3790,4,30,,,,,,,,,,,,,,,,2199,3,30,3,4,5,0,0
40,39,5300,5,30,2,0,0,0,0,0,0,0,3790,5,30,,,,,,,,,,,,,,,,732,3,30,3,0,0,0,0
45,32,150,3,60,2,0,0,0,0,0,0,0,1449,3,60,4,2,10,1,5,1,400,1,250,1,100,1,400,1,3600,751,3,30,3,0,0,0,0
45,33,4731,3,97,2,0,0,0,0,0,0,0,1710,3,97,,,,,,,,,,,,,,,,0,0,0,,,,,
45,34,151,2,30,2,0,0,0,0,0,0,0,1709,3,33,4,0,109,36,3,1,500,5,0,1,80,1,300,1,800,5584,3,30,,,,,
47,34,367,3,30,2,0,0,0,0,0,0,0,323,3,30,4,0,0,0,0,1,1200,1,300,1,500,1,500,1,1200,2554,2,20,,,,,
47,35,4601,3,30,2,4,9,999,0,0,0,0,4285,3,30,4,0,0,0,0,1,500,1,300,1,50,1,500,1,50,3357,3,30,,,,,
47,36,367,4,30,2,0,0,0,0,0,0,0,323,4,30,4,0,0,0,0,1,1200,1,300,1,500,1,400,1,1200,1528,3,30,3,0,0,0,0
47,37,2732,3,30,2,0,0,0,0,0,0,0,5744,3,35,4,0,7,0,0,1,600,1,1000,1,150,1,600,1,1300,0,0,0,,,,,
47,38,2732,4,30,2,0,0,0,0,0,0,0,5744,4,35,4,0,5,0,0,1,600,1,1000,1,150,1,400,1,2080,0,0,0,,,,,
47,39,4601,4,30,2,0,0,0,0,0,0,0,4285,4,30,4,0,4,0,0,1,500,1,300,5,0,5,0,1,600,3357,4,30,3,4,6,0,0
47,40,5905,3,30,2,0,0,0,0,0,0,0,2576,3,30,4,0,4,0,0,1,150,5,0,1,30,1,300,1,75,2180,3,30,3,0,0,0,0
50,32,1273,3,30,2,8,5,11,130,5,1,1,972,3,30,4,0,0,0,0,1,200,1,50,1,50,1,300,1,600,181,3,30,,,,,
50,33,1273,4,30,2,8,5,11,130,5,1,1,972,4,30,4,0,0,0,0,1,200,1,50,1,50,1,200,1,500,181,4,30,3,0,0,0,0
50,34,475,3,30,2,0,0,0,0,0,0,0,3800,3,30,4,0,20,70,3,1,150,1,200,1,50,1,200,1,500,514,3,30,3,0,0,0,0
50,35,475,4,30,2,0,0,0,0,0,0,0,3800,4,30,4,0,20,70,3,1,150,1,200,1,50,1,250,1,500,514,4,30,3,0,0,0,0
51,31,228,3,30,2,0,0,0,0,0,0,0,4716,3,30,4,0,0,0,0,1,135,1,500,1,100,1,300,1,1000,1546,51,30,,,,,
51,32,228,4,30,2,0,0,0,0,0,0,0,4716,4,30,4,0,0,0,0,1,135,1,500,1,50,1,300,1,1000,1546,3,30,3,0,0,0,0
53,35,2696,2,30,2,0,0,0,0,0,0,0,1096,3,33,4,0,0,0,0,1,400,5,0,1,50,1,100,1,130,2241,3,33,,,,,
53,36,3378,4,30,2,0,0,0,0,0,0,0,466,3,30,4,0,0,0,0,1,50,5,0,1,150,1,200,1,1200,2433,3,30,,,,,
53,38,5033,3,30,2,0,0,0,0,0,0,0,1878,3,30,4,0,0,0,0,1,500,5,0,1,40,1,120,1,1000,3802,2,70,,,,,
53,40,5033,4,30,2,0,0,0,0,0,0,0,1878,4,30,4,0,0,0,0,1,200,5,0,1,40,1,120,1,1000,6218,3,30,,,,,
53,41,3530,5,30,2,0,0,0,0,0,0,0,5663,4,33,4,0,0,0,0,1,300,1,200,1,200,1,300,1,500,3656,3,60,3,0,0,0,0
53,42,5034,4,30,2,0,0,0,0,0,0,0,1161,4,30,4,0,0,0,0,1,75,5,0,1,30,1,100,1,260,3677,3,35,3,0,0,0,0
53,205,4739,5,30,2,0,0,0,0,0,0,0,5478,3,30,4,0,0,0,0,1,100,5,0,1,80,1,100,1,1300,6574,3,30,3,0,0,0,0
60,36,457,3,30,2,0,0,0,0,0,0,0,704,3,30,4,0,0,0,0,1,600,1,700,1,60,1,200,1,1500,7981,3,30,3,0,0,0,0
60,37,457,4,30,2,0,0,0,0,0,0,0,704,4,30,4,0,0,0,0,1,500,1,300,1,60,1,300,1,500,7981,4,30,3,0,0,0,0
61,32,5104,3,30,2,0,0,0,0,0,0,0,2206,3,30,4,0,0,0,0,1,1000,1,300,1,100,1,700,1,1000,7031,3,30,,,,,
61,34,5104,5,30,2,0,0,0,0,0,0,0,2206,5,30,4,0,0,0,0,1,500,1,500,1,100,1,800,1,1000,7031,5,30,3,0,0,0,0
61,35,1460,3,30,2,0,0,0,0,0,0,0,1468,3,30,4,0,0,0,0,1,100,1,1300,1,25,1,350,1,1500,5098,3,30,3,0,0,0,0
68,30,2817,3,30,2,0,0,0,0,0,0,0,1189,3,30,4,0,10,100,5,1,600,5,0,1,100,1,300,1,1200,546,3,30,3,0,0,0,0
79,32,3189,4,30,2,0,0,0,0,0,0,0,6392,3,30,4,0,4,0,0,1,99999,1,400,1,50,1,400,1,1500,1548,51,30,,,,,
84,33,1359,2,30,2,0,0,0,0,0,0,0,262,3,30,4,0,0,0,0,1,1500,1,5000,1,200,1,500,1,3600,632,3,30,,,,,
84,34,1837,3,35,2,0,0,0,0,0,0,0,6941,2,30,4,0,0,0,0,1,400,1,100,1,25,1,125,8,0,7518,81,30,,,,,
84,35,1837,4,35,2,0,0,0,0,0,0,0,6941,3,30,4,0,0,0,0,1,450,1,99999,1,25,1,9999,8,0,7518,3,30,3,5,80,0,0
88,35,3876,3,30,2,0,0,0,0,0,0,0,6646,3,30,4,0,0,0,0,1,800,1,450,1,250,1,1000,1,2600,7536,1,10,,,,,
88,36,3876,4,30,2,0,0,0,0,0,0,0,6646,4,30,4,0,0,0,0,1,500,1,450,1,250,1,600,1,2600,7536,2,40,,,,,
89,34,3906,3,30,2,8,5,3.5,40,2,2,9,1730,3,30,4,0,0,0,0,1,500,1,200,1,150,1,800,1,500,4627,3,30,,,,,
89,35,5546,3,30,2,0,0,0,0,0,0,0,1469,3,30,4,2,15,0,0,1,400,1,300,1,20,1,300,1,500,3468,3,30,3,9,6,0,0
90,30,1174,3,30,2,7,5,40,75,3,2,9,1800,3,30,4,0,7,35,3,1,99999,1,99998,1,9998,1,9998,1,99998,4197,3,30,3,0,0,0,0
90,31,674,3,30,2,0,0,0,0,0,0,0,494,3,30,4,0,15,45,3,1,400,1,300,1,100,1,400,1,1000,1347,3,30,3,0,0,0,0
90,32,674,4,30,2,0,0,0,0,0,0,0,494,4,30,4,0,15,45,3,1,400,1,150,1,100,1,100,1,500,1347,4,30,3,2,5,0,0
91,31,3348,3,30,2,0,0,0,0,0,0,0,588,3,30,4,0,10,0,0,1,50,1,200,1,9999,1,300,1,75,5293,3,30,3,0,0,0,0
91,32,3348,4,30,2,0,0,0,0,0,0,0,588,4,30,4,0,0,0,0,1,99999,1,50,1,30,1,9998,1,125,5293,4,30,3,0,0,0,0
96,31,1503,4,30,2,0,0,0,0,0,0,0,359,3,30,4,0,0,0,0,1,1000,1,2000,1,300,1,200,1,99998,117,3,30,,,,,
96,32,1503,5,30,2,0,0,0,0,0,0,0,359,4,30,4,0,0,0,0,1,200,1,2000,1,30,1,500,8,0,117,4,30,3,0,0,0,0
96,33,4750,3,30,2,0,0,0,0,0,0,0,4773,3,30,4,0,0,0,0,1,1600,1,800,1,50,1,1500,1,700,4745,3,30,,,,,
99,32,21,3,30,2,0,0,0,0,0,0,0,6720,2,30,4,0,0,0,0,1,500,1,40,1,30,1,200,1,2500,2888,2,30,3,0,0,0,0
99,33,21,4,30,2,0,0,0,0,0,0,0,6720,3,30,4,0,0,0,0,1,200,1,50,1,40,1,200,1,2500,2888,3,30,3,0,0,0,0
105,35,956,2,30,2,0,0,0,0,0,0,0,5317,2,30,4,0,0,0,0,1,300,5,0,1,40,1,400,1,1200,1562,2,30,3,0,0,0,0
106,31,4006,2,30,2,0,0,0,0,0,0,0,4212,2,30,4,0,0,0,0,1,700,5,0,1,150,1,400,1,1000,3466,3,35,3,0,0,0,0
106,32,4006,3,30,2,0,0,0,0,0,0,0,4212,3,30,4,0,0,0,0,1,600,5,0,1,300,1,500,1,1000,3466,4,35,3,0,0,0,0
114,33,2925,4,30,2,0,0,0,0,0,0,0,243,3,30,4,0,0,0,0,5,0,5,0,1,25,5,0,1,400,1023,3,30,,,,,
114,34,97,4,30,2,0,0,0,0,0,0,0,2345,4,30,4,0,0,0,0,1,1000,1,800,1,40,1,200,1,100,3536,2,22,,,,,
117,31,2642,3,30,2,0,0,0,0,0,0,0,789,3,30,4,0,0,0,0,1,400,1,99998,1,40,1,9998,1,99998,915,3,30,3,0,0,0,0
117,32,2642,4,30,2,0,0,0,0,0,0,0,789,4,30,4,0,0,0,0,1,400,1,99998,1,40,1,9998,1,99998,915,4,30,3,0,0,0,0
121,30,3368,3,30,2,0,0,0,0,0,0,0,893,3,30,4,0,0,0,0,1,400,1,1250,1,250,1,400,8,0,2886,52,30,,,,,
121,32,1962,3,30,2,9,9,999,0,0,0,0,631,3,30,4,0,0,0,0,1,1000,5,0,1,150,1,800,1,1800,7565,2,20,,,,,
121,33,1962,4,30,2,9,4,3,0,0,0,0,631,4,30,4,0,0,0,0,1,2000,5,0,1,150,1,500,1,1800,7699,1,10,,,,,
121,36,3368,5,30,2,0,0,0,0,0,0,0,893,5,30,4,0,0,0,0,1,400,1,1000,1,100,1,500,1,1500,2886,3,30,3,0,0,0,0
121,37,2121,3,30,2,0,0,0,0,0,0,0,804,3,30,4,0,4,8,2,1,1200,1,2000,1,80,1,600,1,700,3408,3,30,3,2,7,0,0
122,34,2262,3,30,2,0,0,0,0,0,0,0,6054,3,30,,,,,,,,,,,,,,,,1065,2,20,,,,,
122,36,1504,4,30,2,0,0,0,0,0,0,0,309,4,30,4,0,0,0,0,1,1000,1,2000,1,100,1,800,1,1500,2214,4,30,3,0,0,0,0
122,37,1933,3,30,2,0,0,0,0,0,0,0,6291,3,30,4,0,0,0,0,1,200,5,0,1,50,1,250,1,1200,8067,3,30,,,,,
122,174,1504,3,30,2,0,0,0,0,0,0,0,309,3,30,4,0,0,0,0,1,600,1,2000,1,100,1,1000,1,2200,2214,3,30,,,,,
126,30,2008,3,30,2,0,0,0,0,0,0,0,1992,3,30,4,0,0,0,0,1,350,5,0,1,25,1,200,1,1800,1142,3,30,,,,,
128,30,1466,3,30,2,5,5,30,125,5,1,1,6907,3,30,4,0,0,0,0,1,600,1,700,1,125,1,500,1,1200,2967,3,30,3,0,0,0,0
128,31,1466,4,30,2,0,0,0,0,0,0,0,6907,4,30,4,0,30,100,3,1,500,1,2000,1,200,1,500,1,1500,2967,4,30,3,0,0,0,0
129,40,4847,3,30,2,0,0,0,0,0,0,0,3371,2,30,,,,,,,,,,,,,,,,0,0,0,,,,,
129,41,3635,4,30,2,0,0,0,0,0,0,0,4893,4,30,4,0,0,0,0,1,600,5,0,1,15,1,250,1,2400,1621,4,30,3,0,0,0,0
129,197,3635,3,30,2,0,0,0,0,0,0,0,4893,3,30,4,0,0,0,0,1,200,5,0,1,20,1,250,1,600,1621,3,30,,,,,
134,30,6097,4,30,2,0,0,0,0,0,0,0,891,4,30,4,0,0,0,0,1,500,5,0,1,40,1,250,1,1200,0,0,0,,,,,
134,31,6097,5,30,2,0,0,0,0,0,0,0,891,5,30,4,0,0,0,0,1,500,5,0,1,40,1,250,1,1200,0,0,0,,,,,
138,32,4499,2,30,2,0,0,0,0,0,0,0,710,2,30,4,0,0,0,0,1,300,5,0,1,25,1,300,1,1800,161,2,30,3,0,0,0,0
138,33,4499,3,30,2,0,0,0,0,0,0,0,710,3,30,4,0,10,0,0,1,500,5,0,1,100,1,500,1,160,161,3,30,3,0,0,0,0
145,30,2344,3,30,2,0,0,0,0,0,0,0,366,3,30,4,0,0,0,0,1,800,1,3000,1,60,1,1000,1,2400,4537,3,30,,,,,
145,31,2344,4,30,2,0,0,0,0,0,0,0,366,4,30,4,0,3,0,0,1,800,1,3000,1,30,1,500,1,800,4537,4,30,3,0,0,0,0
151,37,4307,5,30,2,0,0,0,0,0,0,0,4616,5,30,4,0,0,0,0,1,500,1,1500,1,20,1,400,8,0,6856,51,30,,,,,
151,38,4307,6,30,2,0,0,0,0,0,0,0,4616,6,30,4,2,10,0,0,1,500,1,1500,1,20,1,300,1,99998,6856,3,30,3,0,0,0,0
165,32,3345,4,30,2,0,0,0,0,0,0,0,4695,4,30,4,0,0,0,0,1,1000,1,1200,1,450,1,1082,1,1200,2639,51,30,,,,,
166,33,3195,5,30,2,10,4,999,0,0,0,0,6171,4,30,4,0,0,0,0,1,200,1,100,1,150,1,450,1,2000,3483,4,30,,,,,
172,36,3994,2,30,2,0,0,0,0,0,0,0,601,3,35,4,0,0,0,0,1,500,1,1700,1,100,1,300,1,400,2064,2,30,3,4,8,0,0
172,179,3992,4,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
172,180,3992,5,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
173,35,632,4,30,2,0,0,0,0,0,0,0,5323,4,30,4,0,0,0,0,5,0,5,0,1,50,5,0,1,99998,2978,2,22,,,,,
173,36,3594,4,30,2,2,3,3,0,0,0,0,1487,4,30,4,0,0,0,0,1,150,1,300,1,50,1,400,1,1200,1276,51,30,,,,,
173,37,632,5,30,2,0,0,0,0,0,0,0,5323,5,30,4,0,0,0,0,5,0,5,0,1,50,1,100,1,99998,1399,4,30,,,,,
173,38,389,5,30,2,0,0,0,0,0,0,0,1117,5,30,4,0,0,0,0,1,50,5,0,1,20,1,9999,1,200,1472,3,30,3,0,0,0,0
173,39,3594,5,30,2,2,3,3,0,0,0,0,1487,5,30,4,0,0,0,0,1,150,1,300,1,30,1,200,1,1000,1276,3,30,3,0,0,0,0
173,40,389,7,30,2,0,0,0,0,0,0,0,1117,6,30,4,0,0,0,0,1,20,5,0,1,20,1,100,1,200,1472,4,30,3,0,0,0,0
174,33,5242,3,30,2,0,0,0,0,0,0,0,727,3,30,4,0,0,0,0,1,250,5,0,1,50,1,500,1,1800,2422,52,30,,,,,
174,34,5267,3,35,2,8,5,12.5,35,3,2,9,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
174,36,5242,5,30,2,0,0,0,0,0,0,0,727,5,30,4,0,0,0,0,1,250,5,0,1,70,1,400,1,1800,2422,3,30,,,,,
174,37,2208,3,30,2,0,0,0,0,0,0,0,5247,3,30,4,0,0,0,0,1,200,1,300,1,50,1,100,1,2000,5265,3,30,3,0,0,0,0
174,40,2208,4,30,2,0,0,0,0,0,0,0,5247,4,30,4,0,0,0,0,1,200,1,300,1,15,1,50,1,2000,5265,4,30,3,0,0,0,0
178,33,3648,3,30,2,0,0,0,0,0,0,0,3565,3,30,4,0,0,0,0,1,500,5,0,1,600,1,500,1,1500,3002,51,30,,,,,
178,34,3648,4,30,2,0,0,0,0,0,0,0,3565,4,30,4,0,0,0,0,1,500,5,0,1,250,1,500,1,1500,3002,3,30,3,0,0,0,0
180,30,5413,2,30,2,4,5,35,0,0,0,0,2530,3,30,4,0,0,0,0,1,85,5,0,1,30,1,200,1,99998,437,3,30,,,,,
180,32,5413,4,30,2,2,5,15,50,3,1,2,2530,5,30,4,0,0,0,0,1,100,5,0,1,20,1,200,1,99998,437,5,30,,,,,
181,31,98,3,30,2,5,5,8,0,0,0,0,4452,3,30,4,0,0,0,0,1,700,1,99998,1,100,1,150,1,99998,2395,2,22,,,,,
181,32,98,4,30,2,5,5,5,0,0,0,0,4452,4,30,4,0,0,0,0,1,700,1,100,1,100,1,100,8,0,1239,3,30,,,,,
189,31,4894,3,30,2,0,0,0,0,0,0,0,175,3,30,,,,,,,,,,,,,,,,0,0,0,,,,,
190,33,1644,3,30,2,0,0,0,0,0,0,0,3534,2,30,,,,,,,,,,,,,,,,6199,2,30,,,,,
195,30,1778,3,33,2,0,0,0,0,0,0,0,32,3,33,4,0,0,0,0,1,300,1,200,1,200,1,700,1,1000,1868,3,33,3,0,0,0,0
195,31,1778,4,33,2,0,0,0,0,0,0,0,32,4,33,4,0,0,0,0,1,100,1,2000,1,200,1,700,1,1500,1868,4,33,3,0,0,0,0
200,34,2857,3,30,2,0,0,0,0,0,0,0,1129,3,30,,,,,,,,,,,,,,,,4823,1,10,,,,,
200,35,2664,3,30,2,8,4,6,0,0,0,0,1610,3,30,,,,,,,,,,,,,,,,4460,3,30,3,0,0,0,0
203,31,1158,3,30,2,2,9,998,0,0,0,0,3477,3,30,4,0,0,0,0,1,2000,1,2500,1,300,1,2000,1,1800,4066,3,30,,,,,
203,33,1158,5,30,2,0,0,0,0,0,0,0,3477,5,30,4,0,0,0,0,1,2000,1,2500,1,100,1,500,1,1800,4066,5,30,3,0,0,0,0
209,30,2507,2,30,2,8,5,16,27,3,2,9,2823,2,30,4,0,0,0,0,1,99999,5,0,1,25,1,100,1,1500,6322,1,10,,,,,
217,32,4021,4,30,2,0,0,0,0,0,0,0,1291,3,30,,,,,,,,,,,,,,,,1301,3,30,,,,,
220,30,745,3,30,2,8,5,15,90,5,2,9,2012,3,30,4,0,0,0,0,1,500,1,1000,1,100,1,750,1,1440,1168,3,30,3,0,0,0,0
221,32,4720,3,30,2,0,0,0,0,0,0,0,3543,3,30,4,0,5,75,5,1,500,1,2000,1,20,1,400,1,1800,3839,3,30,3,0,0,0,0
228,31,1570,4,30,2,2,7,7,0,0,0,0,2939,3,30,4,0,0,0,0,1,2000,1,100,1,200,1,500,1,200,368,3,30,,,,,
228,32,2116,3,30,2,7,5,5,225,5,2,9,361,3,30,4,0,0,0,0,1,700,1,800,1,75,1,1000,1,600,2431,3,30,3,0,0,0,0
236,32,3183,3,30,2,0,0,0,0,0,0,0,602,3,30,4,0,2,50,3,1,2000,1,1500,1,15,1,3000,1,2500,6857,3,30,3,0,0,0,0
245,34,308,5,30,2,0,0,0,0,0,0,0,5963,4,30,4,0,0,0,0,1,300,1,2000,1,50,1,500,1,99998,3922,4,30,,,,,
246,31,266,4,30,2,2,2,6,0,0,0,0,879,4,30,4,0,0,0,0,1,1000,1,1000,1,150,1,1000,1,1500,4443,3,30,,,,,
250,31,833,3,30,2,0,0,0,0,0,0,0,235,4,33,4,0,0,0,0,1,200,5,0,1,100,1,400,1,300,123,4,33,,,,,
250,32,104,2,30,2,0,0,0,0,0,0,0,235,3,33,4,0,0,0,0,1,300,1,250,1,100,1,450,1,600,123,3,33,3,0,0,0,0
257,37,4453,2,30,2,8,5,15,0,0,0,0,2184,3,33,4,0,0,0,0,1,100,1,99998,1,100,1,200,1,1200,2532,2,30,,,,,
257,39,4453,4,30,2,0,0,0,0,0,0,0,2184,5,33,4,0,10,0,0,1,500,1,99998,1,100,1,200,1,1200,2532,4,30,3,0,0,0,0
257,40,3271,3,30,2,0,0,0,0,0,0,0,134,3,30,4,0,12,250,5,1,300,5,0,1,100,1,300,1,500,2651,3,30,3,0,0,0,0
263,38,1597,3,30,2,0,0,0,0,0,0,0,1239,3,30,4,0,2,4.5,3,1,2000,1,500,5,0,1,600,1,1000,3122,3,30,3,0,0,0,0
266,31,2858,3,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
266,33,2858,4,30,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,
266,35,3748,3,30,2,0,0,0,0,0,0,0,1508,3,30,4,0,7,70,5,1,300,1,1000,1,40,1,300,1,1200,8143,3,30,3,8,8,85,5
277,33,5755,3,30,2,9,5,5,0,0,0,0,2944,3,30,,,,,,,,,,,,,,,,6321,2,20,,,,,
280,32,3095,3,30,2,0,0,0,0,0,0,0,3989,3,30,4,0,0,0,0,1,500,5,0,8,0,1,400,1,2400,1233,51,30,,,,,
280,33,3095,4,30,2,0,0,0,0,0,0,0,3989,4,30,4,0,0,0,0,1,100,5,0,5,0,5,0,1,99998,1233,3,30,3,0,0,0,0
284,30,4264,3,30,2,0,0,0,0,0,0,0,1178,3,30,4,5,5,0,0,1,800,1,600,1,100,1,200,1,1500,3663,3,30,,,,,
284,31,4264,4,30,2,0,0,0,0,0,0,0,1178,4,30,4,5,5,0,0,1,800,1,800,1,100,1,300,1,1200,3663,4,30,,,,,
297,48,3068,4,30,2,0,0,0,0,0,0,0,1107,4,30,4,0,0,0,0,1,200,1,400,1,200,1,400,1,500,1251,3,30,,,,,
302,36,3711,3,30,2,0,0,0,0,0,0,0,136,3,30,4,0,0,0,0,1,300,1,300,1,150,1,1000,1,3000,2306,2,30,,,,,
302,37,3711,4,30,2,0,0,0,0,0,0,0,136,4,30,4,0,0,0,0,1,300,5,0,1,150,1,1000,1,3000,2306,3,30,,,,,
308,37,1115,4,30,2,0,0,0,0,0,0,0,1912,4,30,4,0,0,0,0,1,500,1,1000,1,1000,1,1000,1,1500,1491,51,30,,,,,
311,32,1362,3,30,2,0,0,0,0,0,0,0,2942,2,30,4,0,15,0,0,1,750,1,500,1,50,1,200,1,1700,7355,2,30,3,0,0,0,0
311,33,1362,4,30,2,0,0,0,0,0,0,0,2942,3,30,4,0,15,0,0,1,500,1,500,1,50,1,250,1,1700,7355,3,30,3,2,20,0,0
315,30,3267,3,30,2,0,0,0,0,0,0,0,491,3,30,4,0,0,0,0,1,1000,1,99998,1,75,1,500,1,99998,8002,3,30,,,,,
319,31,468,3,30,2,0,0,0,0,0,0,0,892,3,30,4,0,0,0,0,1,600,5,0,1,300,1,900,1,99998,1927,2,22,,,,,
319,32,2930,3,30,2,0,0,0,0,0,0,0,2722,3,30,4,0,0,0,0,1,2000,1,2000,1,25,1,2000,1,2400,758,3,30,3,0,0,0,0
