ER30001,ER30002,ER33601,ER33602,ER33603,CHREL,Q21B12_2,Q21B12A1,Q21B12A2,Q21G5,Q21G5D,Q21G7A,Q21G7C,Q21G8F,Q21G8I,Q21G10,Q21G10C,Q21H5,Q21H5C,Q21H6,Q21H6B,Q21H7B,Q21H7F,Q21H8,Q21H8B
1051,45,4724,4,30,4,5,0,0,1,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1055,30,6765,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1055,32,7047,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,120,1,30
1060,32,59,3,35,4,5,0,0,5,0,1,0,1,50,1,500,0,0,0,0,0,0,0,0
1061,30,2820,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,500,5,0,5,0,5,0
1061,32,2820,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,400,1,200,5,0
1066,32,6043,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1066,33,4908,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1066,34,6043,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1066,35,4908,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,200,1,200,5,0,1,30
1068,32,6504,3,30,4,5,0,0,5,0,5,0,5,10,1,25,0,0,0,0,0,0,0,0
1072,31,3730,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,250,5,0
1072,32,3730,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,200,5,0
1077,31,6636,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,1,20
1077,32,6636,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,800,1,20
1084,32,7411,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,5,0
1088,37,6860,2,30,4,5,0,0,5,0,1,0,5,100,5,0,0,0,0,0,0,0,0,0
1088,38,6860,3,30,4,5,0,0,1,0,5,0,5,200,5,0,0,0,0,0,0,0,0,0
1092,32,3894,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,200,5,0,1,500,5,0
1092,34,3894,5,30,4,5,0,0,5,0,5,0,1,300,5,0,0,0,0,0,0,0,0,0
1093,31,5847,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1500,5,0
1093,34,5847,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,69,1,1000,5,0
1096,33,4053,3,33,4,5,0,0,5,0,5,0,5,0,1,100,0,0,0,0,0,0,0,0
1098,32,2536,3,30,4,5,0,0,5,0,5,0,5,100,1,150,0,0,0,0,0,0,0,0
1098,33,2536,4,30,4,5,0,0,5,0,1,360,5,30,5,0,0,0,0,0,0,0,0,0
1100,32,6232,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,80,5,0
1100,34,5384,3,30,4,5,0,0,5,0,5,0,5,80,5,0,0,0,0,0,0,0,0,0
1107,34,1887,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,240,5,30,5,0
1107,35,1887,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,240,5,50,5,0
1121,31,1364,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1121,33,716,3,30,4,5,0,0,5,0,5,0,5,400,5,0,0,0,0,0,0,0,0,0
1121,34,4484,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,1,100
1126,35,1059,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,250,1,15
1126,36,1059,4,30,4,5,0,0,5,0,1,1000,5,0,1,30,0,0,0,0,0,0,0,0
1127,30,742,3,30,4,5,0,0,1,2500,1,500,5,0,1,500,0,0,0,0,0,0,0,0
1129,39,152,2,70,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1129,189,152,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0
1131,32,2230,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,225,1,180,5,0
1131,34,2230,5,30,4,5,0,0,1,0,1,1080,5,0,1,9999,0,0,0,0,0,0,0,0
1141,35,6735,4,35,4,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1141,37,6624,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1141,179,6624,3,30,4,5,0,0,1,0,5,0,5,0,1,45,0,0,0,0,0,0,0,0
1142,31,1182,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,600,5,0
1142,32,1182,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1142,33,1738,4,33,4,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1142,34,1738,3,33,4,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1144,36,4897,3,30,4,5,0,0,5,0,5,0,1,100,5,0,0,0,0,0,0,0,0,0
1149,30,318,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,100,5,0,5,0
1150,172,4160,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,2250,5,0,5,0
1151,37,6641,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1200,1,0
1151,39,6641,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1200,5,0
1152,38,4828,4,30,4,5,0,0,5,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0
1154,30,591,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,250,1,250
1161,30,6425,3,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,36,7038,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,800,1,100
1163,37,7360,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,800,5,0
1163,38,7360,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,1140,5,0
1163,39,6555,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,120,1,0
1163,40,6557,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,250,5,0
1163,41,6557,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,350,5,0
1163,42,7026,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,20,5,200,5,0
1163,43,6555,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,160,1,0
1163,45,7214,3,30,4,5,0,0,5,0,5,0,1,52,5,0,0,0,0,0,0,0,0,0
1164,33,2631,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,300,1,200
1166,37,543,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1167,41,6712,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,20,5,0
1167,42,5708,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1167,43,6712,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,500,5,0,5,0
1167,44,5349,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1167,45,5349,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1167,46,5708,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1168,35,5080,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1168,36,5080,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,5,0
1168,37,4394,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,1,0
1168,174,5351,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1168,175,5351,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1169,30,2709,3,30,4,1,3400,6,0,0,0,0,0,0,0,0,5,0,5,0,5,400,5,0
1169,31,2709,4,30,4,1,3400,6,0,0,0,0,0,0,0,0,5,0,5,0,5,1000,5,0
1178,177,5227,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1184,39,2585,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,400,5,0,5,200,5,0
1184,40,354,4,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,180,5,0
1184,41,2585,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,1200,1,150,5,0,1,150
1185,32,841,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1185,34,841,4,30,4,5,0,0,5,0,1,3600,5,0,5,0,0,0,0,0,0,0,0,0
1192,33,1413,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,100,5,0
1192,34,5732,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1000,5,0
1192,35,1413,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
1210,31,1654,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,250,5,0
1213,31,1704,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,5,0
1220,30,5715,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1220,31,5715,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,50,5,0
1221,31,603,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,900,5,0
1221,32,603,5,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,250,5,300,5,0
1221,33,4040,3,30,4,1,4824,6,0,0,0,0,0,0,0,0,5,0,1,600,5,0,5,0
1221,34,4040,4,30,4,1,4824,6,5,0,1,1000,5,125,5,0,0,0,0,0,0,0,0,0
1221,35,1023,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,400,1,20,1,0
1221,36,1023,4,30,4,5,0,0,5,0,1,300,5,0,5,0,0,0,0,0,0,0,0,0
1222,34,2590,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,120,1,150
1222,35,2094,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,100,5,0
1222,185,2590,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,300,5,0,5,0
1222,189,3770,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,5,0
1225,31,5617,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1227,34,5572,3,30,4,1,5500,6,0,0,0,0,0,0,0,0,5,0,5,0,5,500,5,0
1227,35,4963,4,30,4,1,6300,6,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1230,31,4646,3,30,4,1,1125,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,34,1690,3,30,4,5,0,0,5,0,5,0,5,500,1,0,0,0,0,0,0,0,0,0
1233,35,1690,4,30,4,5,0,0,5,0,1,450,5,0,5,0,0,0,0,0,0,0,0,0
1236,31,598,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,500,5,0
1236,32,784,3,30,4,5,0,0,5,0,5,0,1,10,1,9999,0,0,0,0,0,0,0,0
1242,32,6967,3,30,4,1,4800,6,0,0,0,0,0,0,0,0,5,0,5,0,5,179,5,0
1242,33,6882,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,500,1,200
1242,34,5766,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,200,5,400,1,400
1242,35,6938,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,0,5,0
1242,36,5766,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,5,700,1,100
1242,38,6938,3,30,4,5,0,0,1,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1242,39,6882,5,30,4,5,0,0,5,0,5,0,5,0,1,200,0,0,0,0,0,0,0,0
1254,30,861,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
1258,30,5060,3,30,4,1,6000,6,0,0,0,0,0,0,0,0,5,0,1,270,1,400,5,0
1258,31,5060,4,30,4,1,6000,6,0,0,0,0,0,0,0,0,5,0,5,0,5,250,5,0
1258,32,5261,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,1,75
1258,33,126,5,30,4,5,0,0,5,0,5,0,1,45,5,0,0,0,0,0,0,0,0,0
1258,34,5261,4,33,4,5,0,0,5,0,5,0,5,0,1,40,0,0,0,0,0,0,0,0
1260,43,4210,3,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,31,6605,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1274,33,3719,5,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,465,5,0
1281,34,5532,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,100,1,0
1281,35,673,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,75,5,0,5,300,1,0
1281,36,673,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,1,0
1284,31,4843,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,950,1,900,1,1000,1,800
1284,32,4843,4,30,4,1,8000,6,5,0,5,0,1,50,1,200,0,0,0,0,0,0,0,0
1285,30,3927,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,3000,5,0,5,0,5,0
1285,31,4946,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1300,1,200,1,2000
1285,32,3927,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1000,5,0
1285,33,4946,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1300,1,3500,1,100
1286,32,2734,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,500,1,0,5,145,5,0
1290,34,2855,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1290,35,2855,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1292,32,3754,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,150,1,0
1298,31,3263,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,1,0
1298,32,3939,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,480,5,9999,1,7000
1298,33,3263,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
1302,37,4583,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1840,1,250,5,0
1303,32,368,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1200,5,360,5,0
1303,33,368,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,5,0
1306,31,3620,3,30,4,5,0,0,5,0,5,0,1,500,5,0,0,0,0,0,0,0,0,0
1315,32,819,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,100,5,0
1315,33,819,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,230,5,0
1315,34,689,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,0,1,35
1315,35,689,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,0,1,50
1315,36,572,3,30,4,5,0,0,5,0,1,150,5,20,1,0,0,0,0,0,0,0,0,0
1315,39,572,5,30,4,5,0,0,5,0,1,300,5,20,1,0,0,0,0,0,0,0,0,0
1332,30,7270,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,320,1,615,1,250
1332,32,7270,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,450,1,162,1,45
1332,33,6996,3,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,48,3663,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,150,5,0
1335,53,3323,3,30,4,5,0,0,5,0,1,350,5,50,1,100,0,0,0,0,0,0,0,0
1335,54,3323,4,30,4,5,0,0,5,0,5,0,5,50,1,100,0,0,0,0,0,0,0,0
1335,56,3324,3,30,4,5,0,0,5,0,5,0,5,80,1,80,0,0,0,0,0,0,0,0
1342,31,378,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,5,0
1345,34,2149,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,2000,5,0
1345,35,5414,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1351,35,4490,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,120,1,600,5,0
1351,36,4490,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,600,1,600,5,0
1355,174,6319,2,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,9999
1363,31,7093,2,30,4,1,3000,6,1,0,5,0,5,0,1,50,0,0,0,0,0,0,0,0
1368,32,3760,5,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1368,175,3832,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,1,100
1376,32,1337,2,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1383,37,5062,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1383,40,5062,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1394,35,615,2,30,4,9,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,40,5,0
1394,36,2111,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1394,37,615,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,5,0
1394,38,2111,5,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1397,33,1493,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,943,5,0,1,0
1397,34,1071,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1440,5,100,5,0
1397,37,1493,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,660,1,800,5,0
1397,38,1071,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1399,35,2354,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,5,0
1399,36,1819,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1399,37,1761,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,325,5,0
1399,38,1921,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,500,5,0,1,250
1399,39,1921,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,25,1,200
1399,40,1761,4,30,4,5,0,0,9,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0
1407,32,753,4,30,4,5,0,0,5,0,1,0,5,25,5,0,0,0,0,0,0,0,0,0
1411,39,4433,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,5,0
1411,43,2153,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1411,44,2114,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,10,5,0
1411,45,2153,5,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0
1411,186,4348,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,100,5,0
1415,31,5432,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1426,34,846,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1426,36,5369,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,15,5,0
1426,38,846,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1426,40,5369,7,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,5,0
1430,30,5100,3,30,4,5,0,0,1,1200,1,0,5,60,1,200,0,0,0,0,0,0,0,0
1430,31,5100,4,30,4,5,0,0,5,0,5,0,5,0,1,150,0,0,0,0,0,0,0,0
1431,30,5529,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,1,20
1432,31,5131,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1434,35,3952,3,30,4,5,0,0,5,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0
1445,35,4051,4,30,4,1,4500,6,0,0,0,0,0,0,0,0,5,0,1,200,5,50,5,0
1445,37,4051,5,30,4,1,3000,6,0,0,0,0,0,0,0,0,5,0,5,0,1,150,5,0
1460,30,1303,2,30,4,5,0,0,5,0,1,300,1,0,1,60,0,0,0,0,0,0,0,0
1468,33,1122,4,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1468,34,1122,5,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1468,35,2355,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,400,1,15
1473,32,5711,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,175,5,0
1475,31,5713,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
1475,32,5713,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,150,5,0
1480,33,4378,3,33,4,1,0,0,1,0,1,260,5,130,1,0,0,0,0,0,0,0,0,0
1480,34,4378,4,30,4,5,0,0,1,0,5,0,5,220,1,3,0,0,0,0,0,0,0,0
1485,33,3944,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
1485,34,3944,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,300,5,0,5,0
1494,31,2587,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,600,1,200,5,0
1494,32,2587,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,500,5,0
1498,32,500,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,50,5,0
1498,34,7335,4,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1498,35,501,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,410,1,12
1498,37,501,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1498,178,7335,3,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1503,170,658,2,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1505,30,4291,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,1600,5,0,5,0,1,2400
1516,30,6880,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,80,5,0
1516,31,2772,3,30,4,5,0,0,5,0,5,0,1,800,5,0,0,0,0,0,0,0,0,0
1516,33,2772,4,30,4,5,0,0,5,0,1,320,5,80,5,0,0,0,0,0,0,0,0,0
1516,172,6880,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1522,35,6295,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,1,0
1522,36,1680,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,1,200
1522,37,2680,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1000,1,3000,1,200
1522,38,415,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1000,5,0,1,500
1522,40,1680,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,2000,1,150,1,250
1522,41,415,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,700,1,500,5,0
1522,42,414,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1000,5,0
1522,43,414,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,250,5,0
1533,32,5630,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,1,1100,5,0
1533,33,5712,3,30,4,5,0,0,5,0,1,700,1,60,1,20,0,0,0,0,0,0,0,0
1533,34,5712,4,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,178,4978,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1541,36,3510,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1541,37,7163,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,4000,5,0
1541,38,3510,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1542,31,5854,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,50,5,0
1542,33,3295,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,350
1542,34,4800,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,250,5,0
1542,35,3295,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,700,5,0,1,100
1542,36,4800,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
1542,37,5986,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,840,5,0,5,0
1542,39,5854,5,30,4,5,0,0,5,0,5,0,5,250,5,0,0,0,0,0,0,0,0,0
1542,40,5986,5,30,4,5,0,0,1,0,1,1500,5,0,5,0,0,0,0,0,0,0,0,0
1547,31,3840,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,360,5,0,1,50
1547,32,4416,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,250,5,0
1547,33,3840,4,30,4,5,0,0,5,0,1,2000,1,9999,5,0,0,0,0,0,0,0,0,0
1559,30,3902,3,30,4,1,6300,6,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1568,33,3675,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1200,1,75
1568,34,3518,2,30,4,5,0,0,1,912,5,0,5,1125,5,0,0,0,0,0,0,0,0,0
1571,37,2075,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1571,38,2074,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1571,39,2074,3,30,4,5,0,0,5,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0
1571,40,1874,3,35,4,1,3500,6,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1571,181,5304,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1572,38,3451,3,30,4,1,265,5,0,0,0,0,0,0,0,0,5,0,1,240,5,75,1,0
1572,40,3451,4,30,4,1,265,5,0,0,0,0,0,0,0,0,5,0,5,0,5,25,5,0
1572,41,3177,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1579,42,5160,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,600,5,0
1583,31,4682,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,15,5,0,5,0
