ER30001,ER30002,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCGID_07,PCGPN_07,OCGID_07,OCGPN_07
3099,4,3099,2,3099,1,3099,2,3099,1,,,,
3099,5,3099,2,3099,1,3099,2,3099,1,,,,
3105,3,3105,2,3105,1,3105,2,,,,,,
3105,4,3105,2,3105,1,3105,2,,,,,,
3108,4,3108,2,3108,1,3108,2,3108,1,,,,
3109,3,3109,2,3109,1,3109,2,3109,1,3109,2,3109,1
3110,3,3110,2,3110,1,3110,2,3110,1,,,,
3110,5,3110,2,3110,1,,,,,3110,170,,
3111,4,3111,1,,,3111,1,3111,170,,,,
3111,5,3111,1,,,3111,1,3111,170,,,,
3113,3,3113,2,3113,1,3113,2,3113,1,3113,2,3113,1
3115,4,3115,2,3115,1,3115,2,3115,1,3115,2,3115,1
3116,2,3116,1,,,3116,1,,,3116,1,,
3117,5,3117,2,3117,1,3117,3,3117,1,,,,
3117,6,3117,2,3117,1,3117,3,3117,1,3117,1,,
3121,4,3121,2,3121,1,3121,1,3121,2,,,,
3123,3,3123,2,3123,1,3123,2,3123,1,,,,
3124,3,3124,2,3124,1,3124,2,3124,1,,,,
3125,4,3125,2,3125,1,3125,2,3125,1,,,,
3125,5,3125,2,3125,1,3125,2,3125,1,,,,
3126,4,3126,1,,,,,,,,,,
3127,3,3127,2,3127,1,3127,2,,,,,,
3127,4,3127,2,3127,1,3127,2,,,,,,
3128,4,3128,2,3128,1,,,,,,,,
3128,6,3128,2,3128,1,,,,,,,,
3129,3,3129,2,3129,1,,,,,,,,
3129,4,3129,2,3129,1,,,,,,,,
3130,2,3130,1,,,3130,1,,,,,,
3131,2,3131,1,,,3131,1,,,3131,1,,
3131,3,3131,1,,,3131,1,,,3131,1,,
3133,3,3133,2,3133,1,3133,2,3133,1,3133,1,3133,2
3135,3,3135,2,3135,1,3135,2,3135,1,3135,2,3135,1
3135,4,3135,2,3135,1,3135,2,3135,1,3135,2,3135,1
3136,3,3136,2,3136,1,3136,2,3136,1,,,,
3140,3,3140,2,3140,1,3140,2,3140,1,,,,
3140,4,3140,2,3140,1,3140,2,3140,1,3140,2,3140,1
3141,5,3141,2,3141,1,3141,2,3141,1,,,,
3143,4,3143,1,3143,3,3143,1,,,,,,
3144,3,3144,2,3144,1,3144,2,3144,1,,,,
3147,6,3147,2,3147,1,3147,2,,,3147,2,,
3149,3,3149,2,3149,1,3149,2,3149,1,3149,2,3149,1
3151,4,3151,2,3151,1,3151,2,3151,1,,,,
3151,5,3151,2,3151,1,3151,2,3151,1,3151,2,3151,1
3154,3,3154,2,3154,1,,,,,,,,
3155,5,3155,2,3155,1,3155,2,3155,1,3155,2,3155,1
3155,6,3155,2,3155,1,3155,2,3155,1,3155,2,3155,1
3156,3,3156,2,3156,1,3156,2,3156,1,3156,2,3156,1
3156,4,3156,2,3156,1,3156,2,3156,1,3156,2,3156,1
3157,4,3157,2,,,,,,,,,,
3157,5,3157,2,,,,,,,,,,
3159,3,3159,2,3159,1,3159,2,3159,1,3159,2,3159,1
3159,4,3159,2,3159,1,3159,2,3159,1,3159,2,3159,1
3161,3,3161,2,3161,1,3161,2,3161,1,3161,1,3161,2
3162,5,3162,2,3162,1,3162,2,3162,1,,,,
3162,6,3162,2,3162,1,3162,2,3162,1,,,,
3163,4,3163,2,3163,1,3163,2,3163,3,3163,2,3163,3
3167,3,3167,1,3167,2,,,,,3167,2,,
3168,3,3168,2,3168,1,,,,,,,,
3168,4,3168,2,3168,1,,,,,,,,
3171,5,3171,2,3171,1,3171,2,3171,1,,,,
3172,4,3172,2,3172,1,,,,,,,,
3176,4,3176,2,3176,1,3176,2,3176,1,3176,2,3176,1
3176,5,3176,2,3176,1,3176,2,3176,1,3176,2,3176,1
3177,3,3177,2,3177,1,3177,2,3177,1,,,,
3178,3,3178,2,3178,1,3178,2,3178,6,,,,
3178,5,3178,2,3178,1,3178,2,3178,6,,,,
3179,4,3179,3,3179,2,3179,3,3179,2,3179,3,,
3179,6,3179,3,3179,2,3179,3,3179,2,3179,3,,
3189,3,3189,2,3189,1,3189,2,3189,1,3189,1,3189,2
3190,3,3190,1,,,,,,,,,,
3191,4,3191,2,3191,1,3191,2,3191,1,,,,
3194,3,3194,1,,,,,,,,,,
3194,4,3194,1,,,,,,,3194,1,3194,3
3196,3,3196,2,3196,1,3196,2,3196,1,,,,
3196,6,3196,2,3196,1,3196,2,3196,1,3196,2,3196,1
3197,5,3197,2,3197,1,3197,2,3197,1,,,,
3198,2,3198,1,,,3198,1,,,,,,
3200,4,3200,2,3200,1,3200,2,3200,1,,,,
3200,6,3200,2,3200,1,3200,2,3200,1,3200,2,3200,1
3202,3,3202,2,3202,1,3202,2,3202,1,,,,
3202,5,3202,2,3202,1,3202,2,3202,1,,,,
3204,3,3204,2,3204,1,3204,2,3204,1,,,,
3204,4,3204,2,3204,1,3204,2,3204,1,3204,2,3204,1
3205,2,3205,1,,,3205,1,,,,,,
3206,4,3206,2,3206,1,3206,2,3206,1,,,,
3207,4,3207,1,3207,2,3207,2,3207,1,,,,
3207,5,3207,1,3207,2,3207,2,3207,1,,,,
3211,3,3211,2,3211,1,3211,2,3211,1,,,,
3211,4,3211,2,3211,1,3211,2,3211,1,,,,
3212,5,3212,2,3212,1,,,,,3212,1,3212,2
3212,7,3212,2,3212,1,,,,,,,,
3217,3,3217,2,3217,1,3217,2,3217,1,3217,2,3217,1
3221,3,3221,2,3221,1,3221,2,3221,170,,,,
3221,5,3221,2,3221,1,3221,2,3221,170,3221,2,3221,1
3223,3,3223,2,3223,1,3223,2,3223,1,,,,
3223,4,3223,2,3223,1,3223,2,3223,1,3223,2,3223,1
3224,6,3224,2,3224,1,3224,2,3224,1,,,,
3224,7,3224,2,3224,1,3224,2,3224,1,,,,
3225,3,3225,2,3225,1,3225,2,,,,,,
3225,6,3225,2,3225,1,3225,2,,,3225,2,3225,1
3227,3,3227,2,3227,1,3227,2,3227,1,3227,2,3227,1
3227,4,3227,2,3227,1,3227,2,3227,1,3227,2,3227,1
3228,3,3228,2,3228,1,3228,2,3228,1,,,,
3228,6,3228,2,3228,1,3228,2,3228,1,3228,2,3228,1
3229,3,3229,2,3229,1,3229,2,3229,1,3229,2,3229,1
3229,4,3229,2,3229,1,3229,2,3229,1,3229,2,3229,1
3231,3,3231,2,3231,1,3231,2,3231,1,3231,2,3231,1
3232,4,3232,2,3232,1,3232,2,3232,1,,,,
3232,5,3232,2,3232,1,3232,2,3232,1,3232,2,3232,1
3233,3,3233,2,3233,1,3233,2,3233,1,,,,
3233,4,3233,2,3233,1,3233,2,3233,1,3233,2,3233,1
3237,6,3237,2,3237,1,3237,2,3237,1,,,,
3237,7,3237,2,3237,1,3237,2,3237,1,,,,
3238,3,3238,2,3238,1,3238,2,3238,1,,,,
3238,4,3238,2,3238,1,3238,2,3238,1,3238,2,3238,1
3239,3,3239,2,3239,1,3239,2,3239,1,3239,2,3239,1
3239,4,3239,2,3239,1,3239,2,3239,1,3239,2,3239,1
3240,3,3240,2,3240,1,3240,2,3240,1,,,,
3240,6,3240,2,3240,1,3240,2,3240,1,3240,2,3240,1
3242,3,3242,2,3242,1,3242,2,3242,1,,,,
3242,4,3242,2,3242,1,3242,2,3242,1,,,,
3243,4,3243,2,3243,1,,,,,,,,
3248,4,3248,2,3248,1,3248,1,3248,2,,,,
3248,5,3248,2,3248,1,3248,1,3248,2,,,,
3249,4,3249,2,3249,1,3249,2,3249,1,,,,
3249,7,3249,2,3249,1,3249,2,3249,1,3249,2,3249,1
3250,3,3250,2,3250,1,3250,2,3250,1,,,,
3250,4,3250,2,3250,1,3250,2,3250,1,,,,
3257,3,3257,2,3257,1,3257,2,3257,1,,,,
3257,4,3257,2,3257,1,3257,2,3257,1,,,,
3258,4,3258,2,3258,1,3258,2,3258,1,3258,2,3258,1
3258,5,3258,2,3258,1,3258,2,3258,1,3258,2,3258,1
3265,3,3265,2,3265,1,,,,,,,,
3265,4,3265,2,3265,1,,,,,,,,
3270,2,3270,1,,,,,,,,,,
3275,3,3275,2,3275,1,3275,2,3275,1,3275,1,3275,2
3275,4,3275,2,3275,1,3275,2,3275,1,3275,1,3275,2
3276,4,3276,2,3276,1,,,,,,,,
3277,3,3277,1,,,,,,,3277,1,,
3277,4,3277,1,,,,,,,3277,1,,
3279,6,3279,4,,,,,,,,,,
3279,7,3279,4,,,,,,,,,,
3282,5,3282,2,3282,1,3282,3,3282,1,,,,
3282,7,3282,2,3282,1,3282,3,3282,1,3282,1,3282,2
3289,3,3289,2,3289,1,3289,1,3289,2,,,,
3291,3,3291,2,3291,1,3291,2,,,,,,
3294,4,3294,3,3294,2,3294,3,3294,5,3294,3,3294,5
3302,3,3302,2,3302,1,3302,2,3302,1,3302,2,3302,1
3302,4,3302,2,3302,1,3302,2,3302,1,3302,2,3302,1
3303,7,3303,3,3303,2,3303,3,3303,2,,,,
3308,3,3308,2,3308,1,3308,2,,,,,,
3309,3,3309,2,3309,1,3309,2,3309,1,3309,2,3309,1
3309,4,3309,2,3309,1,3309,2,3309,1,3309,2,3309,1
3310,3,3310,2,3310,1,3310,2,3310,1,3310,2,,
3311,5,3311,2,3311,1,,,,,,,,
3311,7,3311,2,3311,1,,,,,3311,2,,
3312,5,3312,2,3312,1,3312,2,3312,1,,,,
3317,3,3317,1,3317,2,,,,,,,,
3317,4,3317,1,3317,2,,,,,,,,
3318,3,3318,2,3318,1,,,,,,,,
3320,2,3320,1,,,,,,,,,,
3323,3,3323,2,3323,1,3323,2,3323,1,,,,
3323,4,3323,2,3323,1,3323,2,3323,1,3323,2,3323,1
3326,3,3326,1,,,,,,,,,,
3328,5,3328,2,3328,1,,,,,,,,
3328,6,3328,2,3328,1,,,,,3328,2,3328,1
3330,3,3330,2,3330,1,,,,,,,,
3331,6,3331,1,,,3331,1,,,3331,1,3331,4
3331,8,3331,1,,,3331,1,,,3331,1,3331,4
3332,3,3332,2,3332,1,3332,2,3332,1,,,,
3332,4,3332,2,3332,1,3332,2,3332,1,,,,
3333,3,3333,2,3333,1,3333,2,3333,1,3333,2,3333,1
3336,3,3336,2,3336,1,3336,1,3336,2,3336,2,3336,1
3336,5,3336,2,3336,1,3336,1,3336,2,3336,2,3336,1
3343,3,3343,2,3343,1,,,,,,,,
3345,3,3345,2,3345,1,3345,1,,,3345,1,3345,173
3345,5,3345,2,3345,1,3345,1,,,3345,1,3345,173
3346,3,3346,2,3346,1,,,,,3346,2,,
3347,5,3347,4,,,3347,4,,,3347,4,,
3348,6,3348,5,,,3348,5,3348,172,3348,5,3348,1
3349,3,3349,1,3349,2,3349,1,3349,2,3349,1,3349,2
3349,4,3349,1,3349,2,3349,1,3349,2,3349,1,3349,2
3350,3,3350,2,3350,1,,,,,,,,
3352,3,3352,2,3352,1,3352,2,,,,,,
3353,3,3353,2,3353,1,3353,2,3353,1,3353,1,3353,2
3353,4,3353,2,3353,1,3353,2,3353,1,3353,1,3353,2
3355,5,3355,2,3355,1,,,,,,,,
3355,6,3355,2,,,,,,,,,,
3356,6,3356,3,3356,2,3356,3,3356,1,3356,3,3356,2
3360,2,3360,1,,,3360,1,3360,170,3360,1,3360,170
3360,3,3360,1,,,3360,1,3360,170,3360,1,3360,170
3365,4,3365,2,3365,1,3365,2,3365,1,,,,
3365,5,3365,2,3365,1,3365,2,3365,1,3365,2,3365,1
3367,3,3367,2,3367,1,3367,2,3367,1,3367,2,3367,1
3367,4,3367,2,3367,1,3367,2,3367,1,3367,2,3367,1
3368,7,3368,6,3368,3,3368,6,3368,3,3368,6,3368,3
3368,8,3368,6,3368,3,3368,6,3368,3,3368,6,3368,3
3369,4,3369,2,3369,1,3369,2,3369,1,,,,
3369,7,3369,2,3369,1,3369,2,3369,1,3369,2,3369,1
3371,4,3371,2,3371,1,3371,2,3371,1,,,,
3371,5,3371,2,3371,1,3371,2,3371,1,,,,
3372,7,3372,2,3372,1,,,,,,,,
3372,8,3372,2,3372,1,,,,,,,,
3373,3,3373,2,3373,1,3373,2,3373,1,3373,2,3373,1
3373,4,3373,2,3373,1,3373,2,3373,1,3373,2,3373,1
3374,5,3374,2,3374,4,3374,2,3374,4,3374,2,3374,4
3375,5,3375,2,3375,1,3375,170,,,,,,
3375,6,3375,2,3375,1,3375,2,3375,1,3375,2,,
3376,6,3376,2,3376,1,3376,2,3376,1,,,,
3376,7,3376,2,3376,1,3376,2,3376,1,3376,2,3376,1
3378,3,3378,2,3378,1,3378,2,3378,1,,,,
3378,4,3378,2,3378,1,3378,2,3378,1,3378,2,3378,1
3380,4,3380,2,3380,1,3380,2,3380,1,,,,
3380,5,3380,2,3380,1,3380,2,3380,1,,,,
3382,3,3382,2,3382,1,,,,,,,,
3382,4,3382,2,3382,1,,,,,,,,
3386,3,3386,2,3386,1,3386,2,3386,1,,,,
3386,4,3386,2,3386,1,3386,2,3386,1,3386,2,3386,1
3387,3,3387,2,3387,1,3387,2,3387,1,3387,2,3387,1
3389,3,3389,2,3389,1,3389,2,3389,1,,,,
3390,3,3390,2,3390,1,3390,2,,,3390,2,,
3396,4,3396,2,3396,1,,,,,,,,
3397,3,3397,2,3397,1,3397,2,3397,1,3397,2,3397,1
3397,7,3397,6,,,3397,6,3397,170,3397,6,3397,170
3403,5,3403,2,3403,1,,,,,,,,
3403,6,3403,2,3403,1,,,,,,,,
3404,3,3404,2,3404,1,3404,2,3404,1,3404,2,3404,1
3404,4,3404,2,3404,1,3404,2,3404,1,3404,2,3404,1
3407,3,3407,1,3407,2,,,,,3407,1,,
3407,4,3407,1,3407,2,,,,,3407,1,,
3408,4,3408,2,3408,1,3408,2,3408,1,,,,
3409,3,3409,2,3409,1,3409,2,3409,1,3409,2,3409,1
3409,4,3409,2,3409,1,3409,2,3409,1,3409,2,3409,1
3413,5,3413,2,3413,1,,,,,,,,
3416,3,3416,2,3416,1,3416,2,3416,1,3416,2,3416,1
3417,3,3417,2,3417,1,3417,2,3417,1,3417,2,3417,1
3420,4,3420,2,3420,1,3420,2,3420,1,,,,
3420,5,3420,2,3420,1,3420,2,3420,1,,,,
3422,3,3422,1,3422,2,3422,1,,,3422,1,3422,2
3422,4,3422,1,3422,2,,,,,3422,1,3422,2
3425,4,3425,2,3425,1,,,,,,,,
3427,4,3427,2,3427,1,3427,2,3427,1,,,,
3427,5,3427,2,3427,1,3427,2,3427,1,,,,
3429,4,3429,1,,,,,,,,,,
3429,5,3429,1,,,,,,,,,,
3437,3,3437,2,3437,1,3437,2,3437,1,,,,
3437,7,3437,2,3437,1,3437,2,3437,1,3437,2,3437,1
3441,3,3441,2,3441,1,3441,2,3441,1,,,,
3441,5,3441,2,3441,1,3441,2,3441,1,3441,2,3441,1
5012,38,5012,183,,,5012,183,,,,,,
5012,39,5012,183,,,5012,183,,,,,,
5012,177,5012,31,,,5012,187,5012,186,5012,187,5012,186
5014,35,5014,175,,,,,,,,,,
5014,40,5014,32,,,5014,32,,,5014,32,,
5015,34,5015,3,,,,,,,,,,
5015,35,5015,3,,,5015,3,,,,,,
5015,36,5015,30,5015,184,5015,30,5015,184,5015,30,5015,184
5015,177,5015,30,5015,184,5015,30,5015,184,5015,30,5015,184
5016,33,5016,170,,,5016,170,,,,,,
5016,34,5016,170,,,5016,170,,,5016,170,,
5017,32,5017,171,5017,3,5017,171,5017,3,5017,171,,
5017,175,5017,3,5017,170,,,,,,,,
5018,33,5018,3,5018,175,5018,3,5018,30,5018,3,5018,175
5018,34,5018,4,5018,182,5018,4,5018,2,5018,4,5018,2
5031,38,5031,6,,,5031,6,,,,,,
5031,39,5031,5,,,5031,5,,,,,,
5031,40,5031,6,,,5031,6,,,,,,
5031,41,5031,7,,,,,,,,,,
5031,42,5031,3,,,5031,3,5031,33,,,,
5031,43,5031,9,,,,,,,,,,
5031,44,5031,7,,,,,,,,,,
5031,46,5031,3,,,5031,3,5031,33,5031,3,,
5031,50,5031,32,5031,5,5031,32,,,5031,32,,
5031,52,5031,9,,,,,,,5031,178,,
5034,40,5034,5,5034,174,5034,5,5034,174,,,,
5034,42,5034,170,,,5034,170,,,,,,
5034,43,5034,170,,,5034,170,,,,,,
5035,31,5035,171,5035,3,5035,171,5035,3,,,,
5036,31,5036,2,5036,173,5036,2,5036,173,5036,2,,
5037,34,5037,5,5037,172,5037,5,5037,172,,,,
5037,185,5037,5,5037,172,5037,5,5037,172,,,,
5040,33,5040,30,,,5040,30,5040,183,5040,30,,
5040,181,5040,30,,,5040,30,5040,183,5040,30,,
5045,33,5045,3,,,5045,3,5045,176,,,,
5046,176,5046,173,5046,2,5046,2,5046,173,,,,
5046,177,5046,173,5046,2,5046,2,5046,173,,,,
5047,31,5047,3,5047,175,5047,3,,,5047,3,,
5047,32,5047,3,5047,175,5047,3,,,5047,3,,
5048,39,5048,4,,,5048,4,,,,,,
5048,41,5048,30,,,,,,,5048,30,,
5048,45,5048,30,,,,,,,5048,30,,
5048,46,5048,35,5048,3,,,,,5048,35,5048,180
5052,48,5052,4,,,5052,4,,,,,,
5052,49,5052,8,5052,170,5052,8,,,,,,
5052,50,5052,174,,,5052,174,,,,,,
5052,51,5052,33,5052,191,5052,33,,,5052,33,,
5052,52,5052,33,5052,191,5052,33,,,5052,33,,
5052,192,5052,8,5052,170,5052,8,,,,,,
5055,37,5055,31,,,5055,31,,,,,,
5055,38,5055,31,,,5055,31,,,,,,
5055,42,5055,178,5055,5,5055,178,,,5055,178,,
5055,43,5055,171,5055,188,5055,171,5055,188,5055,171,5055,171
5055,44,5055,33,5055,2,5055,2,,,5055,33,,
5055,176,5055,171,5055,188,5055,171,5055,188,,,,
5057,38,5057,30,5057,193,5057,30,,,,,,
5057,41,5057,15,,,5057,15,,,5057,15,,
5057,42,5057,8,,,5057,8,,,,,,
5057,44,5057,15,,,5057,15,,,,,,
5057,45,5057,8,,,5057,8,,,,,,
5057,47,5057,4,5057,194,5057,4,5057,194,5057,4,5057,194
5057,196,5057,4,5057,194,5057,4,5057,194,,,,
5057,197,5057,190,,,5057,190,,,5057,190,,
5057,198,5057,190,,,,,,,,,,
5061,34,5061,4,5061,176,5061,4,5061,176,5061,4,5061,176
5061,35,5061,177,,,5061,177,5061,178,,,,
5065,37,5065,1,,,,,,,5065,186,5065,185
5065,38,5065,32,,,,,,,5065,32,,
5065,39,5065,34,,,5065,34,,,5065,34,,
5065,40,5065,32,5065,179,,,,,5065,32,,
5065,43,5065,36,,,5065,36,5065,2,5065,36,,
5065,45,5065,34,,,5065,34,,,5065,34,,
5065,46,5065,177,,,,,,,,,,
5066,37,5066,7,,,,,,,,,,
5066,39,5066,6,5066,178,5066,6,5066,178,,,,
5066,40,5066,6,5066,178,5066,6,5066,178,5066,6,5066,178
5066,41,5066,180,5066,9,,,,,5066,180,,
5066,181,5066,5,5066,172,5066,3,5066,170,,,,
5067,35,5067,2,5067,172,5067,2,5067,172,,,,
5067,36,5067,2,5067,172,5067,2,5067,172,,,,
5069,37,5069,4,,,5069,4,5069,35,,,,
5069,38,5069,4,,,5069,31,,,5069,31,,
5070,175,5070,4,5070,174,5070,4,5070,174,,,,
5071,35,5071,32,5071,3,5071,32,5071,3,,,,
5071,36,5071,32,5071,3,5071,32,5071,3,,,,
5082,30,5082,3,,,5082,3,,,,,,
5120,30,5120,5,,,5120,5,,,,,,
5120,31,5120,173,5120,3,5120,173,,,,,,
5120,32,5120,177,,,5120,177,5120,183,5120,177,,
5120,33,5120,178,,,5120,178,,,5120,178,5120,188
5126,35,5126,1,,,5126,1,,,,,,
5133,33,5133,3,,,5133,3,,,5133,3,,
5133,34,5133,31,,,5133,31,,,5133,31,,
5133,35,5133,31,,,5133,31,,,5133,31,,
5136,39,5136,9,,,,,,,,,,
5136,40,5136,11,,,5136,11,,,5136,11,,
5136,41,5136,11,,,5136,11,,,5136,11,,
5136,42,5136,31,5136,170,,,,,5136,31,,
5136,43,5136,31,5136,170,,,,,,,,
5136,180,5136,10,,,5136,10,,,,,,
5136,181,5136,10,,,5136,10,,,,,,
5136,183,5136,7,5136,171,,,,,,,,
5142,33,5142,171,5142,2,5142,171,,,,,,
5142,34,5142,174,5142,4,5142,174,5142,4,,,,
5142,35,5142,174,5142,4,5142,174,5142,4,5142,4,5142,174
5145,34,5145,2,,,5145,2,,,5145,2,,
5145,35,5145,2,,,5145,2,,,5145,2,,
5145,176,5145,4,,,,,,,,,,
5145,177,5145,4,,,,,,,,,,
5154,39,5154,32,,,5154,32,,,,,,
5154,41,5154,32,,,5154,32,,,,,,
5154,44,5154,33,,,5154,33,,,5154,33,,
5154,45,5154,8,,,5154,8,5154,36,5154,8,,
5154,46,5154,33,,,5154,33,,,5154,33,,
5163,32,5163,172,5163,30,,,,,5163,30,5163,174
5164,32,5164,3,,,5164,3,,,,,,
5164,34,5164,5,5164,174,,,,,,,,
5170,38,5170,9,5170,180,5170,9,5170,180,,,,
5170,40,5170,9,5170,180,5170,9,5170,180,,,,
5170,41,5170,30,5170,186,5170,30,5170,186,5170,30,,
5170,42,5170,7,,,5170,7,,,5170,7,,
5170,43,5170,32,,,5170,32,5170,188,,,,
5170,185,5170,184,5170,36,,,,,5170,184,,
5171,32,5171,8,,,,,,,5171,8,,
5177,33,5177,7,,,5177,7,,,5177,7,,
5177,35,5177,7,,,5177,7,,,5177,7,,
5177,36,5177,175,,,,,,,,,,
5180,32,5180,4,5180,174,5180,4,5180,174,,,,
5182,40,5182,9,5182,175,5182,9,5182,175,,,,
5182,41,5182,9,5182,175,5182,9,5182,175,,,,
5182,42,5182,176,5182,10,5182,176,5182,10,,,,
5182,43,5182,30,5182,185,5182,30,5182,185,5182,30,5182,185
5182,44,5182,182,5182,34,5182,182,5182,34,5182,182,5182,34
5182,45,5182,30,5182,185,5182,30,5182,185,5182,30,5182,185
5182,46,5182,33,5182,6,5182,33,5182,190,5182,33,5182,190
5182,47,5182,33,5182,6,5182,33,5182,190,5182,33,5182,190
5182,48,5182,182,5182,34,5182,182,5182,34,5182,182,5182,34
5199,35,5199,178,5199,4,5199,178,5199,4,5199,4,5199,178
5215,32,5215,3,,,5215,3,,,,,,
5215,33,5215,3,,,,,,,,,,
5216,171,5216,3,,,5216,3,5216,172,,,,
5219,35,5219,30,,,5219,30,5219,195,5219,195,5219,30
5219,193,5219,30,,,5219,30,5219,195,5219,195,5219,30
5230,39,5230,178,5230,180,5230,178,,,,,,
5230,41,5230,6,5230,194,5230,6,5230,194,,,,
5230,42,5230,8,,,5230,8,5230,181,,,,
5230,196,5230,195,5230,30,,,,,,,,
5230,197,5230,195,5230,30,,,,,,,,
5234,30,5234,171,5234,3,5234,171,5234,3,,,,
5234,31,5234,171,5234,3,5234,171,5234,3,5234,171,,
5241,172,5241,30,5241,1,5241,30,,,5241,30,,
5259,39,5259,10,,,5259,10,,,,,,
5264,31,5264,4,5264,170,5264,4,5264,170,5264,4,5264,170
5264,32,5264,4,5264,170,5264,4,5264,170,5264,4,5264,170
5274,31,5274,2,5274,170,5274,4,,,,,,
5274,32,5274,2,5274,170,5274,4,,,,,,
5281,32,5281,3,5281,170,5281,3,5281,170,,,,
5287,32,5287,173,,,5287,173,,,,,,
5287,34,5287,177,,,5287,177,,,,,,
5287,35,5287,178,,,5287,178,,,,,,
5287,36,5287,178,,,5287,178,,,,,,
5287,186,5287,4,,,5287,4,,,,,,
5287,193,5287,5,,,5287,5,,,5287,181,5287,198
5287,194,5287,173,,,,,,,,,,
5290,34,5290,7,,,5290,7,,,,,,
5290,185,5290,21,,,,,,,,,,
5292,39,5292,9,,,5292,9,,,,,,
5292,40,5292,32,5292,7,5292,32,5292,7,,,,
5292,43,5292,32,5292,7,5292,32,5292,7,5292,32,5292,7
5299,40,5299,4,,,5299,4,,,,,,
5299,41,5299,9,5299,172,5299,9,5299,172,,,,
5299,42,5299,170,,,5299,170,,,,,,
5299,43,5299,8,5299,173,5299,8,5299,173,,,,
5299,47,5299,4,,,5299,4,,,,,,
5299,50,5299,8,5299,173,5299,8,5299,173,5299,8,5299,173
5299,55,5299,10,,,5299,10,,,5299,10,,
5299,56,5299,12,,,5299,12,,,5299,12,,
5299,57,5299,12,,,5299,12,,,5299,12,,
5299,58,5299,32,,,5299,32,,,5299,32,,
5299,177,5299,5,,,5299,5,,,,,,
5299,178,5299,5,,,5299,5,,,,,,
5302,37,5302,7,5302,176,5302,7,5302,176,,,,
5302,182,5302,181,5302,3,,,,,,,,
5305,34,5305,6,,,5305,6,,,,,,
5305,35,5305,6,,,5305,6,,,,,,
5305,36,5305,183,5305,30,5305,183,,,5305,183,5305,190
5305,37,5305,183,5305,30,5305,183,,,5305,183,5305,190
5306,32,5306,2,,,5306,1,,,5306,170,,
5306,33,5306,170,,,5306,170,,,5306,170,,
5306,173,5306,172,5306,5,,,,,,,,
5308,32,5308,4,,,5308,4,,,,,,
5308,33,5308,173,,,5308,173,5308,174,5308,173,5308,174
5314,32,5314,5,5314,171,,,,,,,,
5314,34,5314,5,5314,171,5314,5,5314,171,,,,
5314,35,5314,172,,,5314,172,,,5314,172,,
5314,36,5314,172,,,5314,172,,,5314,172,,
5314,37,5314,30,,,5314,30,5314,2,5314,30,,
5314,38,5314,30,,,5314,30,5314,2,5314,30,,
5315,34,5315,173,5315,6,5315,173,,,,,,
5315,36,5315,173,5315,6,5315,173,,,5315,173,,
5321,33,5321,4,,,,,,,,,,
5323,30,5323,3,5323,170,5323,3,5323,170,5323,3,,
5332,41,5332,31,,,5332,31,,,5332,31,5332,193
5332,42,5332,188,5332,30,5332,188,,,5332,188,5332,30
5332,43,5332,32,5332,191,5332,32,5332,191,5332,32,5332,191
5332,187,5332,31,,,5332,31,,,5332,31,5332,193
5335,35,5335,5,,,5335,4,5335,5,,,,
5335,36,5335,5,,,5335,4,5335,5,,,,
5336,30,5336,7,5336,179,5336,7,5336,179,,,,
5343,179,5343,171,5343,5,,,,,,,,
5343,180,5343,171,5343,5,,,,,,,,
5348,32,5348,179,5348,7,,,,,,,,
5348,33,5348,5,5348,171,5348,5,,,,,,
5348,34,5348,179,5348,7,,,,,,,,
5350,37,5350,30,5350,179,5350,30,,,,,,
5350,39,5350,31,,,5350,31,,,5350,31,5350,181
5350,178,5350,30,5350,179,5350,30,,,,,,
5363,32,5363,4,,,5363,4,,,,,,
5363,33,5363,3,5363,171,5363,3,5363,171,,,,
5363,34,5363,2,5363,1,5363,30,,,5363,30,,
5363,35,5363,4,,,5363,4,,,5363,4,5363,32
5366,47,5366,170,5366,7,,,,,,,,
5366,48,5366,33,,,5366,33,,,,,,
5366,49,5366,32,,,5366,32,,,5366,32,,
5366,193,5366,192,5366,13,5366,192,5366,13,,,,
5366,195,5366,192,5366,13,5366,192,5366,13,,,,
5375,30,5375,170,5375,3,5375,170,5375,3,5375,170,,
5379,32,5379,174,5379,171,5379,174,5379,171,,,,
5379,33,5379,174,5379,171,5379,174,5379,171,5379,174,,
5381,32,5381,6,,,5381,6,,,,,,
5392,35,5392,191,5392,192,,,,,,,,
5392,38,5392,31,5392,190,,,,,5392,31,,
5392,39,5392,30,,,5392,30,5392,189,5392,30,5392,189
5392,40,5392,30,,,5392,30,5392,189,5392,30,5392,189
5393,36,5393,34,5393,3,5393,34,,,,,,
5393,37,5393,30,5393,5,5393,30,5393,5,5393,30,5393,5
5393,38,5393,181,5393,33,5393,33,,,5393,181,,
5393,179,5393,171,,,5393,171,5393,182,5393,171,,
5395,35,5395,5,,,,,,,5395,5,,
5395,37,5395,7,5395,179,5395,7,,,5395,7,,
5396,34,5396,170,,,5396,170,5396,173,,,,
5397,33,5397,5,5397,173,5397,5,5397,173,,,,
5397,34,5397,5,5397,173,5397,5,5397,173,,,,
5397,36,5397,30,,,5397,30,,,,,,
