"","ID","educ","ed","year_meas"
"9085",840195,12,"12",2011
"9086",840196,12,"12",2011
"9087",840197,13,"13-15",2011
"9088",840198,NA,NA,-1
"9089",840199,NA,NA,-1
"9090",840200,13,"13-15",2011
"9091",840201,12,"12",2011
"9092",840202,NA,NA,-1
"9093",840203,NA,NA,-1
"9094",840204,NA,NA,-1
"9095",840205,NA,NA,-1
"9096",840206,NA,NA,-1
"9097",841001,11,"<12",1975
"9098",841002,12,"12",1975
"9099",841003,NA,NA,-1
"9100",841030,NA,NA,-1
"9101",842001,8,"<12",1968
"9102",843001,16,"16",1977
"9103",843002,14,"13-15",2011
"9104",843030,14,"13-15",2011
"9105",843031,NA,NA,-1
"9106",843170,12,"12",1990
"9107",843171,10,"<12",1976
"9108",843172,12,"12",1976
"9109",843173,NA,NA,-1
"9110",843174,NA,NA,-1
"9111",843175,NA,NA,-1
"9112",843176,17,">16",2011
"9113",843177,16,"16",2011
"9114",843178,13,"13-15",2011
"9115",844001,12,"12",2011
"9116",844002,12,"12",2011
"9117",844003,12,"12",2011
"9118",844030,17,">16",2011
"9119",844031,12,"12",2011
"9120",844032,12,"12",2005
"9121",844033,NA,NA,-1
"9122",844034,11,"<12",2011
"9123",844035,NA,NA,-1
"9124",844036,NA,NA,-1
"9125",844037,NA,NA,-1
"9126",844038,NA,NA,-1
"9127",844170,16,"16",2005
"9128",844171,16,"16",2011
"9129",844172,12,"12",2011
"9130",844173,9,"<12",2001
"9131",844174,16,"16",2011
"9132",844175,14,"13-15",2011
"9133",844176,NA,NA,-1
"9134",844177,NA,NA,-1
"9135",844178,NA,NA,-1
"9136",844179,NA,NA,-1
"9137",844180,NA,NA,-1
"9138",844181,NA,NA,-1
"9139",844182,NA,NA,-1
"9140",845001,10,"<12",1987
"9141",845002,12,"12",2005
"9142",845003,13,"13-15",1986
"9143",845030,13,"13-15",2011
"9144",845031,13,"13-15",2011
"9145",845032,NA,NA,-1
"9146",845033,NA,NA,-1
"9147",845034,NA,NA,-1
"9148",845035,NA,NA,-1
"9149",845170,14,"13-15",1986
"9150",845171,12,"12",2011
"9151",845172,NA,NA,-1
"9152",845173,12,"12",2011
"9153",845174,12,"12",2009
"9154",845175,9,"<12",2011
"9155",845176,NA,NA,-1
"9156",845177,NA,NA,-1
"9157",845178,NA,NA,-1
"9158",845179,NA,NA,-1
"9159",846001,4,"<12",1984
"9160",846002,8,"<12",1993
"9161",846003,12,"12",2011
"9162",846004,10,"<12",1980
"9163",846005,12,"12",2011
"9164",846006,12,"12",2007
"9165",846007,16,"16",2011
"9166",846008,14,"13-15",1993
"9167",846030,16,"16",2011
"9168",846031,12,"12",1995
"9169",846032,13,"13-15",2009
"9170",846033,12,"12",1995
"9171",846034,12,"12",2001
"9172",846035,15,"13-15",2011
"9173",846036,16,"16",2005
"9174",846037,12,"12",2011
"9175",846038,16,"16",2011
"9176",846039,15,"13-15",2011
"9177",846040,15,"13-15",2011
"9178",846041,NA,NA,-1
"9179",846042,16,"16",1994
"9180",846043,11,"<12",2011
"9181",846044,12,"12",2011
"9182",846045,NA,NA,-1
"9183",846046,NA,NA,-1
"9184",846047,NA,NA,-1
"9185",846048,NA,NA,-1
"9186",846049,NA,NA,-1
"9187",846050,NA,NA,-1
"9188",846170,16,"16",2011
"9189",846171,12,"12",1994
"9190",846172,12,"12",1980
"9191",846173,NA,NA,-1
"9192",846174,NA,NA,-1
"9193",846176,12,"12",2001
"9194",846177,11,"<12",1983
"9195",846178,16,"16",1990
"9196",846179,12,"12",1990
"9197",846180,15,"13-15",1990
"9198",846181,NA,NA,-1
"9199",846182,15,"13-15",1993
"9200",846183,12,"12",1991
"9201",846184,11,"<12",2003
"9202",846185,NA,NA,-1
"9203",846186,NA,NA,-1
"9204",846187,11,"<12",2009
"9205",846188,12,"12",2001
"9206",846189,NA,NA,-1
"9207",846190,NA,NA,-1
"9208",846191,NA,NA,-1
"9209",846192,13,"13-15",2011
"9210",846193,NA,NA,-1
"9211",846194,NA,NA,-1
"9212",846195,NA,NA,-1
"9213",846196,NA,NA,-1
"9214",847001,NA,NA,-1
"9215",848001,5,"<12",1968
"9216",848002,5,"<12",2007
"9217",848003,12,"12",2011
"9218",848030,NA,NA,-1
"9219",848031,NA,NA,-1
"9220",848032,NA,NA,-1
"9221",848170,11,"<12",2011
"9222",848171,12,"12",2011
"9223",848172,11,"<12",2009
"9224",848173,12,"12",2011
"9225",848174,12,"12",2005
"9226",848175,14,"13-15",2009
"9227",848176,12,"12",2011
"9228",848177,NA,NA,-1
"9229",849001,6,"<12",1968
"9230",849002,5,"<12",2009
"9231",849170,4,"<12",1999
"9232",850001,8,"<12",1999
"9233",850002,12,"12",2011
"9234",850030,12,"12",2009
"9235",850031,10,"<12",2009
"9236",850032,NA,NA,-1
"9237",850033,NA,NA,-1
"9238",850170,12,"12",1982
"9239",850171,14,"13-15",1987
"9240",850172,12,"12",2003
"9241",850173,12,"12",2003
"9242",850174,12,"12",2009
"9243",851001,6,"<12",1996
"9244",851002,1,"<12",1994
"9245",852001,14,"13-15",2011
"9246",852002,14,"13-15",2011
"9247",852003,14,"13-15",1979
"9248",852004,12,"12",1987
"9249",852005,11,"<12",1986
"9250",852030,NA,NA,-1
"9251",852170,12,"12",1977
"9252",852171,17,">16",2011
"9253",852172,NA,NA,-1
"9254",853001,16,"16",2011
"9255",853002,13,"13-15",2011
"9256",853003,17,">16",2011
"9257",853030,NA,NA,-1
"9258",853031,NA,NA,-1
"9259",853170,17,">16",2011
"9260",853171,16,"16",1980
"9261",853172,NA,NA,-1
"9262",853173,17,">16",2011
"9263",853174,16,"16",2011
"9264",853175,NA,NA,-1
"9265",854001,15,"13-15",2009
"9266",854170,17,">16",1981
"9267",854171,12,"12",2009
"9268",854172,16,"16",1996
"9269",854173,16,"16",1997
"9270",855001,15,"13-15",2011
"9271",855002,12,"12",2011
"9272",855003,17,">16",2011
"9273",855004,16,"16",2011
"9274",855030,13,"13-15",1999
"9275",855031,17,">16",2011
"9276",855032,16,"16",2011
"9277",855033,17,">16",2011
"9278",855034,NA,NA,-1
"9279",855035,NA,NA,-1
"9280",855036,NA,NA,-1
"9281",855170,16,"16",2011
"9282",855171,16,"16",2011
"9283",855172,10,"<12",1983
"9284",855173,16,"16",2011
"9285",855174,NA,NA,-1
"9286",856001,14,"13-15",2009
"9287",856002,12,"12",2011
"9288",856003,17,">16",2011
"9289",856004,14,"13-15",2011
"9290",856005,14,"13-15",2011
"9291",856006,14,"13-15",2005
"9292",856007,11,"<12",1980
"9293",856008,12,"12",2011
"9294",856009,2,"<12",1972
"9295",856030,14,"13-15",2011
"9296",856031,16,"16",2011
"9297",856032,17,">16",2011
"9298",856033,16,"16",2011
"9299",856034,12,"12",2011
"9300",856035,12,"12",2011
"9301",856036,11,"<12",2011
"9302",856037,12,"12",2011
"9303",856038,11,"<12",2011
"9304",856039,NA,NA,-1
"9305",856040,NA,NA,-1
"9306",856041,NA,NA,-1
"9307",856042,NA,NA,-1
"9308",856043,NA,NA,-1
"9309",856044,NA,NA,-1
"9310",856045,NA,NA,-1
"9311",856170,10,"<12",1983
"9312",856171,12,"12",1980
"9313",856172,17,">16",2011
"9314",856173,14,"13-15",2005
"9315",856174,14,"13-15",1986
"9316",856175,16,"16",2011
"9317",856176,12,"12",2001
"9318",856177,12,"12",2009
"9319",856178,16,"16",2011
"9320",856179,NA,NA,-1
"9321",856180,16,"16",2011
"9322",856181,13,"13-15",2011
"9323",856182,NA,NA,-1
"9324",856183,NA,NA,-1
"9325",856184,NA,NA,-1
"9326",856185,NA,NA,-1
"9327",856186,NA,NA,-1
"9328",856187,NA,NA,-1
"9329",856188,NA,NA,-1
"9330",856189,NA,NA,-1
"9331",856190,NA,NA,-1
"9332",857001,5,"<12",1982
"9333",857002,8,"<12",1999
"9334",857003,16,"16",2005
"9335",857030,12,"12",2011
"9336",857031,12,"12",2011
"9337",857170,14,"13-15",1983
"9338",857171,NA,NA,-1
"9339",857172,NA,NA,-1
"9340",857173,14,"13-15",1981
"9341",857174,14,"13-15",2011
"9342",857175,14,"13-15",1999
"9343",857176,NA,NA,-1
"9344",857177,NA,NA,-1
"9345",857178,NA,NA,-1
"9346",857179,12,"12",1999
"9347",857180,12,"12",2005
"9348",858001,5,"<12",1968
"9349",858002,12,"12",1968
"9350",859001,11,"<12",1986
"9351",859002,12,"12",1986
"9352",859003,14,"13-15",2005
"9353",859030,16,"16",2011
"9354",859170,12,"12",2007
"9355",859171,12,"12",1997
"9356",859172,NA,NA,-1
"9357",860001,14,"13-15",2011
"9358",860002,17,">16",2011
"9359",860030,NA,NA,-1
"9360",860170,16,"16",1981
"9361",860171,12,"12",1975
"9362",860172,13,"13-15",1991
"9363",860173,16,"16",2011
"9364",860174,12,"12",2009
"9365",860227,NA,NA,-1
"9366",861001,9,"<12",1968
"9367",861002,8,"<12",1968
"9368",861003,12,"12",1968
"9369",862001,12,"12",2005
"9370",862002,12,"12",2007
"9371",862003,12,"12",1992
"9372",862030,11,"<12",1992
"9373",862031,NA,NA,-1
"9374",862032,NA,NA,-1
"9375",862170,12,"12",1992
"9376",863001,14,"13-15",1997
"9377",863002,12,"12",2011
"9378",863003,15,"13-15",2011
"9379",863004,14,"13-15",1993
"9380",863005,14,"13-15",1992
"9381",863006,17,">16",2011
"9382",863007,16,"16",2011
"9383",863030,17,">16",2011
"9384",863031,16,"16",2011
"9385",863032,16,"16",2011
"9386",863033,14,"13-15",2011
"9387",863034,11,"<12",2009
"9388",863035,10,"<12",2011
"9389",863036,NA,NA,-1
"9390",863037,NA,NA,-1
"9391",863038,NA,NA,-1
"9392",863039,NA,NA,-1
"9393",863040,NA,NA,-1
"9394",863041,NA,NA,-1
"9395",863042,NA,NA,-1
"9396",863043,NA,NA,-1
"9397",863170,13,"13-15",2011
"9398",863171,12,"12",2009
"9399",863172,12,"12",1993
"9400",863173,16,"16",2011
"9401",863174,15,"13-15",2011
"9402",863175,14,"13-15",2011
"9403",863176,NA,NA,-1
"9404",863177,NA,NA,-1
"9405",863178,NA,NA,-1
"9406",863179,NA,NA,-1
"9407",864001,12,"12",1968
"9408",864002,6,"<12",1968
"9409",865001,NA,NA,-1
"9410",865002,12,"12",1968
"9411",865003,12,"12",1968
"9412",865004,12,"12",1968
"9413",865030,NA,NA,-1
"9414",865031,NA,NA,-1
"9415",865032,NA,NA,-1
"9416",865170,NA,NA,-1
"9417",866001,10,"<12",1976
"9418",866002,6,"<12",2011
"9419",866003,12,"12",1979
"9420",866004,14,"13-15",2011
"9421",866005,3,"<12",1997
"9422",866030,NA,NA,-1
"9423",866031,17,">16",2011
"9424",866032,16,"16",2011
"9425",866033,13,"13-15",2009
"9426",866034,NA,NA,-1
"9427",866035,NA,NA,-1
"9428",866170,12,"12",2001
"9429",866171,13,"13-15",1979
"9430",866172,11,"<12",2011
"9431",866173,17,">16",2011
"9432",866174,NA,NA,-1
"9433",867001,10,"<12",1968
"9434",867002,10,"<12",1968
"9435",867003,8,"<12",1968
"9436",867004,12,"12",1971
"9437",868001,12,"12",2011
"9438",868002,11,"<12",2011
"9439",868003,12,"12",2009
"9440",868004,14,"13-15",2011
"9441",868005,12,"12",2011
"9442",868006,14,"13-15",2011
"9443",868030,13,"13-15",2001
"9444",868031,NA,NA,-1
"9445",868032,13,"13-15",2011
"9446",868033,13,"13-15",2009
"9447",868034,11,"<12",2011
"9448",868035,11,"<12",2011
"9449",868036,9,"<12",2011
"9450",868037,NA,NA,-1
"9451",868038,NA,NA,-1
"9452",868170,NA,NA,-1
"9453",868171,1,"<12",2001
"9454",868172,12,"12",2001
"9455",868173,14,"13-15",2001
"9456",868174,12,"12",1994
"9457",868175,16,"16",1980
"9458",868176,10,"<12",1979
"9459",868177,NA,NA,-1
"9460",868178,16,"16",1991
"9461",868179,12,"12",2011
"9462",868180,12,"12",1991
"9463",868181,12,"12",2011
"9464",868182,16,"16",2005
"9465",868183,16,"16",1997
"9466",868184,12,"12",1996
"9467",868185,12,"12",2011
"9468",868186,NA,NA,-1
"9469",868187,NA,NA,-1
"9470",868188,NA,NA,-1
"9471",869001,16,"16",1978
"9472",869002,16,"16",2011
"9473",869030,14,"13-15",1994
"9474",869031,17,">16",2011
"9475",869032,NA,NA,-1
"9476",869033,NA,NA,-1
"9477",869034,NA,NA,-1
"9478",869035,NA,NA,-1
"9479",869170,12,"12",2001
"9480",869171,NA,NA,-1
"9481",869172,NA,NA,-1
"9482",869173,17,">16",2011
"9483",870001,5,"<12",1968
"9484",870002,NA,NA,-1
"9485",871001,12,"12",2011
"9486",871002,11,"<12",1980
"9487",871003,11,"<12",1980
"9488",871004,NA,NA,-1
"9489",871170,14,"13-15",2011
"9490",871171,NA,NA,-1
"9491",871227,NA,NA,-1
"9492",872001,8,"<12",1975
"9493",872002,8,"<12",1980
"9494",873001,12,"12",1968
"9495",873002,12,"12",2011
"9496",873003,NA,NA,-1
"9497",873004,NA,NA,-1
"9498",874001,16,"16",1978
"9499",874030,NA,NA,-1
"9500",874170,6,"<12",1978
"9501",875001,15,"13-15",2011
"9502",875002,14,"13-15",2011
"9503",875003,17,">16",2001
"9504",875004,15,"13-15",2011
"9505",875030,14,"13-15",2011
"9506",875031,16,"16",2011
"9507",875032,14,"13-15",2011
"9508",875033,12,"12",2011
"9509",875034,11,"<12",2011
"9510",875035,NA,NA,-1
"9511",875036,NA,NA,-1
"9512",875037,NA,NA,-1
"9513",875038,NA,NA,-1
"9514",875039,NA,NA,-1
"9515",875040,NA,NA,-1
"9516",875041,NA,NA,-1
"9517",875042,NA,NA,-1
"9518",875043,NA,NA,-1
"9519",875170,14,"13-15",2007
"9520",875171,11,"<12",1990
"9521",875172,12,"12",1989
"9522",875173,11,"<12",1990
"9523",875174,12,"12",2011
"9524",875175,10,"<12",1999
"9525",875176,15,"13-15",2001
"9526",875177,14,"13-15",2011
"9527",875178,12,"12",1992
"9528",875179,12,"12",1993
"9529",875180,15,"13-15",2011
"9530",875181,14,"13-15",2011
"9531",875182,16,"16",2009
"9532",875183,NA,NA,-1
"9533",875184,NA,NA,-1
"9534",876001,14,"13-15",2011
"9535",876002,12,"12",2011
"9536",876003,16,"16",2011
"9537",876030,12,"12",2011
"9538",876031,16,"16",2011
"9539",876032,NA,NA,-1
"9540",876170,12,"12",2003
"9541",876171,12,"12",1981
"9542",876172,1,"<12",2011
"9543",876173,12,"12",1999
"9544",876174,14,"13-15",2003
"9545",876175,16,"16",2011
"9546",877001,13,"13-15",1994
"9547",877002,9,"<12",1994
"9548",877003,12,"12",1994
"9549",877170,8,"<12",1989
"9550",878001,2,"<12",1988
"9551",878002,12,"12",2011
"9552",878030,15,"13-15",2011
"9553",878031,16,"16",2011
"9554",878032,NA,NA,-1
"9555",878033,NA,NA,-1
"9556",878034,NA,NA,-1
"9557",878170,16,"16",2011
"9558",878171,17,">16",2011
"9559",878172,NA,NA,-1
"9560",879001,17,">16",2011
"9561",879002,12,"12",1992
"9562",879030,11,"<12",1992
"9563",879031,NA,NA,-1
"9564",879170,13,"13-15",1982
"9565",879171,12,"12",2011
"9566",879172,16,"16",2011
"9567",880001,12,"12",2011
"9568",880002,12,"12",2007
"9569",880003,16,"16",2011
"9570",880030,12,"12",2011
"9571",880031,13,"13-15",2011
"9572",880032,17,">16",2011
"9573",880033,9,"<12",2011
"9574",880034,NA,NA,-1
"9575",880035,NA,NA,-1
"9576",880036,NA,NA,-1
"9577",880037,NA,NA,-1
"9578",880170,4,"<12",2011
"9579",880171,NA,NA,-1
"9580",880172,NA,NA,-1
"9581",880173,NA,NA,-1
"9582",880174,13,"13-15",2011
"9583",880175,12,"12",2011
"9584",880176,12,"12",1972
"9585",880177,12,"12",1987
"9586",880178,NA,NA,-1
"9587",880179,5,"<12",1991
"9588",880180,15,"13-15",2005
"9589",880181,12,"12",2009
"9590",880182,16,"16",2011
"9591",880183,14,"13-15",2011
"9592",880184,NA,NA,-1
"9593",880185,NA,NA,-1
"9594",880186,NA,NA,-1
"9595",881001,17,">16",1988
"9596",881002,16,"16",2005
"9597",881003,17,">16",2011
"9598",881030,17,">16",2011
"9599",881031,16,"16",2011
"9600",881170,16,"16",2011
"9601",881171,16,"16",2011
"9602",882001,NA,NA,-1
"9603",882002,12,"12",1968
"9604",882003,NA,NA,-1
"9605",883001,12,"12",2001
"9606",883002,12,"12",1968
"9607",883003,NA,NA,-1
"9608",883030,NA,NA,-1
"9609",884001,8,"<12",1992
"9610",884002,8,"<12",1979
"9611",885001,8,"<12",1976
"9612",885002,14,"13-15",2005
"9613",885003,12,"12",2011
"9614",885030,12,"12",2011
"9615",885031,NA,NA,-1
"9616",885032,15,"13-15",2011
"9617",885033,NA,NA,-1
"9618",885034,NA,NA,-1
"9619",885035,NA,NA,-1
"9620",885170,12,"12",1980
"9621",885171,12,"12",2011
"9622",885172,12,"12",2007
"9623",885173,14,"13-15",2011
"9624",885174,NA,NA,-1
"9625",885175,16,"16",2011
"9626",886001,8,"<12",1991
"9627",887001,9,"<12",1968
"9628",887002,7,"<12",1980
"9629",888001,9,"<12",1976
"9630",888002,11,"<12",1979
"9631",889001,8,"<12",1968
"9632",889002,NA,NA,-1
"9633",889170,NA,NA,-1
"9634",890001,16,"16",2001
"9635",890002,12,"12",1975
"9636",890003,16,"16",2011
"9637",890170,17,">16",2011
"9638",890171,12,"12",2009
"9639",891001,14,"13-15",2011
"9640",891002,13,"13-15",1968
"9641",891030,16,"16",2007
"9642",891031,11,"<12",2011
"9643",891032,10,"<12",2011
"9644",891170,12,"12",1985
"9645",891171,NA,NA,-1
"9646",891172,12,"12",1976
"9647",891173,12,"12",1989
"9648",891174,10,"<12",1989
"9649",891175,12,"12",2011
"9650",891176,13,"13-15",2011
"9651",891177,16,"16",2011
"9652",891178,16,"16",2011
"9653",891179,13,"13-15",2003
"9654",891180,NA,NA,-1
"9655",891181,NA,NA,-1
"9656",891182,NA,NA,-1
"9657",891183,16,"16",2011
"9658",892001,13,"13-15",1968
"9659",892002,12,"12",1985
"9660",892021,14,"13-15",2005
"9661",892030,16,"16",2007
"9662",892170,13,"13-15",2005
"9663",892171,17,">16",1999
"9664",892172,16,"16",2003
"9665",893001,17,">16",2011
"9666",893002,16,"16",2011
"9667",893003,17,">16",2011
"9668",893030,14,"13-15",2011
"9669",893031,13,"13-15",2011
"9670",893032,NA,NA,-1
"9671",893033,NA,NA,-1
"9672",893034,NA,NA,-1
"9673",893170,13,"13-15",2011
"9674",893171,7,"<12",2007
"9675",894001,13,"13-15",2011
"9676",894030,16,"16",2011
"9677",894031,14,"13-15",2011
"9678",894032,17,">16",2011
"9679",894033,NA,NA,-1
"9680",894034,NA,NA,-1
"9681",894035,NA,NA,-1
"9682",894036,NA,NA,-1
"9683",894037,NA,NA,-1
"9684",894038,NA,NA,-1
"9685",894170,17,">16",2011
"9686",894171,15,"13-15",2011
"9687",894172,13,"13-15",2011
"9688",894173,16,"16",2011
"9689",894174,NA,NA,-1
"9690",895001,12,"12",1995
"9691",895002,12,"12",1993
"9692",896001,8,"<12",1968
"9693",897001,8,"<12",1984
"9694",897002,8,"<12",1991
"9695",897003,10,"<12",1975
"9696",897004,12,"12",2011
"9697",897005,12,"12",2011
"9698",897006,12,"12",2011
"9699",897030,13,"13-15",2011
"9700",897031,14,"13-15",2011
"9701",897032,12,"12",2011
"9702",897033,14,"13-15",2011
"9703",897034,12,"12",2011
"9704",897035,11,"<12",2011
"9705",897036,NA,NA,-1
"9706",897037,NA,NA,-1
"9707",897038,NA,NA,-1
"9708",897039,NA,NA,-1
"9709",897040,NA,NA,-1
"9710",897041,NA,NA,-1
"9711",897170,12,"12",2011
"9712",897171,12,"12",2003
"9713",897172,14,"13-15",2011
"9714",897173,15,"13-15",1996
"9715",897174,12,"12",1997
"9716",897175,16,"16",2011
"9717",897176,14,"13-15",2005
"9718",897177,12,"12",2009
"9719",897178,13,"13-15",2003
"9720",897179,12,"12",2005
"9721",897180,12,"12",2011
"9722",897181,14,"13-15",2011
"9723",897182,NA,NA,-1
"9724",897183,NA,NA,-1
"9725",897184,NA,NA,-1
"9726",897185,NA,NA,-1
"9727",897186,NA,NA,-1
"9728",898001,17,">16",2011
"9729",898002,16,"16",2011
"9730",898003,12,"12",2011
"9731",898004,16,"16",2011
"9732",898005,12,"12",2011
"9733",898030,14,"13-15",2011
"9734",898031,NA,NA,-1
"9735",898032,NA,NA,-1
"9736",898033,11,"<12",2011
"9737",898034,10,"<12",2011
"9738",898035,10,"<12",2011
"9739",898036,NA,NA,-1
"9740",898037,NA,NA,-1
"9741",898170,12,"12",1986
"9742",898171,12,"12",1987
"9743",898172,12,"12",1985
"9744",898173,9,"<12",1986
"9745",898174,12,"12",1980
"9746",898175,12,"12",1987
"9747",898176,13,"13-15",1989
"9748",898177,NA,NA,-1
"9749",898178,13,"13-15",1989
"9750",898179,14,"13-15",2011
"9751",898180,14,"13-15",1989
"9752",898181,14,"13-15",2011
"9753",898182,12,"12",2011
"9754",898183,13,"13-15",2007
"9755",898184,12,"12",2011
"9756",898185,12,"12",2011
"9757",898186,12,"12",2003
"9758",898187,12,"12",2005
"9759",898188,13,"13-15",2011
"9760",898189,NA,NA,-1
"9761",898190,NA,NA,-1
"9762",899001,12,"12",2011
"9763",899002,9,"<12",2011
"9764",899003,12,"12",2011
"9765",899004,12,"12",2011
"9766",899005,12,"12",1992
"9767",899030,12,"12",1992
"9768",899031,12,"12",1992
"9769",899032,13,"13-15",2007
"9770",899033,13,"13-15",2011
"9771",899034,NA,NA,-1
"9772",899035,NA,NA,-1
"9773",899036,NA,NA,-1
"9774",899170,11,"<12",1992
"9775",899171,NA,NA,-1
"9776",899172,12,"12",1981
"9777",899173,NA,NA,-1
"9778",899174,12,"12",1979
"9779",899175,8,"<12",1986
"9780",899176,NA,NA,-1
"9781",899177,17,">16",2007
"9782",899178,12,"12",2001
"9783",899179,12,"12",2011
"9784",899180,14,"13-15",2007
"9785",899181,11,"<12",2007
"9786",899182,14,"13-15",2011
"9787",899183,15,"13-15",2007
"9788",899184,NA,NA,-1
"9789",899185,NA,NA,-1
"9790",899186,NA,NA,-1
"9791",900001,13,"13-15",2011
"9792",900002,13,"13-15",2009
"9793",900003,NA,NA,-1
"9794",900004,NA,NA,-1
"9795",900005,NA,NA,-1
"9796",900170,9,"<12",1981
"9797",900171,12,"12",2009
"9798",900172,11,"<12",2009
"9799",900173,11,"<12",2011
"9800",901001,12,"12",1968
"9801",901002,7,"<12",1968
"9802",902001,2,"<12",1968
"9803",902002,9,"<12",1968
"9804",902003,NA,NA,-1
"9805",903001,6,"<12",1968
"9806",903002,11,"<12",1968
"9807",904001,12,"12",2011
"9808",904002,12,"12",2011
"9809",904003,17,">16",2011
"9810",904004,12,"12",2011
"9811",904030,NA,NA,-1
"9812",904170,12,"12",2011
"9813",905001,12,"12",2005
"9814",905002,12,"12",2005
"9815",905003,12,"12",2011
"9816",905030,12,"12",2011
"9817",905170,14,"13-15",2011
"9818",905171,8,"<12",1990
"9819",905172,12,"12",2011
"9820",906001,17,">16",2011
"9821",906002,17,">16",2011
"9822",906003,17,">16",2011
"9823",906004,17,">16",2011
"9824",906030,16,"16",2011
"9825",906031,NA,NA,-1
"9826",906032,NA,NA,-1
"9827",906033,NA,NA,-1
"9828",906034,NA,NA,-1
"9829",906035,NA,NA,-1
"9830",906170,16,"16",1995
"9831",906171,17,">16",2011
"9832",906172,12,"12",1997
"9833",906173,17,">16",2011
"9834",906174,16,"16",2011
"9835",907001,8,"<12",2011
"9836",907002,16,"16",2011
"9837",907030,17,">16",2011
"9838",907031,17,">16",2011
"9839",907032,NA,NA,-1
"9840",907033,NA,NA,-1
"9841",907170,17,">16",2011
"9842",907171,17,">16",2011
"9843",907172,NA,NA,-1
"9844",907173,17,">16",2011
"9845",907174,NA,NA,-1
"9846",907175,NA,NA,-1
"9847",908001,12,"12",1993
"9848",908002,17,">16",2011
"9849",908003,14,"13-15",2011
"9850",908004,17,">16",2011
"9851",908005,16,"16",1994
"9852",908006,17,">16",2011
"9853",908030,16,"16",2009
"9854",908031,17,">16",2011
"9855",908032,14,"13-15",2011
"9856",908033,16,"16",2011
"9857",908034,16,"16",2011
"9858",908035,NA,NA,-1
"9859",908036,12,"12",2011
"9860",908037,10,"<12",2011
"9861",908038,NA,NA,-1
"9862",908039,NA,NA,-1
"9863",908040,NA,NA,-1
"9864",908041,NA,NA,-1
"9865",908170,12,"12",2011
"9866",908171,12,"12",2011
"9867",908172,12,"12",1991
"9868",908173,12,"12",1994
"9869",908174,16,"16",1994
"9870",908175,12,"12",1994
"9871",908176,11,"<12",1994
"9872",908177,12,"12",2011
"9873",908178,14,"13-15",2009
"9874",908179,16,"16",2011
"9875",908180,NA,NA,-1
"9876",908181,NA,NA,-1
"9877",908182,NA,NA,-1
"9878",909001,12,"12",1992
"9879",909002,14,"13-15",2011
"9880",909003,14,"13-15",2011
"9881",909004,14,"13-15",2001
"9882",909030,16,"16",2011
"9883",909031,16,"16",2011
"9884",909032,17,">16",2011
"9885",909170,15,"13-15",2007
"9886",909171,12,"12",1983
"9887",909172,12,"12",1988
"9888",909173,14,"13-15",2011
"9889",909174,12,"12",2011
"9890",909175,NA,NA,-1
"9891",910001,12,"12",1999
"9892",910002,14,"13-15",2011
"9893",910003,16,"16",2011
"9894",910004,16,"16",2011
"9895",910005,14,"13-15",2011
"9896",910006,16,"16",2011
"9897",910007,16,"16",2011
"9898",910030,16,"16",2011
"9899",910031,16,"16",2011
"9900",910032,16,"16",2009
"9901",910033,15,"13-15",2011
"9902",910034,NA,NA,-1
"9903",910035,NA,NA,-1
"9904",910036,10,"<12",2011
"9905",910037,NA,NA,-1
"9906",910038,NA,NA,-1
"9907",910039,NA,NA,-1
"9908",910040,NA,NA,-1
"9909",910041,NA,NA,-1
"9910",910042,NA,NA,-1
"9911",910170,16,"16",2011
"9912",910171,12,"12",1990
"9913",910172,12,"12",1995
"9914",910173,14,"13-15",2011
"9915",910174,17,">16",2011
"9916",910175,16,"16",1995
"9917",910176,17,">16",2011
"9918",910177,17,">16",2011
"9919",910178,NA,NA,-1
"9920",910179,14,"13-15",2011
"9921",910180,12,"12",2009
"9922",910181,13,"13-15",2009
"9923",910182,12,"12",2011
"9924",910183,NA,NA,-1
"9925",910184,NA,NA,-1
"9926",910185,NA,NA,-1
"9927",911001,13,"13-15",1979
"9928",912001,15,"13-15",2011
"9929",912030,10,"<12",2011
"9930",912031,NA,NA,-1
"9931",912032,NA,NA,-1
"9932",912170,12,"12",1993
"9933",912171,11,"<12",1982
"9934",912172,NA,NA,-1
"9935",912173,NA,NA,-1
"9936",912174,NA,NA,-1
"9937",912175,NA,NA,-1
"9938",912176,10,"<12",1990
"9939",912177,NA,NA,-1
"9940",912178,NA,NA,-1
"9941",912179,NA,NA,-1
"9942",913001,17,">16",2011
"9943",913002,16,"16",2011
"9944",913003,17,">16",1990
"9945",913004,17,">16",2011
"9946",913005,16,"16",2011
"9947",913030,NA,NA,-1
"9948",913031,11,"<12",2009
"9949",913170,14,"13-15",1986
"9950",913171,16,"16",1996
"9951",913172,15,"13-15",1990
"9952",913173,16,"16",2011
"9953",913174,17,">16",2011
"9954",913175,NA,NA,-1
"9955",914001,8,"<12",1968
"9956",914002,8,"<12",1968
"9957",914003,NA,NA,-1
"9958",915001,16,"16",1991
"9959",915002,16,"16",1999
"9960",915003,16,"16",2011
"9961",915004,16,"16",2011
"9962",915005,17,">16",2011
"9963",915030,16,"16",2011
"9964",915031,13,"13-15",2011
"9965",915032,15,"13-15",2011
"9966",915033,16,"16",2011
"9967",915034,14,"13-15",2011
"9968",915035,15,"13-15",2011
"9969",915036,9,"<12",2011
"9970",915037,NA,NA,-1
"9971",915038,NA,NA,-1
